,cid,votes,time,含grandma,含grandma中文翻译
33412,UgwW89UWpHZoS3A26qJ4AaABAg.8vH4dW6_4wZ8vHQ3AsOmRM,0,4 years ago,she gave up her original job to take care of her grandma. she lead a happy and peaceful life every day.,她放弃了自己的最初工作，以照顾祖母。她每天过着幸福快乐的生活。
34956,Ugy7ZtVaOJ0JcbEzUq94AaABAg,0,4 years ago,she's so sweet with her grandma ๐ญ๐’–,她和奶奶很甜蜜
34943,Ugw5NyvDdl3ye2d-97B4AaABAg,0,4 years ago,grandma kok eat too.,Kok奶奶也吃。
34902,UgyfG6S9Xxo2wvnQ-w94AaABAg,0,4 years ago,looks delicious! i love you and your grandma together. you both are so sweet.,看起来很美味！我在一起爱你和你的祖母。你们俩都很甜蜜。
34900,Ugyrl_t23V_zndjwCEF4AaABAg,0,4 years ago (edited),"i love grandma's bomber hat, so cute :))))))))))",我喜欢奶奶的轰炸机帽子，很可爱:)）））））））））））））
34786,UgyQpM0HVnaBQhUMEap4AaABAg.8usp0Ub-hJg8w3WcJrZwxM,0,4 years ago,"@ninjaananas she got cameraman and assistant after her video became popular. she used to doing everything on her own which is pretty hard work (like all day until late night). even with helpers now, there is still a lot of work behind the scene. she grew up there, had worked in the city night club before went back for her eldly grandma and simple life style. as long as she can make living with her videos, it is perfect life for her, especially the precise time with her grandma.",@Ninjaananas她的视频流行后，她得到了摄影师和助手。她曾经自己做所有事情，这是非常艰苦的工作（就像整天直到深夜）一样。即使现在有了帮助者，现场仍然有很多工作。她在那里长大，曾在城市夜总会工作，然后回去为她的祖母奶奶和简单的生活方式。只要她能与自己的视频一起生活，这对她来说是完美的生活，尤其是与奶奶的精确时间。
34703,UgzqewbO0GBfdOXWRGB4AaABAg,0,4 years ago,what is this place? why is she making so much food for just her and her grandma?,这是什么地方？她为什么只为自己和祖母做这么多食物？
34254,UgyHwWV9WvUlLYD6_ul4AaABAg,0,4 years ago,when i die and go to heaven...this will be my life. except i will have my husband with me...in addition to my grandma : ),当我死去去天堂时...这将是我的生活。除了我会和我的丈夫在一起...除了我的祖母:)
34243,UgwLhtA_7uJJ_9ENGUN4AaABAg,0,4 years ago,"i think it's cute how when with her grandma, she acts like a child. that's just adorable",我认为当她的祖母像个孩子一样，当她的祖母和她的祖母扮演时，这很可爱。那真可爱
34238,Ugwf86aX_YMbQz42Zup4AaABAg,0,4 years ago,anyone else love grandmas' hat?,还有其他人喜欢奶奶的帽子吗？
33845,UgxQ4obKp7Mzrv-Mbi54AaABAg.8vAAkm2tSd49-oKTTtduFH,0,3 years ago,she doesn't really live like this. she's a famous reality youtube personality. her net worth is 8.7 million a year and they live in a big beautiful home that looks nothing like this. she is single and lives with grandma.,她并不是真的这样生活。她是著名的现实YouTube性格。她的净资产是每年870万，他们住在一个看起来不像这样的大型美丽家中。她是单身，与奶奶住在一起。
33723,Ugwiumcwbscw0_CiaM94AaABAg,0,4 years ago,"i would love a q&a video, like how did she learn all this stuff? is it passed down from her grandma?",我会喜欢一个问答视频，例如她如何学习所有这些东西？它是从祖母那里传下来的吗？
33405,Ugxi2oGkYL8I2nEe_SV4AaABAg,0,4 years ago,this is the tradition southern china's countryside life style. my grandma can make most of foods that none of rest family can make. so sad she passed away. im so pround there is young girl keeping the tradition!,这是中国南部的乡村生活方式的传统。我的祖母可以制作大部分休息家庭所无法制作的食物。她很难过去世。我是如此的pround，有年轻的女孩保持传统！
32746,UgylMq2je7u3T0b6x9J4AaABAg,0,4 years ago,i love the affection she gives to her grandma. makes me miss the things my grandma did for me,我喜欢她对祖母的感情。让我想念祖母为我所做的事情
33400,Ugz9SMqlddc6RMNdZyJ4AaABAg,0,4 years ago,okay everythign is so cute and omyghod a dream but the sheep and the grandma all suit up for winter aaaggghhdbc;osbvisbi,好的，每个人都是如此可爱，omyghod是一个梦，但是绵羊和奶奶都适合冬天的aaaggghhdbc; osbvisbi
33345,UgxJY7_gUrFGmrBu74F4AaABAg,0,4 years ago,grandmas so cute asksjsk,奶奶太可爱了
33311,Ugyg-rPZN_9mdT2tz3N4AaABAg,0,4 years ago,grandma's hat!!,奶奶的帽子！
33308,Ugx9Zx2Y1S2HJ1vKofV4AaABAg,0,4 years ago,i love the way she live. her grandma is her treasure and she is even better than an angel. you can not see the angel but on earth we can see her. i wish she and her grandmother all the blessing of happiness.,我爱她的生活方式。她的祖母是她的宝藏，她比天使更好。您看不到天使，但在地球上我们可以看到她。我希望她和她的祖母幸福的祝福。
33293,Ugx9qTsSoqq8wMx_bj94AaABAg,0,4 years ago,grandma's headwear is the cutest thing.,奶奶的头饰是最可爱的。
33098,Ugw6OU7nR24RC-aZ9Dd4AaABAg,0,4 years ago,her grandma's laugh at 9:32 made my heart so soft ๐’–,她奶奶在9:32的笑声使我的心如此柔和
33048,UgyzCtMYgkkzlcomv754AaABAg,0,4 years ago,will u and grandma eat all these alone?,你和奶奶会一个人吃所有这些吗？
32948,Ugx04OL0aBUFgZtpySZ4AaABAg,0,4 years ago (edited),"i wish my grandma and i could bond like this, she's too weak. i miss her.",我希望我的奶奶和我能像这样结盟，她太虚弱了。我想她。
32917,UgxD0wxxjIclMKUOl6d4AaABAg.8vaxRcrRtwq8viLJYXQfMO,0,4 years ago,"@benjiehe5805 hehehe if ziqi's grandma is with me then.......sure. she is freaking strong.
(ziqi is too)","@benjiehe5805 hehehe如果Ziqi的祖母与我同在。她吓坏了。
（Ziqi也是）"
32898,Ugx4-b7D4qwpzxQ-Z794AaABAg,0,4 years ago,awesome! i love watching this videos esp.the last part..the lady and her grandma and also cutie puppies...,惊人的！我喜欢看这些视频，尤其是最后一部分。
32858,UgzuRWlWCL5ynZYz5cl4AaABAg,0,4 years ago,hahhaha she makes a lot of food๐… does she sell it or nah? her grandma's the luckiest btw,哈哈哈，她做了很多食物
30154,Ugxa7ZEEMQH4OwrbKdJ4AaABAg,0,3 years ago,"lucky bitch,the grandma ๐คฃ๐คฃ",幸运的母狗，奶奶
271,Ugxhc0zsnq84uBN65hl4AaABAg.9ogX6fOy6ot9qvoaT9-YZi,0,2 days ago,beyond the imagination of people! you love you and grandma are very exciting! so attractive! it really feels so good!,超出人们的想像空间！柒爱的妳和奶奶活的很精彩！好有吸引力！很真实感觉真好喔！
21982,UgzDnqRajTpTETRhoMh4AaABAg,0,3 years ago,"it's so cute that she keeps making food for her grandma!!! i wonder how they can finish all those desserts... but anyway i love the sound of her making food, it's so therapeutic <3 and also the sound of birds chirping, the sound of nature! heals my soul and mind somehow...",太可爱了，她一直为祖母做饭！！！我想知道他们如何完成所有这些甜点...但是无论如何，我喜欢她制作食物的声音，它是如此的治疗性<3以及鸟儿的声音，自然的声音！治愈我的灵魂和思想...
24236,UgzxXSgDGTh20gZMtuJ4AaABAg,0,3 years ago,"when i was a child, my grandma made us rock sugar gourd in autumn. no, i think my grandma. unfortunately, the old people are gone. i really want my grandma now, this video thinks too much memories.",想起小时候，一到秋天奶奶给我们做冰糖葫芦。不行了，我想我奶奶了。可惜老人家已经不在了。我现在好想我奶奶，这期视频想起太多回忆了。
25898,UgxzXlPYSRua5fihJWJ4AaABAg,0,3 years ago,i love it โกโกโกโก grandma is so cute โกโกโกโก,我喜欢它♡♡♡♡奶奶真可爱♡♡♡♡
25520,Ugx-zfybS2EhZzyuSW94AaABAg,0,3 years ago,wow shes just amazing and how she cares so much for her grandma... does she have a store or is that to tie them for winter eatting sweets???,哇，她真是太神奇了，她如何照顾祖母...她有一家商店还是要把它们绑在冬天吃甜点？？？
25164,UgzaXIIp5dqtJPvOWCJ4AaABAg,0,3 years ago,grandma's hat is fabulous!๐‘๐,奶奶的帽子很棒！
25133,Ugwg9nINOKcAKkAQMUp4AaABAg,0,3 years ago,liziqi you are a very great person n hardworking when i watched ur videos i feel relax and most important i like u n ur grandma she is so cute god bless you,liziqi你是一个非常伟大的人，当我看你的视频时，我感到放松，最重要的是我喜欢你，她是如此可爱的上帝保佑你
24855,Ugwc2NEttXJV6MYgMNt4AaABAg,0,3 years ago,"if you look at this, you will remember your grandma! ๐คซ๐ฌ he made various things. grandma was a wizard.",如果您看这个，您会记得您的祖母！
24631,UgwK3tZkcMY4I0iKYgN4AaABAg,0,3 years ago,have a beautiful life. make the grandma happy.... simple life.,有美好的生活。让奶奶快乐....简单的生活。
24598,UgxcaiylR27D1Vv6sk54AaABAg,0,3 years ago,is that a store? seemed like a lot for just grandma and some of that would spoil before she could eat all of it.,那是一家商店吗？对于奶奶来说似乎很多，其中一些会在她吃所有东西之前会破坏。
24571,Ugxltoo_GYOrzHneJXV4AaABAg,0,3 years ago,grandma is sooo cute,奶奶太可爱了
24419,UgwopWrCR6bzMQl0liB4AaABAg,0,3 years ago,lucky grandma๐๐,幸运的奶奶
24365,Ugx4-fmBDT41bwuiwX54AaABAg,0,3 years ago,"liziqi u r a great women......! now days who else is there to take care of there grandma..? but you are a awesome guy...,!",liziqi u a a伟大的女人......！现在几天还有谁能照顾祖母。但是你是一个很棒的人...，！
24331,UgzDeFx007VVA_CZ4_h4AaABAg,0,3 years ago,"her story is so inspiring. she lived in the city working as a dj, but one day her grandfather died. around that incident, she decided to leave her job and go back to her hometown to take care of her grandma.",她的故事是如此鼓舞人心。她住在这座城市工作，但有一天她的祖父去世了。在这一事件中，她决定离开工作，然后回到家乡照顾祖母。
24176,UgyWNDOFqCz2C3oyfIR4AaABAg,0,3 years ago,"grandma, i make super big lake candy for you :)))",奶奶，我为你做超级大湖糖果:)））
26772,UgwbCtOmc0cVZfSTQWJ4AaABAg,0,3 years ago,that's grandma ... eating mulu,那是奶奶...吃穆鲁
23915,UgzdTUJYGCkWq-bu2U54AaABAg,0,3 years ago,her grandma is very cute .,她的祖母很可爱。
23904,Ugy3SDVbRoQ6kPrcbO94AaABAg,0,3 years ago,"for all those people complaining in the comments that theyโ€ll never live a life like hers-whatโ€s stopping you? donโ€t say money, because she didnโ€t exactly start out with much, or any close family members to help out apart from her grandma, who canโ€t really do much of the heavy labour. donโ€t say location either-even if you only own a small flat or town house you can always find room for a small chilli pot plant or herb garden. donโ€t say you lack the skills-ziqi missed out on a large proportion of school to help out with family-it is never too late to start learning, and none of the things she does are unachievable (after all, plenty other chinese farmers, and farmers across the globe probably work in very similar fashion, perhaps just less aesthetically pleasing as ziqi makes it seem bless). if you want a life like hers, stop complaining that youโ€ll never be like her when the ability to do so is freely available to you. laziness is not an excuse on this world which we can only stay on for a temporary amount of time. talking never got anyone anywhere-itโ€s actually following through on what you say that matters.",对于所有这些人在评论中抱怨自己永远不会像她那样过的生活的人 - 什么阻止了您？不要说钱，因为她并没有完全从事太多或任何亲密的家庭成员来帮助她的祖母，他们实际上无法做很多沉重的劳动。不要说位置，即使您只有一个小型公寓或联排别墅，也总是可以为小辣椒锅或草药花园找到空间。不要说您缺乏Ziqi的技能 - 在很大一部分的学校里都缺席来帮助家庭 - 它永远不会太晚开始学习，而她所做的事情都不是无法实现的（毕竟，其他很多中国农民，全球的农民可能以非常相似的方式工作，也许就像Ziqi所说的那样，在美学上令人愉悦。如果您想要像她这样的生活，请停止抱怨，当您可以自由使用时，您将永远不会像她一样。懒惰不是这个世界上的借口，我们只能暂时待一段时间。说话从来没有让任何人在任何地方都可以遵循您所说的重要内容。
23772,UgwMRBKBlQguimNX3PF4AaABAg,0,3 years ago,i think of my grandma made of rock sugar gourd.,想起我奶奶做的冰糖葫芦了。
23711,UgwM0dySKx7ZUT-Fned4AaABAg.92EWx_NqxMa92WiLjWMSCO,0,3 years ago,"it was grandma, grandmother, and his mother had died.",那是奶奶，就是祖母，他的母亲已经去世了。
