,cid,votes,含liziqi,含liziqi中文翻译
28441,UgwfgOIwlyv3TRYa-0V4AaABAg.8yYPuKLP80I8yaQfW_z6Bc,0,"i guess 80% of chinese can't understand what they are saying due to their local accent, for example, at 1:13, liziqi said: ""look, this bamboo shoot (size) is bigger than my head"", ...",我猜80％的中国人因当地口音而无法理解他们在说什么，例如，1：13，利兹奇说：“看，这张竹脚（大小）比我的头大”，...
28332,UgwXkaSIr1ZLrlonsZx4AaABAg,0,i love liziqi channel,我爱liziqi频道
26081,UgyPnmZOMnWMGa0oeEB4AaABAg,0,"miss liziqi, how do you keep everything clean? especially when you chop raw meat on that log cutting board you use in some videos, do you wash it afterwards with soap or sand, just get another log slab? how do you clean all of your instruments? i'm interested in every part of your process, growing, harvesting, cooking, cleaning, and all the other projects you do besides farming. i love your videos, i learn so much from them, and they help me feel happy.",Liziqi小姐，您如何保持一切清洁？尤其是当您在某些视频中使用的原木切菜板上切碎生肉时，您是否用肥皂或沙子将其清洗，只需获得另一个原木板吗？您如何清洁所有乐器？我对您的过程的每个部分都感兴趣，除了耕种以外，您还进行了生长，收获，烹饪，清洁以及所有其他项目。我爱你的视频，我从他们那里学到了很多东西，它们帮助我感到高兴。
25751,UgxexE0XIuH2BKNI50x4AaABAg,0,more video from liziqi,Liziqi的更多视频
28973,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g9DQmidyIYfM,0,"@franzpeters3824 what you got if you won an arguement with people here over liziqi speaking proper english or mandarin??? nothing. you got nothing but hates, depression, negative thoughts in your mind that create selfishness on how you see the world. maybe you can start to plant something like what liziqi's been doing, i think it helps you to understand the purpose of her videos.",@franzpeters3824如果您赢得了与Liziqi的人说话适当的英语或普通话的人的争论，您会得到什么？？？没有什么。除了讨厌，沮丧，负面思想，您什么都没有，这会使您对世界的看法产生自私。也许您可以开始种植Liziqi所做的事情，我认为这可以帮助您了解她的视频的目的。
26068,Ugw99oqoFpLGDZ3DwsN4AaABAg,0,there is another similar channel https://youtu.be/gxfovz8m9sk the old man is like liziqi，amazing,还有另一个类似的频道https://youtu.be/gxfovz8m9sk老人就像liziqi，很棒
26065,UgxYVU2fNwXDjzWhjRV4AaABAg,0,"https://youtu.be/ehpnjmsqqwu another liziqi, u have to take a look",https://youtu.be/ehpnjmsqqwu另一个liziqi，你必须看看
28692,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g92xnC5wvptr,0,"liziqi singing video with guitar 
https://youtu.be/6hf5rgb9jjk","liziqi用吉他演唱视频
https://youtu.be/6hf5rgb9jjk"
26064,UgxwsaQCDkikWVJCUMN4AaABAg,0,i love liziqi,我爱liziqi
29053,UgyL7dd2_gRHj-mgyWV4AaABAg,0,is liziqi cuisine your channel too ?,Liziqi美食也是您的频道吗？
25771,Ugwb9JSyH5T5nZLmjcx4AaABAg,0,plz upload new one liziqi,请上传新的Liziqi
26021,UgwKHv9VW0MEctsg3SF4AaABAg,0,hey....liziqi.....miss the next videos......,嘿.... liziqi .....想念下一个视频......
25979,Ugxqgw8pYUCXyZGQnZV4AaABAg,0,home liziqi,Home liziqi
25959,UgyK9G3LOiapb92RtZ54AaABAg,0,liziqi you have account on instagram?,Liziqi您在Instagram上有帐户吗？
25877,UgxDYh6PGoyyAIJhATZ4AaABAg.8yxe_UuDvX98z0VKH9I1Q0,0,for me...liziqi channel...liziqi channel... liziqi channel. she's the top!,对我来说... Liziqi频道... Liziqi频道... Liziqi频道。她是顶级！
25862,Ugw4K9JbqONGlhtcgfl4AaABAg,0,i love grandma ♥️ i love liziqi,我爱奶奶♥️我爱liziqi
29110,UgwahBAyHzZpaiJ7d-Z4AaABAg,0,liziqi eats a lot ....,利兹奇吃了很多...
28310,UgyL6tSn0m2tQbVrQ2t4AaABAg,0,i love liziqi ❤️❤️,我爱liziqi❤️❤️
27321,UgzQHaA2kg7fmt7X9id4AaABAg,0,how can somebody put a dislike on liziqi's perfectly amazing videos? like seriously?,有人如何不喜欢Liziqi的绝妙视频？喜欢认真吗？
26179,UgwVEbvvq2a4zpZTHOV4AaABAg.8ytMvEtC0gE8yw0A-TtDvO,0,"well, let's wait till liziqi sees this and maybe, just maybe answer it. haha",好吧，让我们等到Liziqi看到了这一点，也许，也许可以回答。哈哈
26961,UgzPYpiEW8eL0DhnVt94AaABAg,0,"is any one want to be there with liziqi ? 
i want too","有人想和liziqi在一起吗？
我也想要"
26849,UgywTiWqhXg1wGqm2Eh4AaABAg,0,hello zi qi ! is that your real website ?? https://liziqishop.com/,你好zi qi！那是您的真实网站吗？ https://liziqishop.com/
27878,UgwD7NTuOtx9YzNuhuN4AaABAg,0,i really love liziqi..i find her videos soothing and calming.,我真的很喜欢Liziqi ..我发现她的视频舒缓和镇定。
27804,UgwZHQofRzIqqm_8g-B4AaABAg,0,will you marry me liziqi?,你愿意嫁给我liziqi吗？
27791,UgwjwP6QmoCMVAfeghl4AaABAg,0,"liziqi what’s your country name . please reply this comment 
i always happily see your vedios from this channel 
i’m from bangladesh","Liziqi您的国家名称是什么。请回答此评论
我总是很高兴从这个频道看到您的Vedios
我来自孟加拉国"
27778,UgxDo5_JrRF6ydsKHrt4AaABAg,0,"liziqi,you are truly exceptional.",liziqi，你真的很出色。
27729,UgzQujGL0sdUjFyI8n94AaABAg,0,"liziqi, i love u fuck",liziqi，我爱你他妈的
27718,Ugw9fjbWup2BRN4S6Ud4AaABAg,0,"love from indonesia, i will always wait for your new video. great work liziqi..❤️❤️❤️",来自印度尼西亚的爱，我将永远等待您的新视频。伟大的作品liziqi..❤️❤️❤️
26916,UgzAJyj0p_iM7QlOL6t4AaABAg,0,why do i get a feeling that this i some kind of marriage advert for miss liziqi. shes really fishing for some big fish . hmmmm,为什么我会觉得这是我为利兹奇小姐的某种婚姻广告。她真的为一些大鱼钓鱼。嗯
27626,UgwV4VTdtvhQJ0BEqBR4AaABAg,0,liziqi makes me feel that i've waisted my life.,Liziqi让我感到自己腰间疲惫。
26229,UgzlNNIgClbXIhtHid54AaABAg,0,simply amazing beyond words!! suddenly while watching liziqi life seems much more calm and peaceful,简直令人惊奇的是超越言语！！突然看着Liziqi生活似乎更加平静与和平
27546,UgzAZjJKw_o8AI7YzX94AaABAg.8ydt4Y210zF8yqT7jHNOGw,0,"@melissabrownapt215 sorry,my english is poor.but welcome to china,to see truth china.out of west media.i am from sichuan,liziqi's province,chengdu.panda's home of world.welcom to china.contact me ,i will show you real panda photo",@melissabrownapt215对不起，我的英语很差。但欢迎来到中国，看到真相中国。真正的熊猫照片
29324,UgxZxTiycN3g8AajqJx4AaABAg,0,"liziqi, do u really have tonpay for ur groceries?",Liziqi，您真的有您的杂货店吗？
27055,UgzHBuFon3Yg8BYAKd94AaABAg,0,"seeing the last one from the first video, it can spread chinese culture abroad. it is really great. come on liziqi",从第一个视频看到最后一个，能把中国文化传播到国外，真的很棒
27524,UgymrfnF5jIarc0XGFZ4AaABAg,0,i wish there is homestay for city ppl to learn and experience the life liziqi shared on youtube.,我希望曼城PPL可以学习和体验Liziqi在YouTube上共享的生活。
27489,UgyRvPRd2qjWonUzrE94AaABAg,0,"hi, li ziqi, i want to know who is the person in vietnamese for your editing? how many people are in your ekip. your sincerity!

hi liziqi, i'm like to know who is the person who subtitle vietnamese for your clips? how many person are there in your ekip. yours sincerly fan!","嗨，李子琪，我想知道谁是为你的剪辑加字越南语的人？你的ekip中有多少人。你的真诚范！

Hi Liziqi, I'd like to know who is the person who subtitle Vietnamese for your clips? How many person are there in your ekip. yours sincerely Fan!"
27099,UgzYZ001nC87cqQlLVF4AaABAg,0,one of my dreams now is to have a taste of the food cooked by liziqi,我现在的梦想之一就是品尝liziqi烹制的食物
27192,Ugydvgkybu2iq0Cyp2l4AaABAg,0,liziqi my favorite girl in tha world,liziqi我最喜欢的女孩
27221,UgzyK0rw1VxjXSpxtz94AaABAg.8yh63alQtD48ymHdo_f8DD,0,"djt leitho maybe there is wild panda in that mountain,because the hometown of panda is sichuan ,the same as liziqi",DJT Leitho也许在那座山上有野生熊猫，因为熊猫的家乡是四川，与liziqi一样
26847,UgwbkbB2_w6e3aJQxWV4AaABAg,0,"liziqi, do you know bts?",liziqi，你知道bts吗？
26781,UgwxJ_9SzP0WdEOR3g94AaABAg,0,"hello liziqi, are you using which camera, can you tell me?",您好Liziqi，您使用哪个相机，您能告诉我吗？
26723,UgyvL3WaYB_1Ih3ISJ94AaABAg,0,hlo liziqi.......how to clean your home????plz ans me,hlo liziqi .......如何打扫你的家？
26721,UgzzTz0drGVKJuYXkGp4AaABAg,0,liziqi you work too hard..,liziqi你太努力了..
26289,UgzosGmVlxp7w1lU_7J4AaABAg,0,i would like to marry liziqi,我想嫁给liziqi
26404,UgzbrFyAnfKPd2LBgeN4AaABAg,0,liziqi don't need to go out to buy vegetables in such a big garden.,Liziqi不需要出去在这么大的花园里购买蔬菜。
26491,UgwZhpyQMp-WZhU04DZ4AaABAg,0,i love liziqi princess of china from the philippine,我爱菲律宾的中国利兹奇公主
28266,Ugy7xUHtjCJq_k3hUgt4AaABAg,0,"i was inspired to make videos like liziqi, but my videos are not as beautiful as her, would you guys like to see my cooking videos too?",我的启发是制作像Liziqi这样的视频，但是我的视频不像她那么美丽，你们也想看我的烹饪视频吗？
28262,Ugxt1acllmCdtP5HFd14AaABAg,0,"fellow 李子柒 liziqi viewers, there is 1 channel spamming in the comments of all the recent videos of 李子柒 liziqi, asking viewers to subscribe to its channel. this is unprofessional and unethical. you don't spam and snipe a fellow youtuber's viewers. how do you like it if someone else does that to your channel. fellow viewers, if you see that spam comment, please report the comment as spam to youtube. thank you.",liziqi的观众同胞，在所有最近的liziqi的评论中有1个频道垃圾邮件，要求观众订阅其频道。这是不专业和不道德的。您不会向YouTuber的观众发送垃圾邮件和狙击。如果其他人对您的频道这样做，您会如何看待它。其他观众，如果您看到垃圾邮件评论，请向YouTube报告该评论。谢谢。
28144,Ugzg-1XAUChLswGZLN14AaABAg,0,"@yundengogo it would be nice if the people doing subtitles could only translate what is being said or the words shown on screen in the video.. any additional information or cooking tips (like ""careful when trying this at home, we don't want fermented finger tips or nails"") might be funny but they should be said in the comments and not the subtitles.. otherwise it's just going to be confusing to figure out which words come from liziqi and which ones were added by a random person who has nothing to do with the channel",@yundengogo，如果执行字幕的人只能翻译所说的话或视频中显示的单词。发酵的手指秘诀或指甲”）可能很有趣，但应该在评论而不是字幕中说。与频道无关
28108,UgxqinQbJb3DoWqVvux4AaABAg,0,"beautiful, smart, strong! god bless you, liziqi!",美丽，聪明，坚强！上帝保佑你，利兹基！
28076,UgxGqBSWASb97V17JoB4AaABAg,0,"when you are tired, when you look at liziqi's video, it is purified ... not only healed but also motivated.",当您疲倦时，当您查看Liziqi的视频时，它就会被净化...不仅可以治愈，而且动机。
28039,Ugx9BGsTztQNZ3BePkV4AaABAg,0,take love liziqi..i wish i could meet you,带爱liziqi ..我希望我能见到你
28034,Ugzwq1YTqKjeTVuAoop4AaABAg,0,2.3 dislike from liziqi schoolmate getting jelous.,2.3 Liziqi同学的不喜欢。
27998,UgzBIfeYkya2Gp3d36V4AaABAg,0,i am from bangladesh.....i like liziqi....she is so much pretty girl....she is nice person..... personally i like her......i see your cooking episod.....your home environment very much beautiful place....but where is your father mother?,我来自孟加拉国.....我喜欢liziqi ....她是如此漂亮的女孩....她是个好人.....我个人喜欢她...我看到你的烹饪情节.....您的家庭环境非常美丽的地方....但是您父亲的母亲在哪里？
26498,UgysWkElvTcla6EuKnp4AaABAg,0,liziqi can i spent holidays in your village,liziqi我可以在你的村庄度假吗
27243,UgzrrKq8B8IJCVVg_Nd4AaABAg.8ygvdQNWtLM8yiC1Qj4vuP,0,"lady, be cool cos liziqi must be doing something right for other to be copying her, perhaps some competition is good for everyone too. she will not be affected by these, there a chinese saying: real gold is never afraid of the furnace. ms liziqi will be spurred by these competitors to improve her videos.",夫人，酷cos liziqi必须做一些正确的事情让他人复制她，也许某些竞争对每个人也有好处。她不会受到这些影响，有中文的话：真正的黄金永远不会害怕炉子。这些竞争对手将刺激Liziqi女士改善她的视频。
27935,UgwdkOuMYJJFFB32TO54AaABAg.8yapMy87noC8zYd2ae648M,0,"guys liziqi is amazing she doing, everything she touching or making y a great work what do you think guys amazing right?",伙计们Liziqi很棒，她在做她的一切，她触摸的一切或使Y成为一项出色的工作，您认为男人很棒吗？
26609,Ugx4P_DEcvEU_RMfCAd4AaABAg,0,you are phenomenal liziqi...a true artist. thank you for taking the time and inviting us into your life & sharing all the recipes that are so imporatant to your culture. ♥️,你是一个了不起的liziqi ...真正的艺术家。感谢您抽出宝贵的时间并邀请我们进入您的生活，并分享所有对您文化如此重要的食谱。 ♥谢
27923,UgzKyJyd3Ka3q0jV-QN4AaABAg,0,"her man will be lucky for her for sure im sad that its not me im just gonna wish liziqi a happily ever after life you deserve to be happy atleast i watch you in youtube everytime i see you, you make me smile....",她的男人肯定会为她而幸运的是，我很遗憾的是，这不是我，我只是希望利兹奇幸福地生活，你应该幸福地幸福，至少我每次见到你时都会在youtube上看着你，你会让我微笑。
26670,UgzHBD6qvRdd_mWadad4AaABAg,0,"if you want to eat snail powder, you can go to taobao to buy it! although not as good as liziqi，but it tastes good, too!",如果您想吃蜗牛粉，可以去淘宝购买！虽然不如Liziqi好，但是它的味道也不错！
29322,UgwM8yJOAEQFpqdrxHN4AaABAg,0,"send you chaptervlog
i hope you stop the inserting meaningless sentences into the videos of ly tu that. what you do it doesn't help at all and is not necessary. working must be mindful, especially the tasks related to translation.
dear, chaptervlog
i hope you stop added vietnamese sub in liziqi's video. because you don't stop me understand anything she added in the video. it's just like a joke, i hope you stop it.","向您发送Chaptervlog
希望您将毫无意义的句子插入到Ly Tu的视频中。您所做的根本无济于事，也没有必要。工作必须是注意的，尤其是与翻译有关的任务。
亲爱的，Chaptervlog
希望您停止在Liziqi的视频中添加越南潜艇。因为您不会阻止我理解她在视频中添加的任何内容。就像一个玩笑一样，我希望您停止它。"
