,cid,votes,time,含liziqi,含liziqi中文翻译
2827,UgwD81AX77EnYyLOh2d4AaABAg,0,1 year ago,"~* chinese vloggers similar to liziqi:
dianxi xiaoge little brother | anxiaolu an xiaolu | longmeimei longmei |
grandpa amu grandpa amu | laotai arui old tai arui | summer kitchen xia kitchen chen 20 |
ermichuiyan two -meter cooking smoke | ms miao office channel miaomei jiu yang official channel

~* liziqi's popular background music:
cloud blow | april sakura | sakura march | begonia sleep | august 23 | always with me |
lovesickness ocarina | accel world bye bye | lough leane | sudden
it's better not to read | cicada banxia | huai ancient legacy | hometown story | tao lin | new year's eve | in the past | mo yu","~* Chinese vloggers similar to Liziqi: 
Dianxi Xiaoge 滇西小哥 | AnXiaoLu 安小鹿 | LongMeiMei 龙梅梅 | 
Grandpa Amu 阿木爷爷 | Laotai Arui 老台阿瑞 | Summer Kitchen 夏厨陈二十 | 
ErmiChuiyan 二米炊烟 | Ms Miao Official Channel 苗妹九秧官方频道 

~* Liziqi's popular background music: 
云吹动 | 四月樱花 | 樱花三月 | 海棠未眠 | August 23 | Always with Me | 
Lovesickness Ocarina | Accel World Bye Bye | Lough Leane | 忽如一夜梨花开 | 
不如不念 | 蝉鸣半夏 | 淮古遗殇 | 故乡物语 | 桃林 | 除夕 | 昔年 | 墨雨"
17875,Ugwg0F6EIi97XdefM2t4AaABAg,0,3 years ago,"take this little noise liziqi, please",取小噪音liziqi，请
17865,UgxBoz1I4yZz7Td1sBZ4AaABAg,0,3 years ago,"hi liziqi..please notice me.. 
i'm follower of your videos and there's one thing i want to know what recipe of your sticky beef jerky ?? i'm from philippines..","嗨，liziqi ..请注意我..
我是您的视频的追随者，我想知道您的粘牛肉生涩的食谱吗？我是从菲律宾来的.."
2861,Ugws6wpWsJRlB_uH0nV4AaABAg,0,1 year ago,liziqi i miss your blog video.,Liziqi我想念您的博客视频。
17769,Ugwcrpjc0Jh61qWpgDp4AaABAg,0,3 years ago,i love liziqi,我爱liziqi
17746,Ugx1mwm1A7-kkqiTYf54AaABAg,0,3 years ago,amazing liziqi,Amazing liziqi
2877,UgxHgYq3hcVr54M1XqF4AaABAg,0,1 year ago,liziqi we miss you.,利兹奇，我们想念你。
17654,Ugx14XdjwyMZdR8sd1l4AaABAg,0,3 years ago,te amo liziqi,Te amo Liziqi
17644,UgyuBmv9BPx-oV3Gu7l4AaABAg,0,3 years ago,good liziqi.cooking food,好的liziqi.cooking Food
19095,Ugw7AHUxq3UKr5Al9RB4AaABAg,0,3 years ago,wru liziqi?,wru liziqi？
19133,UgzXxxWzE8n0n4Nk_Y94AaABAg,0,3 years ago (edited),"i loved your video liziqi, greetings from spain!",我爱您的视频Liziqi，来自西班牙的问候！
19240,Ugxxac6PI01rxp7mS-N4AaABAg,0,3 years ago,love u liziqi,爱你liziqi
20046,UgyExsks7i3e3Wpg2jZ4AaABAg,0,3 years ago,mary.......no.liziqi had a little lamb,玛丽....... liziqi有一个小羊羔
20497,UgxVoLsTliOiDW2RFsB4AaABAg,0,3 years ago,"somone: what you made for dinner?
.
.
.
.
.
.
.
liziqi: yes","Somone：您吃什么晚餐？
。
。
。
。
。
。
。
Liziqi：是的"
2283,UgwCErf3wR2m8iRYBj14AaABAg,0,1 year ago,hi liziqi love from india,嗨，来自印度的liziqi爱
20409,UgwmigMIi7QqD0cID4Z4AaABAg,0,3 years ago,โกliziqiโก i love you .,liziqi♡我爱你。
20397,UgwCUKAclMTOpyBOAyJ4AaABAg,0,3 years ago,"fucking idiots keep on calling her disney princess? why?
her name is liziqi, and this is her life. she has her own identity. fuck your disney bullshit.","他妈的白痴继续打电话给她的迪士尼公主？为什么？
她的名字叫liziqi，这就是她的生活。她有自己的身份。操你的迪士尼废话。"
20392,UgzC81JEifa5vAobK1J4AaABAg,0,3 years ago,liziqi business ??????? beautiful princess blessings mexico,liziqi业务????????美丽的公主祝福墨西哥
20391,UgzoEdrLMFWMoZG30dl4AaABAg,0,3 years ago,ambient music do not change always return to your world there you will load the battery you do not abandon it or change it my idea is that you put restaurants everyone where liziqi sees of course that life will eat life is going very fast bay beautiful blessings blessings,环境音乐不会改变总是回到您的世界，您将加载电池您不会放弃或更改它的电池，我的想法是，您将餐馆放在liziqi当然可以看到的所有人都会看到生活会吃掉生活的快速海湾美丽的祝福祝福
20287,UgwA3kiz6UXlOWemKdZ4AaABAg,0,3 years ago,"grannie; liziqi, i love you so much i'll wear anything you make for me.....
liziqi; anything?




(presents the new hat)","格兰妮； liziqi，我非常爱你，我会穿你为我做的任何衣服.....
liziqi;任何事物？




（展示新帽子）"
6766,Ugw60MUE0MTCUncntCB4AaABAg,0,2 years ago,liziqi the queen,liziqi烹饪女王
20245,UgzV4DNCTtBWjzkqTCB4AaABAg.94nOZTTSF069XjG_b0J22_,0,1 year ago,there is all about liziqihttps://m.youtube.com/watch?v=otorjoc0gym,关于liziqihttps：//m.youtube.com/watch？v = otorjoc0gym
20185,UgyjnzMk5qieuAIEkxR4AaABAg,0,3 years ago,"liziqi i'm very jealous of your daily life style, i decided to live in my farm land..",liziqi我非常嫉妒您的日常生活风格，我决定住在我的农田中。
2344,UgxLN7-__hzDKhxhIXd4AaABAg,0,1 year ago,"dear liziqi pls back for us. we loves you. misses you. you are my one and only inspiraton,i started to create my videos now. ❤️thank you",亲爱的利兹奇（Liziqi）为我们返回。我们爱你。想你。您是我的唯一一个Inspiraton，我现在开始创建视频。 ❤谢谢你
20137,UgyRT-RrA4mnX7_k2454AaABAg,0,3 years ago,"addicted to this channel, now i am liziqi junkie.",沉迷于这个频道，现在我是Liziqi Junkie。
19950,UgyizsgoMMb9mde7hGZ4AaABAg,0,3 years ago (edited),i love u liziqi,我爱你liziqi
19244,UgwvpvVibiWZgvDQ66l4AaABAg,0,3 years ago,liziqi is one of a kind and a good samaritan i hope that she is pushing her self to be an artist because i think she is the best actress in her role..,Liziqi是一种很好的撒玛利亚人，我希望她将自己推向艺术家，因为我认为她是她角色最好的女演员。
2369,UgwNt3FpdzYHCsglVoB4AaABAg,0,1 year ago,"liziqi, where are you, i miss your new videos",liziqi，你在哪里，我想念你的新视频
2453,UgyiDUfA345UVR19TcN4AaABAg,0,1 year ago,where are you liziqi. i hop everything is ok. robby au,你在哪里liziqi。我希望一切都可以。罗比·艾（Robby au）
2466,Ugxb7r_aneWq1n_3OM94AaABAg,0,1 year ago,i miss ur videos and u liziqi,我想念你的视频和你liziqi
2497,Ugx0BM0Ka4mb41Bx_Ix4AaABAg,0,1 year ago,liziqi or somebody please can you tell me the ingredient you used to prepare the candies,Liziqi或某人，请您告诉我您用来准备糖果的成分
19716,Ugx47INP_hWOE_vC3GV4AaABAg,0,3 years ago,"wow, find where is liziqi's home from ci chuan province, amazing though 
https://www.youtube.com/watch?v=ih1l6wb7lhu&list=plwxmmy5furvwpfsdfm8wbnn9hdc-ws8nc&index=2","哇，找利兹奇从CI Chuan Province的家中，虽然很棒
https://www.youtube.com/watch?v=ih1l6wb7lhu&list=plwxmmy5furvwpfsdfm8wbnn9hdc-ws8nc&index=2"
19682,UgynnwxSwSLG4O-GWKJ4AaABAg,0,3 years ago,"if you are vietnamese who like liziqi, go to the channel to support me.",如果您是喜欢Liziqi的越南人，请前往频道支持我。
19630,UgwwLUNz879EOhJOWkR4AaABAg,0,3 years ago,hi liziqi. i really love all you videos and i fall in love china because of what saw in your videos..i hope you will continue prosper. i really love to see u in real and visit your place but i dont know if that is possible. i wish you all the best and may the almighty god keep you safe and ur grandma always.. xxx,嗨，liziqi。我真的很喜欢你所有的视频，而且我爱上了中国，因为你的视频中看到了什么。我希望你能继续繁荣。我真的很喜欢见到你并参观您的住所，但我不知道这是否可能。祝你一切顺利，愿全能的上帝永远保持安全和祖母。
19534,UgyoqOcRfTtFEt4gOzx4AaABAg.95gC8_tpiSL95gfPCq7-Ln,0,3 years ago,it's just for welcoming spring festival. a traditional chinese festival. of course. she has products in taobao. you can search liziqi if you want to eat her food,这只是为了欢迎春季。传统的中国节。当然。她在淘宝网上有产品。如果您想吃她的食物，可以搜索Liziqi
19479,Ugyy531-o7oQMVf6mzZ4AaABAg,0,3 years ago,where are you now liziqi,您现在在哪里Liziqi
19380,UgwNxUrGRGo3w1FKF_x4AaABAg,0,3 years ago,"miss liziqi, could i be your daughter??",利兹奇小姐，我可以成为你的女儿吗？
19354,UgyLG7MAmQpLUhhtWA54AaABAg,0,3 years ago,love all of liziqi's video.,喜欢Liziqi的所有视频。
19262,UgxeqNT3I3CsIjvmyDZ4AaABAg,0,3 years ago,"i love you so much, liziqi. you are angel in my mind...",我非常爱你，利兹奇。你在我心中是天使...
17467,Ugw9YcJgOssH1rW7byB4AaABAg,0,3 years ago,52.000.000 view wow ! congratulation ! liziqi,52.000.000查看哇！恭喜！ liziqi
2894,UgwkDusW19Zje9Axb9x4AaABAg,0,1 year ago,bravo liziqi,Bravo Liziqi
2908,UgxdNITN747s-gZCi2p4AaABAg,0,1 year ago,"where are you now liziqi?
why did you stop uploading videos, we missed u❤️","您现在在哪里Liziqi？
您为什么停止上传视频，我们错过了U❤️"
14972,Ugzj20GhHa-lKiyPd554AaABAg,0,2 years ago,"hi liziqi, can you include more meat dishes?",嗨，liziqi，您可以包括更多的肉菜吗？
15518,UgyxHqK5fskqgoUxujF4AaABAg,0,3 years ago,love you liziqi from philippines,爱你菲律宾的liziqi
3523,Ugyxs2sKGXmkFBBapuh4AaABAg,0,1 year ago,"oh my god, the years have passed and this video is still
stalled in my memory
dozens of times i watched the video
and as if for the first time i see it
the years have passed and this girl is still liziqi
beautiful and give positive energy and i watch it
how i adore this girl and adore her life with her grandmother","哦，天哪，几年过去了，这段视频仍然
停滞在我的记忆中
我看了视频的数十次
好像我第一次看到了
年过去了，这个女孩仍然是liziqi
美丽并赋予积极的能量，我看着它
我如何崇拜这个女孩，并与祖母一起崇拜她的生活"
15453,UgwNV21vbgjxtISBv2J4AaABAg,0,3 years ago,"live and have a good thing about liziqi, it's good",生活，对利兹奇有一件好事，这很好
15449,UgxGuQq83P4Amvjhuhl4AaABAg,0,3 years ago,liziqi i have a question really you make this things ??,liziqi我有一个问题，你真的做这个事情吗？
15432,UgwqaBeNVb7XR71TsMd4AaABAg,0,3 years ago,"crazy, people nowadays are so interested living in a suburb or living simple life like liziqi. wonder what life looks like back in those era, men went hunting women do all the agriculture childrens learning from their elders. i really want to experience all that kind of life without thinking how to get money or rent a apartment etc. back in those days, we fckn build a house by using woods and without money. man i really wanted to live a simple life",疯狂，如今的人们非常感兴趣地生活在郊区或像Liziqi这样的简单生活中。想知道那个时代的生活是什么样的，男人去狩猎妇女，使所有农业儿童从长老那里学习。我真的很想体验所有这种生活，而无需考虑如何赚钱或租公寓等。在那时，我们通过使用树林和没有钱来建造房屋。男人，我真的很想过一个简单的生活
15316,UgzxI2UFRCDopHKJuRx4AaABAg,0,3 years ago,"fantastic snacks ...
everything liziqi does is wonderful !!!
i would like to see a video where you can see what you feed and caress your puppies, is it possible?
thank you!!!
conxita ^: ^","很棒的小吃...
Liziqi所做的一切都很棒！！！
我想看一个视频，您可以看到您的幼犬喂食和爱抚您的幼犬吗？
谢谢你！！！
conxita ^： ^"
15190,UgylTGkBvC3Bqb-TDah4AaABAg,0,3 years ago,hey liziqi... do u have domestic flies at ur home???,嘿liziqi ...你在家里有家里的苍蝇吗？？？
3530,UgxEcinfSgAHqiulqNJ4AaABAg,0,1 year ago,hlo liziqi i love your energy,hlo liziqi我爱你的能量
15086,UgzhG24_olFYwpKpz3p4AaABAg,0,3 years ago,liziqi had a little lamb... little lamb.. lit-tle lamb. and every where that liziqi went her lamb was sure to goooooo.,利兹奇有一点羔羊...小羔羊..点燃的羊肉。 liziqi到达羔羊的每一个肯定会goooooo。
15067,UgyxVXF27KgMS5kjUWd4AaABAg,0,3 years ago,"hello liziqi, i had been following your videos, but it's been a while since you put anything, everything is okay? a hug",您好Liziqi，我一直在关注您的视频，但是自从您放任何东西以来已经有一段时间了，一切都还好吗？拥抱
15015,UgwfDSllYcdgp2FSjwZ4AaABAg,0,2 years ago,hello liziqi !! im fans fro indonesia,你好liziqi！我是印度尼西亚的粉丝
15004,UgziaXTFOGzgoMSdurt4AaABAg,0,2 years ago,"hi liziqi i'm stephanie can you make a content ""house tour please 
to all people please","嗨，liziqi我是斯蒂芬妮（Stephanie），你能做一个内容。
对于所有人，请"
14940,UgwBeBGhc2Ma1exvGat4AaABAg.9A77rNxLX6a9A9xqSFyfH9,0,2 years ago,most of them are jealous that the country allows liziqi to see yt,大多是妒忌国家允许liziqi看yt的
15604,UgzjQ1okOOOz4y_ZOKV4AaABAg,0,3 years ago,you are amazing liziqi :),你很棒的liziqi :)
3577,UgwOu-icXb5EFjLQcEV4AaABAg,0,1 year ago,liziqi best love you liziqi,liziqi最好的爱你liziqi
3624,Ugx8b_r6QlVYYwSsJSR4AaABAg.9TZvZeAr3Ct9Unp12EMZJT,0,1 year ago,lecce is liziqi (lee see kee),Lecce是Liziqi（Lee See Kee）
14506,UgzigVh4YEiB51Gv6Ip4AaABAg,0,2 years ago,hi liziqi can rock candy be eaten orally,嗨，利兹奇可以口服摇滚糖果
14473,UgyBrTam_DkrP6k3q6h4AaABAg,0,2 years ago,"i mean, what exactly does liziqi can't do?",我的意思是，Liziqi到底无法做什么？
3760,UgwDMuqfClXLVKzFQ-B4AaABAg,0,1 year ago,just picking nuts and fruits like that. nature indeed abundantly provides if we do not destroy it. thanks liziqi.,只是挑选这样的坚果和水果。如果我们不摧毁它，自然确实会提供大量提供。谢谢Liziqi。
14318,UgwBEwOW8uvO7F-ksI54AaABAg,0,2 years ago,hi liziqi everything you do is wonderful.,嗨，liziqi，您所做的一切都很棒。
3848,Ugz6crfIyIAwz47UPXl4AaABAg,0,1 year ago,wow liziqi good,哇，liziqi很好
3858,UgyQEnW71wzW-UKA12p4AaABAg,0,1 year ago,"liziqi,,where are you ,,,?",liziqi，你在哪里？
14117,UgyIVuge1WBwARlTlj14AaABAg,0,2 years ago,i love liziqi ❤️❤️❤️,我爱liziqi❤️❤️❤️
14064,UgxeQlLY7QaPm0EuVnp4AaABAg,0,2 years ago,love u liziqi from india,爱你来自印度的liziqi
3928,UgzY3BMBdB4oh4DKfAN4AaABAg,0,1 year ago (edited),miss you so much liziqi want to see youtube everyday,非常想念你的利兹奇想每天都能看到YouTube
13952,UgywNUqLsxG7_A22JnR4AaABAg,0,2 years ago,i'd love to lead a life like liziqi oh god please bless me to live like that please please please,我很想像利兹奇一样过上生活
15542,UgzluULX11Eb5NIjuft4AaABAg,0,3 years ago,wonder a lot of singles .... mostly see liziqi,想知道很多单身。
3466,UgzItI1OmZiSImhRMz54AaABAg,0,1 year ago,liziqi where are you? why not u come in the field. i am wait ur hand working. love you so much liziqi,liziqi你在哪里？你为什么不来田野。我正在等你的手。非常爱你liziqi
17243,UgxD4D__0cbIHVfP3NB4AaABAg,0,3 years ago,usually how many times do you watch every video of liziqi!?,通常，您看过几次Liziqi的视频！？
16562,UgxWevOD7E6gOaiPzWV4AaABAg,0,3 years ago,what phone or cam do you use liziqi?,您使用哪个电话或凸轮使用liziqi？
17211,Ugwb0o-bzhJhYeAGHsB4AaABAg,0,3 years ago,5:54 liziqi panicking and covering her grandmas ears is. so. wholesome!!,5:54 Liziqi惊慌失措，遮住了她的祖母耳朵。所以。健康！！
17165,UgxIaeLgG-QRyv9vfel4AaABAg,0,3 years ago,love you liziqi,爱你liziqi
17105,UgzvuSPLtwrxPEBqmop4AaABAg,0,3 years ago,"hi liziqi,am wamwesh from africa,visit my channel andsubcribe too,am your follower and fun too, kindly sub to; wamwesh;",嗨，利兹奇（Liziqi），来自非洲的Wamwesh，也请访问我的频道和订阅，也是您的追随者和乐趣，也很乐意； Wamwesh;
2942,Ugw3Hm3VzSXdwI8DB8d4AaABAg,0,1 year ago,good morning liziqi,早上好liziqi
3111,UgyyBcUHR81CPgIrNFV4AaABAg,0,1 year ago,i love your video of liziqi,我爱你的liziqi视频
3143,Ugy4Bac-IctAQar7RuN4AaABAg,0,1 year ago,what happened to liziqi https://youtu.be/l5jhtrpr45c,Liziqi https://youtu.be/l5jhtrpr45c发生了什么事
3211,UgzHeTzdbop4NFjJ8dl4AaABAg,0,1 year ago (edited),"5:12 i have never seen such a beautiful night view, and i am grateful for accompanying me for 3 years liziqi.",5:12我从未见过如此美丽的夜景，我感谢陪伴我3年的Liziqi。
16900,UgxZNBwbgFV_PYmFiwp4AaABAg,0,3 years ago,this channel really inspires me a lot. the love connection between liziqi and her grandmother is really heartwarming!,这个频道确实激发了我的灵感。 Liziqi和她的祖母之间的爱情联系确实令人心动！
3253,UgzOw2Zc-cSEDyQa9ph4AaABAg,0,1 year ago,i love you ❤️ liziqi,我爱你❤️Liziqi
16737,UgxmG8cA6ZI_NGFuGfF4AaABAg,0,3 years ago,"you’re amazing, liziqi",你很棒，liziqi
16671,UgyhZly78ef2lWYNa3B4AaABAg,0,3 years ago,in love with liziqi: v alv,爱上liziqi：v alv
16602,UgzKBzZupZ1odKD4hKF4AaABAg,0,3 years ago,it amazes me how liziqi can do all these things.. a small girl like her and her skills and abilities are extraordinary..,Liziqi可以做所有这些事情，这让我感到惊讶。一个像她这样的小女孩，她的技能和能力是非凡的。
