,cid,votes,time,含real,含real中文翻译
51409,Ugz1pzYb7TFxmhnxvMJ4AaABAg,7,4 years ago,"at this time, our sichuan mandarin is really sweet. welcome everyone to go to our hometown in sichuan.",这个 时候 我们的这个四川柑 才是真正甜 欢迎大家去四川 我们的家乡
23233,UgzVQPxmKVM3WZptSzp4AaABAg,7,3 years ago,"it's really great, it is really 1,000 cgtn.",真的是太棒了，真的是顶1000个CGTN。
11187,UgyQLspYj1r3R8rENAx4AaABAg,7,2 years ago (edited),lizqi i did not realize you could fried peanuts in dirt! i'm going to try it. i'm also going to make healthy marshmallow snowflake candy and see how it turns out. thank you for always having such interesting food and how to make things so simply and so ingenious,lizqi我没有意识到你可以用灰尘炸花生！我要尝试一下。我还将制作健康的棉花糖雪花糖果，看看结果如何。感谢您总是有如此有趣的食物以及如何使事情如此简单，如此巧妙
1430,Ugz0z5fhSnU5jc0fpfx4AaABAg,7,11 months ago,"she is such a lovely girl & very hardworking also. the vibes of her video really attracts those people who are interested to rural area but they can't stay & they missed also the rural area's beauty. so from her everyone can get a sweet taste of it.
love from bangladesh liziqiโค๏ธโค๏ธ","她是一个如此可爱的女孩，也很努力。她的视频的共鸣确实吸引了那些对农村地区感兴趣的人，但他们不能留下来，他们也错过了农村地区的美丽。因此，从她那里，每个人都可以获得甜美的味道。
来自孟加拉国的爱情"
3931,UgwotmtFc10S3wLypwl4AaABAg,7,1 year ago (edited),"2021年9月20日 this is more of a real life recording than staging. incredible genius and artist 

of course now ziqi can afford any kind of “staging “ . but she does not need it. 

her cost of making each video is almost neglect-able relative to the money she is getting out of it. 

talking about the art of making money? ziqi is indeed a genius of making both us dollars as well as rmb. she did not intend it though. to her, it has been a big surprise i guess. 

ziqi deserves everything. she earned it all. 

leave her alone!!!! i mean everyone!!! let her just create more videos. that’s the best way for her to serve this world, serve humanity. 

government involvement of any kind will only destroy this beauty. 

the beauty of the digital world. 

a real person in life. a loving granddaughter. a real “people’s artist “and, an amazingly hard worker","2021年9月20日这更像是现实生活中的记录，而不是舞台。令人难以置信的天才和艺术家

当然，现在Ziqi可以负担任何类型的“分期”。但是她不需要。

相对于她从中赚钱的钱，制作每个视频的成本几乎是可忽略的。

谈论赚钱的艺术？ Ziqi确实是赚钱和rmb的天才。她不打算。对她来说，我猜这真是一个很大的惊喜。

Ziqi应该得到一切。她赢得了全部。

放过她！！！！我的意思是每个人！！！让她创建更多视频。这是她为这个世界服务，为人类服务的最好方法。

政府参与任何形式只会破坏这种美丽。

数字世界的美丽。

生活中的真实人。一个充满爱心的孙女。一个真正的“人民艺术家”，一个非常勤奋的人"
31653,UgxoJ3LKcV-lAyEyPz54AaABAg.8w6EOq7RXc18wv5JJ5efwo,7,3 years ago,she's like a real disney princess,她就像一个真正的迪士尼公主
11072,Ugx4vILEYElestUZlSF4AaABAg,7,2 years ago,i really like all your videos.,我真的很喜欢你的所有视频。
17474,UgzaeG0CSufobW2l3254AaABAg,7,3 years ago,we know she really works hard when her hair look like that,我们知道当她的头发看起来像那样时，她真的很努力
18278,UgxcGL0rsLm-XGGhagh4AaABAg,7,3 years ago,"50 million playbacks! zi yan is really too good, more and more people can see you, see beautiful china, thank you",五千万的播放量！子柒真的太优秀了，越来越多的人能看到你，看到美丽的中国，感谢
36681,UgylTM1tk7rRFvWtYkJ4AaABAg.8uRIOVFo2EQ8ubEzR0rGtM,7,4 years ago (edited),"@bunnyai4067 no really rural, rich people in china is more wanted to live in those place but they can't",@bunnyai4067没有真正的乡村，中国有钱人更想要住在那个地方，但他们不能
17620,UgzNv4azBWM4KY1hR414AaABAg.97m90yxmeTh9841sQoDWow,7,3 years ago,"heardistance wait! didn’t you insult me first by saying i am poor and not well educated first? did i insult you?i just shared different opinions and then you tortured me by saying i am poor and not well educated, didn’t you point at me?i remember that’s the comment for me, wasn’t it? of course i took it personal. what are you just talking about here? how can the video about one chinese girl’s farm life turn to be so complicated?yes, certainly there are so many poor chinese framers differ so much from this girl, so what? this is just a video, what do you expect more from this?i really don’t understand the point of the argument here. perhaps just the cultural differences. now that i use english and german both are not my first language to communicate with you, apparently the conversation is still broken, i would suggest now that you are interested in chinese or china so much, then learn some chinese would be very beneficial for you to understand us. otherwise, it’s hard.",听到等待！您不是先说我贫穷而受过良好教育的人不是先侮辱我吗？我侮辱了你吗？我只是分享了不同的意见，然后你说我贫穷，受过良好教育，你不指我吗？我记得我的评论是对我的，不是吗？我当然是个人的。你在这里说什么？关于一个中国女孩的农场生活的视频如何变得如此复杂？是的，当然有这么多可怜的中国框架与这个女孩有很大不同，那又如何呢？这只是一个视频，您对此有更多的期望？我真的不明白这里的论点的意义。也许只是文化差异。现在我使用英语和德语并不是我与您交流的母语，显然对话仍然打破，我建议您现在对中国或中国如此感兴趣，然后学会一些中文对您非常有益了解我们。否则，很难。
17625,UgzNv4azBWM4KY1hR414AaABAg.97m90yxmeTh984RDaMMSZR,7,3 years ago,"@y7714 sadly maam there are many people who dont appreciate good things..let him be... i grew up in country side...though not in china....sooo i know that this is real thing...

people live like that in olden times so why people of today can't..","@y7714可悲的是，有很多人不欣赏好事。

人们在过去的时代生活，所以为什么今天的人们不能。"
10619,UgzjqCUUoBsbSh3rOOJ4AaABAg.9FmhlkJRvX_9GqzQ0BT75u,7,2 years ago,"@robertpace901 this is a really annoying stereotype. they barely eat dogs, they're just pets",@robertpace901这是一个非常烦人的刻板印象。他们几乎不吃狗，他们只是宠物
22502,Ugw93MiOcqW02pI7bJx4AaABAg.92v2O1F4NaK92wr9lagiqt,7,3 years ago,tian she's real.,天，她是真实的。
26900,Ugy6UsqyrAX96BTKZdB4AaABAg,7,3 years ago,i really like your film,超级喜欢你的影片
10091,Ugz9teFE6G-_fbzLTEV4AaABAg.9GS8QbE7mJ29GWpcrYFt1V,7,2 years ago,"@tubaamirichannel6890 she now only has one cameraman and one assistant. before, it was only her. some people really are skeptic. they've never seen such capable women before.",@tubaamirichannel6890她现在只有一个摄影师和一名助手。以前，只是她。有些人真的很怀疑。他们以前从未见过这样的有能力的女人。
42690,UgxTuczCBp7HZXARizd4AaABAg,7,4 years ago,harvest moon in real life,现实生活中的收获月亮
50200,UgzHcD1ovzXojGrnIH54AaABAg,7,4 years ago,i really like this episode ~~~~~,好喜欢喜欢这一集~~~~~
9670,Ugxmi1WsGKgCgWurZgV4AaABAg,7,2 years ago,"this was really satisfying, quite and a nice lifestyle",这真的很令人满意，一种美好的生活方式
7878,UgxlKunjHaxXc4Yjml54AaABAg,7,2 years ago,i love her and how dhe takes care of her grandma. i really like the candy she made. i will deffinately try some them.,我爱她，以及DHE如何照顾她的祖母。我真的很喜欢她制作的糖果。我会去脱脂。
37392,UgzLuWWIjxJoUxUl-3Z4AaABAg,7,4 years ago,"i used to think that there is really such a paradise? i have a longing to learn a lot and support you, and your team allows us to see those foreigners in foreign countries. thank you, please come on. come on",以前觉得真的有这样的世外桃源吗 很向往 到现在学了很多东西 很支持妳吧 还有妳的团队 让我们在国外也可以看到 给那些外国人了解文化 很谢谢 加油
50275,UgxPLH3UwdqmhM_3dIB4AaABAg,7,4 years ago,"i'd like to eat at her house for dinner...and then stay for dessert, if you know what i mean (that's not a euphemism...i really just want to eat the desserts...they look great).",我想在她家吃晚饭...然后留下甜点，如果您知道我的意思（那不是委婉语……我真的只想吃甜点...它们看起来很棒）。
26982,Ugx92cvEwSWHWO46wfN4AaABAg,6,3 years ago,"just wow
it is like anime movie in a real life๐
everything is so beautiful,calm,so amazing and so so sooo ........have no words,just wonderfullโค","哇
就像真实生活中的动漫电影
一切都是如此美丽，镇定，如此惊人和如此如此的太好........没有言语，只是很棒"
34783,UgyQpM0HVnaBQhUMEap4AaABAg.8usp0Ub-hJg8v_9MaO-np2,6,4 years ago,"@samihatahsin1634 
universities are a lot different than what she is doing. 
she does not have to worry about her future and does not have to power learn things in a really short time.","@samihatahsin1634
大学与她的所作所为有很大不同。
她不必担心自己的未来，也不必在很短的时间内为学习东西提供动力。"
41725,UgylgDRtuhQxQG6k5K94AaABAg,6,4 years ago (edited),did anyone realise that she will eat one first before she store them up,有人意识到她会先吃一个，然后再将它们存放
362,UgwrX2qYR0to4LbN5-Z4AaABAg,6,2 months ago,i am also from sichuan. rural sichuan can really live like this. the richness of all kinds of products is the kind that small countries cannot imagine. i have been in europe for nine years.,我也是四川人，四川农村还真可以过成这样，各种物产之丰富是小国想象不到的那种，唉欧洲呆了九年了，想家
