,cid,votes,time,含real,含real中文翻译
18934,UgxLNsP-0aqASJwOqrN4AaABAg.92Cl3k4IWNV92ZOOBC3QJc,4,3 years ago (edited),"chinese culture is so wide, tao yuanming's rural life and the life of ordinary farmers are part of chinese culture. li ziyi shows tao yuanming's rural life. people who are tired of urban life seeks spiritual comfort through her videos. it is why many people watch this video. the movies are all produced in the later stage. it can be moved. if you are true, you can go to the documentary. oh, if the chinese on the tip of the tongue are so beautiful in the countryside, is it the real rural area in your heart? as long as it is not different from the rural areas in your heart, it is not rural, it is fake? what made me most angry was li ziyi shot a video. foreigners were praised. at this time, someone jumped out. everyone was drunk and i woke up alone. this is not a real countryside. well, this shooting method is very professional ... just like when everyone just watched the four in foreign countries, everyone was very moved. at this time, someone jumped out and told them that it was false. in reality, it was not like this. there is no iron man in reality, there is no spider -man in reality",中国文化这么广博，陶渊明式的田园生活和普通农民的生活，都是中国文化的一部分，李子柒表现的是陶渊明式的田园生活，厌倦了都市生活的人们通过她的视频来寻求精神的慰藉这就是很多人看这个视频的原因。电影都是后期制作出来的，照样能感动人，你要真实你可以去看纪录片，哦对了舌尖上的中国把农村拍的这么美这个难道是你心中真实农村的样子吗？只要不和你心中农村的样子不一样就都不是农村了，就都是假的了？最让我气愤的是 李子柒拍一个视频，外国人都是一片赞美，这时候有人跳出来了，众人皆醉我独醒，这不是真的农村，这是经过美化的，这是后期做出来的，这拍摄手法很专业…就像在外国大家刚看完复联四，大家看的都很感动，这时候有一个人跳出来了，和他们说这是假的，现实中不是这样子的，现实中没有钢铁侠，现实中没有蜘蛛侠
20969,UgydPBWNXutoiA564aV4AaABAg,3,3 years ago,"see your video for the first time
feel good
the busyness of farming is really clever
very good","第一次看妳的视频
感觉还不错
农忙的活 手真巧
很不错"
5797,UgwJsT0DXpSdfceI2Nl4AaABAg,3,2 years ago,"i love your videos so much, not only coz they are sooooo excellent, but also i am from sichuan. now i am living abroad. while i see these stuff and the ways you are showing and get the sichuan dialect you are speaking, i feel so closed to my hometown and my family, such a natural and true emotion form the bottom of my heart! really amazing!!!",我非常喜欢您的视频，不仅因为它们非常出色，而且我来自四川。现在我住在国外。当我看到这些东西以及您所展示的方式并获得您所说的四川方言，但我对我的家乡和家人感到非常封闭，这是我内心深处的如此自然而真实的情感！真的很棒！！！
20980,UgzlOhcbqcOwbC4aI-R4AaABAg,3,3 years ago,"i would like to live with you

i really need it
","我想和你一起生活

我真的需要它
"
12901,Ugy5VEBy4IKwFH-9lOB4AaABAg,3,3 years ago,"really impressive, looks so delicious.",真的很令人印象深刻，看起来很美味。
21092,UgwI--vwhvAJQ4z5UsF4AaABAg,3,3 years ago,"the music is really calming, n it reminds me of some old chinese movies",音乐真的很平静，它让我想起了一些古老的中国电影
18576,UgwzeDE6yWScyV9Jj6V4AaABAg,3,3 years ago,"liuzhou's snail powder is really delicious, that is, the taste is a bit big. i once cooked snail powder in the dormitory in the united states. as a result, the dormitory next door thought i was engaged in biochemical weapons to prepare to call the police? intersection intersection intersection luosifen is really delipious, but it tastes a bit stinky. i once cooked luosifen for one night in a dormitory in the united states, but the dormitory needs ught i was preparing for a chemical weapon and was going to call 911, wtffffff ?? what's more?","柳州的螺蛳粉是真的好吃，就是味道有点大。我有一次在美国的宿舍里煮了一晚螺蛳粉，结果隔壁的宿舍以为我在搞生化武器准备报警了？？！！Luosifen is really delicious, but it tastes a bit stinky. I once cooked Luosifen for one night in a dormitory in the United States, but the dormitory next door thought I was preparing for a chemical weapon and was going to call 911, wtfffff???"
18400,UgwdzQh2Ul3-G5iLe_F4AaABAg.92VpQGNVRRm92kkDc_QAQB,3,3 years ago,"i knew at a glance that this must be a very professional team, but it still does not affect my view of her video. can you ask a small fresh meat or a traffic star in china, can you shoot this effect? ​​ziyi is obviously really very powerful in these traditional techniques.",我一看就知道这肯定是有很专业的团队，但仍然不影响我对她视频的看法。试问你在国内请个小鲜肉或者流量明星能拍出这种效果吗? 子柒很明显是真的在这些传统技艺上特别厉害
21599,Ugxt50sc-69mMxbryxx4AaABAg,3,3 years ago,"hi, 
i just want to say that this week is “asia” week. me & my daughter get to discover & eat great “asia” food. like, “asian” sandwiches. (they are really good & my favorite), “asian” boaba tea. ..there’s this drive thru “asian” small restaurant called “chopsticks”, how pretty. it was a healthy plate from “chopsticks” restaurant. i love videos like this, very healthy & organic.","你好，
我只想说本周是“亚洲”周。我和我的女儿可以发现并吃得很棒的“亚洲”食物。就像“亚洲”三明治。 （他们真的很好，也是我的最爱），“亚洲” Boaba茶。 ..通过“亚洲”的小餐厅，这是一个名为“筷子”的小餐厅，多么漂亮。这是“筷子”餐厅的健康盘子。我喜欢这样的视频，非常健康且有机。"
18155,UgzaYwrEWpgVijUTvXB4AaABAg,3,3 years ago,is this a daughter -in -law really happy in life?,有这样的媳妇真的是人生幸福之事啊
20155,Ugy2JIei5Rk0MEDBhgF4AaABAg.919L3UszMwJ91oJHVgZu8a,3,3 years ago,"@johnvuu4679 no... it's not unrealistic. explain why? you have no argument, you're just saying no. this is likely your reaction to your subconscious that has already reasoned that you don't want to give up your current lifestyle so you respond with some general nonsensical garbage like 'it's unrealistic' with no explanation whatsoever as to why, because there is none. 

i was right with my 'insults' you're just another brick in the wall so to speak, readily admitting that you're too afraid to make any real changes in your own life that will actually make the world a better place for everybody while trying to grandstand about some humanitarian work or something that is completely unrelated... go back to your pasta, plastic goods, cheap cars and 9 to 5. you know you're never going to make a difference, you've already given up.","@johnvuu4679不...这不是不现实的。解释为什么？你没有争论，你只是说不。这很可能是您对潜意识的反应，已经认为您不想放弃当前的生活方式，因此您会以一些普遍的荒谬垃圾做出反应，例如“它是不现实的”，而没有任何解释，因为没有任何解释。

可以这么说，我对我的“侮辱”是对的，你只是墙上的另一砖试图看台一些人道主义工作或完全无关的东西...回到面食，塑料商品，便宜的汽车和9至5。您知道您永远不会有所作为，您已经放弃了。"
20765,Ugy8MV8k1liTN8e6JMB4AaABAg,3,3 years ago,"it turns out that the snail lion fans really have snails
unfortunately, i didn't see how to eat snails","原来螺狮粉真的有螺
可惜没看到怎么吃螺"
15393,UgxM6M0zpu3k7SD32RR4AaABAg.93FjALA-hss96k-W5jr60x,3,3 years ago,"they make it look a lot easier than it really is....the fermentation process alone, takes a month or more.",它们使它看起来比实际要容易得多。...仅发酵过程，需要一个月或更长时间。
20664,UgwDe-d2d7ed2cd6cWN4AaABAg,3,3 years ago,mother -in -law is really cute,婆婆真的好可爱啊
20154,Ugy2JIei5Rk0MEDBhgF4AaABAg.919L3UszMwJ91oALfRazuC,3,3 years ago,"@ban_usury_worldwide well first of all making assumptions about people doesn't help your argument. i did study abroad in when i was in school, i've done humanitarian work abroad, i've travelled around the united states, i moved away from the city i grew up in. i'm just saying its unrealistic to live like this for the whole world. i dont want to argue with you cause you're just dreaming of a utopia and throwing insults so i'll just say based on your argument you sound more like stalin and mao than i do",@ban_usury_worldwide首先，对人们做出假设并不帮助您的论点。我在学校上学时确实在国外留学，我在国外完成了人道主义工作，我在美国旅行，我离开了我长大的城市。我只是说这样的生活是不现实的全世界。我不想和你争论，因为你只是在梦见乌托邦并投掷侮辱，所以我只是根据你的论点说，你听起来比我更像斯大林和毛泽东。
17720,UgyCdCSCx4Ijxqf2rjJ4AaABAg,3,3 years ago,"i really want to marry a sichuan girl, but my family does not agree, especially my daughter -in -law, and resolutely oppose it.",非常想娶一个川妹子， 但是家人就是不同意，尤其是我媳妇，坚决反对。
