,cid,votes,含beautiful,含beautiful中文翻译
35120,Ugz2Hx3GBSUn6Uig5Nl4AaABAg,1,"amaizing good you shomad beautiful family
indonesia is present greeting","amaizing好你，你shomad美丽的家庭
印度尼西亚在场问候"
330,UgybqVpKu8H3dQIJPuV4AaABAg,1,"112, 2, and 25 recall that you look at bamboo shoots in the mountains really beautiful! i have been in pingtung, taiwan for some time in pingtung! the house is sawing trees! organized! factory! sell ​​some scrap iron to organize!",112、2、25回忆妳在山里采竹笋的样子真的很好看！我这几天休假一段时日在台湾屏东整理了！房院子锯树木！整理了！厂房！卖一些废铁整理整理！
973,Ugy_5aR9v-g-yeRYrdF4AaABAg,1,anyone is full of peace when watching this beautiful video,观看这个美丽的视频时，任何人都充满了和平
8250,UgwTeygZiJSuR5CcPAR4AaABAg,1,she is really a beautiful village girl๐๐๐...nd love u grandma,她真的是一个美丽的乡村女孩
8752,UgyIUzl77ebNfKcYJvJ4AaABAg,1,beautiful vedio. i enjoyed for watching ๐ป๐ฅ€๐บ๐ฅณ๐ฅฐ๐น๐ค—,美丽的韦迪奥。我喜欢看
22336,UgwRIKP8m8KqoxusPWZ4AaABAg,1,"good video, too beautiful

actually im not a chinese","好视频，太美了

Actually im not a Chinesse"
7975,UgyEYMEHo3G6XVeajGt4AaABAg.9CFf0f1nIyy9Co47AbJqLs,1,"it โ€s not related to the gender to cook, and the dishes are also beautiful and beautiful.",跟性别无关 男人做饭也很美 洗碗更美 家务全包时美到前无古人后无来者
8748,Ugzd6TqYXaLApkiISMB4AaABAg,1,your passion for life is a gift to all of us thank you beautiful flower,您对生活的热情是对我们所有人的礼物，谢谢你美丽的花朵
29353,UgzAMTPNINOBTiomT6t4AaABAg,1,what a beautiful view,多么美丽的景色
29363,UgzBCETLKkpjr6Uk0GV4AaABAg,1,beautiful face and very nice video,美丽的脸和非常漂亮的视频
8503,UgzAdo5a7PzVIMBRXTR4AaABAg,1,"enough to eat a simple way of life understand the dharma nature will understand us. very beautiful, your home atmosphere",足以吃一种简单的生活方式了解佛法大自然会理解我们。非常美丽，你的家庭气氛
21002,Ugya9nXtlOY7NVmkf-J4AaABAg,1,you are very beautiful,你很漂亮
29364,Ugw8hddxuORCXTGk1vd4AaABAg,1,i have been showing all ur video to my mom n sis. both loves your videos very much. n u r beautiful.,我一直在向我的妈妈n sis展示所有视频。两者都非常喜欢您的视频。不美丽。
395,UgwzAmNwsK7pK2h4rvB4AaABAg,1,and the place you live is very beautiful even i want to leave to go,即使我想离开去的地方，你住的地方也很漂亮
617,UgwcxrK9g-NfVdgv5Dp4AaABAg,1,"very beautiful and interesting video, thank you for this amazing share, truly beautiful video",非常美丽和有趣的视频，谢谢您的惊人分享，真正美丽的视频
763,UgzgO-TwK9fkHH8Lvy94AaABAg,1,"it’s beautiful to watch, but i could not eat this food.",看着很漂亮，但我不能吃这种食物。
20581,UgwRMI6uEhJwnexNEBh4AaABAg,1,"if you have my ancestor, how beautiful ancestors or grandparents and your life will be ... you must make them a wonderful day.",如果您有我的祖先，祖先或祖父母与您的生活将是多么美好的事情……您必须让他们成为美好的一天。
34719,Ugz8Hir4A9wsFiwnlFJ4AaABAg,1,it's beautiful,很美丽
7772,Ugx0d70zLmfaex26U5t4AaABAg,1,the profile is beautiful,个人资料很漂亮
1222,Ugz8g3ZmlnNEGEGjL4F4AaABAg,1,ziyi is very skillful to make food and snack recommendations! it's so beautiful!,子柒很熟练地做美食小吃推荐！真好看喔！
35237,UgynW02gOA-iJI-2nzV4AaABAg,1,"you are so beautifull, say hello from indonesia(bali)",你真漂亮，来自印度尼西亚（巴厘岛）的你好
8978,UgzRs4mW54PKlSFvsZV4AaABAg,1,you are so beautifullโคโคโค,你真漂亮
29036,UgzVX1s3HdmhWmmILgN4AaABAg.8yXyAuH9Z1Y8ybCLHMOgOU,1,"@martishakryll4937 i, honestly, did not think about it, do you think they eat them all the same ??? i don't want to think about it, but still the video is beautiful, thanks for the clarification !!! it was nice to talk, good luck !!",@martishakryll4937 i，老实说，我没有考虑过，你认为他们都吃了一样吗？？？我不想考虑它，但是视频仍然很漂亮，谢谢您的澄清！
1404,UgymJjJ7vgN7G-k5CMl4AaABAg,1,what is the most beautiful nature and simplicity living a greeting from the iraqi people to the chinese people,从伊拉克人民向中国人民致意的最美丽的天性和简单是什么
18114,Ugwb3jm93T2szw7y1cd4AaABAg,1,"in a national style martial arts game, a beautiful npc's direct vision of a small farmhouse living in the mountains",有一种国风武侠游戏里，一个生活在山里的农家小舍的美丽Npc的直视感
1249,UgwPAx2c3UYzP2jqUlt4AaABAg,1,"i follow you from morocco. i like to watch your video, they are beautiful. please translate some videos for me. i know what you said. some videos i know what you are doing, but some videos i don’t know",我从摩洛哥跟着你。我喜欢看你的视频，它们很漂亮。请为我翻译一些视频。我知道你说什么。有些视频我知道你在做什么，但有些视频我不知道
29044,UgxrxlDmInXxSqPwncJ4AaABAg.8yXxwnokw6P8yeZeHuJ1td,1,"@user-ye9jx1lh6y lisiqi channel, the girl grew up with her grandmother, left for the city, returned because the grandmother was bored, the girl returned, but shooting the video and video beautiful, i would be able to do everything, i would be glad !!!",@user-ye9jx1lh6y lisiqi频道，女孩和她的祖母一起长大，离开了这座城市，因为祖母很无聊，女孩回来了，但是拍摄了视频和视频美丽，我会做的一切，我会做的一切，我会是我高兴的 ！！！
34111,UgyRixCw3XOwTCi95Xt4AaABAg,1,i love this girl. beautiful and good at cork,我爱这个女孩。美丽而擅长软木
1211,UgyP4JWrW34s2c-rpIJ4AaABAg,1,"hello beautiful, i would like to be sharing those delights at your table that rich",您好，美丽的人，我想在您的桌子上分享那些愉快的乐趣，邀请我邀请我邀请我成为一个梦想，那就是您与祖母分享的那个天堂，这是您的
29885,Ugy6TcZV4r1HIr06gZx4AaABAg,1,"well, beautiful sister, please let me have a career, but i created a lot of karma: 33",好吧，美丽的姐姐，请让我有一个职业，但我创造了很多业力：33
20245,UgwNx1gwPg1LJY6DyhV4AaABAg,1,the video is beautiful. the problem is the rural areas. people know immediately that it is too distorted. you are acting.,视频拍的很美，问题这是农村，知道的人马上明白，太失真了，你这是在演戏而已。
20885,Ugx33X53hqJlTaOM5Jl4AaABAg,0,she is beautiful young lady,她是美丽的小姐
20810,Ugy82SRCoB0RsIB8wnl4AaABAg,0,"a wonderful craftsmen need a beautiful blade for your cooking

https://youtu.be/avrt-7aqkxu","一个很棒的工匠需要一个美丽的刀片才能做饭

https://youtu.be/avrt-7aqkxu"
24217,UgxlhspND87wI75VaPp4AaABAg,0,"the film and music are nice, beautiful, haha.",影片和音乐都好听，好看，呵呵。
24869,UgwLxzFq15-VWa8er2R4AaABAg,0,you beautifull n smart girl,你美丽n聪明的女孩
20754,Ugzx3NxpZKagGMNCj7F4AaABAg,0,beautiful and good at cooking,美丽而擅长烹饪
21257,Ugzh6iDEMVWbVBotLx14AaABAg,0,beautiful forest! beautiful video! thank you so much!,美丽的森林！美丽的视频！太感谢了！
24957,UgwWHrDF164L_VV-3BZ4AaABAg,0,you have a beautiful place sorrounded by a clean and wonderful nature.how i wish that i can live like this place.,您有一个美丽的地方被干净而奇妙的天性所折磨。我希望我能像这个地方一样生活。
24836,UgxpgaiJbEcAW6570jd4AaABAg,0,it is so beautiful to watch your cooking and how you respected your ingredients. thank you for making these videos. it is really peaceful. it made me really miss living in asia.,观看您的烹饪以及如何尊重成分是如此美丽。感谢您制作这些视频。真的很和平。这让我真的很想念住在亚洲。
21272,UgzcUu-Y69_ysOC-tAp4AaABAg,0,this girl is both beautiful and talented. i wish you good health and a booming career.,这个女孩既美丽又有才华，祝您身体健康，事业蒸蒸日上。
21302,UgxmlN191j8IpIguWKt4AaABAg,0,beautiful,美丽
21483,Ugz6VeYiZsGVPn0JDDR4AaABAg,0,"pure beautiful peace is my feeling 
thank you give me nice moments","纯美丽的和平是我的感觉
谢谢你给我美好的时刻"
21397,Ugw4GiZlXRGDtpEFh6p4AaABAg,0,"beautiful girl, so good",美丽的女孩，真好
25068,UgyqUWfd3angkhJR8jt4AaABAg,0,the food is so beautiful and healthy,食物是如此美丽和健康
20809,Ugzt8H1HT7WEfMaa3QR4AaABAg,0,"sis so smart, talent, and beautiful in natural way. no hair color or facial piercing, or tattoos, no cigarettes, no drugs. all natural woman. americans need to do that.",姐姐如此聪明，才华横溢，以自然的方式美丽。没有头发颜色或面部刺穿或纹身，没有香烟，没有药物。所有自然的女人。美国人需要这样做。
20806,UgyI4rWVieCD4SeMdt94AaABAg,0,amezing beautifulllll,amezing beautifulllll
24159,UgzYMC1xz2r5nkB54J54AaABAg,0,really peaceful and osm.. and beautiful girl... jesus bless you,真的和平与osm ..和美丽的女孩...耶稣祝福你
20779,UgyN0tPYftYeOW5T5AN4AaABAg,0,the most beautiful haritua davshka maland,最美丽的Haritua Davshka Maland
24158,UgzVj6bueuKzvaljWdN4AaABAg,0,wow your place is so beautiful and you're so kind to your grandma,哇，你的地方是如此美丽，你对奶奶很友善
20773,UgxYKjsIKm_vV4-QF2h4AaABAg,0,your so beautiful inside and out...,你的内在和外面如此美丽...
21463,UgxQoOxwircR-YDrnRJ4AaABAg,0,beautiful life,美丽的生活
25047,UgwBEBnyytLstyNt4jZ4AaABAg,0,what beautiful places,什么美丽的地方
21329,UgzV_NwL8Pt_cJ4KgjZ4AaABAg,0,beautiful....,美丽的....
20886,Ugw0wnEcOlRk8RnOVXl4AaABAg,0,such a beautiful country!,如此美丽的国家！
25041,UgxweilguraWvKoqwhB4AaABAg.8z8xKS_EjNk8zB4i_EOI7N,0,yeah there is a cameraman who also showed himself joining with her in some vdos before ....he is making her vdo more beautiful by capturing evry moments in an innovative way,是的，有一个摄影师，她也表明自己与她一起参加了一些VDO。
20775,UgxfpzFkMBJu8sEpmXZ4AaABAg,0,"it's so beautiful, whether it is a person or a scene",太美了，不论是人还是景
21393,UgxEJUsJmvJNYInBGUV4AaABAg,0,girl is so beautiful,姑娘好美
25034,UgxYFnCboMG2zMWNVnt4AaABAg,0,the same is the same. it is very beautiful and great.,还是一样，拍得很美感，超棒的。
25000,UgwKCLal-D2lKNd_9tx4AaABAg,0,you are beautiful,你很美丽
21003,UgyactCKq0V790mzOc54AaABAg,0,her place is so beautiful...full with nature. make me feel better and my stress gone. i really like the scene of forest that full with bamboo. like a place who samurai is going to fight with his long rival. and that long bean...waaa...look delicious even not cook yet.,她的位置是如此美丽...充满了大自然。让我感觉好些，压力消失了。我真的很喜欢森林的场景，里面充满了竹子。就像武士要与他的长期竞争对手战斗的地方一样。还有那长的豆... waaa ...看起来很美味，甚至还没做饭。
20915,UgynGXIEANKqskM68t94AaABAg,0,oh beautiful easy life de,哦，美丽的生活
21256,UgxQlurNvMuePVOa1vd4AaABAg,0,wow what a beautiful woman making the best out of her surroundings,哇，一个美丽的女人在周围的环境中尽力而为
24721,UgxTKJB0ASHAXjqxTsd4AaABAg,0,beautiful girl !,美丽的女孩 ！
24716,UgwXWkuP13mluhoceTd4AaABAg,0,"i am vietnamese. i really admire chinese people and culture. especially you, a very beautiful girl, very good at multi -talented. i really admire you. wishing you a lot of health is always beautiful and loved by many people. unfortunately, the chinese government always invaded vietnam to we haizzzz ... !! vietnam",我是越南人。我真的很欣赏中国人民和文化。尤其是你，一个非常漂亮的女孩，非常擅长多才能。我真的很佩服你。祝您很多健康总是美丽和受到许多人的喜爱。不幸的是，中国政府总是将越南侵入我们哈伊兹兹...！越南
24699,Ugxf8oOhJjHNHCfsrr54AaABAg,0,my beautiful dream wife haha,我美丽的梦想妻子哈哈
24652,Ugx-2RieqbWxlx1wnk14AaABAg,0,my wife is both good and beautiful,我妻子既好又美丽
20964,UgySkM6qXpL05pzo_394AaABAg,0,wonderland on earth! in the valley! there is a beautiful as a fairy! smart! smart! there is another filial girl! can you be a friend? another move! new online far online new network! intersection join friends with you! line: liao chung ming.id:0938136121 friendship valentine's day gift! come to meet! good channels for learning each other to share the fun of life together! ming. leave a message 10/21 good night!,人间仙境!山谷里头！有一位美如仙女！聪明伶俐！智勇双全 ！又有一位孝顺的小姑娘们！子柒您可以成为好友吗？另人感动！新上网远传新网路！ ！与您同在加入好友！ LiNE:Liao chung Ming.ID:0938136121友情人节礼物！千万里来相逢！互相学习的好频道建立起来一起分享生活乐趣无穷！ Ming.留言10／21晚安！
21091,Ugxe7_gJQsxPXFEsMZB4AaABAg,0,this beautiful young girl is very good,这个美丽的年轻女孩很好
24456,UgyeLMKD2plsxzbhEkJ4AaABAg,0,i find it very beautiful all this and the food must be very tasty,我发现这一切都很漂亮，食物一定很美味
20974,UgwL-9pmQViEzCB27DZ4AaABAg,0,she is so beautiful,她是那么的美丽
21090,UgyYOBNXPXbVWmOAHCV4AaABAg,0,beautiful life.....very good...,美丽的生活.....很好...
24630,UgwKRQSUap5P81KzdkZ4AaABAg,0,i love chinese people loveu r video very much and u r very beautifull keep up the good work loved u r video,我非常爱中国人的视频，您非常美丽地保持着良好的工作，您喜欢录像带
21077,UgxrlS5y55UhJrSvuSV4AaABAg,0,what a beautiful chinita❤,多么美丽的奇尼塔
21046,UgxPnSR4p98_-_Dl2AF4AaABAg.90JdvM07d6990njSklM8AO,0,but the video is beautiful,不过视频很美
20977,UgwvXBwWeCtP5VdWQlt4AaABAg,0,such a beautiful life.,如此美丽的生活。
20982,Ugy_WojH9s7B-lyfoNN4AaABAg,0,what a beautiful place she lives,她住了多么美丽的地方
24598,UgwlR20icg5F28doGZ94AaABAg,0,"that's beautiful, i loved it",很美，我喜欢它
24503,UgzfEVZmoiyg3Rc34Sp4AaABAg,0,beautiful people also cook deliciously with such bears so hp,美丽的人也用这样的熊烹饪美味的hp
