,cid,votes,含food,含food中文翻译
32058,UgxdEhj-cZs-wEm9c4x4AaABAg.8yV0EYhRV0B8yVRt1OFXDw,3,"lynne, she comes from an impoverished background, by her own account she once lived under a bridge. she has become wealthy through her films and her food company. if you you watch her older films you can see how her grandparents farm looked a few years ago. all the more inspirational!",林恩（Lynne），她凭借自己曾经住在桥下的账户，来自贫穷的背景。她的电影和食品公司已经变得富有。如果您看着她的年长电影，您会看到她的祖父母农场几年前的样子。更具启发性！
32667,UgydaUEgmgoJlO-tOq54AaABAg,3,"you do so much work alone, during the work always thought in my mind should i help her? i know you have team of three. i love the moment when you serve your grandma and you both are enjoying the food 
please do a conversation video with your grandma.","您一个人做很多工作，在工作中总是想到我应该帮助她吗？我知道你有三个球队。我喜欢您为祖母服务而你们俩都喜欢食物的那一刻
请与您的祖母一起进行对话视频。"
33511,Ugxzr2qQOspcD9LbGiB4AaABAg.8yUafEOIJ_w8yUrN3-WzDU,3,"she lives in sichuan, the place people like spicy food most. not every part of china eat spicy food",她住在四川，人们最喜欢辛辣食物。并非中国的每个部分都吃辛辣食物
19108,UgyFuH1ls9KNp14423h4AaABAg,3,my all time favorite series of videos to watch. the food looks amazing and the scenery is breathtaking.,我一直以来最喜欢观看的视频系列。食物看起来很棒，风景令人叹为观止。
10814,UgxRxGWXFbkuj4STEzZ4AaABAg,3,"what i see: grass
what she see: food
like.. i'm so dumb","我看到的：草
她看到的：食物
就像..我好笨蛋"
31614,UgxlIGJXXNNrFdBALC54AaABAg.8yVA6raRS7Q8yV_GZRWY2M,3,"i think ziqi is super busy. she probably doesn't have enough time to take good care of her hair and skin. most of girls in sichuan where ziqi lives with good skin. i guess it's just about genetic background, climate(sichuan is surrounded by mountain and with less sunshine and more humidity ) and eating habit(a lot of vegetables, fruit and spicy food).",我认为Ziqi超级忙。她可能没有足够的时间来照顾自己的头发和皮肤。 Ziqi的大多数女孩在Ziqi的皮肤良好的地方。我想这只是遗传背景，气候（四川被山所包围，阳光更少，湿度更多）和饮食习惯（很多蔬菜，水果和辛辣食物）。
14459,Ugx7evnsLs8zba25CH54AaABAg,3,"the food looks delicious, i look at the branches or beans you use for me, and congratulations at the same time",食物看起来很好吃，我看着你给我用的树枝或豆类，同时恭喜你
33903,Ugw29EMt4n2H7wQ-NSN4AaABAg,3,"familiar food that i know
1. bamboo shoots
2. quail eggs
3. kale
4. long beans
5. vermicelli
6. snail","我知道的熟悉的食物
1.竹芽
2.鹌鹑蛋
3.羽衣甘蓝
4.长豆
5. Vermicelli
6.蜗牛"
5676,UgwoVwKtjWAhazfBoyp4AaABAg,3,wowwww look nice place n verry delicious ur food n presentation..i like your style๐,wowwww看起来不错的地方n verry美味的食物n呈现..我喜欢你的风格
304,UgwwzLDeolpty276E2R4AaABAg,2,"i missed you, to you and your tasty food you make in your relaxing videos",我想念你，你和你在轻松视频中制作的美味食物
17089,UgzB4x99iAW_gEd_i5h4AaABAg.92o4xh6gsxm92tItTxlbER,2,"ripebanana gaming bro, just focus on the food please",Ripebanana游戏兄弟，只需专注于食物，请
18233,UgzsHZsR0J2sPs3rcJV4AaABAg.92Z2Qf802hp92iKsl8hxIr,2,"@lucychan2822 if you do not like spicy food, i suggest you to try the food of guangdong or shanghai. china has so many great food, but as a chinese, i cant get used to some of them too. you need to find your love one.",@lucychan2822如果您不喜欢辛辣食物，我建议您尝试广东或上海的食物。中国有很多美味的食物，但作为中国人，我也不能习惯其中一些食物。您需要找到自己的爱。
18131,UgwFFHbGBnpCqZxUaYx4AaABAg.92_4c6Udh6k92i8gyE4XBu,2,"some people really don't like xiaolang lin. they will feel unpleasant. there are still many people in china that i like to eat with my mother. my dad will not be able to bear it. when you go home, you will open the window. what you say is too ... you can't describe snail lion powder with nausea, after all, one of chinese food.",Xiaolang Lin 有的人确实不喜欢，他们会觉得味道难闻，国内还是有挺多人讨厌的，我跟我妈爱吃，我爸就受不了，回家就会开窗户
30278,UgxlD7F4LIADR8nw3Xx4AaABAg.8yVezNp8yw390jRC__ddOx,2,"mom man sounds delicious! you are also welcome to come to taiwan, there are many other foods in taiwan worth trying :)",Mom Man 听起来很好吃！也欢迎你来台湾，台湾还有很多其他美食值得尝试：）
17990,Ugy9Dzd0HKEAe92QJqh4AaABAg.92dXHQeZgvs92o_SFhG-f3,2,all food is like alchemy but technology made it more simple,所有食物都像炼金术，但技术使它变得更加简单
3507,Ugytb-zQBlngE45-UYt4AaABAg,2,i have seen good food preservation and the nature is so beautiful.,我已经看到了保存美好的食物，大自然是如此美丽。
3251,UgzfOK91y6MNCIzCmrd4AaABAg.9PK_Kx7sXwa9PNvFu501Ba,2,"wrong, there are many foods in china.",错，国内这样的美食自媒体很多。
7854,UgzbZsdwFVGgHSA12yl4AaABAg.9CNVtbLkub_9DywGBXEKcb,2,i guess we the north east indians inherits the same culture as china...esp. food habits....,我猜我们东北印度人继承了与中国相同的文化...尤其是。食物习惯...
1082,UgzF8iVMejtaPCVYLWR4AaABAg,2,i looking at you to make delicious foods even want to eat too ķkkk,我看着你做美味的食物，甚至想也想吃ķkkk
33515,Ugxzr2qQOspcD9LbGiB4AaABAg.8yUafEOIJ_w8yUtt0RUMXh,2,"osborne u must eat western-chinese food,that’s not the traditional chinese food ,we didn’t put the sauce into the cuisine.never",奥斯本你必须吃西方美食，那不是传统的中国食物，我们没有把酱汁放入美食中。
3474,UgxpvHiJlyxoU-CdJsd4AaABAg,2,"hello i am brazilian and i really like your channel but i would love to understand what you are doing, the name of the food, i find it amazing how you do everything as if it were art",你好，我是巴西人，我真的很喜欢您的频道，但我很想了解您在做什么，食物的名字，我发现您如何做所有事情，好像是艺术
767,UgyKcc7zDypxaSi4UOR4AaABAg,2,"good morning, a happy morning, and success in life, and make food, delicious, wish everyone, everywhere good",早上好，早上快乐，生活成功，做饭，美味，祝大家，任何地方都好
33079,UgweRq2qsqqC7uIoVNN4AaABAg,2,"watching this video : i have to eat healthy foods
the real : i don""t have time to cook, i want to eat junk food :-)","观看此视频：我必须吃健康食品
真实：我没有时间做饭，我想吃垃圾食品:-)"
14751,UgzwccYRljRArVz23NV4AaABAg,2,this lady may me hungry with that exquisite food.,这位女士可能会饿着那种精致的食物。
11355,UgwwZ86h9muDh7Dnm8N4AaABAg,2,that grandma is living the life. i want to spend my time on swing and eat food cooked by liziqi,那个奶奶正在生活。我想花时间在秋千上吃liziqi烹制的食物
10886,Ugx73LE_CE4ZPKonTOl4AaABAg,2,"i'm from north east india and my village looks like this place. also the food we eat is similar which is why most of the brown indian to be exact discriminate us as chinese. but after watching her, i'm proud that they call me chinese.",我来自印度东北部，我的村庄看起来像这个地方。同样，我们吃的食物也相似，这就是为什么大多数棕色印度人要确切地将我们歧视为中国人的原因。但是看着她后，我为他们称我为中国人感到自豪。
193,UgzFbtXd_WuU229aktp4AaABAg,2,who wants to learn chinese food recipes?,谁想学习中国食谱？
1227,UgxzzdAat0kCM2Io9C54AaABAg,2,i am from tripura ❤️ love this food in our state its called miya,我来自Tripura❤️喜欢我们州的这种食物，称为Miya
11771,UgwH05W__UfiWoQVRJt4AaABAg,2,i bet she can live without any money because she has all foods from the nature,我敢打赌她可以没有任何钱，因为她拥有大自然的所有食物
13109,UgyAyWYwXKiBgC9l3M14AaABAg,2,so cool how she pics all her own food and makes beautiful recipes from the ingredients.. amazing how she takes such good care of her family as well. they will be devastated when she finds a man lmao,她如何为自己的食物拍照，并从食材中制作出美丽的食谱。当她找到一个男人lmao时，他们将被摧毁
