,cid,votes,time,含food,含food中文翻译
15804,Ugwa4NB6pJuHLou_bah4AaABAg,1,3 years ago,wowwww im soo jealous all the work to do and stills she's happy. i've never seen or tasted any of the food she prepares still im satisfied just watching her strong fun personality.this is what i call life.,wowwww im soo嫉妒所有要做的工作，她很高兴。我从未见过或品尝过她准备的任何食物，但我仍然很满意，只是看着她强烈的有趣个性。这就是我所说的生活。
38204,UgweyzXbJxJ5f1BEhs94AaABAg,1,4 years ago,the food you make in one day is enough for me to eat for a whole year!,您一天中您做的食物足以让我整整一年吃！
22222,Ugz2SEc757W6E4P-MIx4AaABAg,1,3 years ago,"wow always making food or forging for food,do you feed a whole village of people?i feel really odd now eating once a day when i see how much food you produce,i donโ€t know how you do it but your food looks over the top delicious,you need a vacation itโ€s seems you never stop working to gather food and such!!!you make amazing videos,i love your puppies as well they are super cute and the background music was very tranquil and soothing to listen to as wellโ๐ป&โค๏ธ from me and my wife in ๐จ๐ฆ canada!!!",哇，总是在做食物或锻造食物，你喂整个人吗？现在每天吃一次食物，我真的很奇怪，我不知道你怎么做最美味，您需要度假，看来您永远不会停止工作来收集食物等等！！您制作了令人惊叹的视频，我也爱您的小狗，它们非常可爱，背景音乐非常宁静，舒缓地听了well✌
39849,Ugz1egWuwOBqmq9YjoB4AaABAg,1,4 years ago,exciting video.. fresh & healthy food.. keep it up,令人兴奋的视频..新鲜健康的食物..保持
23280,Ugw1Pv1WA2m2x7D_Iyt4AaABAg,1,3 years ago,"this is a paradise for food, probably
oh, i really want to eat that mango hand roll","这是吃货的天堂吧，大概
喔，我好想吃那个芒果手卷"
23281,UgxlE5xYJjsucU-izBp4AaABAg,1,3 years ago,all the vediu about the food๐๐๐๐ธ,关于食物的所有vediu
23176,UgxgSlIixKFEG5taIZR4AaABAg.92WKzV4ohPy92dkLm22hUy,1,3 years ago,ignorant comment. not everyone wants to eat chinese food. other people have culture and traditions too. dont be ignorant!,无知的评论。并非每个人都想吃中国菜。其他人也有文化和传统。不要无知！
27090,UgzRZHck1vi6HJobHlp4AaABAg.8zQCP-lfIld8zRJMvWFuyH,1,3 years ago,"@zhongdaluo9576 is not made by the younger sister, it is illegal to do it yourself. for example, the snail powder a few days ago was processed by a well -known food factory in guangxi. due to the good quality and good quality, the start of 100,000 units was sold out of the day, and later added a lot.",@zhongdaluo9576 不是小姐姐自己作的，自己作是违法的。比如几天前的螺蛳粉是广西一家著名食品厂代加工的。由于质量好份量足，开张一天就十万份意外卖断货了，后来又追加了很多。
22911,Ugy4QKtD9cbzrOoUVFd4AaABAg.92dymxS8pg192tW62CigcS,1,3 years ago,"@wyattjia3202 when you can tell what you don't eat, be grateful! how many famines have the chinese history, do you know how many famines have experienced? suppose you have no food for 10 days, and you have to eat anything.",@wyattjia3202 当你能够讲出你不吃什么的同时，快感恩吧！中国人几千年历史，经历了多少次饥荒你知道吗？假设你10天没有食物进肚，你也一样什么也要吃。
43436,Ugz31APUJdZ-XhgXzuJ4AaABAg,1,4 years ago,"beautiful girl, amazing video, fairytale food! when i seeing that, i rest my soul because that perfectly!",美丽的女孩，令人惊叹的视频，童话般的食物！当我看到那个时，我安息了我的灵魂，因为那完美！
22801,Ugx71faim2mMGzD4b_N4AaABAg,1,3 years ago,"gorgeous. i never know a little girl, i can still do so much food",真美。从来不知道一个小女孩，还能做这么多吃食
26823,UgxZa1lvgjUhgw5exN94AaABAg,1,3 years ago,it is so unknown and touching with unknown feelings just by looking at the scene of making food.,它是如此未知，只要看着做饭的场景就可以带来未知的感觉。
14391,UgxvyMSzge8FOcBmUmt4AaABAg,1,2 years ago,i don't really like to cook but i like watching this young woman. her work ethic is inspiring. i hope that she gives all that food away and not trash it. it's not possible that she and her grandma eat all that. lol but i really enjoy li's videos.,我真的不喜欢做饭，但我喜欢看这个年轻的女人。她的职业道德令人鼓舞。我希望她把所有的食物都放弃，不要垃圾。她和她的祖母不可能吃掉所有这些。大声笑，但我真的很喜欢李的视频。
26388,Ugz4x9jZf79qtb1MNMB4AaABAg.8zkpfxZ3kEy95HVOseLnz3,1,3 years ago,i'm also cooking chinese food๏ผwelcome to watch,我也在烹饪中国菜，欢迎观看
21631,UgxOQ04TS1WphNSj3n54AaABAg,1,3 years ago,a food is more loooookkkk delicious than in restoran,食物比Restoran更美味
37886,UgxbR6-cZcqtybhq-BR4AaABAg,1,4 years ago,what she will do with the pile of food ๐ฒ,她将用一堆食物做什么
21295,UgyBxqTahQEquWmYvSJ4AaABAg,1,3 years ago,love her videos and all that food omg looks so good and is so healthy.,喜欢她的视频，所有食物OMG看起来都很好，而且健康。
22682,UgwgJ2qbEbQLZdATFpR4AaABAg,1,3 years ago,"chinese food maybe not the best,but cooking culture is longest of human history",中国食品也许不是最好的，但是烹饪文化是人类历史上最长的
16107,Ugz6h70ujNZ-ytMMhgV4AaABAg.98ujKMXr4Hk99PbSfArdma,1,3 years ago,"i also saw it more than 5 times. i remember all the food names. japanese is okay, so if you have any questions, please feel free to use it.",我还看到了5次以上。我记得所有的食物名称。日本人还可以，因此，如果您有任何疑问，请随时使用它。
14003,UgxbhXpFR--Tcixcy694AaABAg,1,2 years ago,good! interested for food!,好的！对食物感兴趣！
21739,UgxPkTKkzWHD6V2Iizd4AaABAg.93MeJ4vjDrb93Ow0mwPZHX,1,3 years ago (edited),"@user-zm4qp5ik7n why does the world say they do. is it propaganda. i have a french bulldog i would honestly die in order to save him in any situation. he never begs for food, i keep him well fed and watered. in turn he protects me like a lion.",@user-zm4qp5ik7n世界为什么这样做。是宣传吗？我有一个法国斗牛犬，老实说，为了在任何情况下拯救他。他从不乞求食物，我让他饱食和浇水。反过来，他像狮子一样保护我。
37861,UgzKaJ6NJ8YQwaDV2jp4AaABAg,1,4 years ago,maker good food eat,制造商美食
21830,UgwPfqQq8rKiKNZSlx54AaABAg,1,3 years ago,sweet food,甜食
20914,UgxbKRpBovS4jA6rNqJ4AaABAg.946AnDac2eu95Az35X9lJp,1,3 years ago (edited),"i hate living in the cities. both my parents grew up on the countryside and got to grown their own food. i'm tired of this fake, ultra-processed food and the constant noise and pollution (light pollution too). from the summers i spent in my grandmother's village, life was so simple and calm. we got to eat real food and spend time in nature. i wish i could move out to the countryside. i want to have my own garden and maybe some chickens. i'm too young and don't have much money now, but one day in the future i will. i've noticed many people my age wanting to reconnect with nature again. i hope this becomes a revolution for our generation",我讨厌住在城市。我的父母都在乡村长大，并自己种植了自己的食物。我厌倦了这种假的，超级加工的食物以及持续的噪音和污染（也是光污染）。从我在祖母的村庄度过的夏天，生活是如此简单和平静。我们必须吃真正的食物，并花时间在大自然中。我希望我可以搬到乡村。我想拥有自己的花园，也许还有一些鸡。我太年轻，现在没有太多钱，但是将来有一天我会。我注意到许多我这个年龄的人都想再次与自然重新建立联系。我希望这成为我们这一代的革命
22882,Ugwo6wmmINjPZ_YBm754AaABAg,1,3 years ago,that food looks amazing!,那食物看起来很棒！
26034,UgxfjvytxmkYOqOf57Z4AaABAg,1,3 years ago,"beautiful! beauty, beautiful realm, food beauty!",美！人美、境美、食物美！
14891,Ugw3iUjau9lUA75q3oV4AaABAg,1,2 years ago (edited),i wonder who eats all that food? 's too slim..... grandma,我想知道谁吃了所有的食物？
38520,UgyAP2SL1FwjgXSJyWV4AaABAg,1,4 years ago,"i want to live with her,,,everything looks peaceful the food looks good and life would be great!!",我想和她一起生活，一切看起来和平，食物看起来不错，生活会很棒！
13797,UgyAYdQUwhmHrchh6A54AaABAg,1,2 years ago,very nice & beautiful foods,非常漂亮和美丽的食物
39936,UgxQno2TdaI1pGORvJR4AaABAg,1,4 years ago,wish i could visit there.. and try all their food,希望我能参观那里..并尝试所有他们的食物
25513,UgwP6wIlywiVEl8E6Hx4AaABAg,1,3 years ago (edited),what is eating ? what is eating ..this is what i learned yesterday .. eating is the most natural way of connecting with nature ..what we eat comes from various places ..nature makes them ..and we need to know how and from where they come ..she is showing that exactly ..where the food comes from ..what process its going through ..and how it finally becomes a delicious food on our plate ..most of other youtubers does not show that ..they just show how to make food..but thats not the whole thing ..she is showing the nature ..she is representing the nature ..thats the reason people feel calm when they watch her content ..i feel the same ..cos i am not watching her .. iam watching the nature through her and connecting back where i belong ..thanks ..,吃什么？吃什么..这是我昨天学到的。饮食是与自然联系的最自然的方式。我们吃的东西来自各个地方。 ..她正在表明，完全是什么。做食物..但这并不是整个事情..她正在显示自然..她代表了自然。看着她.. iam通过她看着大自然，然后将我属于的地方连接起来..谢谢..
39993,UgyzIHf0OX9uRF4aWih4AaABAg.8sdUdjCed3M8sp0yN1u9B9,1,4 years ago,and you know her food is real food.,而且你知道她的食物是真正的食物。
40088,UgymkvrfMZtWtgpSMK54AaABAg,1,4 years ago,such a hardworking young woman! i admire her. and all those food she cooked looked amazing! drooled for the snowflake squares :-p~,如此勤奋的年轻女子！我钦佩她。她煮熟的所有食物看起来很棒！为雪花正方形流口水：-p〜
25242,Ugz7OsTW_ORZiADrgLp4AaABAg,1,3 years ago,"hi, you are so lucky to have your grandmother with you and i love how you do everthing for her, your so inspiring and your food is so beautiful it make's me so hungry, i love it.",嗨，你很幸运能和你在一起，我喜欢你为她做的事情，你如此鼓舞人心和你的食物是如此美丽，使我如此饿，我喜欢它。
24391,UgwOf6w-3B0G5lTlXrt4AaABAg,1,3 years ago,does she have some kind of catering business? i've seen a lot of her videos now and just wondering when she makes food in bulk who eats it all?,她有某种餐饮业务吗？我现在看过很多她的视频，只是想知道她何时散装食物，谁吃了全部？
24426,UgyA8Gv2ynm2VyU47X14AaABAg,1,3 years ago,very interesting food,非常有趣的食物
41291,Ugyl7VYfUKbEoO2DdUh4AaABAg,1,4 years ago,"oh peace, the best life, the best food, and the best organization of my beloved, and god",哦，和平，最好的生活，最好的食物和我心爱的最好的组织，上帝
17138,UgxI6uwYQj3fVCakdNR4AaABAg,1,3 years ago,feels like i am watching eternal love drama. everything looks so beautiful. the food looks yummy. i just love the music. it's so peaceful.,感觉就像我在看永恒的爱情戏。一切看起来都很漂亮。食物看起来很好吃。我只是喜欢音乐。这是如此和平。
