,cid,votes,含fruit,含fruit中文翻译
6099,UgyF0kp3FzC5t8hdpYJ4AaABAg.9MuAGousotu9PkT_io_uvi,1,it’s asian fruits - pomelo . very juicy &sweet,是亚洲水果-Pomelo。非常多汁又甜
8839,UgwQBWEqjlUlBDqGXe54AaABAg,1,"a true chinese making the actual tanghulu. tanghulu actually means that mountain fruit which is the hawthorn and it’s supposed to be dipped in sugar, not strawberries",真正的中国人制作了实际的汤胡鲁。坦格鲁实际上意味着山顶的山水果应该浸入糖，而不是草莓中
17889,Ugwz7CghsFItPsTnpmN4AaABAg,1,what's the fruits... ?,什么是水果...？
13993,UgyhxmqtsjJOvIHg4EJ4AaABAg,1,"hello good morning, i would like to know the name of the fruits and please subtitled in spanish thanks",你好早上好，我想知道水果的名字，请用西班牙语字幕，谢谢
6083,UgyF0kp3FzC5t8hdpYJ4AaABAg,1,"8:55 what fruit is that? it looks like a giant orange, i don't think i've ever seen it in brazil",8:55那是什么水果？它看起来像是巨大的橙色，我认为我从未在巴西见过
8078,UgyAxSbjhrpEGKVazOV4AaABAg,1,r u japanese??? excellent cooking n fresh fruits❤️,r你日本人？？？出色的烹饪n新鲜水果❤️
12227,Ugzv26MIb8GvT-E4TYF4AaABAg,1,"is everything ..fruits nuts vegetables available like this as it shows?! 
is it all around you liziqi?","一切吗..果实坚果蔬菜像这样可用吗？
周围是liziqi吗？"
17710,UgxnN9F7NuPNiUIYfmd4AaABAg,1,"wow, so many fruits and things i have never seen before! nice channel!",哇，这么多水果和我从未见过的东西！不错的频道！
16596,UgyvZ1ry0oobbyiYa_p4AaABAg,1,food(racipe )fruit on your video writing word how to racipe,您的视频写作中的食物（衣）水果如何
5500,UgwEViFT4wbMDMFvjpB4AaABAg,1,"this is so cool, when u wanna eat fruits you just picked it up ❤ i curious why she always packed the food, does they gonna eat those later? or just send it to someone else?",这太酷了，当你想吃水果时，你刚拿起它❤我很好奇她为什么总是打包食物，他们以后会吃这些吗？还是将其发送给其他人？
16716,Ugw_mGMiL3IlMEU9Y4d4AaABAg,1,"my relatives live far from the cities and everytime they'd come visit us they'd bring those big citrus fruits we call ""suha"" which i'm assuming is the same thing as those big round yellow fruits.",我的亲戚居住在远离城市，每次他们来拜访我们时，他们都会带来我们称为“ suha”的大柑橘类水果，我认为这与那些大圆的黄色水果是同一件事。
16546,UgzpWskb4_BQlt9Q2VV4AaABAg,1,"sometimes it finds difficult to know the name of those fruits, vegetables, ingredients etc..without subtitles",有时发现很难知道这些水果，蔬菜，食材等的名称。
10693,UgzggH3LcmPPa1jXggR4AaABAg.9FeQNDjrQiy9GCVLlh4bXh,1,yeah it is i live in place like this a traditional village but unfotunately we don't have that much of fruits,是的，我像这样一个传统的村庄，但是我们没有那么多的水果
11649,Ugx5VAweV-xhU39k8Rl4AaABAg,1,learn to eat the fruit below,学会吃下面的水果
13741,UgzTt0-vHN_W9IKrPuh4AaABAg,1,is that yellow fruit mango??,那是黄色的水果芒果吗？
13713,Ugzs1-10er-bB--phXt4AaABAg,1,"omg what a beautiful life, that place where u live with all the fruits is so beautiful ❤️",天哪
7674,UgzNRDEH_FF_83Wuj2p4AaABAg,1,i loved how the yellow fruit was just smoothly cut in 3:14,我喜欢黄色的水果在3：14
14798,UgwMJAb557uM8rBRN3B4AaABAg,1,a natural prophet like them produces the fruits of his sins until we live a normal and forgotten life like them,像他们这样的自然先知会产生他罪的果实，直到我们过着像他们一样正常而被遗忘的生活
17109,UgyhzjRnv1MafUH0Prx4AaABAg,1,"some of the english translation is not correct. should be rock sugar not rock candy, snowflake crisp should be snowflake naughat, fried melon seed should be salted sunflower seed, salted peanuts, tomato sticks should be tanghulu or candied fruits (unless she made a special candied tomatoes for her grandma that she didn't show us in the video).",一些英语翻译不正确。应该是岩石糖而不是岩石糖果，雪花酥脆的应该是雪花淘汰，炸瓜种子应该是腌制的葵花籽，咸花生，番茄棒应该是汤胡卢或蜜饯（除非她为祖母做了一个特殊的蜜饯番茄，否则在视频中向我们展示）。
16990,UgzgfgA_mcz6YoRriU14AaABAg,1,i love watching these videos but does anyone know what the heck those fruits at 8:55 are? they're huge omg,我喜欢观看这些视频，但是有人知道8:55的那些水果吗？他们是巨大的OMG
11199,Ugy4fg5wLCqKPrn-DMJ4AaABAg,1,does she getting those fruits for free ๐คทand i love weather there snow๐๐๐,她免费获得这些水果
5495,Ugyd1rRiZUxdlsrggxF4AaABAg,1,"even her place seems like a blessing from god .every tree ,crops are having abundance of fruits ,flowers .",甚至她的地方似乎都是上帝的祝福。每棵树，农作物都有丰富的水果，花朵。
41426,UgzlspzDYxRsIHPxKFt4AaABAg,0,love ur cooking.pls onw request do give english subtitles so we can understand the ingredients .n also would love to know the names of the different fruits n vegetables u grow n use.thanks for ur videos.,Love Ur烹饪。plsonw请求确实会提供英文字幕，以便我们可以理解成分。
41522,Ugwg6GQtz5FDKueXyLp4AaABAg,0,what fruits are those? i love your videos. thank you for sharing with us,这些是什么水果？我爱你的视频。多谢与我们分享
41320,Ugxh4Iu8NcUtyJcyd6J4AaABAg,0,whats the yellow fruit she picks from trees before picking up mandarins??,在捡到普通话之前，她从树上捡到的黄色水果是什么？
41537,Ugwg6GQtz5FDKueXyLp4AaABAg.8rwkyheIgZE8rz2zViQ8rh,0,chinese grapefruit,中国葡萄柚
41316,UgyUj2SDQbD9Zq7ZBXR4AaABAg,0,what kind of fruit is the big yellow one at 8:55? can someone tell me please,8:55的黄色大黄色是什么样的水果？有人可以告诉我吗
41062,UgzZ5jVTc6QfqKz-OyF4AaABAg,0,the fruits look too perfect for me .__.,果实对我来说看起来太完美了。
9739,UgyocxsR202i9r_0kvJ4AaABAg.9GukARbN8zo9IlzJPHp0Or,0,"because it is. 
i`ve been on some farms and it was always great.
of course it was nothing compared to this video but still.
beeing outside and taking care of animals and the fruits and vegetables planted there feels so much better than sitting around all day staring into some screen.
it feels amazing beeing outside in general.","因为它是。
我去过一些农场，总是很棒。
当然，与此视频相比，这是什么都没有的。
在外面养蜂，照顾动物，在那里种植的水果和蔬菜比整天盯着某个屏幕要好得多。
一般来说，在外面的蜜蜂感觉很棒。"
41252,UgxgwTM69_foy4JHoeN4AaABAg,0,it's what fruit is kak,那就是水果
41159,Ugw_ItduYii5tnEoOn94AaABAg,0,"great, fresh vegetables and fruits and all home, here it is life.",伟大的新鲜蔬菜和水果以及全家，这里就是生活。
41922,UgxS6t_HMwQWeXgCwGN4AaABAg,0,"the sheep and the dogs are so adorable, they follow were ever she goes,
hope next time there some goose on the pack
this is the life i want to live for the rest of my life.
no wifi, gadgets but a simple life also no pollution and noisy city street all you just think is to eat healthy foods , alots of fruits so yummy everywhere you look at theres fruits hanging on the trees,

what a paradise havens of peace","绵羊和狗是如此可爱，他们跟随她走了，
希望下次那里有一些鹅
这是我想在余生中生活的生活。
没有wifi，小工具，但简单的生活也没有污染和嘈杂的城市街道

多么和平的天堂天堂"
41019,UgyEIbYjI9UABsjuo7F4AaABAg,0,"nice fruit, nice color, beautiful....",不错的水果，颜色漂亮，美丽。
40950,UgyMEEHl_Ereqbl1lvp4AaABAg,0,what in the world is that big yellow fruit? 8:54,那个大黄色的水果是什么？ 8:54
40940,UgynzmRSmffEGVxG-Kt4AaABAg,0,wow there's so many fruit.. can i know where is this place?? i wanna go..,哇，有很多水果..我能知道这个地方在哪里吗？我想去..
40926,Ugx9kV40LEvO9CRkR8R4AaABAg,0,fruits are everywhere!,水果无处不在！
40907,UgwZiy55-_ntwALTuEF4AaABAg,0,what's the name for yellow color fruits in big size,大尺寸的黄色水果的名字是什么
40821,Ugz-3BAQJobSD12uOnZ4AaABAg,0,what a beautiful life with many fruits and seeds,多么美好的生活，有许多水果和种子
40803,Ugzi5131EQbEqniS9j54AaABAg,0,what are those large fruit she gathered at the end? looks like a citrus?,她最后收集的那些大水果是什么？看起来像柑橘？
40417,UgzTg7teVTWlgHxnvt94AaABAg,0,"there are so luck , they have very delicious and over grown vegetables and fruits , what we need more then that living health life by eating fresh and delicious food",幸运的是，它们的蔬菜和水果非常美味，而且我们需要的是，您需要的是，您需要吃新鲜美味的食物来生活健康
3359,Ugw3bJy4ZUxVB58alER4AaABAg,0,i hate all traditional chinese dried fruit candies except for one. the powdery orange colored salty dried prunes...话梅 huamei,我讨厌除一种传统的中国干果糖果。粉状的橙色咸干李子...话梅huamei
5191,UgytGmd1YspRviFINfx4AaABAg,0,"hello, i have served in the city of talgov, and the chestnuts there are high trees. i think they can only make high fruit when they grow up.",你好，我在陶格夫匹尔斯市服务过，那里的栗子长在很高的树上，我以为它们只有在长大后才能结出很高的果实
42005,UgyXlE2xTfcI1CHtzap4AaABAg,0,what are this delicious fruit?,这是什么地方怎么什么好吃的水果都有
42125,UgzQH_wGhgto82eubYd4AaABAg,0,wnat are those giant citrus fruits!,wnat是那些巨大的柑橘类水果！
44503,UgzmBBuq8Ed_rcC1Mbp4AaABAg,0,what region this all comes from has a variety of fruits. interesting.,这一切都来自哪个区域。有趣的。
44238,UgyUcPnrPtvn6lrlYeJ4AaABAg,0,"oh, grapefruit falls with a walk",哦，葡萄柚带着散步
44201,UgwEDlW-pXxJ7wdzyN54AaABAg,0,"sister, gold fruit is j v",姐姐，金果是J V
44197,Ugx3PHwW4DlDT6iHv7N4AaABAg,0,omggg fruitss,omggg水果
3039,Ugz-OgyVd74Src0OULZ4AaABAg,0,"she rolled the apple into sugar syrup, it will given good taste, if she peeled that fruit.",她将苹果卷成糖浆，如果她剥去了那种水果，它将给予良好的味道。
8906,Ugz8_ZPiRuZqIgXUhLh4AaABAg,0,"with all the trust and love one living being can have in another, that lamb is walking behind you. and one day you will kill him just to fill your stomach. when you can fill it with hundreds and thousands of fruits and vegetables, do you have to kill and eat a living being?",有了所有的信任和爱，一个生物可以在另一个生物中拥有，羔羊正走在你身后。有一天，您将杀死他只是为了填补您的胃。当您可以用成千上万的水果和蔬菜填充时，您是否必须杀死和吃生物？
8978,UgwUri26KT-8CZRP6AR4AaABAg,0,yellow fruit is very big,黄色水果很大
9244,UgxhL4OxMccmwYM6CV54AaABAg,0,hello liziqi you can speak spanish i do not understand anything that fruits are that ingredients use that vegetables from peru chiclayo,你好liziqi你可以说西班牙
43743,UgwvL2e4TxsQCBOwBnt4AaABAg,0,"where do you live?'s just amazing..... i loved everything location, food, fruits and grandma.... just send me some candies.....",你住在哪里？
9285,UgzVYdCy5E0nygGLKsF4AaABAg,0,"ok but i did not expect those fruits to be that big lol 8:53

literally watermelons dropping on your head if the wind blows","好的，但是我没想到那些水果会那么大，哈哈8:53

从字面上说，西瓜掉在你的头上"
43609,Ugx50Bo5RJbmva0yFSh4AaABAg,0,what is the fruits ?,什么是水果？
43504,UgxVWnzHNvmo8k9-CCF4AaABAg,0,ambassador j that fruit is granted z tr,j大使j被授予Z tr
43455,UgwHcbdDBmiMAnAqSht4AaABAg,0,8:55 what is this fruit ??? giant!,8:55这是什么水果？？？巨大的！
9407,UgyWTeHnhofXaTtvOP94AaABAg,0,"it is interesting what this area is in china, citrus fruits grow, and in winter it is snowing.",有趣的是，这个地区在中国，柑橘类水果的生长，在冬天下雪。
43160,UgzOBk2l3yPg9ty_kSl4AaABAg,0,"the place you live is a treasure, what fruits, and there are also",你住的地方是个宝藏、什么水果、也有啊
43076,UgyLi1wY7FgD-F-zbIl4AaABAg,0,"it is pleasant also to discover your neighbours. they do help much in chinese village. when he build house, or need help for the pears season, or wrapping of fruits for when the buyers come to the village, the neighbours help my father in law very much. and he helps a lot in return also . when i arrived 17 years ago , i was astonished by even the well drilling process, i loved being carted away in a tricycle, must have been because i had only lived in france or london or munich . god , i love sichuan food, more recipes please! vegetarian ones please! vegetarian hotpot? with tofu pi, kailan, and mushroom.lots of mushroom. much love from beijing!",发现您的邻居也很愉快。他们在中国村庄确实有很多帮助。当他建造房屋，或者需要在梨季的帮助，或为买家来村庄的水果包装时，邻居会非常帮助我的岳父。而且他也有很多回报。当我17年前到达时，即使是井井有条的过程，我也感到惊讶，我喜欢在三轮车上搬走，这一定是因为我只住在法国，伦敦或慕尼黑。天哪，我爱四川食物，请更多食谱！请素食！素食热锅？与豆腐，凯兰和蘑菇一起使用蘑菇。来自北京的爱！
