,cid,votes,含video,含video中文翻译
2802,UgwUL7RqiYZ8q3SNNvN4AaABAg,0,pata hai main is video ko na bahut bar dekh chuki hun kam se kam bhi so bar bahut acchi video hai,Pata Hai Main是视频KO NA BAHUT BAR DEKH CHUKI HUN KAM SE KAM BHI SO BAR BAHUT ACCHI视频HAI
2803,Ugzj8SIjqqhsVWwhrKt4AaABAg,0,please yah wala video mujhe load karna hai kaise karun,请YAH WALA视频Mujhe负载Karna Hai Kaise Karun
2805,UgyaSXL3R5V4c6JdGg94AaABAg,0,yeh wala video load karna hai kyon nahin ho raha hai,Yeh Wala视频负载Karna Hai Kyon Nahin Ho Raha Hai
2814,UgwaIwv4WcOi6e6fJTt4AaABAg,0,when will she make a video again :(,她什么时候再制作视频:(
2480,UgxGEo0YhqqJozI2_rB4AaABAg.9Xvx3IXEZfX9XyYzPjJboZ,0,she films the videos herself using a tripod! :),她使用三脚架自己拍摄了视频！ :)
2430,Ugzig1UTcgyntcmAUzV4AaABAg,0,plz new video...,PLZ新视频...
2104,UgyePE71qHzFo8ihfRZ4AaABAg,0,sister qian's video is good,柒姐的视频不错
2270,Ugxkgq1p4bGs9LUkKoJ4AaABAg,0,you're my inspiration and i like you're videos,你是我的灵感，我喜欢你的视频
2105,UgxpBvt2Ims2UNeIlgl4AaABAg,0,sister qian's video is so beautiful,柒姐的视频太好看了
2108,UgwUcrNtIKTitSra3Mx4AaABAg,0,this is amezingg heart warming....feel veryy awesmm too see this videoo,这是amezingg心脏变暖。
2109,UgyzKRxIEfDQGMPxaoR4AaABAg,0,"it's very comforting but i don't believe in ignoring your cats or dogs, puppies etc. interact with them through out the day especially if you have them around you and in a video!!!!",这是非常令人欣慰的，但我不相信无视您的猫或狗，小狗等。整天与它们互动，尤其是如果您周围和视频中有它们！！！！
2111,UgwvB-ina3VOlych7zN4AaABAg,0,idk why bt your videos give me ghibli vibes ❤️,idk为什么你的视频给我吉卜力的氛围❤️
2165,UgxQFu4X1VK7YzjnyXh4AaABAg,0,make new video,制作新视频
2179,UgzzIIiMC1BGVXEz9u14AaABAg,0,i love your videos ❤ it is very relaxing,我爱你的视频❤这很放松
2204,UgwyPQ3VSovG4ycUZzt4AaABAg,0,we can use this video for meditation.,我们可以使用此视频进行冥想。
2210,Ugw51zPIFGvuk52RrQp4AaABAg,0,"where are u liziqi, miss your new video's",你在哪里liziqi，想念您的新视频
2211,UgwfKr0JBknlU1X72xp4AaABAg,0,"been repeatedly watching this video 
watching from hongkong","曾多次观看此视频
从香港看"
2228,UgynCjTYriqZbpvr8Wp4AaABAg,0,i hope you upload videos again.,希望您再次上传视频。
2236,UgwpvL6JObk9NF4xi794AaABAg,0,i haven't seen her post a new video for a long time.,我已经很长时间没看过她的新视频。
2242,UgxVC91ziqHrhoeOnCZ4AaABAg,0,i miss liziqi's videos... where is she?,我想念Liziqi的视频...她在哪里？
2251,UgyMooe6EblabFlJWsd4AaABAg,0,i liked the video,我喜欢视频
2273,UgyzDUwd1cE90uMOh-l4AaABAg,0,this whole video was so satisfying & the food looks delicious,整个视频非常令人满意，食物看起来很美味
2417,Ugykw2YHoWwpaLrbWUN4AaABAg,0,"i hope everyone gets this life not just this lady who earns a lot through her videos. if it is not for her, those dogs would appear in chinese meat market",我希望每个人都能获得这一生，而不仅仅是这位女士通过她的视频赚很多钱。如果不是给她的，那些狗会出现在中国肉类市场上。
2279,Ugw4ly78DuTr7YBrzD54AaABAg,0,"hello friends, i have made a video about beautiful tourist places in vietnam, if you have any intention of traveling to vietnam, please visit my channel.",您好朋友，我已经制作了有关越南美丽的旅游场所的视频，如果您有任何旅行去越南，请访问我的频道。
2294,UgwSk5IUlpyZCqIOLMB4AaABAg,0,it's been a while after she uploaded her last video.. i hope she's ok..,她上了最后一个视频已经有一段时间了。我希望她还可以。
2297,UgxhYjYGIGHcXt71znF4AaABAg,0,and please see my videos one time please please please,并且请一次查看我的视频
2298,Ugw4pdKI_hZ6NVel2Dt4AaABAg,0,i like you video,我喜欢你的视频
2305,UgwI5fW5klMm8i7k9UN4AaABAg,0,waiting your new video,等待您的新视频
2339,UgxeDP4HkHoYPrjrZMF4AaABAg,0,where r u .. i'm missing ur videos,我在哪里错过你的视频
2343,Ugx53GrAC-OHjurp9h94AaABAg,0,cool the video we are together,冷却我们在一起的视频
2344,UgxLN7-__hzDKhxhIXd4AaABAg,0,"dear liziqi pls back for us. we loves you. misses you. you are my one and only inspiraton,i started to create my videos now. ❤️thank you",亲爱的利兹奇（Liziqi）为我们返回。我们爱你。想你。您是我的唯一一个Inspiraton，我现在开始创建视频。 ❤谢谢你
2354,UgwNL9dKbgyKINxniKZ4AaABAg,0,when come new videos,何时到达新视频
2357,Ugz2l4Dc4SfUCvlLdTF4AaABAg,0,"hello, i invite you to watch a very beautiful and attractive video of cooking sour meat and playing in the snow and building an eskimo house in the jewel of ramsar in northern iran: https://youtu.be/wwqwqqybzkm",您好，我邀请您观看一个非常美丽而有吸引力的视频，烹饪酸肉，在雪地里玩耍，在伊朗北部拉姆萨尔（Ramsar）的珠宝中建造一所爱斯基摩人的房子：https：//youtu.be/wwqwqqybzkm
2364,UgxvFxvbo0xn9NN9kJB4AaABAg,0,"four years later, i show the results of this girl's hard work in this video.",四年后，我在此视频中展示了这个女孩辛勤工作的结果。
2369,UgwNt3FpdzYHCsglVoB4AaABAg,0,"liziqi, where are you, i miss your new videos",liziqi，你在哪里，我想念你的新视频
2370,UgyXSyqGaLU2zkz0hzt4AaABAg.9YYfS-tXL-e9YhGYLGnDOP,0,why did she stop posting videos ?,她为什么停止发布视频？
1309,UgzqWotOy6nhsX3pWyV4AaABAg,0,"hello, i am a taiwanese. i am your 17.1 million subscriber. i like your videos. if there is no extra, there is no extra special effects โค",你好，我是台湾人我是你的第1710万万位订阅者，我喜欢你的影片，没有多余的话，也没有多余的特效❤
1300,Ugw0Gj4CQu9vOKy2ah54AaABAg.9ekxeeTm3Yz9emromDFVnH,0,he is in a lawsuit with the company and cannot upload the video,他正在与公司诉讼，无法上传视频
8030,Ugw2gThFh3a30AgqOgx4AaABAg,0,i love to see these asian videos.,我喜欢看这些亚洲视频。
1277,UgzwZl1o94jDRiFHJWN4AaABAg,0,"where are you liziqi, why don't you ever upload videos on youtube again",您在哪里Liziqi，为什么不再次将视频上传到YouTube
371,Ugzq-IMdFBL3thltEUl4AaABAg,0,why is she not uploading new video?? i miss her,她为什么不上传新视频？我想她
404,UgweWWEHn2SFXgBqjFp4AaABAg,0,she enjoys this video .... i like it,她喜欢这个视频....我喜欢
405,UgwzsqSPlA_PdVB7s7h4AaABAg,0,why don't you post more videos,你为什么不发布更多视频
410,Ugy4mW_GwaANLqLguoF4AaABAg,0,"i see the arts in her video. she has the talent, tbh, more than any rivals of hers. it just feels very different/unique among those videos.",我在她的视频中看到了艺术。她的才华比她的任何竞争对手都多。在这些视频中，感觉非常不同/独特。
424,UgydGLhH2l2OKow2nq14AaABAg.9n6AjXXk8Gj9nDsgIynziN,0,@uchihahaha10 any video of my bother also review a few times,@uchihahaha10我烦恼的任何视频也几次复习
436,UgzaPBZ-7KDXg2ElYRF4AaABAg,0,i live watching her video tlga,我活着看她的视频TLGA
437,UgzLWfEEYLfpFD4z77l4AaABAg,0,videography is awesome,录像很棒
442,Ugw-X3APuRlvIZ39XXR4AaABAg,0,gorgeous resting video.华丽 的 放松 视频。,华丽的休息视频。华丽的的视频
452,UgzmRKNOgAD9sE9Bpd14AaABAg.9mnbgMzXfwj9oWrtQhMjjt,0,"@kimmeria888 her trademark was sold at 1 yuan, and she adopted a way of not updating videos forcing the brand to compromise",@kimmeria888 她的商标被1元贱卖了，她采取不更新视频的方式迫使品牌妥协
465,UgxRUA06_Qr5td7dCxh4AaABAg,0,and you feed dogs you have cool videos,你喂狗你有很酷的视频
466,UgxexSE9tVSc0pE8NrZ4AaABAg,0,amazing video,惊人的视频
469,UgznvIafE-0FNuLtsFJ4AaABAg,0,"the way your videos help me. thank you so much! wish i could live this slow pace of life one day. doesnt have to be in village, city okay too but this kind of slow pace. i will hardworking so i could live this lifestyle :)",视频对我的帮助。太感谢了！希望我有一天能过着这种缓慢的生活节奏。不必在乡村，城市也可以，但是这种缓慢的步伐。我会努力工作，这样我就可以过这种生活方式:)
470,UgxBwgtoZYMFHaBFy2d4AaABAg,0,liziqi is amazing. try also watch ms cynthia of the philippines they both made videos from the heart,Liziqi很棒。还尝试观看菲律宾的辛西娅女士
483,Ugyiwoozu9LFoClYtKV4AaABAg,0,when to update the video,什么时候更新视频
489,UgwGrgct8yoMf45iaBV4AaABAg,0,the last video was also 1 year ago you didn't film half of it,最后一个视频也是1年前，您没有拍摄一半
496,Ugzy7WAG04tL2e_3Wwd4AaABAg,0,if there was an anime version of this video it would be so cool,如果有此视频的动漫版本，那将是如此酷
514,UgyoNy7A8454USfktJZ4AaABAg,0,"look at li ziyi's video, pretty good, drooling",看看李子柒的视频，蛮好的，流口水了
521,Ugw5bIA-BWLGtT1Xh1x4AaABAg,0,my favorit video ❤️❤️❤️,我最喜欢的视频❤️❤️❤️
524,Ugx0Og2tOeyekmkq5KF4AaABAg,0,mast hai video sab,桅杆hai视频sab
535,Ugwwv3ogHTSX9zZ_oyh4AaABAg,0,"liziqi... how are you?? i really miss u . pliiiizzz come back, make it video again.. i mis u so much",liziqi ...你好吗？我真的很想念你。 pliiiizzz回来了，再次使视频视频..我非常误解了你
539,Ugwvkl_zMiumwW_HobR4AaABAg,0,where is the video's missing?,视频在哪里缺少？
540,UgynxfLonSGd6aeQ1xJ4AaABAg,0,i miss your videos,我想念你的视频
557,UgxY0cRhNtomrUbjylx4AaABAg,0,"no, why do you like this kind of videos that are not talking about oil and soil. crooked nuts hate chinese so much.",不是，为啥油土鳖高点赞的全都是这种不说话的视频，歪果仁这么讨厌中文的嘛
597,UgzBBzOHF7Q481hKllh4AaABAg,0,"near tet 2023, i will come in to watch her tet videos
looking forward to her back","在TET 2023附近，我会来观看她的Tet视频
期待她的背"
598,UgzBunqMrpp1Si5NjIp4AaABAg,0,hi lizigi sorry long not seeing you in the video.,嗨，Lizigi对不起，很早就没有在视频中见到您。
609,UgyJvuz6D9qpzlt2YpR4AaABAg.9l3dH9R69-T9l5i02kFhfh,0,@vixymix101 sorry about this. i just checked the news 5 minutes ago and found out she reached a settlement with her company in court 10 days ago. maybe we'll watch her new video soon.,@vixymix101对此很抱歉。我刚刚检查了5分钟前检查了这一消息，发现她10天前在法庭上与公司达成和解。也许我们很快就会观看她的新视频。
614,Ugyg-ipgEwi4ybC3ddl4AaABAg,0,miss your new videos,想念您的新视频
631,UgwuyyJTARe4XPNw3GV4AaABAg,0,"music too loud, but beautiful video",音乐太大了，但是美丽的视频
646,Ugz8Rzr7SwMY5CalKwJ4AaABAg,0,"nice ! you are beautiful girl,i like this video",好的 ！你是美丽的女孩，我喜欢这个视频
361,UgxvrYU6uQwq9ggJssF4AaABAg,0,we miss your videos so much,我们非常想念您的视频
355,UgzlO1SKtk-KIGmK0vN4AaABAg,0,i love your videos,我爱你的视频
344,Ugx9v2IjfGWehpL7UJN4AaABAg,0,zi yan didn't post a new video again! bleak,子柒怎么都没有再发新视频了！
121,UgyenpXpUsXkV5JCgRZ4AaABAg,0,everytime i see her videos i must confess that she is definitly the prettiest girl i have ever seen. such a beautiful face. :),每当我看到她的视频时，我都必须承认她肯定是我见过的最漂亮的女孩。如此美丽的脸。 :)
17,UgxGN1DxZFQ2Q2ANM6R4AaABAg,0,dear madam we are waiting for your new video......,亲爱的女士，我们正在等待您的新视频……
18,UgxnseIy5g69KdNLddt4AaABAg,0,"june 2023, still waiting for you new video",2023年6月，仍在等待您新视频
33,UgzORdDo5S2KN0oGI214AaABAg,0,love from india❤ i love to watching your all videos,来自印度的爱我喜欢看你的所有视频
41,UgxJd2ickUuQtUuYF6B4AaABAg,0,where are you dr... missing you ...why u not making videos since last years?come soon,您在哪里...想念您...为什么您自去年以来就不做视频？快来
43,Ugw-fIY0frHjplsdm9d4AaABAg,0,omg the popcorn maker.. all i can think about is stephanie soo video about it lolol,天哪，爆米花制造商..我所能想到的只是史蒂芬妮·索（Stephanie Soo）
44,Ugxx_oUBordfEbDWr0F4AaABAg,0,my videos can increase your knowledge .,我的视频可以增加您的知识。
73,UgwrKfZ-clGIDGanKyV4AaABAg,0,what a beautiful your videoiam watching your video,您的视频多么美丽
74,UgxMCrKa2kf61DcsQkt4AaABAg,0,i like your videos ❤❤❤,我喜欢你的视频❤❤❤
79,UgyifseBnuj3nIj5zlZ4AaABAg,0,"i am your fan, your all video a is very very nice,i am so happy",我是您的粉丝，您的所有视频A非常好，我很高兴
91,Ugylyr2TcF4ipKTtgsh4AaABAg,0,"where are you, liziqi?!
why not create new videos?!
i miss you","你在哪里，liziqi？
为什么不创建新视频？
我想你"
101,UgysNuTFGRu04Dsi2Lx4AaABAg,0,where r u gone im waiting for ur new video since 3 yers,我走到哪里，我在等待您的新视频以来
102,UgwOK1_e2L27XM_HSi94AaABAg,0,looking forward to watching your new video,期待观看您的新视频
103,UgzNVmV2AsZfXKAroch4AaABAg,0,"i found this channel 3 years ago and it always healed my tired heart. periodically, i want to go back to this video i saw in the beginning.
i wonder what happened recently... i hope you are not out of shape.
i've been waiting for you.","我3年前找到了这个频道，它总是治愈我疲倦的心。定期，我想回到我一开始就看到的这段视频。
我想知道最近发生了什么...希望您没有变形。
我一直在等你。"
138,UgwBgynFH34v4nhIQ3B4AaABAg,0,no upload for new videos?what happend,没有上传新视频？发生了什么
340,UgzyNbzKcWM6Vn3fCOV4AaABAg,0,why am i watching this video in sahur?,我为什么在萨赫（Sahur）观看此视频？
145,Ugzil8Ufc9bLhiU5IvB4AaABAg,0,so so good video i like ❤❤❤,所以我喜欢的视频很好❤❤❤
155,UgzaXfAqK2v6ALW4rrB4AaABAg,0,wow your video is so much good,哇，你的视频太好了
158,UgzI6EcscMGHCTahmPB4AaABAg,0,why are you not posting videos,你为什么不发布视频
160,UgxsryvK6zVl_wTOZod4AaABAg,0,your new video please please please,您的新视频请
164,UgzI6EcscMGHCTahmPB4AaABAg.9pdPocxpcwp9pdPxTWhFFZ,0,keep on posting videos,继续发布视频
166,Ugzlco30lUfOWxzfrvx4AaABAg,0,"2023 buy still your my favorite .
i miss you .
ur videos still my anti stressed. ❤❤","2023购买仍然是我的最爱。
我想你 。
您的视频仍然是我的反压力。 ❤❤"
