,cid,votes,time,含video,含video中文翻译
1249,UgwPAx2c3UYzP2jqUlt4AaABAg,1,1 year ago,"i follow you from morocco. i like to watch your video, they are beautiful. please translate some videos for me. i know what you said. some videos i know what you are doing, but some videos i don’t know",我从摩洛哥跟着你。我喜欢看你的视频，它们很漂亮。请为我翻译一些视频。我知道你说什么。有些视频我知道你在做什么，但有些视频我不知道
32814,UgzhWn_e9ZKfhEXdCgN4AaABAg,1,3 years ago,"the shire from the lord of the rings when everything looks very nice, magical. magnificent video",当一切看起来都很好，神奇时，戒指之王的郡。宏伟的视频
1220,UgwOBBLiM_3fAuISkNd4AaABAg,1,1 year ago,i like to see your video .,我喜欢看你的视频。
32763,UgwpqlZNi5raiaieozN4AaABAg,1,3 years ago,"everytime watching this girl videos, happiness show up.",每次观看这个女孩的视频，幸福都会出现。
32761,UgxxlUoYEmtD2YydZ2V4AaABAg,1,3 years ago,love your videos from new zealand.,喜欢新西兰的视频。
32755,Ugziwp2zj70P32P5HvF4AaABAg,1,3 years ago,i hope grandma lives longer because i swear she will stop making videos if.,我希望奶奶寿命更长，因为我发誓她会停止制作视频。
1156,UgzGwVbckms296544r94AaABAg,1,1 year ago,"under your video, it is really a rare pure land in the outer network. thank you for your operation for china.",您视频下边真的是外网难得一见的净土，感谢您为中国的经营。
6399,UgzOccj6G8HDTl-MVut4AaABAg,1,2 years ago,"your videos are like artificial artwork.. it's manmade to attract fans.. it comes from life but not realistic for ordinary people to practice.. who the heck can work like this?? what you present is not your real life, if it's true, you must have owned the eden garden to grow all vegetables and fruits in the world.. how realistic that is???",您的视频就像人造艺术品一样。它是人为吸引粉丝的人为。它来自生活，但对于普通百姓而言，练习并不现实。.谁可以这样工作？您所面临的不是您的现实生活，如果是真的，那么您必须拥有伊甸园才能种植世界上所有的蔬菜和水果。这是多么现实？？？
32710,UgwaWTi2zfxXTRB16Vl4AaABAg,1,3 years ago,love your videos,爱你的视频
1148,Ugyul0CvgtpeHiwx50Z4AaABAg,1,1 year ago,i love these creative videos,我喜欢这些创意视频
6632,UgxyAAkKZUt-kfiqfMZ4AaABAg,1,2 years ago,wow she is the best video ever!!!!!!!!,哇，她是有史以来最好的视频！
21491,UgwlbhbCGwZteWrCv414AaABAg,1,3 years ago,look i live in brazil and watch all your videos and love what you do is beautiful !!!!!,看，我住在巴西，观看您的所有视频，热爱您所做的事情很漂亮！
1626,UgxQvtxwmqyg1QMGjLV4AaABAg,1,1 year ago,"every time i fall in love..
really i'm enjoying silence!
so...relaxing video","每次我坠入爱河..
真的，我很喜欢沉默！
所以...放松视频"
33219,UgwPZ0yt6zqMWhnn7hd4AaABAg,1,3 years ago,"your videos make me want to move to the mountains, to have a simpler, more meaningful and fulfilled life. i hate the city. thank you for the few minutes of peace. 

ps. it would be great to have the english subtitles again. but i’ll take what i can get.","您的视频使我想搬到山上，拥有更简单，更有意义和充实的生活。我讨厌这座城市。谢谢您的和平几分钟。

PS。再次拥有英文字幕将是很棒的。但是我会拿走我能得到的。"
4802,UgydTrO69445nXnxoZZ4AaABAg,1,2 years ago,"great video, girl is just an angel.",很棒的视频，女孩只是一个天使。
2971,Ugy2ainHxB8OXIpkPDd4AaABAg.9QMbOciZTv89QQ6s1rWsgY,1,1 year ago,"hello dear taylor~i am a big fan of liziqi, too. i'm from china. recently, we are preparing a present for ziqi, a fan video from all of the world. would you like to join us and shoot a video for ziqi, she can see your wishes directly in the video. please kindly contact me if you are interested, we will send you the detailed information~here is my email: emilylee1005@163.com",您好，亲爱的泰勒〜我也是Liziqi的忠实拥护者。我来自中国。最近，我们正在为来自世界各地的粉丝视频Ziqi准备礼物。您想加入我们并为Ziqi拍摄视频吗，她可以直接在视频中看到您的愿望。如果您有兴趣，请与我联系，我们将向您发送详细信息〜这是我的电子邮件：emilylee1005@163.com
2377,UgyWZNr95b-D2w3SytV4AaABAg,1,1 year ago,reality bending video.,现实弯曲视频。
34135,UgwmdKMhT-QLxoUV1MJ4AaABAg.8yUW2ku_0ic8yUWTQnAwpS,1,3 years ago,undae.... i am addicted to her videos,untae ....我沉迷于她的视频
33851,UgxdKFwhjKjEOzx74294AaABAg,1,3 years ago,"upload more and more videos , i am dangerously addicted to ur videos , without seeing ur videos my mind will not work",上传越来越多的视频，我危险地沉迷于您的视频，没有看到您的视频，我的想法将无法使用
3055,UgxKtHuOHYK2IvYq_Pd4AaABAg.9PwYkSHmovO9YZ2ub_Jz-J,1,1 year ago,"don't be disappointed, reality is often more disappointing than on video",不要失望，现实通常比视频更令人失望
33827,Ugz7mG7OCHrYRUQZMnx4AaABAg,1,3 years ago,"if you look at this video, it just becomes happy.",如果您观看此视频，它就会很高兴。
22317,Ugwwm13inTWPJa3A4e54AaABAg,1,3 years ago,"li ziqi my muse......
this is my first comment on the ""tube"" having sworn that i would only ever just watch and admire from afar due to petty bashings that go on these platforms.however,due to the inspiration from your videos i feel compelled to say my 2cents.as one of many who are going through the darkest times questioning ones place in the scheme of things and all that...
your content offers alternatives to achieve a better life frm nothing but determination and hard work.i wish you luck and long life
much luv frm south africa","Li Ziqi我的缪斯女神......
这是我对“试管”发誓的第一个评论，我只会因为在这些平台上进行的猛烈抨击而从远处看和欣赏。作为众多经历最黑暗时期的人之一，他们质疑事物的计划和所有这些...
您的内容提供了替代方案，可以实现更好的生活，只有决心和辛勤工作。
南非有很多爱"
3126,UgxoxMl9Jwdw0M1t_RV4AaABAg.9Pf-_WWLL609Pt7hkwrAfV,1,1 year ago,in her earlier videos she recorded by herself. but now she has camera crews to help,在她的早期视频中，她独自录制了。但是现在她有相机工作人员可以帮助
3186,UgxhDH3lnNEqQayeIJ54AaABAg,1,1 year ago,"if i didn't keep snails as pets, this video would be perfect lol. can't wait to see more lovely relaxing vids, just snail free! xd",如果我不把蜗牛作为宠物，那么这个视频将是完美的大声笑。等不及要看到更多可爱的放松视频，只需免费蜗牛！ XD
2277,UgwWCiTDwfrQDH_6qQd4AaABAg.9UgdwryDU5w9V9AP0-eAEJ,1,1 year ago,"@user-qo7yv1ls5q this is not a casual dish. this is all specifically planted on the side of the road. her video is a well-known chinese dish, snail powder people are great. the chinese nation has a history of 5,000 years and a vast area. fifty -six ethnic groups (even more). each nation has a variety of foods in each place. if you are interested, you can watch a documentary, china on the tip of the tongue.",@user-qo7yv1ls5q 这不算随便路边采的菜，这都是他专门种在路边的，她这个视频做的是一道很有名的中国菜，螺蛳粉，但是味道特别大，对那些口味重的人来说很棒。中华民族五千年历史，地域辽阔，五十六个民族（甚至更多），每个民族，每个地方都有各式各样的美食。你感兴趣可以看看一部纪录片，舌尖上的中国。
33778,UgzTQrI752PkLu81Ydl4AaABAg,1,3 years ago,im from philippines in i really really love your videos,我来自菲律宾，我真的很喜欢你的视频
3246,UgzEp0FVwYGUxD5OU-J4AaABAg.9PMwMuFsvmp9Vz0y3bFW7Z,1,1 year ago,"hello, i also feel a bit lonely, but i watched these videos, and they relaxed a lot: d",你好，我也觉得有点孤独，但我看了这些视频，它们让我放松了很多：D
33751,UgzzcyhupwKqSDTb4wp4AaABAg,1,3 years ago,"liziqi's videos are always the best. but man, i swear i can smell the bamboo shoot when i saw her sniffs it lolol",Liziqi的视频始终是最好的。但是伙计，当我看到她的嗅觉时，我发誓我可以闻到竹芽的味道大声笑
3280,UgyaD1B-KypuYk559uF4AaABAg,1,1 year ago,i love your liziqi videos,我爱你的liziqi视频
33734,UgyaIagsp-nrirjL-kZ4AaABAg,1,3 years ago,i really want to try bamboo after watching her videos. i'm not sure i could find it anywhere though lol!,看她的视频后，我真的很想尝试竹子。我不确定我可以在任何地方找到它！
34169,UgzVD6ZNxwrJAZ2bL-x4AaABAg,1,3 years ago,"hello friends 
love video","你好朋友
爱视频"
3007,Ugz4RtGk3iWNntua-DF4AaABAg,1,1 year ago,i love this video it inspired me,我喜欢这个视频，它启发了我
22336,UgwRIKP8m8KqoxusPWZ4AaABAg,1,3 years ago (edited),"good video, too beautiful

actually im not a chinese","好视频，太美了

Actually im not a Chinesse"
4772,Ugxxbzwhd_HPNEsK7LJ4AaABAg,1,2 years ago,i love watching your videos so much!!! god bless you sister,我非常喜欢看你的视频！！！上帝保佑你妹妹
22342,UgzH9hofplzcc4TwV_V4AaABAg,1,3 years ago,i really like to watch the video of sister qi! intersection,真的超喜欢看柒姐的视频！！
2562,UgzHtYpe0S2dbtw0w4V4AaABAg,1,1 year ago,facherito tu video ✨,Facherito tu视频✨
34093,UgwtdhB43p-Nck7VDkJ4AaABAg,1,3 years ago,"bamboo shoots are delicious, but if you prepare yourself, there are few places to eat.
but looking at this video, it may have been just bad at processing lol","竹芽很美味，但是如果您准备自己，几乎没有地方可以吃饭。
但是看这部视频，可能很擅长处理大声笑"
2563,UgyXvq0tiVgho-Z2u014AaABAg,1,1 year ago,"it's a elegant and gorgeous lady
the scenes of the videos are so amazing and incredible
really like the country side's life and the hard working lady you are 
thanks for your sharing","这是一位优雅而华丽的女士
视频的场景是如此的惊人和不可思议
真的很喜欢乡下的生活和努力工作的女士
感谢您的分享"
2469,UgxCWqFL0L-ybPMHDs14AaABAg,1,1 year ago,when i watch your video's i feel relax love from bangladesh ❤❤❤,当我观看您的视频时，我感到孟加拉国的放松爱情❤❤❤
2587,Ugw2BflNGRGx9vTnVrR4AaABAg,1,1 year ago,i love liziqi channel her cooking videos really amazing,我爱liziqi频道她的烹饪视频真的很棒
34040,Ugzcr4XnTdMX5143al94AaABAg,1,3 years ago,the number of vietnamese people watching the lost video,观看失落视频的越南人人数
2612,UgyEaJzLVG-TEL7YSHd4AaABAg,1,1 year ago,"i saw li ziyi catching the snake before, scared to watch her video!",之前看到李子柒抓蛇，吓得不看她的视频了!
34007,UgxN4xMoPhDEzraXLX94AaABAg,1,3 years ago,"receiving a notification coming from her channel makes me happy. finishing a new video with her never-ending skills just made my day so good!!! kudos to you, girl!",收到她的频道的通知使我感到高兴。用她的永无止境的技能完成了新视频，这使我的一天变得如此美好！！！对你的敬意，女孩！
22430,Ugxf0U_unXMMBm4_65F4AaABAg.9-44izPIuzi9UoSpCto1wv,1,1 year ago,"what is wrong with all you guys? her video is simple. she just want to show that even in this modern world, we should appreciate the coulture, the nature without technology. so her video is just like tutorial and she want to show the lifestyle. simple. i hope all of you enjoy your lifetimes.",你们所有人怎么了？她的视频很简单。她只想表明，即使在这个现代世界中，我们也应该欣赏没有技术的库尔特，大自然。因此，她的视频就像教程一样，她想展示生活方式。简单的。希望大家都喜欢您的一生。
33942,UgwbZgQN2Yw75TyVeod4AaABAg,1,3 years ago,yay! i am early for the first time ever!!!! love your channel liziqi! your videos are always entertaining!,耶！我是第一次早些时候！！！爱你的频道liziqi！您的视频总是很有趣！
2765,UgxsigB57nPou-E6l3x4AaABAg,1,1 year ago,when i watching your video i feel relaxed,当我观看您的视频时，我感到放松
33932,UgwWzHvkZtzjRE4rhb94AaABAg.8yUXDRIrP908yUhpgxRIJX,1,3 years ago,"娥惠陳 dear , theres is ni team or production, liziqi do all the video by her own . how amazing she is.",娥惠娥惠亲爱的，有NI团队或制作，Liziqi自己制作了所有视频。她有多神奇。
24779,UgwOT-vZzOSprCHk_g14AaABAg,1,3 years ago,my favorite krn videone bnr''bining cling cling,我最喜欢的krn videone bnr'bin'bining ling ling
2843,UgyvHehMN-k-yUj8PQ14AaABAg,1,1 year ago,it feels good to watch your videos. i wish you more success. good luck. thank you very much,观看视频感觉很好。祝您成功。祝你好运。非常感谢
