,cid,votes,含happy,含happy中文翻译
47802,UgxSOYwNbzpl1wzQazh4AaABAg.8qnvFUES1y48qplzst4FeO,2,"chan simon is 28th today, i wish you early, happy new year, peace and joy. blessings of jingzhou, hubei.",Chan Simon 今天腊月28了，提前预祝，新年快乐，平安喜乐。湖北荆州的祝福。
49114,UgwItSGRaA8kgDImZS94AaABAg,2,happy chinese new year! love from mexico!,农历新年快乐！来自墨西哥的爱！
33803,UgxQ4obKp7Mzrv-Mbi54AaABAg.8vAAkm2tSd48xpZbJdg_zx,2,"when u live to fulfill someone elseโ€s dream instead of ur own




when ur dream is to just live happy","当你活着实现别人的梦想而不是你自己的梦




当你的梦想就是快乐"
47801,UgxSOYwNbzpl1wzQazh4AaABAg.8qnvFUES1y48qpE0xXHxBm,2,happy new year,新年快乐
47800,UgxSOYwNbzpl1wzQazh4AaABAg.8qnvFUES1y48qozrXwxtbC,2,happy new year! intersection,新年快乐！ ！
47798,UgxSOYwNbzpl1wzQazh4AaABAg.8qnvFUES1y48qoiphtzO8g,2,happy new year!,新年快乐！
52337,UgyXY00bdu8Z3KpM2ZN4AaABAg.8qlNLvBppSx8qlXmlvjglP,2,happy new year,新年快乐耶
47737,UgxYwMgaBLxtNteW4hJ4AaABAg,2,"call for the goddess, happy new year",给女神打call，新年快乐
52889,UgwtJBeVs29lYuG7rbd4AaABAg,2,"new year new film, happy new year, everyone",新年新片，大家新年快乐
50286,UgwoOQWXAmTjE5xZY654AaABAg,2,happy chinese new year ☘,农历新年快乐☘
29412,UgzwJq1AkeIhARyURBF4AaABAg,2,grandma is so happy!,奶奶好幸福！
51257,UgzT7VY6u4XXsyQrn4V4AaABAg,2,"beautiful goddess and beautiful world of wonderland after watching the mood and happy, bless xiaoyi new year's happy pig new year's day.",美丽的女神美丽的人间仙境 看完心情舒畅愉悦 祝福小柒新年快乐 猪年行大运。
33821,UgxQ4obKp7Mzrv-Mbi54AaABAg.8vAAkm2tSd48yU4xRTBlBG,2,"sahara dessert - hi , thank you for sharing your story with me. your goals are admirable and i am sure both your mother and father are extremely proud of both you and your sister. it is nice to hear that young people care about the elderly and those who do not have as many advantages in life as they did . it makes me very happy and i canโ€t help smiling because of how you are willing to share the rewards you have worked for with others that work hard and suffer for so little pay and no relief from the harsh realities of life. you are a blessing in a world where kindness and goodness is harder and harder to find at times. you are so sweet and i will never forget what you took the time to write me.",撒哈拉甜点 - 嗨，谢谢您与我分享您的故事。您的目标令人钦佩，我敢肯定，您的母亲和父亲都为您和您的姐姐都感到自豪。很高兴听到年轻人关心老年人和那些在生活中没有那么多优势的人。这让我感到非常高兴，我不禁微笑，因为您愿意与其他努力工作，付出这么小的薪水且无法摆脱生活中严峻的现实的苦难和苦难的人分享您的回报。在这个世界中，您是一个祝福，在这个世界中，善良和善良有时越来越难以找到。你真可爱，我永远不会忘记你花时间给我写信。
46467,Ugw6SgWeDOav9oDVqGN4AaABAg,2,happy chinese new year!,农历新年快乐！
48489,UgxXXIbNChtL-954PKl4AaABAg,2,"the lovely ziyi is really exquisite in craftsmanship and unique taste. i wish you a happy new year, prosperous year of the pig, good luck ~",可爱的子柒真的手艺精湛，而且独具品味，祝福妳新年快乐，猪年旺旺，好运连连～
45598,UgzFRxwShokkqfCeuDF4AaABAg,2,happy chinese new year!your videos are so beautiful and inspiring,农历新年快乐！您的视频是如此美丽而鼓舞人心
50736,UgzgO1V2VSJif0kWmS54AaABAg,2,happy chinese new year,春节快乐
50739,Ugws2obhl9t6BAfjvXN4AaABAg,2,"happy chinese new year
","春节快乐
"
49029,UgxVsa5gou5txICRk5B4AaABAg,2,"love all the new year treats, how i wish i could go back to china for the new year celebration. happy chinese new year to you and your popo",热爱所有新的一年零食，我希望我能回到中国参加新的一年庆祝活动。在春节快乐，祝您和您的popo
50788,UgyWUZU-aSjGUZ82w154AaABAg,2,i love your videos. happy lunar new year❤,我爱你的视频。快乐的农历新年❤
50793,UgyhoMbM5B-LcrTMRMd4AaABAg,2,first time knowing how tanghulu was made. happy chinese new year supergirl!,第一次知道坦格鲁是如何制作的。中国新年快乐超级女孩！
49011,UgxEsk6FRnKVRFLQgc54AaABAg,2,"happy chinese new year from the florida keys!!!!'m a rooster...lol...you are a superwoman, preparing all that!!!",佛罗里达钥匙的农历新年快乐！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！候）
42650,Ugyvi_lcKie9ZfG5b954AaABAg,2,it's a very happy life and want to be like this,是一个非常幸福的生活想要像这样
40312,UgxceaugYytbh4yXFll4AaABAg,2,"awesome video ever i see about chinese snacks, so happy to watch it,",很棒的视频，我都会看到中文小吃，很高兴观看它，
50795,UgzL2o4__dbstWrlFOR4AaABAg.8qldSLM3jXF8qlqeEvJAIg,2,"i also wish the original poster a happy new year ~~
the year of the pig!","也祝楼主新年快乐~~
猪年行大运！"
48904,UgwRaOvzBHMlGMyzKqd4AaABAg,2,happy chinese year! all my best wishes!,中国年快乐！我所有的祝福！
50828,Ugw3AEsxWVPCmjsPBY94AaABAg,2,happy chinese new year ☺,农历新年快乐☺
45870,UgygI5JDA9cUsMR_Z_h4AaABAg,2,happy spring festival!,春节快乐！
50683,UgwPbyBZxzeGVc1x5TR4AaABAg,2,i like in your video’s♥️. good luck and happy chinese new year. i from indonesia,我喜欢您的视频♥️。祝你好运和春节快乐。我来自印度尼西亚
50871,Ugxk7Tr2ABeYCHcVdTt4AaABAg.8qlcLA7JNVW8qlm_M3NTHJ,2,may you be happy and prosperous!,恭喜发财！
46388,Ugzrs25J5fu-ni_WyNF4AaABAg,2,happy chinese new year！,农历新年快乐！
50952,UgzSdhKxqk-pKXvbHlt4AaABAg,2,happy lunar new year darling!! love & huggs from sri lanka.,月球快乐新年亲爱的！斯里兰卡的爱与拥抱。
51004,UgxIFrlWBcWBgmqSQ4Z4AaABAg,2,happy new year!!!,新年快乐！！！
50550,UgxhfJC7DX2SE3WQqht4AaABAg,2,the gifts look great! happy new year!,礼物看起来很棒！新年快乐！
50262,UgwFaXeJyQOvlfBabY54AaABAg,2,"bless everyone, happy new year ，",祝福大家，新年快乐
53041,Ugw0nRtPV2JZB2Hayed4AaABAg.8qlJOW-Y_X-8qlQLOZNic8,2,chuc mung nam moi ky-hoi .chao ban viet-nam. welcome to china to have a happy new year.,Chuc mung nam moi Ky-Hoi .Chao Ban Viet-Nam。欢迎来中国过一个欢乐己亥新年。
29079,UgzJtfYrIHTcPcoI0xx4AaABAg,2,"i enjoy watching this video. the atmosphere is very beautiful and living there seems calm, far from the pollution of a big city. i also like gardening, i have a small garden on two balconies, the limited place is not an obstacle for gardening. liziqi videos really inspired me. happy gardening form germany ๐๐๐๐๐๐ .",我喜欢看这个视频。气氛非常美丽，住在那里似乎很平静，远非大城市的污染。我也喜欢园艺，我在两个阳台上有一个小花园，有限的地方不是园艺的障碍。 Liziqi视频确实启发了我。园艺快乐的德国形式。
25583,UgzB-txb2XBhyckLNWd4AaABAg,2,"liziqi, your channel is just wonderful i truly love it the way you work and create such beauty with food and all almighty gods abundance just in awe of you praying blessings upon you n your family and animals so happy i found your channel",liziqi，您的频道真是太好了，我真的很喜欢您的工作方式，并用食物和所有全能的众神创造如此美丽的方式，只是您敬畏您向您的家人和动物祈祷祝福，所以我很高兴我找到了您的频道
26310,Ugz4x9jZf79qtb1MNMB4AaABAg.8zkpfxZ3kEy90UgU1mSLv2,2,im happy for you. keep going my friend โค๏ธโค๏ธโค๏ธ,我为你高兴。继续前进我的朋友❤️❤️❤️
14633,UgyL8ZC4sr-CLXxfCap4AaABAg.9AVBpd2l1cF9B7zmWXOIBO,2,"@rich64 hello, just be happy!",@rich64你好，开心！
21230,Ugxv8oJFAlGLo7yATB14AaABAg,2,this us the life i want to have is so simple and happy,我想拥有的生活是如此简单和快乐
5040,Ugxa9hXZCRMY1B0m2zR4AaABAg,2,"it is healed just by looking at it
i'm happy","它只是通过看就可以治愈
我很高兴"
15121,UgwtZY9TNcFW-b5fm-54AaABAg,2,am so happy to see 53 million views for this . this proves world is such a good place. i wish if everyone in the world could watch & worship content like this,很高兴看到5300万观看次数。这证明世界是一个好地方。我希望如果世界上的每个人都能像这样观看和崇拜内容
22819,UgwwEIlmX5XSSoN_9_N4AaABAg.92hGkhVVsnr930B80XcG8P,2,then you are happy,那你很幸福
15506,Ugydb_vbaefxZmhO61V4AaABAg,2,a wife like this should make any man happy for life. she is 10 times the woman that i have dreamed of.,这样的妻子应该使任何男人对生活感到高兴。她是我梦dream以求的女人的10倍。
15600,UgxtDPg0tz8qdQ4IedV4AaABAg,2,"watch the video again and move again.
a pair of clever hands, operating in all things, a brain is unlimited free • how much bitter you can eat can only swallow the belly.
be happy and happier.","再重覆看一次视频，再次感动。
一双巧手，凡事亲自操作，一个脑子无限空闲•吃了多少苦只能往肚里咽下。
要幸福，更要快乐。"
28265,UgxwOQqpkeX3F4zaFH54AaABAg,2,"dear lizigi, i have been watching your video, i appreciate your respect for nature, because it brings you healthy food, and i will not speak chinese, i will focus on preparing your recipes to prepare your recipes above, whether food or food embroidery. although we all have problems, i think they are very happy. congratulations to your care and care for grandma. god bless you. by the way, i am from brazil. except for living in the uk for several years, i only know some countries from europe. forgive my chinese writing, it is my first time","亲爱的Lizigi，我一直在看你的视频，我很欣赏你对大自然的尊重，因为它为你带来健康的食物，而且我不会说中文，我会把注意力集中在准备你的食谱上，无论食物还是美食 刺绣。虽然我们都有问题，但我认为他们住的地方很开心。恭喜您对奶奶的关心和照顾。上帝保佑你。顺便说一句，我来自巴西，除了在英国生活了几年之外，我只认识一些来自欧洲的国家。 Forgive my chinese writing, it is my first time"
22391,UgzRlZRJCxQY48VVls94AaABAg.92x-KfW5LfN92zYMlG4LJo,2,"@user-jy5cf7vo6e, just be happy.",@user-jy5cf7vo6e 喺呀，睇着开心就好啦。
7469,UgweJPIDK-yTjFG22aZ4AaABAg,2,"happy chinese new year 
xin nian kuai le

gong xi fa cai ❤️","Happy Chinese New Year 
Xin Nian Kuai Le

Gong Xi Fa Cai ❤️"
26300,Ugz4x9jZf79qtb1MNMB4AaABAg.8zkpfxZ3kEy9-npRuyvL75,2,"we are all so happy for you, dont give up โค",我们都为您感到高兴，不要放弃❤
28456,UgymCngLh5Xxp6ZoIOl4AaABAg,2,roar ~ it's too happy ๅคช,吼～太幸福了
2144,Ugz-u0QqnjQcx1nn7bd4AaABAg,2,it's happy to live in the countryside with liziqi,很高兴与Liziqi
25543,Ugz-VvtvGJWZUTGH8RF4AaABAg,2,"she is the most talented woman ๐‘ฉ 
i respect you and i hope you would be happy forever!!
sorry for my easy english because i am japanese","她是最有才华的女人
我尊重你，希望你永远幸福！
对不起，我的英语简单，因为我是日本人"
12922,Ugy0mBgxspeaPkblG0R4AaABAg,2,everytime i look at this it make me always happy i don't know why i love her so much,每当我看这个让我总是快乐的我不知道为什么我这么爱她
