,cid,votes,time,含thank,含thank中文翻译
33039,Ugzmmp3o1lsdeUKdZih4AaABAg,1,3 years ago,i already fell in love with your videos and i can’t even describe how much i love seeing them. they are calming me down even today when i have to go somewhere that i hate visiting. thank you!,我已经爱上了您的视频，我什至无法描述我有多喜欢看到它们。即使在今天我不得不去我讨厌来访的地方，他们也使我平静下来。谢谢你！
24045,Ugz3DCiJXVZrO-W5PXl4AaABAg,1,3 years ago,"when i am stressed ,your video always makes me relax. thanks",当我感到压力时，您的视频总是让我放松。谢谢
1660,Ugxgcm2Z1Z0cZ_JP1mF4AaABAg,1,1 year ago,"great, creative, and look good, thank you mother",伟大，富有创造力，看起来不错，谢谢妈妈
32859,UgxqlI6azeRJLEMQ2n14AaABAg,1,3 years ago,thank you for supporting my wife.,感谢您支持我的妻子。
25733,Ugwag843wlTzk_8S7nh4AaABAg,1,3 years ago,"thank you dan and arin, i think i cried a little",谢谢Dan和Arin，我想我哭了一点
25781,UgyfDm5Sr2W2yZ9vS_54AaABAg,1,3 years ago,i'll just order the number 53 and 27 thanks,我只订购数字53和27谢谢
7044,Ugx63fexBHBGKIgs3fx4AaABAg,1,2 years ago,"only in you can i find myself a tranquility, thank you, ziqi",只有在你这里，我才找到属于自己一片宁静，谢谢你，ziqi
33177,UgxO2rwP5lSoOewT8YV4AaABAg.8yUew2AAAcS8yV1sfB_1pv,1,3 years ago,"@alexibnlaauditore08 oh ok, thanks!",@Alexibnlaauditore08哦，好，谢谢！
32416,UgwYRx0L1Om1zBjCNah4AaABAg,1,3 years ago (edited),i love you very much because you tired very much all today's but you always happy and food very good but l don't now this food because lam from in arabic and thank you very much,我非常爱你，因为你非常疲倦，但是你总是快乐，食物非常好，但是我现在不要吃这种食物，因为lam in阿拉伯语，非常感谢你
25804,UgzZCdl9-iSQrUfdOkR4AaABAg,1,3 years ago,thank you game grumps for this youtube treasure,谢谢您的YouTube宝藏的游戏脾气暴躁
32357,UgxOGtePHOAQeCnXKJZ4AaABAg,1,3 years ago,i can only say: extraordinary. beautiful. thanks,我只能说：非凡。美丽的。谢谢
32272,UgxWR5XOkt3i-lMNK714AaABAg,1,3 years ago,"hello, can you please write in english too, because i don't understand your language and what you wrote. thank you , merci",您好，您也可以用英语写作，因为我不了解您的语言和您写的内容。谢谢你，梅西
7499,UgwxxhGrWeZcSCZKPBd4AaABAg,1,2 years ago (edited),"i really like life like this, every time i watch the video of ly tu that, i wish i could grow a vegetable garden like that, hihi. thank you so much ๐ผโค๏ธ๐",我真的很喜欢这样的生活，每当我观看Ly Tu的视频时，我希望我能像这样种植菜园，Hihi。非常感谢您
22037,Ugw_ALxoZxltfzN_pUR4AaABAg,1,3 years ago,"thanks for video amazing, relax music.... and the beautiful girls very nice job",感谢您的视频令人惊叹，放松音乐....和美丽的女孩非常出色的工作
34699,Ugw8zhZcHdCj4BGutNR4AaABAg,1,3 years ago,"it looks delicious!
thanks for so much talent!
","看起来很好吃！
感谢您的才华！
"
32108,Ugweb-BontLqlBEp0ox4AaABAg.8yV-mhPshWV8yVGB4KmdWt,1,3 years ago,"thank you, i was wondering what they were..best wishes..",谢谢，我想知道它们是什么..最愿意的愿望。
32060,UgxdEhj-cZs-wEm9c4x4AaABAg.8yV0EYhRV0B8yWAQ6S0Crm,1,3 years ago,"pysvtfa4 this is the first comment i have ever gotten a reply to haha! i totally get what you mean, she’s an amazing hardworking goddess. even though she wasn’t super rich, i’m pretty sure that she was decently well off in terms of finance in order to even own this much land anyways. thanks for educating me more about her!",pysvtfa4这是我对哈哈的回复的第一条评论！我完全明白你的意思，她是一个了不起的勤奋女神。即使她不是超级富裕，我也很确定她在金融方面表现不错，以便无论如何都拥有这么多土地。感谢您对我进行更多有关她的教育！
9637,UgwsFV9cxgvP5uRBXmZ4AaABAg.99mkur8G6R69ASOxWqvIe4,1,2 years ago,thank you everyone for explaining!!,谢谢大家的解释！
5308,UgwT82KJaht80ZG_xgZ4AaABAg.9GoTRGW8-ZP9GxsapNrlL1,1,2 years ago,@yujiansong5042 thank u,@yujiansong5042 thank u
8478,UgwVGIutXNdC6-q1af94AaABAg,1,2 years ago,beautiful videos! beautiful life. thank you for sharing.,美丽的视频！美丽的生活。感谢你的分享。
34208,UgzMOUVTAzNUSWIpaVN4AaABAg,1,3 years ago,"⚠️ prophet
example of muhammad's speech

间 {love, compassion and kindness between believers are like a body: if any part of the illness, the entire body will have a fever and difficult to sleep. }

的 {the most devout believers will have the highest morality. and the best among them is the best person to the wife's room. }

钟 {until you love yourself, you love yourself as if you love yourself. }

怜 {the mercy shown is no reserved pity. show compassion to people on the planet, and allah will show you compassion. }

弟 {smile to your brother is loving ...}

好 {love is a good word. }

主 {fanxinzhu, the day (trial day) will be beneficial to its neighbors. }

根据 {allah will not judge you according to your appearance and wealth, but will examine your heart and behavior. }

{pay its salary before the workers sweat. }

小 {a man walking on the path feels very thirsty. at a bite, he climbed down the well, drank, and climbed up. then he saw a dog vomiting outside his tongue, trying to lick dry and wet mud to stop quenching thirst. the man said, ""this dog feels thirsty like me."" so he climbed down the well again, filled his shoes with water, and gave the dog. therefore, allah thank him and forgive his sin. the prophet was asked: ""allah, will we be rewarded because of being kind to animals?"" he said: {treat every living animal or humans to be rewarded. }","⚠️ 先知
穆罕默德的 言论范例 



















"
3368,Ugytp4AExNyRix8dGbJ4AaABAg,1,1 year ago,thanks your video it's make me feel relaxed,谢谢你的视频，这让我感到放松
3090,UgxK7tTx9vC9pt59mmJ4AaABAg.9Pk50gyAGkX9S1_eQQAndP,1,1 year ago,@patrickchoo536 thank you,@patrickchoo536谢谢你
2949,Ugy7h3cSkkY8ae7r6eJ4AaABAg.9Q_CHPpdGc-9XKzcGA71j6,1,1 year ago,thank you so much,太感谢了
33589,UgzkwVkd6qE8f_lGX3V4AaABAg,1,3 years ago,as always amazing vlog thanks,一如既往的令人惊叹的视频博客谢谢！
3713,Ugy52diaZwC-w2kE9cp4AaABAg,1,2 years ago,"lizigi ,,, you are admirable .... i turned your faithful follower. thanks for your example of life in the field",利兹吉（Lizigi），你很令人钦佩。...我变成了你忠实的追随者。感谢您在现场生活的榜样
2843,UgyvHehMN-k-yUj8PQ14AaABAg,1,1 year ago,it feels good to watch your videos. i wish you more success. good luck. thank you very much,观看视频感觉很好。祝您成功。祝你好运。非常感谢
34183,Ugyz6L4WppnbgY-SAQp4AaABAg,1,3 years ago,"unexpected one! thanks alot....wanna have stir fry bamboo shoots....north east indian food is quite similar to chinese.... mostly the seasonal herbs n fermented foods, though the fermentation process is little different.",意外的！非常感谢....想炒竹芽。...东北印度的食物与中国的食物非常相似。...主要是季节性草药n发酵食品，尽管发酵过程几乎没有什么不同。
33439,UgwJR8pjX_2W-V1g_e14AaABAg,1,3 years ago,i like your video. thank you so much. enjoy your day with your mum.,我喜欢你的视频。太感谢了。和妈妈一起享受你的一天。
4084,UgwVA45zDSAJ6EyOtgp4AaABAg,1,2 years ago,thanks for your efforts,感谢您的努力
2563,UgyXvq0tiVgho-Z2u014AaABAg,1,1 year ago,"it's a elegant and gorgeous lady
the scenes of the videos are so amazing and incredible
really like the country side's life and the hard working lady you are 
thanks for your sharing","这是一位优雅而华丽的女士
视频的场景是如此的惊人和不可思议
真的很喜欢乡下的生活和努力工作的女士
感谢您的分享"
2056,UgxQcBe7Wr-hweBM_z14AaABAg,1,1 year ago,such soothing simplicity! true art in the process of living. thank you,如此舒缓的简单性！真正的艺术在生活过程中。谢谢
4429,UgyIrHASz9E8JvFIgw14AaABAg,1,2 years ago,please subscribe and like after watchingy channel. thanks!,请在观看频道之后订阅并喜欢。谢谢！
23483,Ugyemwddq3XxO4I_VYp4AaABAg.8zi_-8WC9Vx8ztSsZJoHL2,1,3 years ago,alex duran quiroz thank you,Alex Duran Quiroz谢谢
4657,UgzRj_5w2qha8iyiB-h4AaABAg,1,2 years ago,thank you,谢谢
4796,Ugwq1eRH2cOi1xNC8Sh4AaABAg,1,2 years ago,you are best! thank you!,你是最棒的！谢谢你！
33219,UgwPZ0yt6zqMWhnn7hd4AaABAg,1,3 years ago,"your videos make me want to move to the mountains, to have a simpler, more meaningful and fulfilled life. i hate the city. thank you for the few minutes of peace. 

ps. it would be great to have the english subtitles again. but i’ll take what i can get.","您的视频使我想搬到山上，拥有更简单，更有意义和充实的生活。我讨厌这座城市。谢谢您的和平几分钟。

PS。再次拥有英文字幕将是很棒的。但是我会拿走我能得到的。"
23761,UgyHNtND2dUgQ1TIHIJ4AaABAg,1,3 years ago,thankyou for this amazing video of your knowledge and skills,谢谢您的知识和技能的惊人视频
4997,UgyBNI-f0qUv_aYAxrx4AaABAg,1,2 years ago,@liziqi thanks for the spanish subtitles!,@liziqi感谢您的西班牙字幕！
5061,Ugy72vq6YsgZ-AkBRBN4AaABAg.9HuwWEkEEpD9LYeitNNb4c,1,2 years ago,"@eviindrawanto thank u so much ๐๐ฅฐ
also, greetings from india โจ๐๐๐","@eviindrawanto非常感谢你
此外，来自印度的问候✨"
5264,UgwFsLxwtqMEMi8urzh4AaABAg,1,2 years ago,wow this food so yummy. thank you for sharing,哇，这食物好吃。感谢你的分享
21878,UgyiXGV8dmv6igb5Yxd4AaABAg.9-RuqJI02nf9-XGLL5SrmF,1,3 years ago,"@ningdi6545 r/woooosh 
sorry
yeah i know
but thank you anyway","@ningdi6545 r/wooosh
对不起
是的，我知道
但是谢谢你"
3340,UgwckWf_xOYkr64eNKl4AaABAg,1,1 year ago,"on the fairyland of the world, the shooting is very popular. i still want to see it after seeing it. i just smell the fragrance, and i have no bothering my brain in an instant. thank you!",人间仙境，拍的令人摄受，看了还想再看，光看都闻到香味似的，瞬间也没了烦脑。谢谢妳！
24112,Ugxt-RZOfZ5UdauB_oh4AaABAg,1,3 years ago (edited),"pretty princess, those dishes surely do look good to eat.

wish you'd list down the ingredients and the steps to make those tasty dishes. thanks, pretty princess.","漂亮的公主，这些菜肯定看起来很不错。

希望您列出制作这些美味菜肴的成分和步骤。谢谢，漂亮的公主。"
31656,UgyU8lQ3_HWOAi9OAyd4AaABAg,1,3 years ago,"can i give you a suggestion to you a little sub? thank you for the sub, but can you only sub the words or dialogue in the video? sub is sometimes too personal and inserted with unnecessary words. liziqi's video is very peaceful and peaceful to see the scene mainly, sometimes curious liziqi and what she says to each other, the conversations are not sub. sometimes there are sub friends also insert sub ads for her channel, so it is very difficult to understand and uncomfortable. i said frankly, i hope you are sympathetic.",我可以向您提供一些建议吗？谢谢您的潜艇，但是您只能在视频中删除单词或对话吗？ Sub有时太个人化，并用不必要的单词插入。 Liziqi的录像带非常和平，很安静地看到现场，有时是好奇的Liziqi以及她彼此所说的话，对话不是sub。有时，有子朋友还为她的频道插入子广告，因此很难理解和不舒服。坦率地说，我希望你很同情。
8625,Ugz3x0nDlaNdcGmINMl4AaABAg,1,2 years ago,"hello. please add russian subtitles, i really like to watch your channel, but i donโ€t understand anything, i'm from russia. thank you",你好。请添加俄罗斯字幕，我真的很喜欢看您的频道，但是我什么都不了解，我来自俄罗斯。谢谢
26231,UgzO9r_h48q_tZMlA694AaABAg,1,3 years ago,"i feel like u guys live just on the other side of the mountains man, lol which u do. i am from one of the himalayan states of india. i enjoy watching these video there are so peaceful. thank you.",我觉得你们生活在山的另一侧，大声笑。我来自印度的喜马拉雅州之一。我喜欢观看这些视频是如此宁静。谢谢。
31612,UgwXcDyacnoVwyUcMid4AaABAg.8yVAfDgpCIP8yYmGrd_nHf,1,3 years ago,@garyclayton3399 thank you !,@garyclayton3399谢谢！
31611,UgwXcDyacnoVwyUcMid4AaABAg.8yVAfDgpCIP8yVsjgBqcHh,1,3 years ago,"@windaadiffa7626 thanks for the like of my comments for this wonderful lady and her videos. i wish you and your family a great day , your friend from canada!!!!!!!!!!!!!!!!!!!!!!",@windaadiffa7626感谢您对这位出色的女士和她的视频的评论。祝您和您的家人美好的一天，您来自加拿大的朋友！！！！！！！！！！！！！！！！
617,UgwcxrK9g-NfVdgv5Dp4AaABAg,1,8 months ago,"very beautiful and interesting video, thank you for this amazing share, truly beautiful video",非常美丽和有趣的视频，谢谢您的惊人分享，真正美丽的视频
31610,UgwXcDyacnoVwyUcMid4AaABAg.8yVAfDgpCIP8yVsT2jKsgx,1,3 years ago,"@authenictruthoid thanks for your support of this very fine young woman and her wonderfully made videos. her videos help people in so many ways that i could not list them all. i wish you and all the members of your family , love , joy and peace. your friend from canada!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",@authenictruthoid感谢您对这个非常好的年轻女子和她精彩的视频的支持。她的视频以多种方式帮助人们，以至于我无法列出所有这些。祝您和家人的所有成员，爱与和平。您来自加拿大的朋友!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
