,cid,votes,time,含thank,含thank中文翻译
51696,Ugxm7AIyAlDIspbsXu14AaABAg,2,4 years ago (edited),"thank you so much wonderful as always ,i will like it to have the chance to buy this products ,or to live 2 mouth with this quality of life,really congratulations!!",非常感谢您一如既往的美好，我希望它有机会购买这些产品，或者以这种生活质量生活2口，真的恭喜！
1743,UgyPBtl1WQcovNWYrzV4AaABAg.9bSj7v8JG7c9nc_3DfSFnu,2,2 months ago,​ @laochang4096 thank you for sharing! i hope this is true.,@Laochang4096感谢您的分享！我希望这是真的。
52068,UgxxvHG2mGuYRI4mst94AaABAg.8qlPV8oIhqE8qlawSQaUO9,2,4 years ago,@simonyang540 oooh thank u so much pak china freind ship long time love u chinese people and u love from pakistan,@simonyang540哦，谢谢你，这么多pak chine freind船长时间爱你中国人，你爱巴基斯坦
52849,Ugym8moMvrvBzfPJw7N4AaABAg.8qlJnikVePi8qlNy7bCxUR,2,4 years ago,thank you ~,谢谢〜
3933,UgyAoZp8SDWoeI8kh2V4AaABAg,2,1 year ago,thanks for the translation!,感谢您的翻译！
10292,UgxwgJrIybOCrwN0s3Z4AaABAg,2,2 years ago,thank you!!! cool video!,谢谢你！！！很酷的视频！
51639,Ugwb-_8gsLh7cfhDQ914AaABAg,2,4 years ago,"waiting for your videos looking forward. it's very beautiful! thank you and your shooting group, especially the operator, is a very professional shooting. i am an artist myself and every time i am in your work. warm greetings from distant ukraine.",等待您的视频期待。非常漂亮！谢谢您，您的射击小组，尤其是操作员，是非常专业的射击。我本人是一名艺术家，每次我在您的工作中。乌克兰的热烈问候。
51721,UgxYasu9FDqzWgUHqsl4AaABAg.8qlSxysCabu8qlgn6hj_Xr,2,4 years ago,"dexter morgan you are right about its name, thank giving day isn't ""american holiday"", ramadan not be ""arab vegetarian month"". no need use history.",德克斯特·摩根（Dexter Morgan）您对它的名字是正确的，感谢给予日不是“美国假期”，斋月不是“阿拉伯素食月”。无需使用历史记录。
6122,UgyGbCpoHDsf7iEylSR4AaABAg,2,2 years ago,"your videos are very inspiring, thank you very much for getting the time to share them",您的视频非常鼓舞人心，非常感谢您有时间分享它们
6781,UgwMn9j2DmEbNjzOSCZ4AaABAg,2,2 years ago,i don't know what to say i am speechless 's like heaven on earth thanks god for youtube and your channel ❤️,我不知道该说些什么，我是无语的
7123,UgzR-KmGgkCYhYRTB-94AaABAg,2,2 years ago,i am finding peace somewhere i found it here lizi you are my inspiration thank you keep posting video,我在这里找到和平在这里发现它是我的灵感，谢谢你继续发布视频
11034,UgwL1dnR7DD1DBJ8LVV4AaABAg,2,2 years ago,beautyful! ๐ท ๐ธ ๐น ๐€ ๐พ thank you! โค,beauty
6527,UgxqipOQyQ2IvnU0q2F4AaABAg,2,2 years ago,"this is another incredibly good, brilliant, beautiful, and inspiring video from ms. liziqi (who is also beautiful, hardworking, and brilliant.). we over here in los angeles, love your videos so much. the videos are also very therapeutic, soothing, and relaxing. thank you so much for sharing all your videos, and for all your hard work.",这是Liziqi女士的另一个令人难以置信的好，辉煌，美丽，启发性的视频（他也很漂亮，勤奋且出色。）。我们在洛杉矶，非常喜欢您的视频。这些视频也非常治疗，舒缓和放松。非常感谢您分享所有视频，以及您的辛勤工作。
31053,UgzxgHc75gqZIQP01kZ4AaABAg,1,3 years ago,"watching all the way from kenya, and still going on. keep on the great work, thank you.",一直从肯尼亚看，仍然继续前进。继续努力，谢谢。
30929,Ugw6YVJZZFh3bt9nIjR4AaABAg,1,3 years ago,really admire you. i also really like to have such a cs. passionate and do what you like. be quiet. really very light. thank you,真的很佩服你。我也真的很喜欢拥有这样的CS。充满激情并做自己喜欢的事。安静。真的很轻。谢谢
30989,UgzdTtwWqlnOVIy7fZF4AaABAg,1,3 years ago (edited),"suspecting that she had to have the right channel of her, she did not know that since she was young, she thought that she could learn so many languages โ€โ€like z, the most is the sound of her country and english. vietnamese is suspected of sex with twozizz ..... (if you are really suspicious by me, please apologize to you) but if it is true, i also thank ad for everyone to see hihi ๐๐ ๐๐",怀疑她必须拥有正确的渠道，她不知道自己年轻，她认为自己可以学到像Z这样的多种语言，最多是她的国家和英语。与Twizizz发生性关系.....（如果您真的很怀疑，请向您道歉），但是如果是真的，我也感谢广告，大家都可以看到Hihi
31080,UgxzAEKDyJsi8CfwsL54AaABAg,1,3 years ago,omg thanks lord im watching this video....amazing,天哪，谢谢勋爵，我在观看这段视频。
28246,Ugz8r1Meoe_I4ax3xrF4AaABAg,1,3 years ago,"how beautiful all your videos, congratulations, thank you for giving us such beautiful images!",您的所有视频多么美丽，恭喜，感谢您给我们如此美丽的图像！
30950,Ugzla14r0TApHlb55Bd4AaABAg,1,3 years ago,"hi my name is vitor made a video to say the name of the product, thanks to my motherโ€s hug",嗨我的名字是vitor制作一个视频说出产品的名称，感谢母亲的拥抱
9931,UgwE4A6Y-NyWc6BOTih4AaABAg,1,2 years ago,a beautiful person and activate it. thank you for your content,一个美丽的人并激活它。谢谢您的内容
30896,Ugz7yzyMwI-bvSBkjP94AaABAg,1,3 years ago,"smart in making foods for family, thanks for share.",聪明地为家庭制作食物，感谢分享。
42971,UgwAj8uciEHxoCx5Afd4AaABAg.8rTSJlySc2P8rcLyb8PDlk,1,4 years ago,"@islandfolk2283 just read that article, thanks for the link :) man i think im in love with li ziqi tbh..",@iSlandfolk2283刚刚阅读该文章，谢谢您的链接:)我想我爱上了李Ziqi tbh ..
39865,UgyO3Z2tzQA_VEFvmVN4AaABAg.8shk39nVVMk8sninMNks8G,1,4 years ago,thank you!,谢谢你！
30715,UgyNm6YoUK1qZ-RlAeF4AaABAg,1,3 years ago,good ใ thank you,很好ㆍ谢谢
39867,UgyO3Z2tzQA_VEFvmVN4AaABAg.8shk39nVVMk8sqHkMmTf7D,1,4 years ago,thank you,谢谢
42966,UgwAj8uciEHxoCx5Afd4AaABAg.8rTSJlySc2P8rVSy7fxlve,1,4 years ago,tsai ing -wen thanks! ❤️,蔡英文 Thank you! ❤️
50234,UgyZMZT3g-6P3AC9YwJ4AaABAg,1,4 years ago,so great. i love it. thanks.,很好。我喜欢它。谢谢。
38474,Ugzg0SA9UFWmo9jau894AaABAg,1,4 years ago,love this women and her blogs are so interesting thank you for this!,爱这个女人和她的博客非常有趣，谢谢！
24074,UgwLCkT0Xmpd9qd3dM94AaABAg,1,3 years ago,"thank you for your videos.. when l watching your videos, i am feeling very well.๐",谢谢您的视频..当我看视频时，我感觉很好。
39869,UgyO3Z2tzQA_VEFvmVN4AaABAg.8shk39nVVMk8srVO6yPP_7,1,4 years ago,thank you,谢谢
46752,UgxYkpFJZyUAN_g0r-d4AaABAg,1,4 years ago,thanks for all these wonderful videos! i am so happy every time i watch them. they very soothe and bring the world to the heart.,感谢所有这些精彩的视频！每次看他们时，我都很高兴。他们非常舒缓，将世界带到心中。
2168,Ugx9Z5chDKJBGsF6DQp4AaABAg,1,1 year ago,"thank you so much for your videos !!! if you don't like advertising, turn off only the sound.",非常感谢您的视频！！！如果您不喜欢广告，请仅关闭声音。
10332,UgyvmKUhn2s3EM-sHCh4AaABAg.9GB2Vtkmyis9GM7XX4Zw84,1,2 years ago,@ellamoussou5824 thank u ella.,@Ellamoussou5824感谢U Ella。
7473,UgxyrEMk8M1bcNPzR3h4AaABAg,1,2 years ago,you are super ! ! ! good luck ! ! ! thanks ! ! !,你很棒 ！呢呢祝你好运 ！呢呢谢谢 ！呢呢
6361,Ugz0Q87Sdc9V8w7zbs54AaABAg,1,2 years ago,you are truly an inspiration! thank you!,您确实是一个灵感！谢谢你！
42569,Ugxg1yr_mB9FkEVO4154AaABAg,1,4 years ago,"dear ms. anastacia fang, i wrote all the spring festival foods down i love different cultures . here in the states we do have some of the ingredients.. love when ms li ziqi jump when the popcorn got done. take me back when i was young and my mom made me popcorn... thank you, great video email me paulblevins1989@yahoo.com",亲爱的Anastacia Fang女士，我写了所有春节食品，我喜欢不同的文化。在美国这里，我们确实有一些成分。.当爆米花完成后，李Ziqi女士跳跃时，爱。我年轻的时候带我回来，妈妈让我爆米花...谢谢你，很棒的视频给我发电子邮件paulblevins1989@yahoo.com
18125,Ugye7_GU1gP3xrNQZ0R4AaABAg,1,3 years ago,thank you for sharing that shows the true spirit of appreciation.. beautiful to watch xo,感谢您分享表现出真正的欣赏精神..美丽的观看XO
18143,UgyQPQzazcxL0YkJBCt4AaABAg.97HpgfPaIbU97WV8yKQwOk,1,3 years ago,thanks to the top of thinh thanh,感谢Thinh Thanh的顶部
24254,UgxuDhwgsiK7Ift_2514AaABAg.91HgiceDT4K91OJ2OzOgBm,1,3 years ago,@mochicheeks thank you,@mochicheeks谢谢
27674,UgxlmR1CzKPfZcbsFXJ4AaABAg,1,3 years ago (edited),"you are born to make us feel alive
any time i'm stressed i switch to your videos
thank you","你天生就是让我们感到活着
每当我强调时，我都会切换到您的视频
谢谢"
2470,UgyI7stvXvNfdKeARx14AaABAg,1,1 year ago,"minute 6:00, made me laugh. litzi covers grandmother's ears, but she must be deaf. thanks for your videos every so often i have been learning as some of the people of china live",第6：00，让我发笑。 Litzi遮住了祖母的耳朵，但她一定是聋子。感谢您的视频，我经常学习，因为中国的一些人生活
24184,Ugy2fSI9O_ta9n5K8F94AaABAg,1,3 years ago,"looking at the video of the died before going to bed, the tiredness of the day, the troubles disappeared. all the thoughts of all the dust were stunned. thank you ziyi, continue to pay attention to your work.",睡前看一下子柒的视频，一天的疲乏，烦恼都烟消云散。所有凡尘杂念都荡涤开去。谢谢子柒，继续关注你的作品。
47129,UgypGNuQxmPXdcv-L194AaABAg,1,4 years ago,"this relaxes me a lot !! what a beautiful thing this routine, love! thanks!
brazil.","这让我很放松！这个例行公事，爱！谢谢！
巴西。"
32155,UgyUDDth7kI_WWfVfRh4AaABAg,1,4 years ago,this is the life thanks wanted,这是生命的感谢
52289,Ugy08E4KW112bkF5S8x4AaABAg.8qlNjbty-eg8qlQSG75GmP,1,4 years ago,oh thanks....really i was wondering why she prepared so many sweets and also packed them...,哦，谢谢。。。我真的想知道她为什么准备了这么多糖果，还打包了它们...
18579,UgweceIlhVSkdmJL0dN4AaABAg,1,3 years ago (edited),"li ziqi, that is what i call natural. you are a natural beautiful woman who does natural things from the scratch. i also like the relaxing music which even makes your videos extra special and more enjoyable. thanks",李齐（Li Ziqi），这就是我所说的自然。您是一个天生美丽的女人，她从头开始做自然的事情。我也喜欢轻松的音乐，甚至使您的视频更加特别，更有趣。谢谢
46870,Ugzy9Ytt29Kbh9V16id4AaABAg.8qr3JM5GtN28qzjyPQjXLT,1,4 years ago,thank you for sharing your experience.,感谢您分享您的经验。
2896,Ugx8fDU37JA4lwySZfB4AaABAg,1,1 year ago,谢谢 !!! thanks for the russian subtitles,谢谢!!!谢谢俄罗斯的字幕
10241,UgyrDxhpZSr-5OWwPaV4AaABAg,1,2 years ago (edited),i am from trinidad and you're a great blessing give praise and thanks to god amen,我来自特立尼达（Trinidad
31602,UgwnH5_G7oI6v2eIzCd4AaABAg,1,4 years ago,"watch this first
thank me later
5:50","首先看这个
晚点再谢我
5:50"
46851,UgxFpC1VKBpqe2u7aIJ4AaABAg,1,4 years ago,"happy new year ❤️❤️❤️ 
thanks for showing me a video full of sweet emotions","新年快乐❤️❤️❤️
感谢您向我展示一个充满甜蜜情感的视频"
52076,Ugz40hmZjKn5S7XSh6F4AaABAg.8qlPPBK_nqb8qlgBrkGlIM,1,4 years ago,"@user-zg4qs2lk9m thank you, dear brother, i loved you in god ❤❤❤❤",@user-zg4qs2lk9m谢谢你，亲爱的兄弟，我爱你在上帝里面❤❤❤❤
30668,UgyKmKiUSm3Q3jEtRRV4AaABAg,1,3 years ago (edited),"peanuts, sunflower seeds, lake candy, beef dried, snowflakes are too delicious. thank you. great video. who's free to visit my house?",花生，葵花籽，湖糖果，牛肉干，雪花太美味。谢谢。很棒的视频。谁可以自由参观我的房子？
38180,UgwSit0PDbvMnU3tayJ4AaABAg.8tdcARzaCn08tsiaxqjmK5,1,4 years ago,exactly my point.. thank you so much ๐,正是我的观点..非常感谢
6645,Ugyo1X9Tm2jaHZERzVF4AaABAg,1,2 years ago,thank you motivating me sister,谢谢你激励我妹妹
50392,UgwH_tgqjcUGWbgHUjl4AaABAg.8qlk56WYOrF8qlxyx-GlDX,1,4 years ago,sergey ch. thanks you. happy chinese new years,Sergey ch。感谢您。春季快乐
42972,UgwAj8uciEHxoCx5Afd4AaABAg.8rTSJlySc2P8rdEYWEo-cb,1,4 years ago,island folk thanks for sharing it!,岛上的人感谢您分享它！
21343,UgzZl4zbhkXlol0sGAN4AaABAg,1,3 years ago,thank you for the subsโค๏ธ,谢谢你的subs❤️
50585,UgyIf9B7LC3o_ShFBdJ4AaABAg.8qlh0C1jtGZ8qmh0Qa-vgj,1,4 years ago,studlyhunk thanks,Studlyhunk谢谢
44548,Ugw4B_1b5i7OnS16bS14AaABAg.8rCXt9otn7j8rLLpb2-hY2,1,4 years ago,"huma first thank you for your comment. well , i am still happy i found her videos, it's like a breeze of fresh air in this ugly world we live in, crowded by ugliness, bad manners and hatred. she is lovely and her videos are not noisy or full of fuss....
again, thank you for your comment","Huma首先感谢您的评论。好吧，我仍然很高兴我找到了她的视频，就像在我们生活的这个丑陋的世界中微风吹拂的新鲜空气，被丑陋，不良的举止和仇恨拥挤。她很可爱，她的视频并不吵或大惊小怪。
再次感谢您的评论"
