,cid,votes,time,含simple,含simple中文翻译
45622,UgwadGDIuNalvzlSG7d4AaABAg.8r1vXQvUjj48r3k7UBeczv,0,4 years ago (edited),"almost all chinese are now calling ‘sunflower seeds’ (葵花子）as ‘melon seeds’（瓜子）. people still say ‘sunflower seeds,’ but it’s kind of weird if people say ‘eat sunflower seeds ‘(嗑葵花子）. they always say ‘eat melon seeds’(嗑瓜子）instead. don’t know why. maybe melon seeds has only two chinese characters, while sunflower seeds has three characters. it’s simpler. how chinese distinguish sunflower seeds from real melon seeds? they will say xx melon seeds, like water melon seeds, if they want to make a distinguish",现在，几乎所有中国人都称为“葵花籽”（（（葵花子）为“瓜子”（（（人们），人们仍然说“葵花籽”，但是如果人们说“吃葵花籽”（他们总是），这很奇怪。他们总是说“吃瓜籽”（（嗑嗑）。 XX瓜种子，像水瓜种子一样，如果要区分
42314,UgyH0nK7aSU2mRWUamx4AaABAg,0,4 years ago,"i am in love with this woman so pretty and cooks so well, and the oven with ears haha ​​very nice, very nice culture, here women are complicated all to prepare simple things and if they do not have comforts just do not prepare anything, the culture is so pretty oriental greetings from chile",我爱上了这个女人如此漂亮，做饭很好，耳朵的烤箱哈哈非常好，非常好的文化，在这里，女人都很复杂，可以准备简单的东西，如果他们没有舒适感， ，这种文化是智利如此漂亮的东方问候
40548,UgwIAny06oikjzjBzCh4AaABAg,0,4 years ago,finding contentment in the simple acts of living is the way to go :-),在简单的生活行为中找到满足是必经之路:-)
40610,UgxhdQhL3Vsa13mb5nh4AaABAg,0,4 years ago,"find typ staff:

[do not charge any task deposit]
1000 words 200 taiwan dollars/70 hong kong dollars/march 35, just as simple as typing in pictures
[both mobile phones and computers]
set a salary at 12 pm that day
time is free, you can do it at home
shihe: student, baoma, office workers

interested in understanding directly

line: ck12309


help friends forward, disturb! i also do it, i can really make money.
don't ask me to have contact information above, consult her.","找打字人员：

【不收取任何任务押金】
1000字200台币/70港币/35马币，就只是照着图片打字这么简单
【手机电脑均可】
当天晚上12点结算薪水
时间随意，自己在家就可以做
适和：学生，宝妈，上班族

有兴趣了解直接加

LINE:ck12309


帮朋友转发，打扰！本人也有在做，真的可以赚到钱。
都不要问我上面有联系方式，咨询找她。"
44119,UgygZgJjUoIb03pxQg94AaABAg,0,4 years ago,"unambitiusly, plain, beautiful and be valuable story. simple ... beautiful ... and valuable",毫无疑问，朴素，美丽而有价值的故事。简单...美丽……而且有价值
40998,Ugx0Ka-ja7EvBy1JLQZ4AaABAg.8s2oNtK5O4j8s3OfVGG1Yh,0,4 years ago,"i know, right? she's just a bullshit artist. making it seem that she's such a sweet, compassionate simple girl but i bet she has a ton of money and doesn't give a fuck about animals. it's all about aesthetics and getting a big following to get that $$.",我知道，对吧？她只是一个胡说八道的艺术家。看来她是一个如此可爱，富有同情心的简单女孩，但我敢打赌她有很多钱，并且没有对动物的他妈的。这一切都与美学有关，并获得了大量的追随者来获得$$。
44071,UgyU4FkoGDzwrj-py7B4AaABAg,0,4 years ago,"simple life, humble attitude, caring self, natural filming, quality content, and so beautiful too.

good luck","简单的生活，谦虚的态度，关怀自我，自然拍摄，优质的内容以及如此美丽。

祝你好运"
41364,UgzrFLO41TCU8u48lu54AaABAg,0,4 years ago,i wanna live there. simple life yet beautiful,我想住在那里。简单却美丽
41425,Ugz76X0-1Oem1MjCbGR4AaABAg,0,4 years ago,i wish i could live in such an place where the food you eat are from one's own produce. simple and contented. and gosh she is the definition of an ideal woman!,我希望我可以住在这样的地方，您吃的食物是自己的农产品。简单而满足。天哪，她是理想女人的定义！
41544,Ugx2CvNRilBGrosQ2lR4AaABAg,0,4 years ago,i really love this life style.. pure ... simple & close to nature ... great job,我真的很喜欢这种生活方式..纯净...简单而靠近自然...出色的工作
41922,UgxS6t_HMwQWeXgCwGN4AaABAg,0,4 years ago,"the sheep and the dogs are so adorable, they follow were ever she goes,
hope next time there some goose on the pack
this is the life i want to live for the rest of my life.
no wifi, gadgets but a simple life also no pollution and noisy city street all you just think is to eat healthy foods , alots of fruits so yummy everywhere you look at theres fruits hanging on the trees,

what a paradise havens of peace","绵羊和狗是如此可爱，他们跟随她走了，
希望下次那里有一些鹅
这是我想在余生中生活的生活。
没有wifi，小工具，但简单的生活也没有污染和嘈杂的城市街道

多么和平的天堂天堂"
41982,UgxCxsdUeFk0iLliQQp4AaABAg.8roqfh3F7vs8s4_YGQkv3B,0,4 years ago (edited),"viet nam is the same. it's not miracle like that but it has organic food, simple and really peaceful life. i was born in countryside and now work in big city, however i really enjoy wonderful time when back home",越南是一样的。这不是那样的奇迹，但它具有有机食物，简单而又和平的生活。我出生在乡村，现在在大城市工作，但是我真的很喜欢回到家时的美好时光
44007,Ugy-BGPj9YmGLV9Okf54AaABAg,0,4 years ago (edited),"hello, i wanted to post to your page but i can’t find anything so i’ll just go back to the first video i ever viewed of your channel. i must say, i’m sorry i didn’t know of you sooner. you’re great! & thank you so much for everything you do. you truly are skilled & the hard work shines through. thank you for piece of mind & tranquility. it’s a simple act, but it makes the rest of us feel as humble as you (i hope i can speak for everyone). but no doubt you are blessed & make the rest of us feel that too. thank you.",您好，我想发布到您的页面，但找不到任何东西，所以我只能回到我频道有史以来的第一个视频。我必须说，对不起，我早点不认识你。你太棒了！ ＆非常感谢您所做的一切。您确实是熟练的，辛勤的工作席卷了。谢谢您的思想和宁静。这是一个简单的举动，但它使我们其余的人都和您一样谦虚（我希望我能为所有人说话）。但是毫无疑问，您很幸运，并使我们其他人也感到。谢谢。
43936,UgxUWZpvvzLwkBLGs1h4AaABAg,0,4 years ago,"with that simple and tranquility it makes so many delicacies and that meticulous, impresses and tempts to try ...",凭借这种简单而宁静的性，它造就了许多美味，并细致，印象深刻和诱惑尝试...
42311,UgymfVlyFh1GhIQ_sbF4AaABAg,0,4 years ago,"your life it is very simple and happy i want to a life like you 


love you","你的生活很简单和快乐，我想要像你这样的生活


爱你"
47166,UgyANMV5E2vGo1sFpNF4AaABAg,0,4 years ago,i love how everything is so simple and organic,我喜欢一切都是如此简单和有机
45243,UgyhoVuMIKsl7mDqqdl4AaABAg,0,4 years ago,tired times just want to go far. a simple place like a billion is living so that you don't have to think about the present life. haizz,疲倦的时期只想走远。像十亿这样的简单地方正在生活，因此您不必考虑当前生活。哈兹
42416,UgwiGanqSjVjS5TRpWl4AaABAg,0,4 years ago,"this is done for sale, as i understand it? and it costs like bread from sterligov probably. all clear. it is a simple business of rich people, not a deep village with ordinary life.",据我了解，这是出售的吗？而且它的价格可能像Sterligov的面包一样。全清。这是有钱人的简单生意，而不是一个有着平常生活的深村。
42498,UgwhHlchpKvN5BiteZp4AaABAg,0,4 years ago,after watching this i realized how simple living is more satisfying to our soul. i am missing my beautiful province in philippines.,看完这一点后，我意识到生活变得更加满足我们的灵魂。我想念我在菲律宾美丽的省。
42688,UgyjrzSOjwKL_IEJDLN4AaABAg,0,4 years ago,"wow! absolutely beautiful video of living a simple life, but of course working hard! where in china is this please?",哇！绝对美丽的视频，过着简单的生活，但当然要努力工作！请问这在中国哪里？
42796,Ugyj-Igm-L6Vx7IKYtl4AaABAg,0,4 years ago,simple life doesn't have to be much. i like this.,简单的生活不必那么多。我喜欢这个。
42817,Ugw2OaHDiJ3CSwUbzlJ4AaABAg,0,4 years ago,"”they are showing that there are good people and beautiful places in china! totally not true!” “when you have the word ‘communist’ in any part of your government/country/society, only shit will sprout out of it!” sometimes i envy these people, the world must be so simple for them. but again, only sometimes.",”他们表明，中国有好人和美丽的地方！完全不正确！” “当您在政府/国家/社会的任何地方拥有'共产主义者'一词时，只有狗屎才会涌出！”有时我羡慕这些人，对他们来说，世界一定是如此简单。但是再次，有时候。
42988,UgwPW_K6Na83PSv8ODd4AaABAg,0,4 years ago,that's the simple life i want in the future! having a farm cooking in an organic way it seems fun!,那是我将来想要的简单生活！以有机的方式做农场烹饪似乎很有趣！
43107,UgzZWOgIzo4bYejn4Qx4AaABAg,0,4 years ago,"she’s living my dream. 
i always dream to have a life like that, simple but, wonderful.","她是我的梦想。
我总是梦想着拥有这样的生活，很简单，但很棒。"
43145,Ugxcsz6CSmwlH1jZe8h4AaABAg,0,4 years ago,"i love and envy her way of life, simple and beautiful, just like god intended it to be",我爱并羡慕她的生活方式，简单而美丽，就像上帝打算成为
47157,UgwsDRmJAY6FJXoygWx4AaABAg,0,4 years ago,the girl's life is so simple and peaceful,女孩的生活是如此简单和和平
43220,UgwY_-68ztbGICgrXqJ4AaABAg,0,4 years ago,i love to live life like this one simple and enjoy life every day,我喜欢像这样简单的生活，每天享受生活
43365,Ugz3A3bHOy0nRdSO61V4AaABAg,0,4 years ago,looks so happy miss grandparents missing a simple life in the country,看起来很高兴祖父母小姐错过了该国的简单生活
43519,UgwpbF56ihkN2LsmBQl4AaABAg,0,4 years ago (edited),"watching these videos sometimes makes me wish we all live like this
and wish we all enjoyed a simple, peaceful and joyful life in the comfort of our small cozy homes (without electricity, internet...even vehicles and especially money) surrounded by the beauty and resources nature has to offer
imagine how much healthier and happier we would all be, physically, spiritually and mentally from the fresh and natural food and the physical activities in that daily life","观看这些视频有时会让我希望我们都这样生活
并希望我们所有人都舒适地享受着简单，和平与快乐的生活
想象一下，从新鲜和天然食物以及日常生活中的身体活动中，我们在身体，精神上和精神上都会变得更健康和快乐"
43643,Ugysa70gwD-RsIXkznZ4AaABAg,0,4 years ago,"a poetic video... she made seem everything so simple and easy to do. sometimes i complain about the dairy things, and she showed me that we can do everything in peace and make the things beautiful. thanks.",一个诗意的视频...她使一切看起来如此简单易用。有时我抱怨乳制品的东西，她向我展示了我们可以和平地做所有事情，并使事物变得美丽。谢谢。
