,cid,votes,time,含cook,含cook中文翻译
25869,UgwGeEQT6Hzx0Mf10AZ4AaABAg,0,3 years ago,anyone else find it kind of cruel that she cooks and eats animals that sheโ€s friends with...?,还有其他人发现她做饭和吃着她与之成为朋友的动物有点残酷吗？
25893,UgzjUlaNZT7LSFRPkBB4AaABAg,0,3 years ago,"i have only watched a couple of this lady's videos, she appears to be non stop until well after dark. her skills are amazing seeing her plow the field grow the corn, collect and carry the sheaves then treat the kernels also the same with the peaches before cooking some lovely looking dishes was so fantastic to watch and she is such a small petite pretty lady i just don't know where she gets her energy from.",我只看了这位女士的几个视频，直到天黑后直到井井有条。她的技能令人惊讶地看到她的耕地种植玉米，收集和携带带束带，然后在桃子烹饪一些可爱的菜肴之前，也可以用桃子对待玉米，这真是太棒了，她真是个小小的漂亮女士，我只是不知道她从哪里获得精力。
25952,UgwyPh1QbgTqza6FHRV4AaABAg,0,3 years ago,brother cook what is kak,兄弟厨师什么是kak
25961,UgwQamd1--BO3ncK3zF4AaABAg,0,3 years ago,how does one woman do so much wok and cook in a day?,一个女人一天如何做这么多的炒锅和做饭？
25964,UgwxwBC9ckkGBzF-IPZ4AaABAg,0,3 years ago,"first of all she is naturally beautiful. she has a lot of skills. she is strong too lol she can carry heavy loads of fruits. she has two assistants yes but she directs most of her videos. i just love how she can just cook anything or do anything like make her dye her dress, embroided clothing or pillowcases. and how she handles things with care. people in her town said she is a very hardworking person. intelligent and has talent. she is just amazing. makes me wanna plant and make a beautiful garden. she inspires millions of people around the world. she is a real life amazing princess.",首先，她天生美丽。她有很多技能。她太坚强了，大声笑她可以携带大量的水果。她有两个助手是，但她指导了大多数视频。我只是喜欢她如何做任何东西或做任何事情，例如使她的衣服，绣花衣或枕套染色。以及她如何小心处理事情。她镇上的人说她是一个非常勤奋的人。聪明并且有才华。她真是太神奇了。让我想种植一个美丽的花园。她激发了世界各地数百万的人。她是一个现实生活中令人惊叹的公主。
25977,UgyMvfGq54HyWMrkluF4AaABAg,0,3 years ago,i want a cook book! these look yummy and fun to try !,我想要一本烹饪书！这些看起来很好吃，很有趣！
25999,Ugx9dJ_Gy-4LDYHYneZ4AaABAg.8zrykg_VVxf9-N2aN2wuyD,0,3 years ago,damien asendorf it does romanticize it a bit. but itโ€s cool to know she can cook like this and is very skilled at it.,达米安·阿斯多夫（Damien Asendorf）确实将其浪漫化了一点。但是很高兴知道她可以这样做饭，并且非常熟练。
28254,Ugx4nUUXZZ-06B3ssoF4AaABAg,0,3 years ago,the fruit must eat without cooking and meats produce cancer and death ....,水果必须不吃烹饪，肉类会产生癌症和死亡。
28360,Ugzu4LwndjQoVM38x0N4AaABAg,0,3 years ago,"i love how u cook an share with with your grandma it reminds me of how i use to cook for my mom an myself a long time ago, but she died now leaving a hole in my heart that would never be mend.",我喜欢您如何与您的祖母一起做分享，这让我想起了很久以前我自己用来为妈妈做饭的方式，但她现在死在我心中留下了永远不会被修复的洞。
24691,UgxLAlrW741W90M5vjJ4AaABAg,0,3 years ago,"a liziqi cookbook, please!",请一本Liziqi食谱！
28447,Ugw4jZsYOEIUK0u6P314AaABAg,0,3 years ago,did anyone else notice that the lamb stopped following her after she cooked the meat.....,还有其他人注意到羔羊在煮肉后停止跟随她.....
30338,Ugy9lkIF3-XLlc1YHJR4AaABAg,0,3 years ago,your cooking style is very nice please see your home garden,您的烹饪风格非常好，请参观您的家庭花园
30369,Ugyex5x0X-e6me_2YWp4AaABAg,0,3 years ago,i think she is a chef? chef knows everything what to cook.,我认为她是厨师？厨师知道一切烹饪。
30441,UgzKNV2_7c34wP9TqfR4AaABAg.8x2-d87mrby8yRhhv22f9S,0,3 years ago,"nana ji has some flavor that can smoke a dragon all day, which is similar to that of cooked coincidence.",Nana Ji 有些味道可以熏死一条龙
30468,UgyNCyFvCBG7G9tAalR4AaABAg,0,3 years ago,i love this cookong,我爱这个厨师
30496,Ugz6oNe3fEmocD2oFLd4AaABAg,0,3 years ago,"congratulations, you cook too much, ball show.",恭喜，你做得太多了，球秀。
30564,UgzziTVte-WhBZEuO_d4AaABAg,0,3 years ago,he cooks very well and delicious.,他做得很好，美味。
30569,Ugz3_Tna6n671rjPcC54AaABAg,0,3 years ago,the good thing about her is that she cooked everything properly,关于她的好事是她正确地煮熟了一切
30585,Ugy1omt9rgmxq1RrDkp4AaABAg,0,3 years ago,when she covered her grandma's ears bc of the popcorn cooker but when it opened she's the one who got surprised and her grandma didn't even flinch ๐,当她遮住了奶奶炊具的奶奶的耳朵时
30962,UgzN8hQYMdqTyG7Baqp4AaABAg,0,3 years ago,this friend also knows how to cook but looks very delicious,这个朋友也知道如何做饭，但看起来很美味
31069,UgxQtjmrXvX1rjJ30jl4AaABAg,0,3 years ago,congratulations..verry impresionat your cooking and everyting..,恭喜..验证您的烹饪和每一次烹饪。
31123,UgwoKO3bMPIs1iYGlr94AaABAg,0,3 years ago,"why does cooking feel like a chore - something that takes me away from what i'm ""supposed"" to be doing - when these videos clearly illustrate that cooking is what i'm supposed to be doing?",为什么烹饪感觉像是一件繁琐的事情 - 当这些视频清楚地说明我应该做的烹饪时，这使我摆脱了我所做的事情？
31260,UgxEejlhEbX9UmttKGJ4AaABAg,0,3 years ago,that popcorn thing is so cool! we just cook it in a pot but that looks way more efficient for big batches,那爆米花太酷了！我们只是在锅中烹饪，但对于大批量来说，这看起来更有效
31275,Ugx3vlh_D4CH93sLza14AaABAg,0,3 years ago,"i waited for her to cook the dogs
was disappointed","我等她煮狗
很失望"
31359,UgwA6ZEV4KbGBFenK_d4AaABAg,0,3 years ago (edited),"i spend my time watching mostly gardening in youtibe but i this is the first time i watches this kind of life (with gardening & cooking).. it amazes me of all the things you do everyday... must be a wonderful life...may god bless you more and your grandma..


..and your little ones :)","我花时间观看YouTibe的主要观看园艺，但这是我第一次观看这种生活（带有园艺和烹饪）。这让我对您每天所做的所有事情感到惊讶...一定是美好的生活。愿上帝保佑你更多和你的祖母。


..和你的小孩子:)"
31376,Ugzx2ws4QjKpuvGrmTp4AaABAg,0,3 years ago,"her videos are so relaxing to watch . such a beautiful representation of how life is supposed to be ..
everytime i watch her videos, i was unconsciously looking for the lamb ๐๐‘
but why was the lamb gone in the video after she cooks the meat? ๐ถ","她的视频非常放松。如此美丽的人生应该是什么。
每当我观看她的视频时，我都在不知不觉地寻找羔羊
但是，当她煮肉后，为什么羊羔在视频中消失了呢？"
31415,Ugxp1iaGNr2DWDinQLt4AaABAg,0,4 years ago,itโ€s so cool to see how other people cook!!,看到其他人如何做饭真是太酷了！！
31468,UgyfVaxbX26Y8VYyql54AaABAg,0,4 years ago,thought you gonna cook those puppies,以为你要煮那些小狗
31569,Ugxr9lFQQo_q-RsxoG54AaABAg,0,4 years ago,is there a dog cooking youtube video.,有狗烹饪YouTube视频吗？
31591,UgwV0g5YCxtCkpSbI-t4AaABAg,0,4 years ago,but he cooked everything in one day? ๐ .. i would have put a week to do all that well of god,但是他一天之内​​煮了一切吗？
31621,UgwBa5ys2Bp-jOXDdVZ4AaABAg,0,4 years ago,all about simple life..peace & nature without polution..love the style of chinese cooking,关于简单的生活。
31631,Ugw3mOh23-wFCu7zjRp4AaABAg,0,4 years ago,she cooks a lot but never eats them... eat them when they are nice and hot and you won't be cold!,她煮了很多东西，但从未吃过...当它们又好又热时吃它们，您不会冷！
31688,UgwInMEk2Ly0-AmmPPR4AaABAg,0,4 years ago,she knows how to cook everything tfff๐ญ,她知道如何烹饪一切tfff
31695,UgwP6IiH6k4N6XsX9u94AaABAg,0,4 years ago,i would love to know how much time that food she cook prepares saved last for? 1 year?,我很想知道她烹饪准备的食物最后节省了多少时间？ 1年？
31888,Ugy8Qtz4xSKoJvcLr0h4AaABAg.8w22xfNs0u98w3Z1407A5o,0,4 years ago,her grandfather who passed away a few years ago was a cook in the village.,她几年前去世的祖父是村里的厨师。
32314,UgyJXYo2X2L5tkjUvfR4AaABAg.8vvno-XxxF99Y_q4YvBpXL,0,1 year ago,"hello, i invite you to watch a very beautiful and attractive video of cooking sour meat and playing in the snow and building an eskimo house in the jewel of ramsar in northern iran: https://youtu.be/wwqwqqybzkm",您好，我邀请您观看一个非常美丽而有吸引力的视频，烹饪酸肉，在雪地里玩耍，在伊朗北部拉姆萨尔（Ramsar）的珠宝中建造一所爱斯基摩人的房子：https：//youtu.be/wwqwqqybzkm
30334,UgyrvQrAy0vhKIM-rBt4AaABAg,0,3 years ago,beautiful but skillful to cook the ideal model,美丽但熟练烹饪理想的模型
30268,UgyDFZDYUU-hgeHui7x4AaABAg,0,3 years ago,i love this! the country and simple life with her cooking and working it so relaxing and it is so amazing. it much better compare to those vlogger who like to shop and parties and showing thr expensive stuf those are most stressful to watch.,我喜欢这个！这个国家和简单的生活，她的烹饪和工作如此放松，真是太神奇了。与那些喜欢购物和派对并展示昂贵的Stuf的Vlogger相比，这是更好的选择。
30238,UgztILsL5NXdbGbiVk14AaABAg,0,3 years ago,you are very nice cooker,你是非常好的炊具
29138,UgzjBhSG83zYQuWOyN54AaABAg,0,3 years ago,i adore her mise en place. she always has everything right to hand when she's ready to cook.,我崇拜她的Mise En Place。准备做饭时，她总是有一切正确的交手。
28518,UgyrweBzzK7IB7cotMR4AaABAg,0,3 years ago,"people down in the comment section talking about this is how life is supposed to be or this is what i want the current system this and that blah blah. realize that this is a relaxing video that is heavily edited. in reality there is no nice background music. and to do a simple task of washing your cloth you have to walk 30min down a mountain to wash them by the river, scrubbing them one by one with the soap you made from ash and fats. then carrying the wet cloth all the way back up the mountain which will take one hour. and at this point a average city dweller would have been worn out you realize that was just one routine, you haven't even started cooking lunch yet, so lets turn on the fire. oh yea by turn on the fire i mean go gather firewood and start it from tinder. but where is the chicken that you now need to make, oh it's happily looking for bugs in the yard, you got go grab the nearest one and slit its throat and watch it as the blood is slowly drained from the body. have fun guys that's just a tiny portion of the morning.",在评论部分讨论的人是生活应该是什么样的，或者这就是我想要当前的系统和那个等等的等等。意识到这是一个精心编辑的轻松视频。实际上，没有好的背景音乐。要做一项简单的任务来洗衣服，您必须走30分钟的山上将它们洗净河边，用灰烬和脂肪制成的肥皂一一擦洗它们。然后将湿布一直延伸到山上，这将需要一个小时。在这一点上，普通的城市居民会疲惫不堪。哦，是的，打开火，我的意思是去收集柴火，然后从Tinder开始。但是，您现在需要制作的鸡在哪里，哦，很高兴在院子里寻找虫子，您可以去抓住最近的鸡肉，割断喉咙，看着它，因为血液慢慢地从身体中排出。有有趣的家伙，这只是早晨的一小部分。
28602,UgwvlmBEZVybrDm7ujx4AaABAg,0,3 years ago,"this woman knows how to do just anything and everything. she knows how to forage, cook and preserve food, she knows how to make beautiful furnitures from bamboos, she knows embroidery, she knows how to sew and dye a dress, she knows how to make strings from her sheep's wool and i've only watched like 3 of her videos??? most of us go to universities to learn only one of those skills??? what????",这个女人知道如何做任何事情。她知道如何觅食，做饭和保存食物，她知道如何用竹子制作美丽的家具，她知道刺绣，她知道如何缝制和染色，她知道如何用绵羊的羊毛制作弦看着她的3个视频？？？我们大多数人都去大学学习其中一种技能？？？什么？？？？
