,cid,votes,含cook,含cook中文翻译
22639,UgyASWejBaqg5M32ITB4AaABAg,1,"who can find the wife of xiande? her value is far better than jewelry. her husband trusted her and lacked anything. she was beneficial to her husband in her life. she was looking for wool and fine numbness, and she made his own clothes happily. she seemed to be a merchant ship, which was transported from a distance. tian weibai got up, prepared food for the whole family, and assigned maids to do housework. she chose nakada to buy it and make money to plant vineyards. she is energetic and her arms are powerful. she is well versed in business, and her lights will not turn off at night. she holds a roller and holds a spinning hammer. she is happy to help the poor and reach out to help the hardships. she is not worried about her family because of snow, because the whole family is wearing zhu hong warm clothes. she sews embroidered blankets for herself and made clothes with fine numbness and purple cloth. her husband sat with the local elders at the gate of the city and was respected. she sewed thin hemp clothes for sale, and made a belt to a businessman. she was full of power and honor, and she greeted the future with a smile. what she said was wisdom, and her training was full of love. she cooks all the housework and never eats her leisure. her children stood up and blessed her. her husband also praised her, saying, ""there are many women in the world, only you are unparalleled."" gorgeous is false, beauty is short, only women who fear the lord are worthy of praise essence
proverbs 31: 10-30 ccb
https://bible.com/bible/36/pro.31.10-30.ccb","谁能找到贤德之妻？ 她的价值远胜过珠宝。 她丈夫信赖她， 什么也不缺乏。 她一生对丈夫有益无损。 她寻找羊毛和细麻， 愉快地亲手做衣。 她好像商船， 从远方运来粮食。 天未亮她就起床， 为全家预备食物， 分派女仆做家事。 她选中田地便买下来， 亲手赚钱栽种葡萄园。 她精力充沛， 双臂有力。 她深谙经营之道， 她的灯彻夜不熄。 她手拿卷线杆， 手握纺线锤。 她乐于周济穷人， 伸手帮助困苦者。 她不因下雪而为家人担心， 因为全家都穿着朱红暖衣。 她为自己缝制绣花毯， 用细麻和紫布做衣服。 她丈夫在城门口与当地长老同坐， 受人尊重。 她缝制细麻衣裳出售， 又制作腰带卖给商人。 她充满力量和尊荣， 她以笑颜迎接未来。 她说的话带着智慧， 她的训言充满慈爱。 她料理一切家务， 从不偷懒吃闲饭。 她的儿女肃立， 为她祝福， 她的丈夫也称赞她， 说：“世上贤德的女子很多， 唯有你无与伦比。” 艳丽是虚假的， 美貌是短暂的， 唯有敬畏耶和华的女子配得称赞。 
箴言 31:10‭-‬30 CCB 
https://bible.com/bible/36/pro.31.10-30.CCB"
22697,UgwLGZr4TdOKyJ4CSoB4AaABAg,1,please subscribe to my moroccan cooking channel,请订阅我的摩洛哥烹饪频道
19317,UgxFXOqflytSElUNu2p4AaABAg.91yPVUSreiV91yQEAqkbuH,1,"australian guests can use haha ​​haha, didi hard work can cook that rabbit",澳客可用呵呵呵喔DIDI刻苦可以库克那个兔兔
28723,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g94SQDbIh9Nb,1,is she really cooking for two people,她真的为两个人做饭吗
28662,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g92PHDAcmyry,1,purslane is prone to poisoning and cooked as much as possible.,马齿苋容易中毒，尽量煮熟。
18098,UgwXuEqGOx1eEeW0C0x4AaABAg,1,"actually, she is not cooking, but doing art.",实际上，她不是在做饭，而是做艺术。
18239,UgzsHZsR0J2sPs3rcJV4AaABAg.92Z2Qf802hp92oCuPjG7gh,1,"@sometimesitdown hold on a sec, what you called the garbage? we do have good food in the north, do you know the lu of the four styles of chinese cook? have you even tried some real good restaurant in the north? duck of beijing, hot pot of north muslim, noodle in variable north style, the four northeastern simmerings ... not like those shitty recent restaurant you can find everywhere, those real traditional restaurants are always stay where they were, waiting for their regular clients",@SometimesItdown在SEC上保留，您称之为垃圾？我们在北部确实有美味的食物，您知道四种中国厨师的lu吗？您甚至在北部尝试过一些真正的好餐厅吗？北京的鸭子，北穆斯林的火锅，北方风格的面条，东北四个小火……不像那些近乎糟糕的餐厅，您可以在任何地方找到，那些真正的传统餐厅总是留在他们所在的地方，等待他们的常规客户
18242,UgzsHZsR0J2sPs3rcJV4AaABAg.92Z2Qf802hp92p4bU1ZxJO,1,@lucychan2822 food from the north are usually more hearty and dense so if you happen to have super wasp/vietnam-southasian-ish taste you prob won't enjoy those. but she cooks for her family--and what's the point of making modified pho or some psuedo og superfood bamboo salad when one could appreciate a good slurp of good ol' mifen? it's never about the food,@lucychan2822来自北方的食物通常会更加丰盛和稠密，因此，如果您碰巧拥有超级黄蜂/越南 - 南方风味，那么您可能会喜欢这些。但是她为家人做饭 - 当人们能欣赏好善良的好ol'Mifen时，做改良的pho或一些Superfood竹沙拉有什么意义？从来都不是关于食物的
28406,UgyjHPuS0rV1N6E30bJ4AaABAg,1,"""we don't want chopped fermented fingers"" 

....okay, thank you for noticing how average your subscribers' cooking skill","“我们不想切碎发酵的手指”

....好吧，谢谢您注意到您的订户烹饪技巧的平均水平"
18376,UgxPmXnMxuX18jpVmx14AaABAg.92VvW1qBVWT92bB-K2-sgd,1,"zhao huizi grew up with grandparents. grandpa is a chef, and zi ran's cooking skills should be learned from grandpa.",赵辉子柒跟爷爷奶奶长大，爷爷是厨师，子染的厨艺应该是跟爷爷学的。
21245,UgzEu6shTJG54BBe5954AaABAg.905dSTgaWAw905iXCy5ka5,1,you do the cooking. why do you need a wife? are you useless?,你做饭。你为什么需要妻子？你没用吗？
20942,UgwsDwpwAvTWmPNW3KF4AaABAg,1,i want a video where you cook a dog,我想要一个你煮狗的视频
20897,Ugwr2cnr3OMfk_f3BIR4AaABAg,1,she cooks these dishes solemnly ... but this is a good video.,她煮这些菜太重调味吧...但这是一个很好的视频。
19144,Ugyg-BpX8XbSNcOywlp4AaABAg,1,your food looks so good. it looks like you cook enough in a day for my family to eat all week.,你的食物看起来很好。看来您一天在我的家人整周做饭。
27661,UgzIiFrv0EtJbXUgxnt4AaABAg,1,"i like it. it's great to do dexterity, and it's really cool to cook and harvest ingredients.
natural sounds and music are also hearted. make it comfortable ...
everything is a meaningful process. i always see it well","我喜欢。敏捷非常好，烹饪和收获成分真的很酷​​。
自然的声音和音乐也令人心动。让它舒适...
一切都是有意义的过程。我总是看得很好"
26255,Ugwtesf_3vVe4uZDqYx4AaABAg,1,"actually, i don't understand, but yaudh, that's all. the cooking is auto weird but it looks delicious",实际上，我不明白，但是，仅此而已。烹饪很奇怪，但看起来很美味
20672,UgxyB4PKB3MnCkizZFl4AaABAg,1,"looking at the cooking, the more hungry, the more you look. essence essence",看子柒做料理，越看越饿。 。 。
31118,Ugzo2A4ywz8Rdfq5UOJ4AaABAg,1,fuhh this delicious ... bt cooking chili fat + cow stomach ...,fuhh这个美味... bt烹饪辣椒脂肪 +牛胃...
19347,UgzEkgrnLszQj5tIMKx4AaABAg,1,"i like this new concept of cooking video, so calming, got a bit of story too",我喜欢这个新的烹饪视频概念，所以平静，也有一些故事
19524,UgwcCteS1V6Pqy5Dyyh4AaABAg,1,so good. cooking everything.,太好了。烹饪一切。
27412,UgyIgnsr_bm6jQ82OgF4AaABAg,1,that's my favorite .. my mohter cooked it with coconut milk and some native chicken in it . soooo delicious,那是我的最爱..我的Mohter用椰奶和一些本土鸡肉煮熟。太美味了
27411,UgyYWOcR_2M8hTeCj0R4AaABAg,1,that's my favorite .. my mother cooked it with coconut milk and some native chicken in it . soooo delicious!!!,那是我的最爱..我的母亲用椰奶和一些本土鸡肉煮熟。太美味了！！！
26299,UgzvWBuctUAaTmbH2-t4AaABAg,1,"i love your cooking
you are the best
","我喜欢你的烹饪
你是最棒的
"
20610,UgzNSiPngHqtzdQf_FJ4AaABAg,1,"what an adiment cook, very cute. i would love to know her.",多么可爱的厨师。我很想认识她。
19929,UgxyvgGJedtoZuG99Xh4AaABAg,1,it's been long now i'm stuck on youtube......seen soo many cooking channel....first time watching this....this is the best... love it,现在已经很久了，我被困在YouTube上...看到了很多烹饪频道。
27188,Ugz2TFw1TyLKT5ck9DB4AaABAg,1,you really have good time management when you're cooking,做饭时，您确实有很多时间管理
27089,UgwJiVMvwJb2JukqHcV4AaABAg,1,"that soft bamboo was familiar here in cebu philippines, that was my mother sailing at public market. 
so proud.
i love the way u cooked.","那个软竹在菲律宾宿雾很熟悉，那是我的母亲在公共市场上航行。 
如此自豪。
我喜欢你烹饪的方式。"
26309,UgyAVFWe7lw2xuQgrDB4AaABAg,1,can’t imagine a life where all your day revolves around gathering & cooking food.,无法想象一整天都围绕收集和烹饪食物而旋转的生活。
20514,Ugycb1gQKD2-K9Q5-Ft4AaABAg,1,i love the way you cook for you and your grandma ❤,我喜欢你为你和你的祖母做饭的方式❤
20197,UgwSRCt7SIMPK_GrSNZ4AaABAg,1,you cook like a great artician. wow. i can learn alot of recipe where no oil is used on your channel.,你像一个伟大的艺术家一样做饭。哇。我可以学习很多食谱，其中您的频道上不使用油。
26845,UgzVm5j7MXUJ_xcWLaN4AaABAg,1,i am hungry just by looking at her cook!,我只是看着她的厨师就饿了！
17762,Ugx9Q2tr8-wCzJJinfZ4AaABAg.92gw10MKfvC92lpZ-eBtJq,1,in fact. in china. female always cook with her ownself. so chinese women much good at cooking. i sincerely hope that you could taste chinese food by hand-making,实际上。在中国。女总是自己做饭。因此中国女性擅长烹饪。我衷心希望您可以手工品尝中国菜
21618,UgwNYKWncE0UAAnbDt94AaABAg,1,"i like this way to show the cooking lessons : beautiful garden , beautiful vegetables, beautiful young (?) woman in a beautiful traditional old house of nowhere in china...
a lot of work for this inspiring videos- this is living museum !
how many gardeners,designers, and the film -team of the scenario are busy for one video?
but it doesn't matter, we love you, making us dreaming !
thank you","我喜欢这样展示烹饪课的方式：美丽的花园，美丽的蔬菜，美丽的年轻（？）在中国美丽的传统老房子里...
这部鼓舞人心的视频很多工作 - 这是活博物馆！
一段视频忙于有多少园丁，设计师和电影团体忙碌？
但这没关系，我们爱你，让我们做梦！
谢谢"
17577,Ugwys5uGYJng3aj99o94AaABAg,1,im indonesian...i have been cooking like this 20 years ago....nice..,我的印度尼西亚人...我20年前一直在做饭。
29279,UgwrUAmDSDSVgEomKzt4AaABAg,1,good cooking,好烹饪
22675,Ugwguk6hsFZDXqlgDyF4AaABAg,1,she has a huge garden and so many ingredients to use. her cooking looks great and she barley even makes a mess! i'm jealous,她有一个巨大的花园和许多食材。她的烹饪看起来很棒，她的大麦甚至一团糟！我嫉妒
15753,UgyjLMSPU6TfyGdJSJl4AaABAg,1,"woahhh... the plant she is harvesting and cooking with the bean is called in french ""pourpier potager"" or "" purslane vegetable"" descriped as an ""invasive species"" for the occidental gardeners. but actually, it's a really good plant to eat for the taste and the fact that she contains lot of vitamin a, c and omega-3. check more about it ...https://www.nutrition-and-you.com/purslane.html",哇...她正在收获和用豆子烹饪的植物中，用法国“ popier potager”或“ cur菜蔬菜”作为西方园丁描述为“入侵物种”。但是实际上，这是一种非常好的植物，可以吃的味道，而且她含有大量的维生素A，C和Omega-3。查看有关它的更多信息... https：//www.nutrition-and-you.com/purslane.html
31080,UgxPB1b2wvNsm6JoRCB4AaABAg,1,"i like it when she casually walks and saw something then picks it up, cook it eat it.",当她随便走路看东西时，我喜欢它，然后捡起东西，煮它。
20034,UgwiMcIzBnJ1xRFEe3h4AaABAg,1,"take a min and showing respect to the camera man it's was peaks and editor with nature's pleasent music 's beautiful 
and her skills awesome 
literally i don't know what is she cooking but i love it it's finnaly superb","花一分钟，表现出对摄影师的尊重，这是高峰和编辑，大自然的音乐愉快的音乐
她的技能很棒
从字面上看，我不知道她在做什么，但我喜欢它，这是芬纳利的精湛"
16302,Ugzl1Ug6_M9YGguqjaV4AaABAg,1,who thought she was going to catch and cook that frog?,谁认为她要捉住那只青蛙？
22623,UgzN3SJspQaqPPiDgRV4AaABAg,1,her cooking tops any michelin star chef,她的烹饪最高
25994,UgwU0qILL5A6wjUegfp4AaABAg,1,the girl cooks so well ...,女孩做得很好...
22145,UgwzfWJ0xK7sizxPnXB4AaABAg,1,how can you spend all day cooking delicious food and not be fat,你怎么能整日烹饪美味的食物而不是胖
