,cid,votes,time,含hope,含hope中文翻译
34091,UgzAm_B8SJdiXw4ppTZ4AaABAg,0,3 years ago,hope to release many continuous videos,希望发布许多连续的视频
32972,Ugy1OGt8QG6sx_-kDmx4AaABAg,0,3 years ago,"i hope u both good health
thanks for d vids","我希望你们都健康
感谢D vids"
32391,Ugyu_7CW5BRQSCfFkc54AaABAg,0,3 years ago,i hope kids these days keep their culture alive like liziqi,我希望这些天的孩子像利兹基一样能使他们的文化活着
32954,UgxmwDjRR_CFEfjN3ax4AaABAg,0,3 years ago,"can someone tell me what is in those pots with the water seal? is it vinegar or oil or something that pickles the vegetable?


one of these days i hope to see her sharpen her magic cleaver. i've never doubted that she cleans the magic cauldron, but it was nice to see that included this time because i've wondered how she does it. if it is cast iron then just with water and a cloth i guess.","有人可以告诉我那些带有水封的锅里有什么？是醋还是油，还是腌植物的东西？


这些日子之一，我希望看到她锐化了她的魔力。我从来没有怀疑过她清洁了魔术大锅，但是很高兴看到这次包括，因为我想知道她是怎么做到的。如果是铸铁，我想只是用水和一块布。"
32953,UgzrtarIPkMtOlWsgoF4AaABAg,0,3 years ago (edited),"i from vietnam
liziqi
hope you have vietnamese subtitles ...","我来自越南
liziqi
希望您有越南字幕..."
32891,UgxN7NFGjJrEc7efRWd4AaABAg.8yUkoNRrTzC9EugBE8fOoZ,0,2 years ago,"https://youtu.be/mrg92zrwkeg


i hope you guys enjoy this video","https://youtu.be/mrg92zrwkeg


我希望你们喜欢这个视频"
32890,UgxN7NFGjJrEc7efRWd4AaABAg.8yUkoNRrTzC95Xg_UwuyeX,0,3 years ago,"my wife spend more than 3.00 hrs day watching her videos . she is very strong girl , peace , talented and hope of everyone . let’s inspire her for more videos .",我的妻子花了3.00多小时的日子观看她的视频。她是非常坚强的女孩，和平，才华横溢，所有人的希望。让我们激发她的更多视频。
32496,Ugz_iUc-s6f8Aua8b4p4AaABAg,0,3 years ago,hope this cmt in 5 years will be 10 likes,希望这个CMT在5年内将是10个喜欢
32430,UgyeIAHATmtDjaRkO2x4AaABAg,0,3 years ago,"from australia, videos i like ziran very much have not eaten pure snail powder for thirty years. sometimes they look at the picture. i hope to return to china to have the opportunity to visit the vegetable garden of ziran very much like that natural beauty",来自澳洲，很喜欢子染的视频三十年没有吃上纯正的螺蛳粉有时候会看图解馋。希望回国有机会到子染的菜园参观很喜欢那天然的美
30333,UgxlD7F4LIADR8nw3Xx4AaABAg.8yVezNp8yw394nw9eftc_0,0,3 years ago,i hope it stay that way,我希望它能保持这种方式
30201,UgxRZVYv2mpT_pHEdYh4AaABAg,0,3 years ago,"thank you for the sub titles. you must have a lot more people there to eat other than the 2 of you. who all lives with you? i read somewhere that your brother does all the camera work now, so that is 3 of you i guess. love all the videos and hope you are enjoying doing them. may god bless you and help you to continue to be a success making your videos.",谢谢您的子标题。除了你们两个人以外，您必须有更多的人吃饭。谁和你一起生活？我在某个地方读到您的兄弟现在都可以完成所有相机的工作，所以我想是3个。热爱所有视频，希望您喜欢做。愿上帝保佑您，并帮助您继续成功制作视频。
26112,UgxJ2HA0LVD2VC53EcN4AaABAg,0,3 years ago,hope admin let the words slow down,希望管理员让单词慢下来
27152,UgxGnOJ62HVJLy4hvf14AaABAg,0,3 years ago,"i am an arab from iraq, and i love a videos that you wish to come to china, and i hope that i know that i know that you are understanding of it, but i wanted to give my opinion",我是来自伊拉克的阿拉伯人，我喜欢您想来中国的视频，我希望我知道我知道您对此有所了解，但我想发表意见
27909,UgwRSUykyt0pGOPH2kt4AaABAg,0,3 years ago,i honestly hope she doesn't live in or near hong kong right now,老实说，我希望她现在不住在香港或附近
27499,UgwllkIXJnBpe1sA3zx4AaABAg,0,3 years ago,"vietsub did not have any mind, the paragraphs needed sub, if not sub, the paragraph without the need to add their words to the voice is also not suitable. i hope the vietsub person to convey the message of the video owner wants to convey in a more serious voice.",Vietsub没有任何思想，这些段落需要的段落，即使不是子，如果不需要在声音中添加单词的情况也不适合。我希望Vietsub的人能够传达视频所有者想要以更严肃的声音传达的信息。
27343,UgzuYH9KxDIxUP_x0ip4AaABAg,0,3 years ago,i like how cooking .. everything so healthy. hopefully we all eat like this.,我喜欢烹饪方式..一切都那么健康。希望我们都这样吃。
27301,UgzmpVnu9k5Buyyg1qN4AaABAg,0,3 years ago,"my mood hasn't been really good because i've been under stress but watching your videos puts my heart at ease and soul at rest, much love to you and granny and i hope the both of you stay happy and healthy ❤",我的心情并不好，因为我承受着压力，但是观看您的视频使我的心放心，对您和奶奶的爱心，我希望你们俩都保持快乐和健康❤❤
27271,UgxgRya8xssfyZNNHmR4AaABAg,0,3 years ago,"crazy, i hope to live a joyful place ❤️",疯狂，我希望生活一个快乐的地方❤️
27170,UgykaC_KRF2At6YWcHh4AaABAg,0,3 years ago,what a beautiful life you have i hope to allow me to visit you i love you very much,我希望我有多么美好的生活，让我拜访你，我非常爱你
26861,Ugy01FkVi0l5RBQBLLF4AaABAg,0,3 years ago,"tch that grandma is quite enjoying the food . she is very lucky to have you.
i hope ur video encourage lazy bugs like us to use and protect our nature for living.","TCH表明奶奶非常喜欢食物。她很幸运能拥有你。
我希望您的视频鼓励像我们这样的懒惰虫子使用并保护我们的天性以生存。"
28153,UgzHJO9eykEEX2h-dFZ4AaABAg.8y_CxyOpap58yhFrshvpxX,0,3 years ago,"everyone is good. the three castles are known. friends well, be proud of his three castles. jealous of all the good results good heart, light, leading to all steps, only hope self -success the scope of pride in every step has come. life is as good as you are, from selfishness, hahahaha.",每个人都很好。三个城堡是众所周知的。朋友好，为他的三个城堡感到自豪。嫉妒所有好的结果良好的心，光明，导致所有步骤，只有希望自我 - 成功每一步的骄傲范围已经到来。从自私，哈哈哈哈哈，生活和你一样美好。
26795,UgxnlvpoypD3LY7SMzx4AaABAg,0,3 years ago,"english is really common words in the world, and praise for chinese shows is all english. when can chinese have such influence? intersection i hope that in my lifetime, i can see a day when the people of the world speak chinese!",英语真是世界通用言语， 对中国节目的赞美用的都是英文。 中文什么时候能够拥有这样的影响力？！ 希望在我有生之年能够看到世界人民都说中文的一天！
26659,Ugyd-xHUcbYklWChnRd4AaABAg,0,3 years ago,"seeing grandma, i miss my grandma too. i hope grandma is healthy and healthy",看到奶奶，我也想念我的奶奶。希望奶奶健健康康快快乐乐
26283,UgxV1mtjmccRZ7Q-zxF4AaABAg,0,3 years ago,hope i can marry her,希望我能嫁给她
26233,UgzreHEVhcuJqF0iKKR4AaABAg,0,3 years ago,"the younger sister has worked hard, i hope there will be a gentle little brother in the near future to help you work together",小姐姐辛苦了，希望不久的将来有个温柔的小哥哥帮你一起干活
26166,Ugye4kVoWAHei7NtqTt4AaABAg,0,3 years ago (edited),"i'm curious on how these shots are established and edited. do you have someone helping you out? because if you're doing it all alone, wow. you must be a perfect woman to me. jk very delicate and nature centered. beating food network and other food channels i know which wastes their food sometimes. hope you continue to make videos like this til you have kids or special someone, ziqi. hi to your grandmom too.",我很好奇这些镜头是如何建立和编辑的。你有有人帮助你吗？因为如果您一个人这样做，哇。对我来说，你一定是一个完美的女人。 JK非常细腻，自然集中。我知道有时会浪费食物网络和其他食物频道。希望您继续制作这样的视频，直到您有孩子或特别的人，Ziqi。嗨，你的祖母。
26123,Ugw5eBM4j_zuzSEflhx4AaABAg,0,3 years ago,"listening to the news reports of the earth and stone flow in wenchuan county, sichuan, it seems to be your neighboring county. i hope everyone is good.","听新闻报导四川汶川县土石流,好像是妳们邻县,希望大家一切安好。"
28083,Ugx8NEAKKagdbsS9Ag14AaABAg.8y_SP_6mV8X8yaQBCIu2Iz,0,3 years ago,@franzpeters3824 i hope she could,@franzpeters3824我希望她可以
28204,Ugwqh3TmxjfY1iBd0FZ4AaABAg,0,3 years ago,i don't know which you have sub for vietnamese. but i hope you don't know chinese or leave it. k need to be inserted into related customers and losing the emotions of the viewer like that. :),我不知道您有哪个越南人。但是我希望您不要知道中文或离开它。 K需要插入相关客户，并失去观众的情绪。 :)
30070,UgylRiFzwPFV2BUEC2t4AaABAg,0,3 years ago,"two women, grandmother and grand daughter are bringing traditional sichuan life to the entire world. i hope the chinese people are aware and recognise the great contribution women and girls have made for their families and their nation throughout their history, because there has been appalling disrespect for girls during the one child policy. this is why 30 million men cannot find a wife, due to the widespread selective abortion of infant girls. can the chinese people now see the value of women?",两个女人，祖母和大女儿正在为整个世界带来传统的四川生活。我希望中国人民意识到并认识到妇女和女孩在整个历史上为自己的家人和国家做出的巨大贡献，因为在一个儿童政策中，人们一直对女孩感到不尊重。这就是为什么3000万男人由于堕胎的婴儿堕胎而找不到妻子的原因。中国人现在可以看到女性的价值吗？
29216,UgxmyjY5NAcxGytaWFB4AaABAg,0,3 years ago,"i like this (most seem to obvs), however i wonder how contrived/ set up this all is ..she is clearly going for the mysterious lady/ harry potter (in asia) 'school of cooking' vibe. i hope the dog isn't eaten - thats what they do in china (+ a few other parts of the world) - torture and kill dogs, to eat them (an insult to the intelligent reason why humans bred them in the first place, for companions, as hunting dogs and now as guide dogs for the blind and to sniff out drugs and bombs at airports).",我喜欢这个（大多数人似乎很明显），但是我想知道这一切的人为/设置是多么的。我希望那只狗不要吃掉 - 那就是它们在中国（+世界其他一些地方）所做的事情 - 酷刑和杀死狗（侮辱他们的聪明原因，为什么人类首先将它们繁殖了，对于同伴，作为狩猎狗，现在是盲人的导犬，在机场嗅出毒品和炸弹）。
