,cid,votes,time,含amazing,含amazing中文翻译
22021,UgyWNsPaaz-pg_ic_xR4AaABAg,0,3 years ago,"to think that she can do anything, wander in the wilds but still have that flawless skin. 
me:where is the justice? 
but i salute you for all your recipe.. it's amazing to live in your place full of vegetables.","认为她可以做任何事情，在野外徘徊，但仍然有完美无瑕的皮肤。
我：正义在哪里？ 
但是我为您的所有食谱致敬。"
24522,UgwC2hv7LGO0NbcNYeJ4AaABAg,0,3 years ago,"she's get anything without money, amazing, you are true sinderela",她没有任何钱，令人惊讶，你是真正的sinderela
22208,UgxZXrasK2bd9sx1aZp4AaABAg,0,3 years ago,omg i love this show you guys do such a good job! and the food .. looks amazing!,天哪，我喜欢这个节目，你们做得很好！和食物..看起来很棒！
24292,UgwnZRFg8_TGjO1A2Y94AaABAg,0,3 years ago,amazing!!! ❤️,惊人的！！！ ❤️
22171,Ugxy-gPS3zTaBWk_ZmN4AaABAg,0,3 years ago,you are amazing and an inspiration,你很棒，灵感
24381,UgygtQUvhIWzasY7HFt4AaABAg,0,3 years ago,"looks amazing 
but all that work
who has time","看起来好赞
但是所有的工作
谁有时间"
24391,UgzK1rRQn19EHAFC-BR4AaABAg,0,3 years ago,amazing video,惊人的视频
22036,UgxXl31TMbEq505tVsx4AaABAg,0,3 years ago,so amazing yet so peaceful...,如此神奇，却如此和平...
22157,UgxfFOD9SnKcrLhKXMN4AaABAg,0,3 years ago,it's amazing,这真是太神奇了。
22120,Ugz5coeGFD1yRoQHGVt4AaABAg,0,3 years ago,your amazing,你的惊人
22048,UgzciFjA6fFivG0BGLp4AaABAg.9-GrqKGmDIu9-a8sRG-eH1,0,3 years ago,so amazing,如此惊人
22060,UgyGGRxlA2u2qga-17d4AaABAg,0,3 years ago,i am amazed at your skills and life. i wish that i could learn from you. it's what i can only dream of. living from the produce of the land and being able to make all the things you do is amazing. wish i could taste what you make and learn to make it myself. wow!!!!!,我对您的技能和生活感到惊讶。我希望我能向您学习。这就是我只能梦dream以求的。从土地的农产品中生活并能够制造出您做的所有事情真是太神奇了。希望我可以品尝您的制作并学会自己制作的东西。哇！！！！！
24475,Ugxs6A8fEjBS7bNgzW14AaABAg,0,3 years ago,she's so amazing,她太神奇了
22089,UgzNGXoN8UI0QDwOYwl4AaABAg,0,3 years ago,fulan girl is so amazing 子,福兰妹子好厉害
23413,UgzfGa-dnSARbuWX3EZ4AaABAg,0,3 years ago,you are amazing,你很棒
24288,UgwWPdrazAiT8I9ZfCh4AaABAg,0,3 years ago,hi queen liziqi . you still amazing me . how is your grandma ? l hope she is well and you too . i wish to have your address in china if it possible . please accept my best wishes .,嗨，liziqi女王。你仍然很棒。你的祖母怎么样？我希望她也很好，你也是。如果可能的话，我希望在中国有您的地址。请接受我的最良好的祝愿。
23219,UgzHbBZgd-8NkyTgi9B4AaABAg,0,3 years ago,amazing food,惊人的食物
23099,UgyFAkUgA_HyUJpVRdB4AaABAg,0,3 years ago,"this artisan and chef is amazing! but one small comment i would have is that i wish that the instructions would linger on the video much longer than they do. i have had to replay it three times each time some instruction flashed up on the screen to be able to read the instructions. i would request that any future video let linger at least for 10 seconds whatever instruction was given or whatever instruction is necessary to construct these beautiful and, i'm assuming, wonderfully delicious dishes.",这个工匠和厨师很棒！但是，我希望的一个小评论是，我希望这些说明在视频上会持续得多。每次在屏幕上闪烁一些说明以能够阅读说明时，我都必须每次重播三次。我会要求任何未来的视频都允许任何指令至少徘徊10秒钟，或者任何需要的任何指示都可以构建这些美丽的菜，并且我假设美味的菜肴。
23108,Ugx_VWqA4ugIEGsnXzR4AaABAg,0,3 years ago,wow amazing place to live.,哇，居住的地方。
23742,UgyoU4RyGaaiTlIbla14AaABAg,0,3 years ago,amazing place.. this place is more than paradise.,惊人的地方..这个地方不仅仅是天堂。
23134,UgwYES_WQpLgRjKQKKJ4AaABAg,0,3 years ago,you are amazing. your grandparents are blessed by you.,你很棒。你的祖父母得到你的祝福。
23136,UgzQTaeF8lzYehbwyAh4AaABAg,0,3 years ago,this girl is so amazing,这个女孩太神奇了
23731,UgxGkA6SigRoge5Q6JF4AaABAg,0,3 years ago (edited),"you are such an amazing woman. i'm so amazed i can't even believe this could possibly be real. right in the middle of making her soup she has to walk out into the environment, then find the particular ingredients she needs and and then she has to extract them from the earth which takes time, and then she has to bring them all the way back to her house and and then she has to wash them and prep them and then she has to wash her hands which they also don't show on camera and all this time the fire is still cooking the rest of the ingredients while she's doing all this. i don't see how this could be possible. if you add up all the time it takes to do that it would seem that the food would have been long boiled away. but in the next camera shot it appears as though she's only been gone a few minutes. i still think she is the most amazing woman i've ever seen though.so much talent and knowledge at a young age.your culture is very very beautiful in your home too. everybody should try to live their life like you do. thank you for sharing with us.",你真是个了不起的女人。我很惊讶，我什至不敢相信这可能是真实的。就在做汤的过程中，她必须走进环境，然后找到所需的特定成分，然后她必须从地球上提取它们需要时间，然后她必须将它们一路带回到她的房子，然后她必须洗净并准备它们，然后她必须洗手，这些手也不在相机上显示，而这一切都在做所有这些时仍在烹饪其余的食材。我看不出这是怎么可能的。如果您所有的时间都需要做，那么似乎食物将长期沸腾。但是在下一个相机拍摄中，看起来她好像只有几分钟了。我仍然认为她是我见过的最神奇的女人。这很小的人才和知识。您的家中的文化也非常美丽。每个人都应该像您一样尝试过自己的生活。多谢与我们分享。
23550,UgxbQeqoTmsEoj2DMzV4AaABAg,0,3 years ago,freaking amazing true art so talented!!!!!,惊人的真实艺术如此才华！！！！
23246,UgwHvqFv0e4FLP1MI9d4AaABAg,0,3 years ago,did anyone besides me find the sound of the scraping of the wok very satisfying and calming. keep up the amazing work. thankyou.,除了我之外，还有人发现炒锅的声音非常令人满意和平静吗？保持惊人的工作。谢谢。
23044,Ugwp5srgK_AYO8G-mnR4AaABAg,0,3 years ago,the first time i saw your channel subscriber is amazing!,第一次看到你的频道 订阅人数很惊人!
23254,Ugx5VsnUwvV3aih37h14AaABAg.8znT4HyokJX9-Agf8wnYh0,0,3 years ago,@namevale8835 your logic is amazing.,@namevale8835 你的逻辑好神奇。
23520,Ugy3z6bEGRtxS0WIoWB4AaABAg,0,3 years ago,amazing beauti natural,惊人的美丽自然
23517,UgxkCOTG1G8TyUkkcPp4AaABAg,0,3 years ago,amazing video,惊人的视频
23288,Ugxe5e3fIautK1xmID14AaABAg.8zmp2MZnUA68zu3jY7_3yb,0,3 years ago,@michiko6114 she is amazing.,@michiko6114她很棒。
23365,UgyDIVdJwEdQtWK7if14AaABAg,0,3 years ago,i'm a new subscriber.. you amazing. i wish i can be a guest at your home and have a meal with you and grandma.,我是一个新的订户..你很棒。我希望我可以在您家中成为客人，并与您和奶奶一起吃饭。
23392,Ugy8NakTFx7bMlT_FKt4AaABAg,0,3 years ago,"amazing channel, professional video editing. best traditional food culture. if in indonesia the name is stir -fried bamboo shoots, many gluguts.",惊人的频道，专业视频编辑。最好的传统饮食文化。如果在印度尼西亚，该名称是搅动的，则有许多格鲁格特。
23433,UgwjmAhbZSdl79l2iml4AaABAg,0,3 years ago,liziqi is a talented women how does expect laziness. she walks long distances to get one ingredient. she is truely amazing,利兹奇（Liziqi）是一位才华横溢的女性，如何期待懒惰。她走很长的距离，得到一种成分。她真是太神奇了
23051,UgxVyYh2uGzQ9D0wXN94AaABAg,0,3 years ago,amazing video,惊人的视频
23029,UgyRHMdkg6XPvv6eVnF4AaABAg,0,3 years ago,i can't believe how amazing she is! i don't know anyone who is like her and i love her lifestyle and the beauty of where she is fortunate to live.,我简直不敢相信她有多神奇！我不认识任何像她这样的人，我喜欢她的生活方式和她幸运的生活的美丽。
24157,UgybRfDS6msBrx045094AaABAg,0,3 years ago,amazing nutritious food. for healthy living,令人惊叹的营养食品。健康生活
24018,UgwgmNmlqiq1d-BlUep4AaABAg,0,3 years ago,what an amazing lady. love her videos. thank you. xiexie.,多么了不起的女士。爱她的视频。谢谢。 Xiexie。
22326,Ugz1v3Wt2otggC45u9x4AaABAg,0,3 years ago,"ziyi, your kung fu is really amazing to pick bamboo shoots on the mountain first and catch a bowl of flour to catch a bowl of flour. i think it took about 10 hours.",子柒 你这做菜的功夫真是厉害 先到山上采竹笋 又到河边捉田螺 一碗面粉我看 大概花了你10个小时吧
22459,UgyjykOrwUvPnL_8wtZ4AaABAg,0,3 years ago,amazing women raising amazing woman! when she has children her daughter will be as great as her!,令人惊叹的女人抚养惊人的女人！当她生孩子时，她的女儿会和她一样出色！
24154,UgzogPDRSi9y4z_Ap9x4AaABAg,0,3 years ago,so amazing! makes me want to marry her,如此惊人！让我想嫁给赫尔
22541,Ugx8_O49UTxl0fWvv0F4AaABAg,0,3 years ago,"when she wash and prepare the ingredients or veges or whatever, she washes every single of them, so full of patience and never cut corners. amazing quality person",当她洗净并准备成分或蔬菜或其他任何东西时，她洗净了其中的每一个，都充满了耐心，从不弯曲。惊人的质量人
24122,UgwwvmXREZPu7eaWH5N4AaABAg,0,3 years ago,"thank you for putting more subtitles, i love your videos and the knowledge i pick up from them is amazing. wishing you and grandma health and happiness",感谢您发布更多的字幕，我喜欢您的视频以及我从图标中拿出的知识真是太神奇了。祝你和奶奶健康和幸福
23403,Ugys54iUj9TTs_NqgDB4AaABAg.8zk0PxB5igA90_c8RLjmr1,0,3 years ago,u need to go outside see the incredible amazing world instead of staying home and just play the game,你需要出去看看令人难以置信的惊人世界，而不是呆在家里，只是玩游戏
24029,Ugw0wXj_FC-E3oFgR6Z4AaABAg,0,3 years ago,amazing,惊人的
24006,Ugw_xhcSM5xW7LlTRpR4AaABAg,0,3 years ago,"cooking is tradition culture in china,when poor age since no more food it's just for full, but when the property age, fancy food become life style...so long old history of china without interrupted, vast land, great people make food cooking to be elegant culture..amazing",烹饪是中国的传统文化，当时不再食物的年龄较差，这只是为了充满食物，但是当财产年龄，精美的食物变成生活时尚时……中国的历史悠久，没有中断，广阔的土地，伟大的人使食物烹饪成为优雅的文化。
22920,Ugwx4tLrYO9qXzNWAv54AaABAg,0,3 years ago,amazing,惊人的
22658,UgzaSJQQSQNCc55w2914AaABAg,0,3 years ago,amazing everytime!,每次都很棒！
22709,UgxI-mxuSV2jDd68KhJ4AaABAg,0,3 years ago,"her kitchen, with all the old fashioned tools and implements, the hand made baskets and bowls, the wood stove, is amazing. if someone made this exact meal in a modern kitchen it wouldn't look nearly as good.",她的厨房配有所有老式的工具和工具，手工制作的篮子和碗，木炉都很棒。如果有人在现代厨房里做这顿饭，看上去不会那么好。
22742,UgzscHv0YB_L_hhwaTF4AaABAg,0,3 years ago,amazing! thank you!,惊人的！谢谢你！
22761,UgzgaWlheGfKr8VRkeR4AaABAg,0,3 years ago,it’s amazing how you can eat off the land itself,您可以如何吃土地，真是太神奇了
22775,UgzP4LdNb9nwE6ET5CR4AaABAg,0,3 years ago,this woman is amazing!!!,这个女人很棒！！！
22815,UgxJkuFvQ6eCrz_byB94AaABAg,0,3 years ago,"i come for the amazing skills, but stay to see the super cute grandma",我来争取出色的技能，但请留下来看看超级可爱的奶奶
22898,UgyVNpQlw87JGO0oSYR4AaABAg,0,3 years ago,"it's amazing, versatile",好厉害，多才多艺
24041,Ugw6a7DyhGqTjk6V4c14AaABAg,0,3 years ago,you are amazing with nature. very good,你对大自然很棒。很好
27853,UgyaNLA_NdxoawMiUq94AaABAg,0,3 years ago,your world so amazing,你的世界太神奇了
24778,UgymSLCIUacMNeqKY3Z4AaABAg,0,3 years ago,this skill of making foods are amazing...,这种制作食物的技能令人惊讶...
32418,UgzDfNtaqjvaRQWWcp94AaABAg,0,3 years ago,so pretty where u live! u r amazing,你住的地方很漂亮！你很棒
31979,UgzJ4J1X5G8cm3utUG54AaABAg,0,3 years ago,you is a amazing women,你是一个了不起的女人
31826,Ugyow91mybUtYCweIkB4AaABAg,0,3 years ago,"you are amazing, the food is amazing , the scenery and the nature is amazing , lucky you",你真是太神奇了，食物很棒，风景和大自然很棒，幸运的你
31822,Ugz95ddgmagzhVDxsf94AaABAg.8yV4Y1wRvV58yVEhcZWjce,0,3 years ago,"too amazing
the scenery is beautiful ♡","太神奇了
风景很美♡"
31785,UgxDafX7du71V35PtE54AaABAg,0,3 years ago,"who, s unlike such a amazing video",谁，与如此出色的视频不同
31564,Ugzlq7NkYlb8btIcIfZ4AaABAg,0,3 years ago,amazing! i,惊人的！我
31462,Ugy1ALBsFRMdVOveNHt4AaABAg,0,3 years ago,"amazing chanel,, i love u",令人惊叹的香奈儿，我爱你
31455,Ugx44ISasdzWA7C9A6R4AaABAg,0,3 years ago,"an hour of click through rate breaking a million, that's amazing",一个小时的点击率通过打破一百万的费率，这太神奇了
31436,Ugybf7BhCOB-c5Dl6SZ4AaABAg,0,3 years ago (edited),"the abundance of food, clean water and natural beauty is amazing. i love that she only takes what she needs and leaves the rest to replenish. you can tell that the people in this area have been doing this for centuries since many of the trees in the country and even around her home are well established. her grandparents and great grands planted and left behind so much and she is continuing that tradition. plant trees and care for your planet people!",丰富的食物，清水和自然美景令人赞叹。我爱她只拿走了自己的需求，然后离开其余的东西来补充。您可以说，这一地区的人们已经这样做了几个世纪，因为该国的许多树木甚至在她家附近都建立了良好的树木。她的祖父母和曾孙们种植并留下了很多东西，她一直在继续这一传统。种树，照顾你的星球人！
