,cid,votes,time,含like,含like中文翻译
18944,UgxLNsP-0aqASJwOqrN4AaABAg.92Cl3k4IWNV92dtnfWPVcq,0,3 years ago,"haoyu pan is not the master, how do you feel like he is working as a long job?",haoyu pan 不是当家作主了嘛，怎么感觉还是在当长工呢
18965,UgxdEc2UBqWwM2FDK054AaABAg.92CFxZwfenV92X4RNVutBT,0,3 years ago,why do foreigners like li ziqi so much,为什么老外这么喜欢李子七
18976,UgxdEc2UBqWwM2FDK054AaABAg.92CFxZwfenV94AOAA1fDJ3,0,3 years ago,@user-tj4qy3ls8h there are a number of videos analyzing why people of the world like ms. li's clips. watch them.,@user-tj4qy3ls8h有许多视频分析了为什么像李女士的剪辑那样的世界人们。看他们。
18977,UgxdEc2UBqWwM2FDK054AaABAg.92CFxZwfenV94AOtR8eRWU,0,3 years ago,@yvan4010 ...my comment interrupt you. can be improved like this ....my comment bothers you. i have been using spoken and written english for 52+ years and my family is in north america. the best way to sharpen english skills is to live in an english speaking environment. i left asia at age 37.,@yvan4010 ...我的评论中断了你。可以这样改善。...我的评论困扰着你。我已经使用口语和书写了52年以上，我的家人在北美。提高英语技能的最佳方法是生活在英语环境中。我37岁就离开了亚洲。
18979,UgxdEc2UBqWwM2FDK054AaABAg.92CFxZwfenV94FYXac35z1,0,3 years ago,"@yvan4010 spelling: i live in ch... not i 'leave' in ch...anyone who would like to improve is a good person. english and foreign languages are a habit. i tell my students to listen to and record (possibly in a digital voice recorder) short clips so that repeated listening is possible. know the meaning of what you are listening to. open your mouth and imitate/speak. see the printed text corresponding to the sounds (see and hear at the same time). depending on your age; the younger the easier to pick up a language. i studied languages at university back in the 1970s. u can hear me talk if u find 'information for viewers interested in canada' on youtube. best wishes to you, folks and colleagues.",@yvan4010拼写：我住在ch ...不是我在ch上离开...任何想改善的人都是一个好人。英语和外语是一种习惯。我告诉我的学生聆听和录制（可能是在数字语音录音机中）的简短剪辑，以便重复聆听。知道您正在听什么的含义。张开嘴，模仿/说话。请参阅与声音相对应的印刷文本（同时参见并听到）。取决于您的年龄；年轻的语言更容易。我在1970年代在大学学习语言。如果您在YouTube上找到“对加拿大感兴趣的观众的信息”，您会听到我的话。祝您，伙计和同事们最良好的祝愿。
18993,UgxF9y6_CAK172vsmaN4AaABAg,0,3 years ago,"i'm from mainland of china.i used to suspected her video was just a show till i lived like her for a month(last december) and knew her story.the feeling from deep inside remind me where i from,a small peaceful countryside.unfortunately,i can't lived this way totally in present era.i hope it will come true when i retired",我来自中国大陆。我曾经怀疑她的视频只是一个节目，直到我像她一样住了一个月（去年12月），并知道她的故事。从内心深处的感觉使我想起了我从哪里，一个小的和平的乡村不幸的是，我不能在当今时代完全生活。我希望我退休时会成真
18996,Ugwvka6sJU1vry0RFDp4AaABAg,0,3 years ago,i also like to eat snail powder!,叼鹏我也很喜欢吃螺蛳粉呢！
19048,UgyNWpNaUYMM6vIDitF4AaABAg,0,3 years ago,"my whole life still dreams of a life like this, where money is not all",我的一生仍然梦想着这样的生活，那里的钱不是全部
19052,UgyhSJHbnccPmF2NewB4AaABAg.928iIut82ru92Gd_quq0Xh,0,3 years ago,"hahaha, tell the truth, i don't like to eat the truth",哈哈哈 说实话我不太爱吃
19058,UgyhSJHbnccPmF2NewB4AaABAg.928iIut82ru92PKuJHeJb6,0,3 years ago,my wife is also ... i like to eat very much!,我老婆也是......很喜欢吃！
19060,UgyhSJHbnccPmF2NewB4AaABAg.928iIut82ru92RdUilZS_E,0,3 years ago,"@elenadeng257 you are teasing my brother, the odor comes from fermented sour bamboo shoots, which has a fart with the storage and transportation link. you are like saying that the smelly tofu in hunan is not smelly",@elenadeng257 你在逗我呢哥，臭味来自发酵的酸笋，跟储存运输环节有屁关系。你这就好比在说，湖南的臭豆腐不臭
19080,Ugxx0C0wczLWx2DIaoJ4AaABAg.928Ic4g69m392GBWbgbGWN,0,3 years ago,"@markorbit4752 i don't know were you ever in tunisia, they look more like arabic but you have a big real black population also there, and she is part of them. while on the other hand i have other two friends ( a married couple) natasha and herman who are born and raised in nigeria but they are white nigerians.",@Markorbit4752我不知道您曾经在突尼斯，它们看起来更像是阿拉伯语，但您也有很大的黑人人口，她是其中的一部分。另一方面，我有其他两个朋友纳塔莎（Natasha）和赫尔曼（Natasha）和赫尔曼（Herman）在尼日利亚出生和长大，但他们是白人尼日利亚人。
19081,Ugxx0C0wczLWx2DIaoJ4AaABAg.928Ic4g69m392GC8V_bpV2,0,3 years ago,"@user-ic9ir3lq8t hehehe i'm ready for the challenge 've tried and what i see, i like it very much.",@user-ic9ir3lq8t hehehe我已经准备好面对挑战。就目前而言，我尝试的是我所看到的，我非常喜欢它。
19116,Ugy9fL4HVAZQe3KIo5d4AaABAg,0,3 years ago,liziqi kinda looks like mina from twice,Liziqi有点看起来像Mina两次
19117,Ugzcmv6s-Nl5xgt-iNl4AaABAg,0,3 years ago,"someday i want to live a place like that,, so peaceful,, its amazing video!",总有一天，我想住一个这样的地方，如此宁静，它的令人惊叹的视频！
19122,UgwNc9g0gTIhaRZ0KIp4AaABAg,0,3 years ago (edited),"i like eating bamboo shoots so much...but never taken it direct from its growing place...so fresh! 


it's the first time i see the grandma relaxing herself by sitting on the swing...","我非常喜欢吃竹芽……但是从来没有直接从它的成长中拿走它……好新鲜！


这是我第一次看到祖母坐在秋千上放松自己..."
19142,UgzG2VeTI6B_JjSRzhV4AaABAg,0,3 years ago,i want to meet a girl like you,我想见一个像你这样的女孩
19159,UgwZgnxImto6ka4-g2V4AaABAg,0,3 years ago,i really like it. i want to sit and eat too.,我真的很喜欢。我也想坐下来吃饭。
18887,Ugy4k9-RPVdKVPcD-Ax4AaABAg,0,3 years ago,i am very curious about do these foreigners really understand? or do you just like this style?,很好奇这些外国人能否真的看懂？还是仅仅喜欢这样的风情？
18865,UgwxVjudZKBWhgUtEmd4AaABAg,0,3 years ago,"hi i am from indonesia. what she is doing is usual in my hometown. she just be herself i think, just like my people in urban area. and she is diligent to make her activity in a video. that's what different from me. keep good work sista li",嗨，我来自印度尼西亚。她正在做的事情在我的家乡往常。我认为她是自己的，就像我在市区的人民一样。她很努力地在视频中进行活动。那就是与我不同的。保持良好的工作sista li
18839,Ugws-cr34RVZokUlHr14AaABAg.92H4R5iQDP792haLpoIfVw,0,3 years ago,@oriolopocholo i wonder is it a common phenomenon that the west is filled with ppl like u who gets easily triggered by any kinds of materials that contain the word chinese? why and what are u ppl so afraid of? one of the facts that the west is losing its world dominance is because there are so many ppl like u who's still holding opinions in coldwar while the chinese are embracing the world. pathetic.,@orioleopocholo我想知道，西方充满了像u这样的ppl是一个普遍的现象，他们很容易被包含中文一词的任何种类的材料触发吗？为什么和你如此害怕什么？西方失去世界统治地位的事实之一是因为有很多像你这样的人，他们在中国人拥抱世界时仍在冷战中持有意见。可怜的。
18702,UgwIaGhldVCO9nGGZ3V4AaABAg,0,3 years ago,"as chinese, i have to live like them. but i would like to tell you that the real pastoral life has not shown much film in the film that idylle is not depressed in the film. there are many difficulties in the long -term, the long -term, which is brought into interference in the idol work of the inability to have adverse effects such as hump and lumbar effectiveness.",作为中国人，我必须像他们一样生活。但是我想告诉你，在电影中，真正的田园生活并没有在电影中显示太多电影中没有沮丧。从长远来看，长期存在许多困难，这会受到对无法产生诸如驼峰和腰部效力等不利影响的偶像工作的干扰。
18530,UgwFsgKBe50sBFkQ9xF4AaABAg.92TZpu48m6092dLZOMNFWP,0,3 years ago,"in short, li ziyi's video is beautiful. everyone likes, is the last word. ""like"" to li ziyi uppercase 给",总之，李子柒的视频很唯美。大家喜欢，就是硬道理。给李子柒大写的“赞”
18532,UgwFsgKBe50sBFkQ9xF4AaABAg.92TZpu48m6092gbCw5vfyT,0,3 years ago,"well, you can return to the countryside. do you know what you need to live like this?",额 苦逼 你可以回到乡村啊 你知道要过这样的生活 你需要什么吗 首先要有钱 不然你过给我看看
18546,UgzhnFj6z_UDfhpY1Tt4AaABAg,0,3 years ago,let me know why you like her so much. i am curious.,让我知道你为什么这么喜欢她。我好奇。
18549,Ugw4Ezjh6tBaYoDqvhB4AaABAg,0,3 years ago,to have a life like her is a blessing.,像她这样的生活是一种祝福。
18555,UgxScn8iSxTuE8w2jvR4AaABAg,0,3 years ago,"my dad used to live in the same rural area in sichuan china, and he told me many ways to cook like several staffs in this video, and i am able to make sour beans and sour bamboo root myself, learned from my dad. there are still many chinese ppl living in that way, instead of nice, peace, organic, deliciousness shown in this video, that's really hard working and way too difficult in real life.",我父亲曾经住在中国四川的同一个农村地区，他告诉我多种方式像这段视频中的几个员工一样做饭，我能够自己制作酸豆和酸竹根，从我父亲那里学到。这种视频中仍然有许多中国人的生活，而不是善良，和平，有机，美味，这在现实生活中确实很难工作，而且非常困难。
18579,UgzbZu2tKmVWEk6vp_h4AaABAg,0,3 years ago,"no idea what's going on, but it seems like she is wasting alot of it.",不知道发生了什么事，但似乎她正在浪费很多。
18627,Ugw-4ZcCGQMb7Of6XvF4AaABAg.92QSySm3B1D92inBDg9Kn-,0,3 years ago,@alexandernorrie lmao i've stayed in china for 25 years and find ppl there were not so stupid like u,@alexandernorrie lmao我在中国呆了25年，发现ppl并没有那么愚蠢
18674,UgwxTgIsqvybnN6pe-d4AaABAg,0,3 years ago,am like her nonstop sometime has to tell me to stop,就像她不停的某个时候不得不告诉我停止
18703,Ugya-aAMjvLvKEoLWOl4AaABAg,0,3 years ago,"from the first like watching this channel 
like the way he cooks 
tough woman","从第一个开始，就像看这个频道
就像他做饭的方式
坚强的女人"
18823,Ugws-cr34RVZokUlHr14AaABAg.92H4R5iQDP792VkzKI9Vty,0,3 years ago,i dislike it cause i found dianxi xiaoge cooking is more cleaner that this one!!! lol,我不喜欢它，因为我发现dianxi xiaoge烹饪比这更干净！！！哈哈
18706,UgyOYAgAfXHVyNMuTol4AaABAg,0,3 years ago,"because google and youtube will block good news about china, there are so many 'dislike' in every video of liziqi. same situation as nathan rich's video and so on. hoping there are more and more people around the world come to china and seeking truth from fact, instead of believing western media without and doubt, world peace!",由于Google和YouTube将阻止有关中国的好消息，因此在Liziqi的每个视频中都有很多“不喜欢”。与内森·里奇（Nathan Rich）的视频相同的情况。希望世界上越来越多的人来中国，从事实中寻求真理，而不是毫无疑问地相信西方媒体，而是世界和平！
18739,UgxENFQ6yDqOwaLi4tR4AaABAg,0,3 years ago,the best thing is that her mother is living like the queen,最好的事情是她的母亲像女王一样生活
18743,UgyV7-3h-Z0UaLu1uI14AaABAg,0,3 years ago,"cute, i like your chanel",可爱，我喜欢你的香奈儿
18747,Ugw3bBQz_UjRsNcqgWR4AaABAg,0,3 years ago,"now that they build roads, buildings and infrastructures, living like this is incredibly luxurious!",现在，他们建造了道路，建筑物和基础设施，像这样的生活非常豪华！
18750,UgwiCcXYmQpCOhqa88l4AaABAg,0,3 years ago,"it's really fun to watch her youtube videos, giving knowledge recipes and how to process them ... i like it ... amazing",观看她的YouTube视频，提供知识食谱以及如何处理它们真的很有趣...我喜欢...很棒
18784,UgyxN8NkPrluaEVFJil4AaABAg.92IPdj2oXGD92T1JyWKmG6,0,3 years ago,i also like to eat snail lion powder. but the taste is really heavy. i have finished eating it once. i also went to the gym after taking a shower.,我也喜欢吃螺狮粉。但味道真重啊
18796,Ugyr0ZHB1XTN7FeekRF4AaABAg,0,3 years ago,life like this is a dream...god gave everything to survive easily but we make everything so difficult..such a peaceful life..so refreshing.,像这样的生活是一个梦想...上帝付出了一切容易生存，但我们使一切变得如此困难。
18804,Ugx8kD8pyy6qsOq0-SZ4AaABAg,0,3 years ago,01.37 i'm still literate to watch this. how beautiful the grandmother's life is .... is he the grandchild? it would be wonderful when i lived quietly in the village with a blessing of a child or grandchild like this woman,01.37我仍在识字观看。祖母的生活有多美丽。...他是孙子吗？当我以像这个女人这样的孩子或孙子的祝福悄悄地住在村庄时，这将是很棒的。
