,cid,votes,含love,含love中文翻译
27013,UgyJKoqLhmxxXRuA0W14AaABAg,2,"it's good to see the chinese way of life the old traditions of cooking and that super large garden called the jungle the scenery is breathtaking nearly as much as liziqi i have never seen such a beautiful , stunning , radiant and graceful looking woman as her even in her wellington boots when she walks through the jungle. she is china's snow white and i do not mean to offend you if you've seen the cartoon movie you know what i mean i love watching your videos it shows a life alot different to mine the film footage is clear and sharp to the eye.",很高兴看到中国的生活方式烹饪的古老传统以及那个被称为丛林的超级大花园，风景的刺耳景色几乎和liziqi一样令人叹为观止，我从未见过一个如此美丽，迷人，令人惊叹，辐射和优雅的女人，甚至像她一样当她穿过丛林时，她的惠灵顿靴子。她是中国的白雪公主，如果您看过卡通电影，我并不是要冒犯你，你知道我的意思是我喜欢看你的视频，它显示出与摄影镜头不同的生活，这对眼睛清晰而敏锐。
27130,UgyrOxHbqk1HLzt7fbd4AaABAg,2,hai i am indian...i love this video.. we are also make this type of food...but some changes..,hai我是印度人...我喜欢这个视频..我们也在制作这种食物...但是有些变化。
18233,UgzsHZsR0J2sPs3rcJV4AaABAg.92Z2Qf802hp92iKsl8hxIr,2,"@lucychan2822 if you do not like spicy food, i suggest you to try the food of guangdong or shanghai. china has so many great food, but as a chinese, i cant get used to some of them too. you need to find your love one.",@lucychan2822如果您不喜欢辛辣食物，我建议您尝试广东或上海的食物。中国有很多美味的食物，但作为中国人，我也不能习惯其中一些食物。您需要找到自己的爱。
18611,Ugw-4ZcCGQMb7Of6XvF4AaABAg.92QSySm3B1D92cbocOpMqD,2,"nationalism always finds its place and pride in patriotism, i may love china, but never because of communism or some certain regime, and the so-called great political leaders only exist in highlighted profile on tv or in books with perfect iamges, while in fact most chinese even don't know who are in charger as their local chief government ofiicers, let alone meeting them face to face, and everything about great leaders are from the elaborated official publicity, since no one is allowed to comment on them in a negative tone in china publicly. anyway, it's my personal experience, observation and perspectives based on my current decades of life in china. the point is that you can love or be in favor of some politicians or political ideology, but you can't represent all the population or force others to believe in only one political doctrine, for you can only stand for your ownself, while other people should have their rights to have their own sayings and stances at their free will.",民族主义总是找到自己对爱国主义的地位和自豪感，我可能爱中国，但从来没有因为共产主义或某些政权，而所谓的伟大的政治领导人只有在电视上或具有完美iamges的书籍中存在于强调的个人资料中，而实际上大多数中国人甚至都不知道谁是当地的首席政府，更不用说面对面与他们会面，而关于伟大领导人的一切都来自详细的官方宣传公开中国的语气。无论如何，这是我的个人经验，观察和观点，基于我目前在中国的生命。关键是您可以爱或赞成某些政治家或政治意识形态，但是您不能代表所有人口，也不能强迫他人仅相信一种政治学说，因为您只能代表自己，而其他人应该有权自由意志拥有自己的言论和立场。
22050,UgyWsWFWJwShely4YQB4AaABAg,2,"nature is really beautiful ...
after work ...
sit down and see the beautiful women ...
it's a kind of enjoyment ...
it is also a kind of supplement to refined food ...

thank you…
love you ...","大自然真美…
工作之余…
坐下来看看美女子之做…
是种享受…
也是种补充精食粮…

谢谢你…
爱你…"
14317,UgxxJYFFhXgEP2dFjel4AaABAg,2,i love how well she treats her grandmother ❤️,我爱她对祖母❤️对待的程度
3534,UgyEI2Sf0FUBE5oqc4h4AaABAg,2,i would love to live in such a place. i don't cook because no mg but living there. how gorgeous!!!,我很想住在这样的地方。我不做饭，因为没有毫克，但住在那里。多么华丽！！！
24835,Ugydw3_8zEX2-VTCzcF4AaABAg,2,"beautiful 
love from india","美丽
来自印度的爱"
9561,Ugx0WRGjt0H9DzC20UR4AaABAg,2,i love the songs of the vidios gives the feeling that we are in nature is already like is a moving is beautiful to live like that i love a lot of vidios teaches the living life,我喜欢vidios的歌曲给人一种感觉，我们在自然界已经像一个动人的生活一样美丽，就像我爱很多vidios一样，教导生活生活
21999,Ugx1S3F_HcEVF0Xfeox4AaABAg.9-JqhM84H-m904JxwyNd_F,2,"her grandmother planted the wonderful garden years ago on a family farm. such a wonderful gift that the children have kept the love for it. they are wealthy enough to abandon that life, but so much would be lost, no?",几年前，她的祖母在一个家庭农场种植了美妙的花园。如此奇妙的礼物，孩子们对此保持了热爱。他们足够富有，可以放弃那种生命，但会丢失很多东西，不是吗？
982,UgxjOeil4Ti0KsFr1N94AaABAg,2,wow what a healthy food i just loved it♥️,哇，我只是喜欢它的健康食品♥♥
9241,UgyiNUY9ElRSNXAR4_x4AaABAg,2,amazing beautiful nature living bamboo very famous in thailand too some of thai cuisine also the same as chinese cuisine and we have also china town in thailand alot of chinese people live in thailand i really love your video and it look so beautiful nature living god bless you,令人惊叹的美丽大自然活着的竹子在泰国也很有名的泰国美食也与中国美食相同，我们在泰国也有中国小镇，很多中国人都住在泰国
9474,UgxnVwLkek_PBUQF8Pp4AaABAg,2,"i love ๐จ๐ณ๐จ๐ณ๐จ๐ณ๐จ๐ณ๐จ๐ณchinese girl liziqi and she lives in her grand parents home with her grandmother and see misses her nuclear parents and i wish to live with chef liziqi and her farm is good and live in farm, house",我爱
35241,UgwO5cC7U2V09aqnbON4AaABAg,2,lots of love from india.,来自印度的很多爱。
24656,UgwselWmk2_2mtGLqWF4AaABAg,2,love from pakistan're doing absolutely amazing work!,来自巴基斯坦的爱，您的工作绝对了不起！
15177,Ugy3U-gGiL1C0TtnRm14AaABAg.93ULr6X7Gdu93ZX9V1alXl,2,@taetaeahgase7137 it means purpose of being when you find the flow in work which u love without getting bored or tired. for more details please check on google,@taetaeahgase7137意味着当您发现自己喜欢的工作流程而不会感到无聊或疲倦时。有关更多详细信息，请检查Google
10046,UgzLsJGiry0dWwH7Crd4AaABAg,2,"wonderful, tasty, healthy food.. so eyecatching... love every single food she cooks..",美味，美味，健康的食物。
15221,UgyHSygsZ08zbdjs8E14AaABAg,2,i love this life so much....!!!!❤️❤️❤️❤️❤️❤️❤️❤️❤️,我非常喜欢这个生活。
31258,UgxQaj5c4vJGA_jJm654AaABAg,2,she treats her granny with love and passion god bless,她用爱与激情对待她的奶奶上帝保佑
14351,Ugz8N3OK0QLpRqYYWSN4AaABAg,2,"feel like i'm watching a studio ghibli movies, gotta love this channel",感觉就像我正在看吉卜力录音室电影一样，必须喜欢这个频道
10156,UgyTQ9aS-G5dnRvVMiJ4AaABAg,2,i would love subtitled in spanish to know what you use when you prepare that delicious meals greetings from honduras,我很想用西班牙语字幕，以了解您在洪都拉斯
14423,UgyZ35VKnjK37Q0iCnd4AaABAg,2,i love how everything you need is just outside your house..i love country living..i love how simple life there..i miss my home.,我喜欢您所需要的一切都在您家外面。我爱国家生活..我喜欢那里的生活。我想念我的家。
14463,UgwC1BG8OG690PtX4iB4AaABAg.94C3z5UoImQ94RipMX_sh7,2,"love this drama, simple and elegant.",大爱此剧，古朴清雅。
28301,UgyB4PQ5TmL1C1BlAuh4AaABAg,2,"i watch this channel to heal myself. the best channel there is, on youtube. love the sound of the spatula on the wok. peaceful cuisine comes a close second.",我看着这个频道以治愈自己。最好的频道是YouTube上的。喜欢炒锅上的刮刀的声音。和平美食紧随其后。
32417,Ugw6g_vEsJZc9Wb2Vop4AaABAg,2,i just love her always and her video...she is so hardworking.,我总是爱她和她的视频...她是如此勤奋。
3474,UgxpvHiJlyxoU-CdJsd4AaABAg,2,"hello i am brazilian and i really like your channel but i would love to understand what you are doing, the name of the food, i find it amazing how you do everything as if it were art",你好，我是巴西人，我真的很喜欢您的频道，但我很想了解您在做什么，食物的名字，我发现您如何做所有事情，好像是艺术
8208,UgywhFAJUGQBWvd_TQh4AaABAg,2,this is like a fairy tale. love it.,这就像一个童话。爱它。
3810,UgzBJUj_crFSDTBbzc94AaABAg,2,"to be honest, i love watching her videos. i believe that she worked hard for it and every single bit of her works proved it. while scrolling through the comments, i saw a lot of malicious comments criticizing her. i mean, i know most people wouldn’t know whether this is true or not. but you can at least support her for this beautiful video? well maybe if you hate to support then don’t watch it. i love watching her videos and that is it for me. writing such awful comments made me think of how cruel can a mouth/mind be? please, she never disturbs any of you. so please, don’t hurt her.",老实说，我喜欢看她的视频。我相信她为此而努力，她的每一部分都证明了这一点。在浏览评论时，我看到了许多恶意评论批评她。我的意思是，我知道大多数人都不知道这是真的。但是您至少可以为她提供这个美丽的视频支持她吗？好吧，也许如果您不喜欢支持，那就不要看它。我喜欢看她的视频，就是我。写如此可怕的评论使我想到了嘴/思想的残酷性？拜托，她从不打扰你们中的任何一个。所以请不要伤害她。
8230,Ugwi18Z3V3i04kFFVG54AaABAg.9BtgGAzaYNU9CTHP2CuIA2,2,yes dis is owsame i love coking ๐ซ๐ซi love video ๐,是的，迪斯是我喜欢koking
10105,UgzB1QRcM_ne3hs0jk94AaABAg,2,"i love that she can cook and take care of her grandma, i would like to see her show some passion for her dogs and cats too.",我爱她可以做饭并照顾祖母，我也希望她对狗和猫也表现出一些热情。
14487,UgxNQpH893KFveBdOml4AaABAg,2,i think you are an absolutely beautiful young lady and i would love to taste you food. but i am not able to eat super spicy foods.,我认为您是一个绝对美丽的小姐，我很想品尝您的食物。但是我无法吃超级辣的食物。
836,UgxQUuqltU2034jyNcl4AaABAg,2,i love her scenes with the grandma,我喜欢她和奶奶的场景
22371,UgxaM_0wHJwmPrlFmFZ4AaABAg,2,i love all your videos. i watch them at the end of my long day as it helps me relax and de-stress. thank you for sharing your life with the world. i'd love to come visit!,我喜欢你所有的视频。我在漫长的一天结束时看着它们，因为它可以帮助我放松和减轻压力。感谢您与世界分享生活。我很想来参观！
22369,UgzCWIKebO-I5C81cth4AaABAg,2,"if only there was a ""love"" button! makes me miss taking care of my grandmother",如果只有一个“爱”按钮！让我想念我的祖母
1117,UgzEGSixnIgPqWcJtAx4AaABAg,2,love to watch her respect for her grand mother,喜欢看着她尊重她的大母亲
6270,UgwyzW3-IjFllMQcKS14AaABAg,2,the cameraman seems from another world. nature beauty and her lifestyle are so lovely.. loved this content,摄影师似乎来自另一个世界。大自然美女和她的生活方式是如此可爱..喜欢这个内容
9345,Ugx4v4Qu7A-hIFwCa6x4AaABAg,2,i love music of the background awesome ๐๐๐๐,我喜欢背景的音乐很棒
431,UgzqzuGQAzlKkzITYyV4AaABAg,2,i love your episode liziqi,我爱你的情节liziqi
