,cid,votes,含bamboo,含bamboo中文翻译
19021,UgwhZUwXc6ctGg0ookR4AaABAg,1,i've heard that bamboo can be harder than steel so how can one eat it!,我听说竹子比钢更难，所以一个人怎么吃！
34183,Ugyz6L4WppnbgY-SAQp4AaABAg,1,"unexpected one! thanks alot....wanna have stir fry bamboo shoots....north east indian food is quite similar to chinese.... mostly the seasonal herbs n fermented foods, though the fermentation process is little different.",意外的！非常感谢....想炒竹芽。...东北印度的食物与中国的食物非常相似。...主要是季节性草药n发酵食品，尽管发酵过程几乎没有什么不同。
33869,Ugzko5e-aq7O2fmSQW94AaABAg,1,"i really like eating bamboo shoots. its unique texture besides that it is good to be stir-fried. and i usually eat it during chinese new year. 
in indonesia it is called ""rebung"". love from indonesia ❤","我真的很喜欢吃竹芽。它的独特质地除了被炒还很好。我通常在农历新年吃。
在印度尼西亚，它被称为“ rebung”。来自印度尼西亚的爱❤"
24457,UgxgUP3YmvedHhI8nIZ4AaABAg,1,"indonesia attention ..
i also often take young bamboo","印度尼西亚的关注..
我也经常拿小竹子"
5876,Ugx9yOLph0Gg6ppMCal4AaABAg,1,"in indonesia the name is bamboo shoots
good cooked lodeh and lumpia filling
haha","在印度尼西亚，名字叫竹芽
好的煮熟的lodeh和lumpia填充
哈哈"
18850,UgzU-pdSoeroWmPjZot4AaABAg.92GzIqaTO7892cjypSWjMv,1,did you see her carry all those bamboo stalks?,您看到她携带所有那些竹茎吗？
33067,Ugzn5nBolLO2lFHr_rZ4AaABAg,1,"every one comment down below bamboo shoot on ur won language .
in our language we called it as eating.from arunachal pradesh.","每一个评论在竹back射击上关于您的胜利语言。
用我们的语言称其为饮食。从阿鲁纳恰尔邦。"
6020,UgwHehrH8aOGk__Rk_p4AaABAg,1,i love bamboo so much i grow it!!! ๐ฅฐ,我非常爱竹子，我长大了！！！
4141,Ugx2Bn8O1FroGaCiTYp4AaABAg.9Kg2fh5IS3A9aIvWMNhnk2,1,i want to know are bamboo sprouts?,我想知道竹芽吗？
32173,UgwLWMq91QQvWB6lHuF4AaABAg,1,bamboo shoot,竹拍
18242,UgzsHZsR0J2sPs3rcJV4AaABAg.92Z2Qf802hp92p4bU1ZxJO,1,@lucychan2822 food from the north are usually more hearty and dense so if you happen to have super wasp/vietnam-southasian-ish taste you prob won't enjoy those. but she cooks for her family--and what's the point of making modified pho or some psuedo og superfood bamboo salad when one could appreciate a good slurp of good ol' mifen? it's never about the food,@lucychan2822来自北方的食物通常会更加丰盛和稠密，因此，如果您碰巧拥有超级黄蜂/越南 - 南方风味，那么您可能会喜欢这些。但是她为家人做饭 - 当人们能欣赏好善良的好ol'Mifen时，做改良的pho或一些Superfood竹沙拉有什么意义？从来都不是关于食物的
18467,UgzR_4MkFIwekEwnJjV4AaABAg,1,"bamboo forest, many genderuwo in indonesia.
wewe gombel also exists.
any indonesian ?","竹林，印度尼西亚的许多性别。
Wewe Gombel也存在。
有印尼人吗？"
4470,Ugzj2Yk28J8Y2fosqYR4AaABAg.9JVbXgTfIBn9KLcf6VvzCq,1,you are bamboo shoot,你是竹拍
5449,UgycT6ucDkP3SgqzUYR4AaABAg,1,baby bamboo tree is so delicious! you guys should try it.,小竹树真好吃！你们应该尝试一下。
23894,UgwLU112j7QmiG9ZyH14AaABAg,1,bamboo shi shi? is there such a thing?,竹子西施？还有这种东西吗？
5374,UgyeI7mUk3QF36Z3eVl4AaABAg.9GaiOrrQuP09GlIiRVPntz,1,"in my village, alhamdulillah, there are still a lot of bamboo shoots",在我的村庄Alhamdulillah，仍然有很多竹嘴
33288,Ugx0McXyykfr2U6F5Yl4AaABAg,1,bamboo shoot mat fav,竹作垫垫
6884,UgxdBnK_KWaMxyd70ud4AaABAg,1,"that's because of such bamboo and disappears, they just eat it $",那是因为竹子消失了，他们只是吃了$
31934,Ugz5SQzSVIB9U4-q1np4AaABAg.8yV2HUWJ-2e8yVXt4hj0p6,1,what is the bamboo shoot this season?,这个季节是什么笋？
33126,UgyWPoi3LyZEDFWoboF4AaABAg,1,逸 a bamboo shoot is still comfortable,嘞个笋子还安逸哟
33751,UgzzcyhupwKqSDTb4wp4AaABAg,1,"liziqi's videos are always the best. but man, i swear i can smell the bamboo shoot when i saw her sniffs it lolol",Liziqi的视频始终是最好的。但是伙计，当我看到她的嗅觉时，我发誓我可以闻到竹芽的味道大声笑
5046,Ugy72vq6YsgZ-AkBRBN4AaABAg.9HuwWEkEEpD9JwPqu8YNSC,1,young bamboo,年轻的竹子
19284,UgzcReT-XzyFOpGMRXx4AaABAg,1,is this a bamboo?,这是竹子吗？
34350,Ugzp480ngxB5lnR9uxR4AaABAg.8yUUoJ1xwjn8yh7YhvoMwu,1,"in indonesia we call it ""bamboo shoots"" same as malaysia",在印度尼西亚，我们称其为“竹芽”与马来西亚相同
5047,Ugy72vq6YsgZ-AkBRBN4AaABAg.9HuwWEkEEpD9K3Z2Y4as9W,1,"in south part of china, peopel also eat bamboo shoots, we call them ""็ฌ"", pronounced like ""soon""",在中国南部，人们还吃竹芽，我们称它们为“笋”，发音为“很快”
33529,UgyBUDjV2jBiWPmr3x54AaABAg,1,"in indonesia they call it bamboo bamboo and bean lungs!
kraca too","在印度尼西亚，他们称其为竹子和豆肺！
克拉卡也"
7261,UgzVvJ8FmQC6jys___x4AaABAg,1,bamboo shoots is one of my favorite dish. mixed with soy sauce or coconut milk.,竹芽是我最喜欢的菜之一。与酱油或椰奶混合。
31906,UgyLCUs8ulPYN95-i3l4AaABAg.8yV2QCdQB988yVSfRGY8rb,1,a kind of bamboo (bamboo shoots),一种竹子（竹芽）
2474,UgwXzv6TEVIBsJSkh2h4AaABAg,1,he thought the rejang tribe in bengkulu was just eating bamboo shoots,他以为班库鲁的雷詹部落只是在吃竹芽
32793,Ugy_hv9x1j8WcLgZnNF4AaABAg.8yUmfwsLRTW8yV0iEQ4ACK,1,"it is asatake in china. sichuan is the hometown of the panda, so there are many bamboo forest sea.",它在中国是阿萨塔克。四川是熊猫的家乡，所以有许多竹林海。
5054,Ugy72vq6YsgZ-AkBRBN4AaABAg.9HuwWEkEEpD9KTrGmAFXRC,1,bamboo shoots curry fat coconut milk ... so delicious ๐คค๐คค๐คค,竹芽咖喱脂肪椰奶...太美味了
3473,UgzFyfodTvWBcuGIExJ4AaABAg,1,stir fried bamboo shoot with chicken gizzard and liver. my favourite childhood dish,搅动炸竹子，用鸡皮和肝脏。我最喜欢的童年菜
5063,Ugy72vq6YsgZ-AkBRBN4AaABAg.9HuwWEkEEpD9T7EnzsfBf8,1,"i'm living in north china, where we don't have bamboos. it's still my favorite dish though, fried bamboo shoots with pork.",我居住在北部，那里没有竹子。不过，这仍然是我最喜欢的菜，用猪肉炸竹芽。
19193,UgztkvFtGwVntKJN_x14AaABAg,1,"i like bamboo shoots
it's really delicious to put it in pork juice","我喜欢竹芽
将其放入猪肉汁真的很美味"
1830,UgyCBuENroRR8CkRhSR4AaABAg,1,"my mom loves to cook bamboo shoot too. and we cook it along with tempeh and coconut milk (we called it santan) and belinjo leaf (idk the english name) and i really love it, ive tried cook bamboo shoot with beef but the bamboo shoot turn out a lil bit bitter lol",我妈妈也喜欢煮竹芽。我们将其与Tempeh和coconut Milk（我们称为Santan）和Belinjo Leaf（英语名称）一起烹饪，我真的很喜欢它，Ive尝试了用牛肉的厨师竹芽
5181,UgzokynbXGBkQdTUNb94AaABAg,1,in indonesia name is bamboo shoots ๐,印度尼西亚的名字是竹芽
18448,UgwmRSwVdTw7_R-XMWF4AaABAg.92Ugzq4Qs-m92Un6MpwbAV,1,"i don't know why there are bamboo shoots every year when i was young,
because it is different from farmland and ponds, i have never seen bamboo flowers, or someone goes to plant bamboo
later, i learned that the breeding method of bamboo is growing horizontally, and then a new root of bamboo is divided up.
so as long as there is a healthy and mature bamboo forest, there will","小时候不知道为什么每年都有竹笋,
因为和农田,池塘不一样,从也没见竹子开花结果,或者有人去种竹子
后来才知道的,竹子的繁殖方式是靠根横向生长,然后向上分出来一根根新的竹子,
所以只要一片有健康成熟的竹林,每年就会有取之不尽的竹笋吃"
18447,UgwmRSwVdTw7_R-XMWF4AaABAg.92Ugzq4Qs-m92UlvtR6dBo,1,"as for the methods of cutting bamboo shoots, there are more men to cut bamboo shoots. after all, this is an individual work.
the method is to use a hoe and hard, you can get a large root, very fast
the first episode of the first episode of china on the tip of the tongue is talked about

however, because the video owner is a girl, the strength is weaker, so i just knocked it down and chopped it.
others, i didn’t see any slots","至于砍笋手段,男性去砍笋的比较多,毕竟这是个体力活,
方法是用锄头,用力一下,就能弄下来一大根,挺快的
舌尖上的中国第一季第一集有讲

不过因为视频主是女生,力气上弱一些,所以就这么一下下敲着砍了
其他的,没看出来有什么槽点"
17619,Ugy8_drWdVCcrpXhotR4AaABAg.92iOjyLRCpT92mnT1R4kKj,1,it's a pity that i haven't dug winter bamboo shoots when i was a kid,可惜了小时候没去挖过冬笋
18388,Ugzk0JY9hy2a3yHKMW54AaABAg,1,how many of the foreigners who have commented on the smell of snail powder sour bamboo shoots? i am wondering how to eat snail powder in the student dormitory without being kicked out by the italians ...,评论的老外，有几个问过螺蛳粉酸笋的味道？我在想如何能在学生宿舍里吃螺蛳粉而不会被意大利人赶出去…
17618,Ugy8_drWdVCcrpXhotR4AaABAg.92iOjyLRCpT92mL5X_YvXp,1,"how long can this kind of bamboo shoots like yu shun can grow so big, and so far, i haven't eaten such a fresh and large bamboo shoots. i am very envious!",虞舜 这种笋子要长多久才能长这么大，到现在都还没吃过这么新鲜大个的笋子，羡慕极了！
2386,UgxMVm8w_iviPxeToqN4AaABAg,1,"very thoughtful you are, elon, to see this bamboo story.",埃隆（Elon），很周到，看到这个竹故事。
34093,UgwtdhB43p-Nck7VDkJ4AaABAg,1,"bamboo shoots are delicious, but if you prepare yourself, there are few places to eat.
but looking at this video, it may have been just bad at processing lol","竹芽很美味，但是如果您准备自己，几乎没有地方可以吃饭。
但是看这部视频，可能很擅长处理大声笑"
33475,UgxloP2ft62aF1uYF9B4AaABAg.8yUawL81jcE8yUtao8yeEp,1,the giant super spicy bamboo shoots super spicy,巨大的超级辣竹芽超辣
4843,UgzXvosCxT1OSZsWPHx4AaABAg,1,"the vegetables are really good, oh my god, the bamboo shoots are mixed with rice. behhhhhh is delicious",蔬菜真的很好，天哪，竹芽与米饭混合。 Behhhhhh很美味
1771,UgyI_v1yASCvLdwSQKN4AaABAg,1,just found out bamboo children can be cooked,刚刚发现竹子可以煮熟
33476,UgxloP2ft62aF1uYF9B4AaABAg.8yUawL81jcE8yUtttQChAi,1,hieu le huu recognized big bamboo shoots,Hieu Le Huu认出了大竹芽
23319,Ugzi8KmKT4NwhTeIP6h4AaABAg,0,"how good to use fresh bamboo shoots, pickled bamboo shoots just to preserve for a long time, not to mention the smell",用鲜笋多好啊，腌笋只是为了保存久一点，更何况还有臭味
24094,UgzASh0IR8GZP0qZ1jd4AaABAg,0,"young bamboo bamboo shoots,",幼竹芽，
26746,UgygxyRote2KZ1gzpe54AaABAg,0,"please don't carry bamboo shoot like a baby. it's dangerous, small spines that causes allergy and lasts for days. *this message is for viewers who don't have experience foraging*. :)) be safe and don't eat random stuff",请不要像婴儿一样携带竹芽。这是危险的小刺，会导致过敏并持续数天。 *此消息适用于没有经验的观众*。 :)）安全，不要随机吃东西
26684,Ugzu0qBwxoIFQK-uR4F4AaABAg,0,see c seven bamboo shoots but homesick !!! my family also grows bamboo shoots but is manh tong,看到C七颗竹芽，但想家！！！我的家人还长大了，但是曼·汤
26607,UgzCW2EH0dukGJbhu1N4AaABAg,0,wow. i never knew bamboo looked like that. kind of looks like cabbage and asian radish. very cool! thanks for sharing such wonder full videos~~,哇。我从来不知道竹子看起来像那样。看起来像白菜和亚洲萝卜。很酷！感谢您分享如此奇迹的完整视频~~
26675,Ugyz2SPNi9G7bf8MNsZ4AaABAg,0,it is great to see bamboo shoots,看看竹笋很棒
23988,Ugx9PG8jU5YAqnV0snR4AaABAg,0,bamboo shoots taste soooo good thoooo,竹芽味道太好了
22466,Ugyvj6Wc52zNME2-xed4AaABAg,0,sweet bamboo looks like unicorn horns,甜竹看起来像独角兽角
26439,UgwxtnzSbmziu0q9R_R4AaABAg.8ypb59r1dxh8yrRCp04chR,0,"she often does these jobs, and she is basically used to it! i hurt my hands several times when i made bamboo furniture! distressed! intersection intersection intersection",她常干这些活，基本就习惯了！之前做竹制家具的时候就伤了好几次手！心疼啊！！！！
26581,UgyVz5Mx2TpVGRj27_d4AaABAg,0,bamboo shoots are good with ginger,竹芽与生姜很好
26577,UgyCoiqMWGrPVLvqh9t4AaABAg,0,bamboo shoots are good braised with spare ribs,竹芽是很好的炖肋骨
24167,UgymLXmDAo3g7qixkEh4AaABAg,0,bamboo shoot will be selling well in the next few months,在接下来的几个月中，竹拍的销量将很好
22326,Ugz1v3Wt2otggC45u9x4AaABAg,0,"ziyi, your kung fu is really amazing to pick bamboo shoots on the mountain first and catch a bowl of flour to catch a bowl of flour. i think it took about 10 hours.",子柒 你这做菜的功夫真是厉害 先到山上采竹笋 又到河边捉田螺 一碗面粉我看 大概花了你10个小时吧
26564,UgyxMNvgXpPGy82L6JV4AaABAg,0,the whole bamboo shoots are delicious?,整颗都出青的竹笋好吃？
22500,Ugz9bLc4DuF5MpMdfQF4AaABAg,0,"i'm from the north eastern part of india, manipur and i'm surprised to see so much similarity in the stuff she used and the articles she used and of course bamboo shoots curry is quite popular in our place and we even have fermented bamboo shoots. love watching your videos",我来自印度东北部，曼尼普尔，我很惊讶地看到她使用的东西和她使用的文章和竹芽咖喱在我们的地方很受欢迎，甚至我们甚至有发酵的竹子很受欢迎拍摄。喜欢看你的视频
26552,UgyD9TBT2aLzgNHAeYt4AaABAg,0,so big bamboo shoots,好大的竹笋
26530,UgxnDXkPrEpMrRQ8NTN4AaABAg.8yoSLCtyW1m8ysclVjtWDL,0,"so, what you dug is someone else's bamboo shoots",所以，你挖的是别人的笋
26450,Ugz33QjM7IyClUebBR14AaABAg,0,something about that bamboo forrest was magical..,关于竹子的东西是神奇的。
26454,UgzRdO9IT7h5l-2dXQh4AaABAg,0,"i also eat bamboo shoot... 
was that snail??? i wanna try...","我也吃竹芽...
那是蜗牛吗？？？我想尝试..."
26503,Ugw14IAt7MmrZSz6uRB4AaABAg,0,little girl and bamboo shoots,小女孩和竹芽
23337,UgxxzZYtmymnL-RTVTl4AaABAg.8zlR9Q4Tov68zqs7BPk6f_,0,u can make sweet bamboo shoots without water also,你也可以在没有水的情况下做甜的竹芽
24148,UgyUJ9UFJhmlXrMLTTl4AaABAg,0,"all these time i was using wrong tool to cut that thick bamboo shoot, she just showed me i should have used butcher knife for that.. i was pathetically cutting it with a dagger. haha.. she knows the tools better than me. will use the butcher knife next time..",所有这些时间，我都使用错误的工具来切割那个厚实的竹芽，她只是向我展示了我应该用肉刀为此。哈哈..她比我更了解工具。下次将使用屠夫。
24997,Ugy8Ffa2azmgeeFmQ3R4AaABAg,0,"this bacon fried bamboo shoots, it looks delicious",这个腊肉炒笋，看起来就很好吃
26768,UgweF83KQYt96uHZbTR4AaABAg,0,true people this fresh bamboo shoot,真馋人这新鲜的笋子
22254,Ugz--_dnpDmq3iF6j3V4AaABAg.9-8sL_nRWyc9-BLt9QAuHV,0,bamboo :),竹子 ：）
23692,UgxE9eVwQ6nscCpDO494AaABAg,0,"you wasted the best part of the bamboo shoot that is under the ground, lol",您浪费了地面下的竹芽中最好的部分，大声笑
27155,UgyMuruclZcl3uV54gd4AaABAg,0,"after the rain, the bamboo shoots, crossing the river, my sister will cook the catfish soup next time ~",雨后春笋，过江之鲫，姐姐下回煮鲫鱼汤叭～
23680,UgxscoMP05lVPVhprUl4AaABAg,0,i heard the sound of two bamboo shoots and was scary ❤,我听到了两次竹芽的声音，很可怕❤
27208,UgwRPDh-0BrkJBG9jg94AaABAg,0,if our people say this is a bamboo shoot right? hahahhaa,如果我们的人民说这是竹脚射击吧？哈哈哈
27222,UgzyK0rw1VxjXSpxtz94AaABAg.8yh63alQtD48ymHiMGbnRB,0,djt leitho and bamboo is panda favorite food,DJT Leitho和Bamboo是熊猫最喜欢的食物
