,cid,votes,time,含china,含china中文翻译
30470,UgyXNQPk6xTUEdX74uB4AaABAg,2,3 years ago,"seeing that your work has a feeling of seeing each other and hate, it is really as treasured! in the influence of the philosophical thoughts of yin and yang five elements in traditional chinese culture education, confucian ethical and moral concepts, traditional chinese medicine nutritional photography, and cultural and artistic achievements, diet aesthetic style, and many factors of national characteristics, they created the chinese cooking skills of the book of history. form a broad and profound chinese food culture. your profound understanding of the traditional chinese diet and culture is perfectly presented with the beautiful chinese style that is so beautiful! as a native of china, the chinese are also amazing, and they are intoxicated! under the influence of the world's multiculturalism, many excellent cultures have been forgotten, the outlook on life, and values โ€โ€have also changed in the long -term subtle way. whether it is chinese or the people of the world, there are always things in common in the hearts of human beings. they all advocate true, good, and beautiful. they like tranquility and peace, and they are eager to happiness and happiness. the environment of your life is like a paradise, the mountains and rivers are beautiful, and the ecological environment that people and nature live in harmony are enviable. your work can help us calm down the impetuous heart, re -think about life, and find the most precious beauty in the original memory of human beings!",看到您的作品有种相见恨晚的感觉，真的如获至宝！在中国传统文化教育中的阴阳五行哲学思想，儒家伦理道德观念，中医营养摄生学说，还有文化艺术成就，饮食审美风尚，民族性格特征诸多因素的影响下，创造出彪炳史册的中国烹饪技艺，形成博大精深的中国饮食文化。您对中华传统饮食和文化的深刻理解并用美到令人窒息的唯美中国风完美呈现出来！作为土生土长的中国人也都叹为观止，如痴如醉！在世界多元文化的影响下，好多优秀的曾经引以为荣的文化已经被淡忘，人生观，价值观也在长久的潜移默化中改变。无论是中国人还是世界人民，在人类心灵深处，总有一些东西是共通的，都崇尚真善美，都喜欢宁静与祥和，都渴望幸福与快乐。您生活的环境犹如世外桃源，山青水秀，人与自然和谐相处的生态环境让人羡慕不已。您的作品能帮助我们静下浮躁不安的心，重新思考人生，找寻人类最初的记忆中最珍贵的美好！
52066,UgxxvHG2mGuYRI4mst94AaABAg.8qlPV8oIhqE8qlaTVsOLTv,2,4 years ago,love pakistan! love you so much from china,爱巴基斯坦！从中国爱你很多
29872,UgzwLAANTk5m3qE9Vcp4AaABAg.8xSycDswmB_8xqIYTkopbj,2,3 years ago,china welcomes you,中国欢迎你
52068,UgxxvHG2mGuYRI4mst94AaABAg.8qlPV8oIhqE8qlawSQaUO9,2,4 years ago,@simonyang540 oooh thank u so much pak china freind ship long time love u chinese people and u love from pakistan,@simonyang540哦，谢谢你，这么多pak chine freind船长时间爱你中国人，你爱巴基斯坦
25028,Ugz5_RVUlBvKkof9cnh4AaABAg.9-w_32pW4v891Qub_iV7Kf,2,3 years ago,"@hu2070 to the east of china's coast, there are probably only south korea and japan. are there any pollution problems in these two countries? it can't be true?",@hu2070在中国海岸的东部，可能只有韩国和日本。这两个国家是否有污染问题？这不是真的吗？
43659,UgwTc_fI7gQHGRqoV-F4AaABAg.8rJh5hdNwin8rag0O2iDr6,2,4 years ago,"sichuan province, china.",中国四川省。
23669,UgybP1ClGGXJrZWLSdp4AaABAg.92FSUwnqezS92yxmALE2BP,1,3 years ago,"@wyattjia3202 chinese not only eat dog meat, but also a fool like you. china has not been eaten without a fool like you. be careful when you meet the chinese, be careful to be eaten",@wyattjia3202 中国人不仅吃狗肉呢，还吃你这样的傻子的人肉。中国没你这样的傻子，都被吃了。遇到中国人小心点，小心被吃
24148,Ugx_TZ7L9ZSeJcBAbId4AaABAg.91U9KIRGN8y92S7WHr62mE,1,3 years ago,"irritable little pink diss, rather than patriotism, do nโ€t say that people who are patriotic are small pink. i said that you will be happy if your traitors walk away from dogs? people and people do nโ€t understand basic respect. do you still want others to listen to you? there should also be patriotism that should not be scolded. if you have a country, you should not use chinese characters if you don't like your country. don't live in this land. if you have the ability, you can leave china in the whole family, learn more english, remove chinese characters, and be your slave sex.",暴躁小粉红diss 宁不爱国就不要说人家爱国的人是小粉红，我说你汉奸走狗你会开心吗？人和人基本尊重都不懂，你还想别人听你的话？还有爱国不应该被骂，有国才有家，你要是不喜欢你的国家就不要用中国字，不要在这片土地生活。有本事你就全家移民离开中国，多学英语，把中文字去掉，做你的奴性爱外国就可以了。
24147,Ugx_TZ7L9ZSeJcBAbId4AaABAg.91U9KIRGN8y92S76Ui3eEF,1,3 years ago,"i am not doing anything about the irritable pink. if you want to scold the central government or the chinese, please scold under the china news channel. at that time, there will be a bunch of chinese people to teach you what is the solidarity of a chinese. don't think that you can see a sense of superiority all day long, the more you say that, the more you look ignorant.",暴躁小粉红diss 宁没事吧，在这里都是喜欢子柒的人，你居然来这种视频底下吵架，宁是没什么可以杠了就到处骂人吧。你要是想骂中央或者中国人请到中国新闻频道下面骂，到时候会有一堆国人教你到底什么才是一个中国人的团结。别一整天以为自己看个外网还看出优越感了，越是说这种话，越显得你无知可笑。
23147,Ugwgt34w5aNKf6467zt4AaABAg.92XPLWbHF0892jEosqZWC_,1,3 years ago (edited),@bylee0814 mhm! i want to. i'm from your neighbouring country and i really want to visit china.,@bylee0814 mhm！我想要。我来自您邻国，我真的很想参观中国。
24075,Ugwj8yO2SrgZwlIhDrB4AaABAg,1,3 years ago,that is the countryside life in china~,那是中国的乡村生活〜
23695,UgwpCFZj1EV4wAug2dt4AaABAg.92EmGfLmzQZ92bgS9EapR-,1,3 years ago,he lives in china๏ผ๏ผ๏ผ๐จ๐ณ๐จ๐ณ๐จ๐ณ๐จ๐ณ๐จ๐ณ๐จ๐ณ,他住在中国！！！ ！！！
45648,Ugy_SOfTULz5QkNFIvZ4AaABAg.8r1PhfdW4RM8r1cwQ2uMN5,1,4 years ago (edited),"yes, she is chinese from mianyang in sichuan province. her videos are only posted in china. youtube and facebook videos are uploaded by her fans.",是的，她是来自四川省的Mianyang的中国人。她的视频仅发布在中国。 YouTube和Facebook视频由她的粉丝上传。
24137,Ugx_TZ7L9ZSeJcBAbId4AaABAg.91U9KIRGN8y92QbClyMnZ1,1,3 years ago,"@user-vy8dt6de7k a video that has nothing to do with politics to pull politics? is there a problem with your brain? i hope you are not in china, i donโ€t know if you come out of the wall? if you come out? it is a person who wants to be a dog in hong kong, so i did nโ€t say it.",@user-vy8dt6de7k 一个跟政治无关的视频中非要来扯政治?你这种人是不是脑子有问题?你这种脑残希望你没在中国嗷，不知道你是不是翻墙出来的?如果你是香港想当狗的人，那当我没说。
24038,UgzpuWBxMt4mCgnxIqd4AaABAg.91gArD8GjXd91hyOLzFlky,1,3 years ago,there are also kimchi in china,中国也有泡菜的
45133,UgzPGjikk5x-FoxWby94AaABAg.8r7jMFaf8L48r7sEqJp39k,1,4 years ago,sichuan china,sichuan china
44679,Ugzw8ufn3nE9Aftb0aB4AaABAg.8rBLsG-Vjk18rIYJw6ZmSS,1,4 years ago,are you really that clueless? youtube is banned in china. this video made by officials from communist party,你真的那么毫无头绪吗？ YouTube在中国被禁止。共产党官员制作的这段视频
44614,UgxYwJrCt3b5uCbIGF94AaABAg.8rBqXs2s6Zb8rJlqguSyDr,1,4 years ago,i'm a chinese person. china,我是中国人。中国
44297,Ugy9ibxSejqj7Nm713B4AaABAg.8rEg0NRr4A28rJm04mqMjq,1,4 years ago,yang zhiwei china has been a big agricultural country since ancient times,杨智惟 中国自古以来就是农业大国
43751,UgwvL2e4TxsQCBOwBnt4AaABAg.8rIeOJKkDrh8rTmk_VM8-x,1,4 years ago,"actually, she did sometimes(actually many times) mail her productions to her fans, but only within china though",实际上，她有时（实际上很多次）将她的作品邮寄给粉丝，但只有在中国
43801,UgyyBm-8_ZYK8anhOLN4AaABAg.8rIMvIWiIC08rSlzULFBpV,1,4 years ago,"jon ridgeon all the vedio content are normal in china. she also has lots of fans in china. we call them wanghong, different with traditional pop star.",乔恩·里奇恩（Jon Ridgeon）所有的吠陀含量在中国正常。她在中国也有很多粉丝。我们称他们为Wanghong，与传统流行歌星不同。
23594,Ugy-0xBB11ZfPT8D3dp4AaABAg,1,3 years ago,"suddenly returned to childhood, when china was not wealthy, the new year was the happiest time of the year. parents will make sausage bacon in advance, fried seeds and peanuts, and prepare rich new year's eve dinner.",忽然回到了童年，那时中国不富裕，过年是一年中最快乐的时候。父母会提前做香肠腊肉，炒瓜子花生，准备丰富的年夜饭。
21933,Ugyq8P38tRnSMBLhWkx4AaABAg,1,3 years ago (edited),"what most people see china as: polution and lots of people and bad working conditions (which is technically true)

the side they don't see: liziqi's life in the mountains","大多数人将中国视为：政治和许多人和不良工作条件（从技术上讲是正确的）

他们看不到的一面：利兹奇在山上的生活"
23096,UgyEGffCSCapYWhPlt14AaABAg.92ZOfZospFJ92tZirqczZ3,1,3 years ago,"@gtp1542 what i've seen is that democracy and liberty have been weapons of you guys, and you guys even don't know the exact truth about what was happening in hongkong because of the china's internet firewall",@gtp1542我所看到的是，民主和自由是你们的武器，你们甚至不知道香港发生的事情的确切真相
22985,UgxsdVLdbVYEPdXqgbl4AaABAg,1,3 years ago,"regardless of whether these videos are suspected of hype, the video does spread traditional chinese culture. the chinese do not need to admire yangmei. a country's own culture is the root. for a chestnut, taekwondo can become olympic sports. why can't chinese kung fu, why did china have only bruce lee and jackie chan, no succession? because the flow star vase is full of the current entertainment industry, is it that the inheritance has a fault in the inheritance? first of all, if you like the culture of others, you must first love your own culture. if a country ignores its own culture and vigorously promote foreign culture. this country, this nation will lose the soul, and will not get it in the future. the respect of others, too many excellent culture in china for 5,000 years is worthy of promoting. the thoughts in guang confucianism and taoism are enough for you to dig. china is actually unique.",不管这些视频是否有炒作嫌疑，但视频确确实实在传播中国传统文化，中国人不需要崇洋媚外，一个国家自己的文化才是根，邻国日本韩国确实比我们做的好，而且做到了文化输出，举个栗子，跆拳道可以成为奥运体育项目，为什么中国功夫不可以，为什么中国只出了李小龙和成龙，后继无人？因为流量明星花瓶充斥着现在的娱乐圈，是不是功夫在传承方面有迹象已经出现断层了？国内首先你喜欢别人的文化，你就要先爱自己的文化，一个国家如果连自己的文化都忽视，去大力弘扬外来的文化，这个国家，这个民族是失了魂的，将来也不会得到别人的尊重，中华上下五千年太多优秀的文化值得弘扬了，光儒释道里的思想就够你挖掘的了，中国其实是独一无二的.
