,cid,votes,含chinese,含chinese中文翻译
24382,Ugzpl0UNkc7Sdjcaac94AaABAg.9198C8X3Wbs92ILBgijMLb,3,"people from different province in china make different snacks for sping festival, this video only show a little part of it but the atomosphere is the same. you really should make some chinese friends and im pretty sure that they will invite you to celebrate chinese new year if u ever mention ur love about it.",来自中国不同省份的人们为促销节做了不同的零食，该视频只显示了其中的一小部分，但原子圈是相同的。您真的应该结交一些中国朋友，我很确定，如果您提到您对此的爱，他们会邀请您庆祝农历新年。
46665,UgznRayRv0aCLiZInI54AaABAg.8qs_TK17Zu78qsckUcmDJN,3,"for those who say li ziqi fake at the little brother channel of western yunnan, i want to add a few words. first of all, starting from a large level, they made excellent videos to share with people who love food culture around the world, so that more people understand the beauty of chinese culture. do you have done it? just vomit the sputum of other people's works in a casual sentence, and feel that some cooperation with the merchant defile your eyes? then, take a step back to talk about video production. which one should not take care of the mirror editing in the later stage? critics, do you spend money to watch the video? no. did you participate in the video production? no. you respect the efforts and choices of others. not only are there no, but you are also whispering, yin and yang weird, where can people do not do well, go to weibo to give opinions! didn't you change your opinion? take your own business! have nothing to do? brother, so many traitors around them, hurt the world, care about them! intersection intersection take a step back, these critics have not criticized the ideas at all, many of them are still catching the wind, and the clouds are also cloudy. when you make a criticism next time, you ask yourself a word. what do i make in my own criticism? i said in this way, what does it mean for others? did i have a negative impact on the perception experience of others (those who want to be calm and cured)? it's all adults, so mature, please! intersection intersection intersection intersection",针对在滇西小哥频道底下说李子柒假的人我想特别补充几句。首先，从大的层面开始讲，她们做出了优秀的视频与全世界热爱美食文化的人们分享，让更多的人了解了中华文化的美好。批评者们你们做到了吗？随随便便一句话就吐别人作品一口痰，觉得和商家的一些合作玷污你们的眼了？然后，退一步说视频制作，讲究值得赞叹的分镜剪辑后期哪个不要花心思？批评者们你们花钱看视频了吗？没有吧。你们参与视频制作了吗？没有吧。你们尊重别人的努力和选择了，不仅没有，还窃窃私语，阴阳怪气，人家哪里有做的不好的，去weibo提意见啊！提意见了没改？取关做自己的事去啊！没事情做？大哥，周围那么多作奸犯科的，伤天害理的，管他们去呀！！！再退一步说，这些批评者完全就没批评到点子上，很多还是捕风捉影，人云亦云，你们下次再提出批评的时候问自己一句话，我在批评的过程中我自己做出的贡献是啥？我这样在下面说别人的不是意义何在？我有没有给别人（那些希望得到平静与治愈的人们）的观感体验带来负面影响？都是大人了，成熟一点拜托了！！！！！
46844,UgypAbv7l1IGSkj6aS14AaABAg,3,"happy chinese new year to you and your grandma. you do so many things yourself it is truly amazing and inspiring. my favourite part was the popcorn one and specially the end. your reaction during the popcorn machine was opened was too cute, it is the first time i saw popcorn being made like that. and grandma looked absolutely adorable. and thank you for the english subtitles. me and my mother simply love watching your videos.",春节快乐，祝您和您的祖母。您自己做很多事情，真是太神奇和鼓舞人心。我最喜欢的部分是爆米花，尤其是结尾。您在爆米花机上打开的反应太可爱了，这是我第一次看到爆米花是这样做的。奶奶看起来绝对可爱。并感谢您的英文字幕。我和我的母亲只是喜欢看你的视频。
46879,Ugx3fqElq-zVJv_OBNt4AaABAg,3,"happy chinese new year to you miss .. 
greetings from the philippines","春节快乐，你想念你。
菲律宾的问候。"
16314,Ugyl6BAyt6f-kggeWyh4AaABAg.98llsjx6THb99iJBGdXbNl,3,finally saw chinese message 文,终于看到中文留言了
1712,UgxyJJu8tM5Ib7zcksx4AaABAg,3,"as a chinese,i love this land deeply.",作为中国人，我深深地喜欢这片土地。
34547,Ugw5s9z3MVHWUuAa_XR4AaABAg.8uztCsvLOer8vUL1oLH7Vi,3,sumdyude ok? so uโ€re basically assuming that chinese eat their pets just because they eat more living things than other countries? itโ€s like saying mexican only eat tacos,Sumdyude好吗？因此，您基本上假设中国人吃宠物仅仅是因为它们比其他国家多吃生物？就像说墨西哥只吃炸玉米饼
46950,UgwwlqlIu5Mu4dZi9sx4AaABAg,3,is she preparing for chinese new year????,她正在为农历新年做准备吗？？？？
23602,UgwoawYuZAWgMZqf0yt4AaABAg.92GnstOh6bj92GrPkKjjHr,3,"@morality is dying, why must we reflect ordinary rural life? can't rural life be a beautiful side? it must be that the poor or lack of culture in your impression or no culture? these are the real things in the film. she just wants to tell everyone that life can live like this. can't it work? strange, you can't live by yourself, but you blame others to live unrealistic. seeing you should also be chinese. most foreigners can look at her films from a positive perspective, but there are many chinese people who can only produce a sour mouth like you. they will pull their hind legs. it is really puzzling to wipe out the efforts of others, and many of them have been having noisy her in her country or on the internet? what kind of mentality?",@morality is dying 为什么一定要反映一般的农村生活？农村生活就不能有美好的一面吗？就一定是要一般你印象中的穷困贫乏或无文化还是怎样吗？影片中这些都是真实存在的东西，她只是要告诉大家农村生活也可以这样活，不行吗？奇怪了，你自己不会生活，却怪别人生活不现实。看你应该也是中国人，外国人大都能从正面角度去看待她的影片，可偏偏就很多像你这样只会出一张酸嘴的中国人，专会扯自己人后腿，几句话就要抹杀别人的努力，很多还一直在自己国内或网路上吵翻天的黑她，真的实在令人不解?什么心态？
23466,UgwJt5W2j5q1D2nLUbd4AaABAg.92Ld0RvqjFc92XJTc5PFAI,3,"@pitsonsfather84 you will only have these words. you can also count the cultural output like this! let the whole world know that the chinese are stupid, only know the scolding, and the fiercest for scolding themselves. oh, although the offenders will be far away, they will be powerful. china has you as a broccoli.",@pitsonsfather84 你也就只会这几句话了。你这样子也算文化输出了呢！让全世界都知道中国人是傻逼，只晓得骂人，而且骂自己人骂的最凶。哦，犯我中华者虽远必诛，厉害厉害。中国有你这员猛将真是锦上添花。
50694,Ugyr4OXfDXEd3u83p_l4AaABAg,3,i love the way u make everything look so yummy n easy and all from scratch. happy chinese new year,我喜欢您使一切看起来如此美味的方式，从头开始。春节快乐
12879,UgxFWm-44G4PmDY3zNx4AaABAg.9CdwK7sIXZo9Db5588MR1o,3,"mon gastro you can’t generalize over 1 billion chinese people because a few do. yes, it’s true that a few people in china consume dogs but it’s illegal in almost all of china. its mostly north korean people who eat dogs.",Mon Gastro您无法概括超过10亿中国人，因为有几个人。是的，确实，中国的一些人会食用狗，但在几乎所有中国都是非法的。它主要是吃狗的朝鲜人。
13110,Ugx6HV3S5lnPaAHDSJl4AaABAg,3,chinese fudge ! and uncle popcorn ! ... hmmmmm nom nom :-d,中国软糖！和爆米花叔叔！ ...嗯
14610,UgyL8ZC4sr-CLXxfCap4AaABAg.9AVBpd2l1cF9Agez3RA_Cy,3,@n2o_the1000thelement hello! this is a jingling rhymes in chinese.,@n2o_the1000Thelement Hello！这是一种中文的押韵。
12634,UgwT1gDAxj3u5Py3Xn14AaABAg.9Cu4gC8q40r9D0xHdjGMsF,3,@hayleyhyj525 bitch my grandmother is chinese. why would i fucking hate on chinese people? sit the fuck down.,@hayleyhyj525我的祖母是中国人。我为什么要讨厌中国人？坐下。
12567,UgyDYTKXiEQyhi9m2ll4AaABAg.9CyVJLQm4YV9DcaoU-I5GM,3,zoe scallon it was the leaders. not everyone of the chinese people. right?,Zoe Scallon是领导人。并非每个中国人。正确的？
12646,UgwT1gDAxj3u5Py3Xn14AaABAg.9Cu4gC8q40r9DFwZcv8nYL,3,"aq2388k well i read the new the articles just like you do. i know how foreign media are talking about us, and i think i have also experience to judge whether they’re truth or not. i know why people hate us and i’m aware of everything you’ve mentioned, and i think you should know that the first person who started spreading hatred would never be a normal citizen. us and other government hate us because of different reasons, and they need their people to hate us. of course some of the bad news of china are true, but sometimes they exaggerate things, and make things up. hating the chinese government has already become the new justice in this century.",AQ2388K好吧，我像您一样阅读了新的文章。我知道外国媒体如何谈论我们，我认为我也经历了判断他们是否是真理的经历。我知道为什么人们讨厌我们，我知道您提到的一切，我认为您应该知道，第一个开始传播仇恨的人永远不会是普通公民。我们和其他政府由于不同的原因而讨厌我们，他们需要他们的人民恨我们。当然，中国的一些坏消息是真实的，但有时它们会夸大事物并弥补事情。讨厌中国政府已经成为本世纪的新司法。
46579,UgyZKLANMDq2uctGTll4AaABAg.8qt6fMEP0wz8qvBZB_ZYee,2,sichuan girl is a model of hard work of traditional chinese children,四川姑娘是传统中华儿女的勤劳典范
7718,UgwbM6XPH3iu_wWqJnF4AaABAg,2,"come on, so much click volume. chinese pride",加油，这么多点击量。中国人的骄傲
30470,UgyXNQPk6xTUEdX74uB4AaABAg,2,"seeing that your work has a feeling of seeing each other and hate, it is really as treasured! in the influence of the philosophical thoughts of yin and yang five elements in traditional chinese culture education, confucian ethical and moral concepts, traditional chinese medicine nutritional photography, and cultural and artistic achievements, diet aesthetic style, and many factors of national characteristics, they created the chinese cooking skills of the book of history. form a broad and profound chinese food culture. your profound understanding of the traditional chinese diet and culture is perfectly presented with the beautiful chinese style that is so beautiful! as a native of china, the chinese are also amazing, and they are intoxicated! under the influence of the world's multiculturalism, many excellent cultures have been forgotten, the outlook on life, and values โ€โ€have also changed in the long -term subtle way. whether it is chinese or the people of the world, there are always things in common in the hearts of human beings. they all advocate true, good, and beautiful. they like tranquility and peace, and they are eager to happiness and happiness. the environment of your life is like a paradise, the mountains and rivers are beautiful, and the ecological environment that people and nature live in harmony are enviable. your work can help us calm down the impetuous heart, re -think about life, and find the most precious beauty in the original memory of human beings!",看到您的作品有种相见恨晚的感觉，真的如获至宝！在中国传统文化教育中的阴阳五行哲学思想，儒家伦理道德观念，中医营养摄生学说，还有文化艺术成就，饮食审美风尚，民族性格特征诸多因素的影响下，创造出彪炳史册的中国烹饪技艺，形成博大精深的中国饮食文化。您对中华传统饮食和文化的深刻理解并用美到令人窒息的唯美中国风完美呈现出来！作为土生土长的中国人也都叹为观止，如痴如醉！在世界多元文化的影响下，好多优秀的曾经引以为荣的文化已经被淡忘，人生观，价值观也在长久的潜移默化中改变。无论是中国人还是世界人民，在人类心灵深处，总有一些东西是共通的，都崇尚真善美，都喜欢宁静与祥和，都渴望幸福与快乐。您生活的环境犹如世外桃源，山青水秀，人与自然和谐相处的生态环境让人羡慕不已。您的作品能帮助我们静下浮躁不安的心，重新思考人生，找寻人类最初的记忆中最珍贵的美好！
