,cid,votes,time,含good,含good中文翻译
18727,UgwjGGo88IrjCGsZoyR4AaABAg,0,3 years ago,really good,真的很好
18629,Ugzq76N8z640wAqMf394AaABAg,0,3 years ago,good,好的
18610,UgzH2nBcG6GDSHj-9Ud4AaABAg,0,3 years ago,"i love watching you. you are doing very good work. keep going like that. and i hope we will get rid of the epidemic world, and we will prevent the defeat of wild animals together.",我喜欢看你。你做得很好。继续这样。我希望我们能摆脱流行世界，我们将防止野生动物击败。
18549,Ugx9Ez846QLIpwUmHKJ4AaABAg,0,3 years ago,"this is the video that i saw inadvertently today. i rarely watch short videos, and i always feel too exaggerated, although there are many good works! and now that the new crowns have been isolated around the world, it has been paying attention to the domestic and foreign report videos about the new crown in recent days. i have to say that i like this video. it has created a lot of life that many people yearn for, but those who dare not or are unwilling to live in this life. helplessly shouting. i grew up in the countryside since i was a child, and naturally i knew the hardships of rural life, and not exactly as comfortable as the show in the video, but this did not affect the desire for the ectopic mood i brought to us in the video. essence just as life is not necessarily perfect, but there is no dream life is the end of everything!",这是今天无意中看到的视频，平时极少看短视频，总感觉太浮夸，尽管不乏有好的作品！而由于现在新冠在全球不断蔓延而进行了隔离，才于近几日开始关注国内外关于新冠的报道视频，这才有了无意中看到这个视频的原因。不得不说，我喜欢这个视频，它营造了很多人心中所向往的生活，而又不敢或者不愿在这种生活中生活的人们，那种被现代文明所侵蚀的灵魂所发出来低沉而又无奈的呐喊。对于从小在农村长大的我，自然知道农村生活的艰辛，而不完全如视频中所展现的那般惬意，但这并不影响我对视频中所带给我们的那种世外意境的向往。正如生活不一定是完美的，但没有了梦的生活才是一切的终结！
18995,UgxRBRnZZlveu6TKIAR4AaABAg,0,3 years ago,good ban really,好的禁令
18514,UgzZ_6hcU7-ma5N6YDp4AaABAg,0,3 years ago,"the best. the makers are also beautiful. the food is not a person. but people are also cute. good too.
i want to do it myself. these foods, but i don't know how to find a place to write for a long time, not waiting for fun, but it's good.","最好的。制造商也很漂亮。食物不是一个人。但是人们也很可爱。也很好。
我想自己做。这些食物，但我不知道如何找到很长时间的写作地方，不等待乐趣，但这很好。"
18481,UgzNNWrB4GzJS7Tt8DB4AaABAg,0,3 years ago,give me a like if this girl does not see a good job,如果这个女孩看不到好工作，请给我一个类似的
18407,UgwCwI7XIsPN3Fgb_wp4AaABAg,0,3 years ago,do good,做得好
18321,UgwyVPwzcUrJsUGp3cR4AaABAg,0,3 years ago,wow good luck,哇，祝你好运
18228,UgybKmEATKYMPqmuiFJ4AaABAg,0,3 years ago,why are there good people like this!,为什么有这样的好人！
18210,UgxjOeMk6Af3ZdyaaKt4AaABAg,0,3 years ago,goodbye,再见
18207,UgyrKyVsnGCp2NezXSZ4AaABAg,0,3 years ago,both beautiful and good,美丽而良好
18178,UgymXL1umrFrxqYNoZB4AaABAg,0,3 years ago,really good want to have a house like that,真的很想有这样的房子
18176,UgzVwtY3KR2Yq5H516Z4AaABAg,0,3 years ago,so good,超好的
18175,UgwABBQ34glxSiBBBsR4AaABAg,0,3 years ago,so good,超好的
18108,Ugx3NP6-wzFllj3TPSl4AaABAg,0,3 years ago,"good afternoon, subscribe to my channel please duruzia, thank you very much in advance",下午好，请订阅我的频道，请提前感谢您
18964,Ugxfhm7KkMMhMxLmAGd4AaABAg,0,3 years ago,i wish i could get a good wife like you later,我希望我以后能得到一个像你这样的好妻子
18999,UgzDtF2RDTIBUrzTPox4AaABAg.96Lz9QqsA3f96kQlxgdYfv,0,3 years ago,"but sometimes the older generation's approach looks good or not! it's more natural, but there is no necessarily delicious food that is made from the present condiments",但是有时候老一辈的做法好看不好吃哦！比较天然，但是不一定有现在调味品弄出来的好吃
19784,Ugw-9dBW-XioG6YiX3h4AaABAg,0,3 years ago,good day guys!,大家好！
19377,UgwYFuR-buguQF8GL9V4AaABAg,0,3 years ago,"this girl is very good, everything knows how to do it. little find a girl like that",这个女孩很好，一切都知道该怎么做。很少找到这样的女孩
19658,UgwPiLCKz6wFBY2NEiJ4AaABAg,0,3 years ago,"you are so good, i want to marry me as a wife",你真好，我想嫁给我作为妻子
19629,UgwlpK8qkWnyDhFAoc14AaABAg,0,3 years ago,this girl is so good,这个女孩真好
19621,Ugx3aisS8ID-tTQ_kKd4AaABAg,0,3 years ago,it looks so good !,看起来很好！
19619,UgxRz7QXdzxxRrE7_9N4AaABAg,0,3 years ago,mmmm good,嗯，好
19598,UgyddG9bFTJVIOuXoWV4AaABAg,0,3 years ago,want to know the video maker team. very good take angle.,想知道视频制造商团队。很好的角度。
19585,UgzxSPzCX2BvhHXDRz54AaABAg,0,3 years ago,good very good,好，很好
19558,UgzkxXmUhRK9Ew_DzAx4AaABAg,0,3 years ago,good luck to you,祝你好运
19548,UgxpGZ2wXhQ7wnJB5_t4AaABAg,0,3 years ago,this is good.,这很好。
19451,UgwpepipdU3nh_-URFF4AaABAg.95m1IAbbsFz97Grr1-uZNM,0,3 years ago,@sindhu3759 good to know ☺️☺️,@sindhu3759很高兴知道☺️☺️
19450,UgwpepipdU3nh_-URFF4AaABAg.95m1IAbbsFz97-8DXhDXB4,0,3 years ago,@sindhu3759 oo good to know,@sindhu3759哦，很高兴知道
19411,UgxM9m5T6SQkuWdOG6h4AaABAg,0,3 years ago,his house is so nice and beautiful. the weather is probably very good.,他的房子是如此美观。天气可能非常好。
19332,UgwBlcHJ1zxU8fotUqN4AaABAg,0,3 years ago,good girls,好女孩
19021,Ugx4QYaZr1kckXyYDYZ4AaABAg,0,3 years ago,very good i’m happy to see you,很好，我很高兴见到你
19307,Ugw1Uukx-skzE5g4Ncp4AaABAg,0,3 years ago,"sometimes this leisurely is good, not caring about the outside world, ignoring the market",有时候这是好的，不关心外界，无视市场
19292,Ugze_PdrThemKQXEJ4t4AaABAg,0,3 years ago,are you selling it in the market? the music is so good,您在市场上出售它吗？音乐太好了
19244,UgwvpvVibiWZgvDQ66l4AaABAg,0,3 years ago,liziqi is one of a kind and a good samaritan i hope that she is pushing her self to be an artist because i think she is the best actress in her role..,Liziqi是一种很好的撒玛利亚人，我希望她将自己推向艺术家，因为我认为她是她角色最好的女演员。
19233,UgxKqeDF5OY_Dy6lYg94AaABAg,0,3 years ago,video is so good,视频很好
19223,UgzsdY3HsTemgb0YPkl4AaABAg,0,3 years ago,very good luck ilikes lovely coko good luck,祝你好运ilikes可爱的柯科祝你好运
19209,UgyxwxZLFTxCrqaIbmh4AaABAg,0,3 years ago,"too good, you see all seven million nine million diamonds, your hands are about to be worthy",太好了，您会看到全部700万小时900万九个按钮
19181,UgzkRT0WPfDjEgyHNot4AaABAg,0,3 years ago,this girl is too good to know how to do vietnamese,这个女孩太好了，无法知道如何做越南人
19101,UgxyIW1LfE98uNuuREl4AaABAg.96EEVaT0NnJ97HvCDTr8ko,0,3 years ago,"@oksunkim7916 yes, thank you for the good information",@oksunkim7916是的，谢谢您提供的好信息
19084,UgwufiXb5u-dUMe4Hdp4AaABAg,0,3 years ago,"you even use the original soundtracks of digimon, which is really praised. it really brings a good memory, thank you, fairy sister!",妳连数码宝贝的原声带都采用，真是太赞了。真是带来一番美好的回忆，谢谢妳，仙女妹妹！
19068,UgxhUyGM1T10bd6xn_J4AaABAg,0,3 years ago,"everything seems to be good, but everything is packed with naked hands and there is immediately, as it is not camilfo",一切似乎都很好，但是一切都充满了赤裸的手，立即有，因为它不是Camilfo
19050,UgyUvOyOo_MY2ntappp4AaABAg.96IH-CYsHlY978-YElAWrU,0,3 years ago,"ziqi has inspired me in the same way, so i'm starting small with gardening. good luck!",Ziqi以同样的方式启发了我，所以我从园艺开始很小。祝你好运！
18098,Ugzy6OfZS-qGWLHCH9p4AaABAg,0,3 years ago,the video is so good.,视频太好了。
18018,Ugx-1qZJ36ZeSrwamnl4AaABAg,0,3 years ago,"cooking was good, but sounds is kind of irritating good thing it was changed toward the end",烹饪很好，但是声音有点令人讨厌的好东西，它已更改为结尾。
17993,Ugz9q6lEbIp4Hot_7JR4AaABAg,0,3 years ago,"i know a lot of city people think countryside is boring. well i don’t, actually living there would be great for your physical and your mental health. natural environment is good for everything, this is definitely natural paradise",我知道很多城市人认为乡村很无聊。好吧，我没有，实际上住在那里会很适合您的身体和心理健康。自然环境对一切都有好处，这绝对是自然的天堂
16670,UgybsV8MxfO-8a1opRR4AaABAg,0,3 years ago,"this dog has a good role in supporting, really spirituality",这狗这养演得好，真有灵性
17021,UgxADv1Yj-5Loin0AT94AaABAg.98FBepHeILi98FuJakn2JW,0,3 years ago,"yes, that's how chinese made popcorn more than 20 years ago, and i didn't eat less when i was a kid. but the lead content is relatively high, eating too much is not good for your health!",是的，这就是中国人在20年前制作爆米花的方式，小时候我的饮食并没有减少。但是铅含量相对较高，饮食太多对您的健康不利！
17012,Ugyy0Zh_r3nc_oR-qxx4AaABAg,0,3 years ago,"all her good look fantastic, i wish i could have some",她所有的外观都很棒，我希望我能拥有一些
17000,UgwZc9POeR6S6uvWVG14AaABAg,0,3 years ago,chinese people are really good,中国人真的很好
16995,UgxmiBVEZZ0bYvsWW7V4AaABAg,0,3 years ago,very good she gril,她很棒
16887,UgypkwQXt11ItY-EhkZ4AaABAg,0,3 years ago,"ly tu that, you are so good at you.",ly tu，你很擅长你。
16864,UgwkPgeFA2B5ti33vSl4AaABAg,0,3 years ago,soo good and satisfied,良好和满意
16821,Ugxa27_dji9BScIHUm94AaABAg,0,3 years ago,c girls are good and excessive ♥ ️,c女孩很好，过度♥谢
16817,UgyTCUrfom4_vWJwSIl4AaABAg,0,3 years ago,good,好的
16775,Ugw4_Oxyyf3ag3J8mQx4AaABAg,0,3 years ago,i am good at z,我擅长Z
16738,UgwHOPVvKP4Y049gb2F4AaABAg,0,3 years ago,your puppies are so cute and that marshmallow thing looked really good...well everything looks good tbh,你的幼犬是如此可爱，棉花糖的东西看起来真的很好...好吧，一切看起来都不错
16707,Ugxlww7vU02yh1Ebrgt4AaABAg,0,3 years ago,good job,好工作
16666,UgwiL2VSsqaBr_RRBd94AaABAg,0,3 years ago,she has such good mood and she is so inspirational,她的心情很好，她是如此鼓舞人心
17978,UgxbH9u7xLsKs82w7qx4AaABAg,0,3 years ago,"come and see, the shooting is good 的",来看看，拍的不错
16663,UgyXjSzoHjkTVcHwoW54AaABAg,0,3 years ago,"this oven is good, how to make this oven? @李 柒",这个烤炉不错，怎么制作这个烤炉？@李子柒
16507,Ugz3bh7WPR_hiZ9Qfbp4AaABAg,0,3 years ago,it seems to be good and healthy,似乎很好又健康
16454,UgywcQpA9igvDUQKuKl4AaABAg,0,3 years ago,you're really good,你真的很好
16287,Ugx5BJn9gC8Tc3rjZhx4AaABAg,0,3 years ago,wow their life is wonderful . i also like a life like her . she is so happy . i love nature a lot . but the modern technology is a very bad thing . may be there are good effect also . but the nature is wonderful amazing . there is no words to discribe that .,哇，他们的生活很棒。我也喜欢像她一样的生活。她很高兴。我非常爱大自然。但是现代技术是一件非常糟糕的事情。可能也有很好的效果。但是大自然真是太神奇了。没有话可以归因于此。
16200,UgzepDTjsFjNanC0yvF4AaABAg,0,3 years ago,the cooking is really good,烹饪真的很好
16198,Ugz56lbokQo15S_nKip4AaABAg,0,3 years ago,good to see if you want to eat,很高兴看看您是否想吃
16129,UgyRw4vLESQnxMYOZNB4AaABAg,0,3 years ago,good,好的
16110,UgzqlZZBw5RwEaZXY3d4AaABAg.98uD5G8DJS699NilQDT6ru,0,3 years ago,"her parents got a divorce but her stepmother didn't love her, so she lived with her grandparents. her grandpa taught her all the skills. several years ago grandpa past away, she didn't get enough education and couldn't get a good job, so she did all the things on her own.",她的父母离婚，但继母不爱她，所以她与祖父母住在一起。她的爷爷教她所有的技能。几年前，爷爷过去了，她没有得到足够的教育，也无法得到一份好工作，所以她自己做了所有的事情。
16062,Ugw9KPxs74U_HV0CQJR4AaABAg.98xohFcpx5t99Ni3ox99d6,0,3 years ago,no it's a real poor chinese girl who has lost her parents and her grandpa. she doesn't get enough education and can't get a good job so she do all the things on her own. these things are her daily life,不，这是一个真正的可怜的中国女孩，她失去了父母和爷爷。她没有得到足够的教育，也无法得到一份好工作，所以她自己做所有的事情。这些事情是她的日常生活
15990,Ugxk-gBl8rsQBbg2gwN4AaABAg,0,3 years ago (edited),"from 4m followers when i first discover this video and istantly subscribe. now over 13m followers
keep inspiring people and be in good health always","从400万关注者中，当我第一次发现此视频并互相订阅时。现在超过1300万的追随者
保持启发人并始终保持身体健康"
15943,Ugx8AGeDwyrWtyFCBmp4AaABAg,0,3 years ago,"although it is not a real countryside, i have to say that the video is really good",虽然不是真实的农村，但是不得不说，视频拍的是真好啊
17073,UgwkyGP2m-CD_KONEOB4AaABAg,0,3 years ago,"https://youtu.be/nmm18iwfndc


if you liked the video, subscribe to it. good. press it. thank you.
we'll continue to upload good videos, so please keep an eye on us!","https://youtu.be/nmm18iwfndc


如果您喜欢视频，请订阅。好的。按下。谢谢。
我们将继续上传良好的视频，因此请密切关注我们！"
17173,UgyupWqu-WzOKmzjXth4AaABAg,0,3 years ago,good food,美食
17176,UgxdUqWisitn3_gWlOl4AaABAg,0,3 years ago,"oh my god, this sister is so good",哦，天哪，这个姐姐真好
17186,Ugy1rrzlfhueQkp-rid4AaABAg,0,3 years ago,a very good collection of ingredients she have...,她拥有的非常好的成分...
17911,Ugx5_Hkc8hzCNThDkTd4AaABAg,0,3 years ago,"this was a drama,not the true living of the girl, she is a good actress and good performance. i was used to live in chinese country,i understood the true in the country that it was hard and tough.",这是一部戏剧，不是女孩的真实生活，她是一位出色的女演员，表现不错。我习惯于生活在中国国家，我知道该国的真实情况是艰难而艰难的。
