,cid,votes,含good,含good中文翻译
11627,UgzsKcSS7KSC1ELC8QJ4AaABAg,0,really chines people are too good and creative and attractive,真正的人太好了，有创造力和吸引力
6494,UgxkUhby-VRPgDuyHsd4AaABAg,0,does anyone like vietnamese like this sister ... i have not liked to eat and drink but just like to see this sister because this girl is good at watching and admiring ...,有人喜欢这个姐姐吗？
11598,UgxqTx0RKMi9Dm3DwLh4AaABAg,0,"seeing ziqian living, i really enjoy this place. there is really hard life in this place, but there is a good place for everything from another angle.",看子柒干活真享受 还有这地方好美 生活确实辛苦但是换一个角度一切都有美好的地方
11595,UgySX2Wy0DCp2e-fLMN4AaABAg,0,you are too good i am watch your all video i like your video.,您太好了，我正在观看您喜欢您的视频的所有视频。
11587,UgzFiCKDQIkCMKBDYQZ4AaABAg,0,"i have lived in rural liuzhou, and the dishes look pretty good, as well as snail powder, the collection and processing of ingredients are relatively real, and it is true that this is right; but where is there such antique kitchen and rural areas! intersection",我在柳州农村生活过，做的菜看起来蛮不错的，螺蛳粉也是，食材的收集以及处理也比较真实，确实是这样处理没错；但是哪里有这样古色古香的厨房和农村啦！？
11535,UgwNBxdZWqikg6po_PN4AaABAg,0,korean word 在 韩 写 写 李 李 子 柒 this video is fascinated by addictive video.没 影 影 好 好 good good good 好 好,韩语单词在在写李子子子子柒子柒子柒子柒子柒子子子子子子子子子没没没没影影影影好好好
11489,Ugxk6BQiCsSz0sIC8xx4AaABAg,0,life is good.,生活很好。
12021,UgwDZ1mRHX4myouBujF4AaABAg.9744unMbb-s98q5S2m335a,0,her life is wonderful good luck gorges,她的生活很棒，祝你好运
11472,Ugyc0BQEVN954lDWbZd4AaABAg,0,"friends who need medical masks can contact me, we have our own factory in china. the quality is safe and reliable. good quality and low price",需要医疗面具的朋友可以与我联系，我们在中国有自己的工厂。质量是安全可靠的。优质和低价
11468,UgyzNrecUYMLRoB4vE94AaABAg,0,"so good, sister",很好，姐姐
11443,UgyOglWdIpenSuFme9d4AaABAg,0,"in my country bamboo shoots called ""rebung"" the taste is good usually we cooked it with coconut oil and perfectly eat it with ""lontong"" (rice cake). it's really good ☺",在我的国家 /地区，称为“ rebung”的竹芽味是很好的，通常我们用椰子油将其煮熟，然后用“ lontong”（米饭）完美食用。真的很好☺
11440,UgyYAsoAlVVM-aYJ3_x4AaABAg,0,the girl is so good.,这个女孩真好。
11428,Ugz_62-PEIm4aME766l4AaABAg,0,good,好的
6537,UgxyVdF9ROwsGYa-bhR4AaABAg,0,very good video in a quiet countryside ๐๐๐๐๐,一个安静的乡村的很好的视频
11395,Ugy1w7pJl1X0mcUAY7d4AaABAg,0,"if you suspect your partner's sincerity, and have doubts about your relationship, or doubt your partner is cheating and not sure, i suggest you send emails to cyberpunkhackers@gmail.com or send emails on instagram on cyberpunk_hackers. they can invade wechat, telegram, qq, instagram, facebook, weibo, snapchat, and any other social networks. they also conducted telephone clones, university -level hackers, gmail, yahoo, eradicating and upgrading credit cards and any other types of hackers. their services are trustworthy and guaranteed, and the price is reasonable. you have a good day.","如果您怀疑伴侣的诚意，并且对自己的关系有疑问，或者怀疑伴侣在作弊并且不确定，我建议您发送电子邮件至CyberPunkHackers@gmail.com或在instagram上发邮件在CyberPunk_hackers。他们可以入侵WeChat，Telegram, QQ, Instagram, Facebook，WEIBO, Snapchat和任何其他社交网络。他们还进行电话克隆，大学级别的黑客攻击，Gmail，Yahoo，擦除和升级信用卡以及任何其他类型的黑客攻击。他们的服务值得信赖和保证，而且价格合理。你们有美好的一天。"
11380,UgyGhgr_WLxPTwUlObp4AaABAg,0,good chinese wuhan pneumonia,好的中国武汉肺炎
11662,UgyM-lt3CcqAZYfRB9J4AaABAg,0,very good cooking. i want to eat.,很好的烹饪。我想吃。
11664,UgwckMffwDr7DGfikIt4AaABAg,0,a woman who is so good and good,一个如此善良的女人
11704,UgxcGm5Mmvs-gc2BAwR4AaABAg,0,"hello, good year, thai year.",您好，一年，泰国一年。
11741,UgwdnffNUuO6qazGRJJ4AaABAg,0,it tastes good cooking ...,味道很好...
12000,Ugz0mFC-Ay6si-uU1pZ4AaABAg,0,wow that very impressive everything is perfectly done very nice video good job chinese girl you and your team are very talented,哇，令人印象深刻的一切都完美地完成了非常好的视频，你和你的团队都很有才华
11994,UgyXw-TTv2XNVV3u-d54AaABAg,0,she is a good girl n smart girl,她是一个好女孩n聪明的女孩
11982,UgzEgqi7y3WrNCR36g54AaABAg,0,"good video, ms. ly tu that is beautiful + sub salty",好的视频，美丽的tu女士
11980,Ugy1JC1Me4U3iGMK1n54AaABAg,0,the girl is so good,女孩真好
11972,Ugw1-ZkVjEBojNtwwMV4AaABAg,0,it is beautiful and valuable everything you do. you are very wise. your mother is beautiful and you treat her very well. that's good .,您所做的一切都是美丽而有价值的。你很明智。您的母亲很漂亮，您对她很好。那挺好的 。
11947,UgxL06E8SiLiWppaXMl4AaABAg,0,put the bone bone and boil the snail soup. this is very good. liuzhou can no longer find this. i miss the taste of my childhood.,放筒骨熬螺蛳汤，这点很赞啊，柳州已经找不到这么做的了，很怀念小时候的味道
6430,UgzTS_KFJJuVgOCyjwt4AaABAg,0,gooddyya,gooddyya
11894,Ugxa4qYUiAJqRruJwsV4AaABAg,0,very good channel and she is going to garden everyday me market,非常好的频道，她将每天都在花园
11890,UgwAuMrgZUPBKgA9vSl4AaABAg,0,"new fantasy vietnamese people. but like vietnam real. small people are so chatter. this girl is also good at cooking well.
everything knows how to do it all?

salted, stir -fried, then soup and picking vs from the garden are not new or new.

too good at all.

see that saliva.
are vietnamese girls so good ???



vietnam does not apply.","新的幻想越南人。但是像越南真实。小人们很chat不休。这个女孩也很擅长做饭。
一切都知道该怎么做？

咸，搅拌，然后汤和从花园中摘下vs是新的或新的。

太好了。

看到唾液。
越南女孩太好了吗？？？



越南不适用。"
11854,UgzABZn6fskJH8dfXoR4AaABAg,0,"too good, it is the best girl",太好了，这是最好的女孩
11851,Ugx8_Rkj6hmHLDrwRlB4AaABAg,0,good luck !!! romania. europa.,祝你好运 ！！！罗马尼亚。欧罗巴。
6441,UgxLUI8of3IrivK_h6d4AaABAg,0,goodjob.....,好工作.....
11837,Ugw69mFnpawPN0fhsjt4AaABAg.97Cf8C9f5VC97TsKQDCZkw,0,"@wings2909 you ignore him, he can't see others good. stench face",@wings2909 你别理他，他见不得别人好。恶臭的嘴脸
11822,UgzbbkjWUaRBfUec6T94AaABAg,0,tu 50 lives to get a beautiful and good wife like this: <from vietnam with love <3,TU 50生活是为了获得这样美丽而好妻子：<<从越南带来爱<3
6461,UgxdnrFxLG35dnWbeGl4AaABAg,0,pretty good cinematography.,很好的摄影。
11779,UgyIcJF6t_OCtjlebfB4AaABAg,0,good,好的
11767,UgwLiLqSqjQB0qvEgUJ4AaABAg,0,beautiful is good too good,美丽太好了
6259,UgwLCJO1PKVIkKqtkmF4AaABAg,0,cj so good,CJ太好了
12911,Ugzq87WD7kxtOk-MJlJ4AaABAg,0,can you send the wuhan war discipline. the shot is so good,能不能发一下武汉战疫纪。拍的太好了
12924,Ugzh15pj9o-FxiEtzwl4AaABAg,0,it looks good through chi oi,通过chi oi看起来不错
13690,UgwKhOtA5NPruR3YeVV4AaABAg,0,good,好的
13785,Ugz2T9_xwJ-CdvlvX8x4AaABAg,0,so good...,超好的...
13784,UgwbFtGQM7nEovcrkT14AaABAg,0,so good...,超好的...
6151,UgxEm0vj4R3Gb-QqqMl4AaABAg,0,"very capable, good women in china",很能干，中国的好女人
13749,Ugyh0Epl71VrePWajI14AaABAg,0,good video,好视频
13747,Ugw_Kx-QZ5JXfS6YGTB4AaABAg,0,"very good, cute too",很好，也很可爱
13737,Ugx_Q8l7xHouwn01aGB4AaABAg,0,my wife is so good guys,我的妻子是好人
13736,UgzQyXy2wFHxHJoqbmF4AaABAg,0,she is so cute. super good video recording,她太可爱了。超级好视频录制
6154,UgzEdhfw6Q5nYupUCyh4AaABAg,0,this human being is very good and very beautiful her life story is very crying ๐๐,这个人非常好，她的生活故事非常美丽，非常哭泣。
13689,UgwYWYcbxZ6oEY0jFFh4AaABAg,0,this woman is really good at home like this.,这个女人真的很擅长在家。
12928,UgwagVSL1ahK4J9P4rp4AaABAg,0,wow! it feels good to live in such beautiful place. thumbs up if you agree. no wonder why she's got millions of views and subscribers.,哇！住在如此美丽的地方感觉很好。如果您同意，请大拇指。难怪她为什么有数百万的观点和订户。
13674,Ugy8zEXHyOHdGJBB_kt4AaABAg,0,"good bless you,i love your cooking your place too",祝福你，我也喜欢你的烹饪你的住所
13673,UgzYgPDl7qLQKvLuYHB4AaABAg,0,"very good, the scene is beautiful.",很好，场景很美。
13657,UgxgvjPaQNJ2eeVEyS94AaABAg,0,"one day's good time. watch the video, marvel at your busy life. it is cool in your country. and you are cool. want to ask you if you can share some seeds.",一天的美好时光。观看视频，惊叹于您忙碌的生活。在你的国家很酷。而且你很酷。想问你能不能分享一些种子。
13652,UgxKjqiSJpU7t_RvYKJ4AaABAg,0,"have any americans tired gardening for at least two months...before dreaming about life like that...you work all day long...so many naive female comments...you can't even eat a garlic...not adding you would smell all day long from sweating and smoke...etc...plus..to all naive...it is impossible to take care of, or to have a garden like that by one person...every gardener knows this..who has a first job.etc.. not to mention the smell of the poo of the animals that are there..but the manure is not recorded..
but the other girl who records this fake life is a very good editor..
not to mention flying insects and flys..but the fermenting idea is wonderful..ps..there is no a/c there...but cooking still alive snails...i wouldn't do even i am a man...","有任何美国人疲倦的园艺至少两个月...在梦想着这样的生活之前……你整天都在工作...这么多天真的女性评论...你甚至不能吃大蒜...补充说，您会整天从出汗和烟雾中闻起来...等...知道这一点..谁有第一份工作。
但是，记录这种虚假生活的另一个女孩是一位非常好的编辑。
更不用说飞行的昆虫和飞蝇了..但是发酵的想法很棒。 。"
13632,Ugx5Kt8qSKzpsw9LcdB4AaABAg,0,i think i'm watching a movie on the other hand. please upload a lot of good videos.,另一方面，我想我正在看电影。请上传很多好的视频。
13621,UgyBMxNtPHdVqzHmJrV4AaABAg.9568akOSnd29569Yz5G75g,0,"@rrr-ox1iw what do you mean?
is it that our homeland is so good?","@RRR-ox1iw 你是什么意思？
我是说的我们家园有那么好吗？"
13614,Ugx4WtZNPugIkLY_pA54AaABAg,0,good shooting.,好射击。
13611,UgykKLmfGAY19HTWRn54AaABAg,0,very good your videos what you do is very beautiful congratulations that god always bless you and family amen lord,非常好的视频，您所做的是非常美丽的祝贺，上帝总是祝福你和家人阿们。
13796,Ugz0Y2p06AeIsRovFCN4AaABAg,0,knya do the village sy masaanax..how to do it and the heaven almost sma good bgt definitely x ..,Knya做村庄Sy Masaanax ..如何做，天堂几乎是SMA好BGT肯定X ..
6146,UgxnmIqRfACiAwLZxul4AaABAg.9F-9T6Uho309F4mTTRy1j_,0,"@user-hf3iy1jk9c is really not as good as you have a task to be on the body, i wish you a little more blade",@user-hf3iy1jk9c 确实是比不了你有任务在身，祝您缺多吃点刀片
13823,UgzkjUQeqB5HuollkgF4AaABAg,0,is her grandma's teeth still good? becaude my grandma would not beu eat food that is hard to chew. is her mother -in -law? because my grandma can't eat such a hard thing. i hold that they are healthy for a long time.,Is her grandma's teeth still good? Because my grandma would not be able to eat food that is hard to chew. 她婆婆的呀还好吗？ 因为我奶奶不可能吃这么hard 的东西了。I hope that they are healthy for a long time.
13824,UgxT6B4MWEusvxiN5qd4AaABAg,0,good cameraman,好摄影师
14185,Ugx1kFRYu_JM92lGXc14AaABAg,0,"nothing to do it for her uncle, there is no such child such a child! for the lens, it looks good! let me live longer?",不对她姥姥都没有帮忙做，有这样的姥姥不可能有这样的孩子！为了镜头好看咩！让姥姥动一动会活久一些？
14160,Ugzdb3Ja5TowGO8Dbax4AaABAg,0,ok now i realized that this video has so good quality,好的，现在我意识到该视频的质量很高
14156,UgwncNCODQkBciTQhwF4AaABAg,0,it's good if you have a wife like this,如果你有这样的妻子，那很好
14154,UgwONMQtQAjBuc0cfDl4AaABAg,0,if in indo the name is bamboo shoots ... it feels really good,如果在印第安
6003,UgwntoGG2Gb-Gi9RoMR4AaABAg,0,good mother,好妈妈
14140,UgwTj8fTUzbT7CAmIxF4AaABAg,0,these videos made me 're think about our present lives. life should be like this. i feel this girl is the real 'olang' who was the farmer's wife in the nobel prize winning story 'the good earth'.,这些视频使我想到了我们现在的生活。生活应该是这样的。我觉得这个女孩是真正的“奥朗”，他是诺贝尔奖获奖故事“好地球”中农民的妻子。
13944,UgzjIj_NMAM3JyQsElN4AaABAg,0,done subcribe..im watching your channel from malaysia. nice and very good videos.,施加了..我从马来西亚观看您的频道。不错的视频。
13922,Ugw6PCtHp1hl6qQTCCN4AaABAg,0,"bamboo is really a good plant !!!!
you can eat it ~~
i don't know how spicy this is ...","竹子真是好植物!!!!
可以用可以吃~~
不知道这辣度如何...."
13911,UgzgNqK7hbt0A3DyOGJ4AaABAg,0,"good, brave, dare to say. that is all i want to tell me and very respect you.",好，勇敢，敢说。这就是我要告诉我的一切，并非常尊重你。
13899,UgybOPGzmMKnY1xRheV4AaABAg,0,i concluded that she is so good at what she does right now because she grew up without parents doing everything for her. she inherited the cooking skills from her grandfather and and so she has a heart of gold.,我得出的结论是，她现在擅长于她现在的工作，因为她长大了，没有父母为她做所有事情。她从祖父那里继承了烹饪技巧，因此她拥有一颗金色的心。
13894,UgyFIoLeR4dyYIfjbJ54AaABAg,0,she's so so good she's beautifull too ang good at working,她真是太好了
6104,UgxogHX5Zx2QNfMUFhF4AaABAg,0,"good, to be tasted absolutely ... โ๏ธ๐",很好，绝对品尝...✌️
6129,UgzK1UrszhfiFOamr7p4AaABAg,0,look good,看起来不错
13860,UgziALFFypcbNoNIH9F4AaABAg,0,liziqi i'm so good. my vegetable garden is so good. i show you how to grow vegetables with.,liziqi我真好。我的菜园太好了。我向您展示如何种植蔬菜。
