,cid,votes,time,含feel,含feel中文翻译
13184,UgzOpEhj1IUqoEbggNF4AaABAg,0,3 years ago,"ống kính tây bắc subscribers
guys, i hope that you can see my comment. i'm here to tell you something about her childhood and now. as far as i'm concerned, her mother passed away when she was little. soon after, her father married another woman. her stepmother was mean, she was like every stepmother you've read about in the fairy tales. ziqi was forced to do all the housework, she didn't even get to go to school usually. her grandparents were very supportive to her and protected her, they are the most important people to her. her father passed away then, and idk what happened to her stepmother after that. she then quit school and came to the cities to work as much as she could to help her grandparents. she has been a waitress, a dj and all the other stuffs. but then, her granddad passed away, and her grandmother as you all see in the videos was sick. so she quit everything and came back to her hometown to take care of her grandmother although she knew that the finance would be a burden. she then figured out how to make a video. she made the video how to dye cloth by grapes' skin and people love it. she did all the work by herself and try again countless times. one video that is making chinese noodles, everytime she has set the camera angle, the dough got dry and she cannot use it anymore. so she had to make the dough by scratch again and again to record. the dough that was dry, she then baked them into bread for her and her mother to eat. she then said that she was scared just looking at the bread for a while. when she had some money earned from the videos, she hired some camera men, just 2 or 3, to support her. but the fame and popularity have led to her lack of privacy. papparazi, fly cams are all over her house, she feels really sorry and somehow guilty to her grandmother because of that. she suggested moving to another house but her grandmother told that she had lived in the house for her entire life, so she wouldn't want to move. some people may say that the videos are fake, that she didn't actually do what was shown in the videos, she just shows her hardworking hands. she really has had an unfortunate childhood, so she deserves what she has today. please, if you find my comment interesting, leave a like. this is based on my own knowledge so if i'm wrong, let me know. you can support her by clicking the ads or watching it till the end. thank you ❤","ốngkínhtâybắc订户
伙计们，希望您能看到我的评论。我在这里告诉您有关她的童年和现在的信息。就我而言，她的母亲小时候去世了。不久之后，她的父亲嫁给了另一个女人。她的继母是卑鄙的，她就像您在童话故事中读过的每个继母一样。 Ziqi被迫进行所有家务劳动，她通常甚至都没有上学。她的祖父母对她非常支持并保护她，他们是她最重要的人。她父亲那时去世了，在那之后她的继母发生了什么事。然后，她退出学校，来到城市尽可能多地工作以帮助她的祖父母。她一直是女服务员，DJ和所有其他东西。但是随后，她的爷爷去世了，当你在视频中看到的那样，她的祖母病了。因此，她辞去一切，然后回到家乡照顾祖母，尽管她知道财务将是一个负担。然后，她想出了如何制作视频。她制作了视频如何用葡萄的皮肤染色布，人们喜欢它。她自己做所有的工作，然后无数次重试。一个正在制作中国面条的视频，每次设置相机角度时，面团都会干燥，她再也无法使用它了。因此，她不得不一次又一次地划痕才能记录下来。干燥的面团，然后将它们烤成面包供她和她的母亲吃。然后，她说她只是害怕看面包一段时间。当她从视频中赚钱时，她雇用了一些只有2或3个相机的人来支持她。但是，名望和受欢迎程度导致她缺乏隐私。帕帕拉西（Papparazi），苍蝇凸轮都在她的房子上，因此，她对祖母感到非常抱歉，并以某种方式感到内gui。她建议搬到另一所房子，但她的祖母告诉她一生都住在房子里，所以她不想搬家。有些人可能会说这些视频是假的，她实际上没有做视频中显示的事情，她只是展示了勤奋的手。她确实有一个不幸的童年，所以她应该得到今天的一切。请，如果您觉得我的评论很有趣，请留下类似。这是基于我自己的知识，所以如果我错了，请告诉我。您可以通过单击广告或观看直到最后来支持她。谢谢"
14161,UgyYKlahoH8eq_s0dvd4AaABAg,0,3 years ago,thank u for ur hard work i feel guilty watching ur videos for a long time on some of my many accounts but now i'll make it up by subscribing 's not easy work what u do so u can count on me i have ur back i'll support this channel and i big gud luck to u and thanks again for the amazing contends,谢谢您的辛勤工作，我很长一段时间以我的一些帐户中的某些帐户感到内gui，但是现在我会通过订阅
12972,UgxN80lwo70xbEBYLqJ4AaABAg,0,3 years ago,i feel bad for the snails :'/,我为蜗牛感到难过：'/
12945,UgytWROnurt7fOcPZJp4AaABAg.968AXRHyf1Z97AOyyeZTrZ,0,3 years ago,"@aaaaaaaa5916 i believe in you. you will be surprised how good you will feel. just follow the guidelines, ""challenge 22"" has some great advice on easy way of change.",@aaaaaaaa5916我相信你。您会感到惊讶的是您会感觉如何。只需遵循准则，“挑战22”就简单的变革方式有一些很好的建议。
12928,UgwagVSL1ahK4J9P4rp4AaABAg,0,3 years ago,wow! it feels good to live in such beautiful place. thumbs up if you agree. no wonder why she's got millions of views and subscribers.,哇！住在如此美丽的地方感觉很好。如果您同意，请大拇指。难怪她为什么有数百万的观点和订户。
12809,UgxO-CAZiSf23HCVpit4AaABAg.96JGzV-lc_I96KlAxnTqzC,0,3 years ago,very strong feeling,非常强烈的感觉
12792,UgxO-CAZiSf23HCVpit4AaABAg,0,3 years ago,when watching these videos i get the feeling that i don't even really know how to human...,观看这些视频时，我会感觉到我什至不知道该如何成为人类...
12770,UgxZd9oav6OazTJ5QU54AaABAg,0,3 years ago,"my mind feels cool n refreshing ,,by watching liziqi,,",我的头脑让我感到很凉爽，看着Liziqi，
6398,UgyD87_9HBdg4Z4agC94AaABAg,0,2 years ago,"feels like you are living in the heaven.. you are a product of film industry, your job is a natural actress.. sick of the same movies picking up veggies and fruits all over the world.. same movies every year..",感觉就像您住在天堂中。.您是电影业的产物，您的工作是一位天生的女演员。.厌倦了全世界的蔬菜和水果的相同电影。每年相同的电影。
12723,UgxbxsZpY5Xvxmr6zlh4AaABAg,0,3 years ago,"i feel that there is no beauty in the previous work, is there a few details of each detail?",感觉没有以前的作品美了，是不是每个细节画面少了呢，
6423,UgxwQxEUAYLQqzjqWNt4AaABAg.9EoTG9gjtna9Fp-4yRLAUV,0,2 years ago,"natural things are tasteless. we eat more artificial chemical seasoning, and feel that it is not so delicious about natural things.",自然的东西较无味，我们吃多加了人工化学调味东西，对天然的东西觉得没那么好吃
14159,Ugz9_9w7hYeujbZDDUV4AaABAg,0,3 years ago,"i feel so clumsy after watching that:,d",看完那个后，我感到很笨拙：，D
14212,UgyUNGFOXhxupgVGh254AaABAg,0,3 years ago,i feel truly peacefull. thanks,我感到非常和平。谢谢
15704,Ugyfum309aU8EcWAicZ4AaABAg,0,3 years ago,"working the land, the earth, is so noble and admirable. it makes us feel more connected, more alive !",在土地上工作，地球，是如此崇高和令人钦佩。它使我们感到更加联系，更活跃！
14952,Ugy4DKizhSWVzxorkBF4AaABAg,0,3 years ago,i feel peaceful!!,我感到和平！
15534,Ugx4VVLS3OjaOuj--Z54AaABAg,0,3 years ago,i am feeling every thing is like dream in this video,我觉得这段视频中的每件事都像梦
15478,UgxTmbk64Yw732U7WyJ4AaABAg,0,3 years ago,eat your socks .all the chef's that study so long yo cook.. and this lady. .just goes it naturally.. i cook and live like this. and i consider myself so lucky.. i see all the rubbish that people eat in the so called. powerful countries. .all the chemicals. practically. they eat cancer and other modern sickness...i have travelled so.much. to those powerful countries and i feel so sad for them. and those people. think that they have a great life. jjjjj,吃你的袜子。所有的厨师都在研究这么长的哟厨师..和这位女士。 。我认为自己很幸运..我看到人们在所谓的所有垃圾中吃了所有的垃圾。强大的国家。所有化学物质。几乎。他们吃癌症和其他现代疾病...我旅行了。对于那些强大的国家，我为他们感到难过。和那些人。认为他们有美好的生活。 jjjjj
15475,Ugx9XZBQDAGRPy5B7Lp4AaABAg,0,3 years ago,you can feel clean.,你可以感到干净。
15353,UgxPltIr7Y4EURYWRJ14AaABAg,0,3 years ago,watching liziqi's videos like watching films about the life of ancient chinese people who have wealth in cultural and culinary. it feels cool in the heart.,观看Liziqi的视频，例如观看有关文化和烹饪丰富的古代中国人生活的电影。内心感觉很酷。
15237,Ugxw88mteA-qYYjoFpB4AaABAg,0,3 years ago,nice video i saw this video even i feel better,不错的视频，我也看过这个视频，即使我感觉好多了
5943,Ugwruoo5kyusmhmTD_p4AaABAg,0,2 years ago,"some are complaining about their own lives and how cities are bad and so on and on. but you can also live at least a bit like that. maybe you can stile your room differently, buy new kitchen pottery similar to the one she uses (of course do not throw away the old stuf, but give it to someone that needs it or sell it or...) you can also learn how to cook and sew (there are plenty tutorials on youtube and i believe that if you set your mind to it, you can learn. maybe not as fast as some, but practise makes perfect and besides, even she had to learn things. no one is born with skills, some are just a bit more talented, but that does not mean that you can not learn it.) and do it in your free time instead of watching tv and youtube. you can also try and plant some vegetables in your apartment, at least some herbs. there is a thousant things you can do to live a bit more like her and reduce stress. it is true that she inspires people, but if they do nothing but watch her videos, then what purpose does it have? yes, even watching her videos calms you and makes you feel beter, but imagine how much better you would feel if you lived a bit differently? or at least if you try to make your home look better, so that you would be able to admire it every day you return exsausted from work/school. (believe me, even the dullest room can look perfect with a bit of imagination and/or some tips/diys from internet.) but the most important thing is that you try to admire your own soroundings. follow her lead, she admires every flower and raindrop. so can you. at first it will be hard, but in time, you will notice small, but precious pearls even in the busiest city and this little surprises will make you smile.",有些人抱怨自己的生活以及城市如何不好等等。但是您也至少可以这样生活。也许您可以以不同的方式静止，购买类似于她使用的厨房陶器（当然不要扔掉旧的STUF，而要丢给需要它或出售的人或...）您也可以学习如何学习要烹饪和缝制（YouTube上有很多教程，我相信，如果您确定它，就可以学习。也许不像某些人那样快，但是练习是完美的，而且她不得不学习东西。没有人天生具有技能，有些人的才华更加有才华，但这并不意味着您无法学习。）在业余时间进行，而不是看电视和YouTube。您也可以尝试在您的公寓中种植一些蔬菜，至少一些草药。您可以做一些事情要做的事情可以像她一样生活并减轻压力。的确，她启发了人们，但是如果他们除了观看视频外什么都不做，那么它有什么目的？是的，即使看着她的视频使您平静下来，让您感到沮丧，但是想象一下，如果您的生活有所不同，您会感觉好多？或至少如果您试图使房屋看起来更好，以便您每天都可以欣赏它在工作/学校中遭到屠杀。 （相信我，即使是最沉闷的房间也可以通过一些想象力和/或互联网上的一些提示/Diys看起来很完美。）但是最重要的是，您尝试欣赏自己的sor脚。跟随她的领导，她欣赏每朵花和雨滴。你可以。起初很难，但是随着时间的流逝，您会注意到很小的，但是即使在最繁忙的城市中，珍贵的珍珠也会让您微笑。
15053,Ugzbti__M4_5rZJoUUB4AaABAg,0,3 years ago,i love her!! she's truly a dynamic woman. i'd be a terrible guest because i don't think i'd eat 90% of what she makes!! then i'd feel bad. then she'd be offended. i'd be asked to leave. it would be a whole thing.,我爱她！！她确实是一个充满活力的女人。我会成为一个可怕的客人，因为我认为我不会吃她所做的90％！那我很难过。那她会被冒犯。我被要求离开。这将是一件事情。
15036,Ugyog24GEF9SBEa0ygB4AaABAg,0,3 years ago,i played harvest moon and always thought the bamboo shoots there are weird looking. turns out they look exactly like the real ones only rounder in the game lol i feel bad for my ignorance :'),我打了收获月亮，总是认为那里的竹芽看起来很奇怪。事实证明，它们看起来完全像是真正的游戏中的真正圆形大声笑，我对我的无知感到难过：'）
5981,UgxvAuJTFlMG5TuJm3F4AaABAg,0,2 years ago,"if you are new here, here is absolutely everything you need to know about liziqi ( li ziyi ): 

in 1990, li ziyi fell to the ground in mianyang, sichuan. her parents divorced when she was very young. later, her father died, and li ziyi became an orphan. his stepmother didnโ€t treat her well. li zizhen mentioned on weibo that he had had a half-dead experience when his stepmother dragged her hair into the gutter and was beaten. 

grandpa and grandma distressed granddaughter, and finally decided to take li ziyu home and live. when li ziyi was in fifth grade, his grandfather died again, and it was difficult for his grandma to raise her to continue school. at the age of 14, li ziyi had to drop out of school and go to the city alone to work hard, and began an 8-year wandering life. her first life was very hard. she slept in a park chair and scratched her head for two months. 

li ziyi has also worked as a waiter in a hotel, with a monthly salary of 300 yuan. in order to earn more income, she went to learn to play discs and sang in the bar. later, when talking about the matter, li zizhen frankly said: โ€i didnโ€t say that i liked music at that time, just to live, i felt that it was well paid.โ€ 

in 2012, because grandma was ill once, li ziyi was worried that she would regret it later, throwing away all work and returning to grandma. โ€being closer, i feel more at ease.โ€ 

after returning, li ziyi opened a taobao shop, but the business has been up and running, and he barely eats. in 2015, under the influence of his younger brother, li ziyi was exposed to the short video platform meipai. until 2016, seeing that his younger brother had some fans on meipai, and holding more fans can improve the mentality of taobao business, li ziyi re-entered meipai to prepare for his own video program. 

the reason why she chose to shoot videos in this style is closely related to her childhood environment. 

in an interview with the living room of sina club, li ziyi mentioned, โ€all these things that are self-sufficient in the countryside, for me, they are jealous. in the short video, she chose to start from the most familiar places. 

in the beginning, li ziyi gave himself a topic called โ€four seasons change, eat while you eatโ€. after the suggestion of meipai editor, it became โ€ancient foodโ€ and it is still used today. 

in september 2016, a new opportunity came quietly, which also became an important promoter for li ziyu to get more attention in the future. sina weibo began to openly search for more outstanding short video creators for resource support. 

as mentioned at the beginning of the article, liu tongming brought her weibo resources support. 

one day in september 2016, li feng, an ancient short video blogger, accidentally received a private weibo message from โ€mr. lโ€. mr. l expressed his love for li ziyuโ€s video content, felt that he had fulfilled his taoyuan dream, and hoped to meet her. 

for a long time after that, li ziyi received mr. lโ€s private letter. โ€it would be a shame for such a good video to let this person see it. this is uschinaโ€s proud traditional culture should be seen by people in china and around the world. โ€mr. l said in a private message. 

at first, after seeing these private messages, li ziyi didnโ€t care too much, even worrying about encountering a liar. until one day, mr. l came to the city where li zizhen was, and wanted to ask her to have a meal and talk. mr. lโ€s politeness and clear logical thinking made li slowly drop his initial alert. 

this accidental meeting has completely changed the life trajectory of li zizhen. not long after the meal was over, with the help of mr. l, li zizheng was supported by a large wave of resources on sina weibo, accelerating her popularity and allowing li zizhen to rush into the queue of the net influencer on the head. 

this experience is partly recorded in a diary of li zizheng that year. some insiders close to the senior executives of weinian technology confirmed to tencentโ€s โ€shenwangโ€ that the โ€mr. lโ€ is actually liu tongming, and his pseudonym was publicly reported. daxiong liu, the founder of wei nian technology, an mcn company to which li zizhen now belongs. 

on december 8th, the reading volume of a weibo topic labeled โ€is li ziyi a cultural outputโ€ climbed to 800 million. li zizheng was once again on the hot search list. 

the video created by li ziyi and her has become a phenomenon worthy of study now. 

extensive overseas communication is an important reason for li zihuanโ€s renewed attention. some people say that she has filmed a desirable rural life and spread the charm of traditional chinese culture and cuisine. others think that her video is not completely true to reflect chinaโ€s rural life. 

even the queries that have been popular since the explosion have been brought up again, such as being a dj, being a rich second generation, whether the video is from my own hands, is there a strong push behind it, and the video is true for rural life itโ€s still just a fiction for character setting. 

an insider of weinian technology told tencentโ€s โ€deep webโ€ that li ziyi was of ordinary origin, and the relevant video content was produced by li ziyi himself. the popularity was not the initiative of the company and himself. in fact, both li zihuan and the micro-reading team behind him were quite low-key, and they were very enthusiastic and declined all the current interview needs. 

until august 17, 2018, li ziyiโ€s eponymous tmall store officially opened. six days after going online, the store with only five products at that time had sales of over 150,000 and sales of over 10 million. a year later, the total sales of 21 products displayed in the li zizhen flagship store exceeded 1.3 million, with total sales reaching 71 million. 
the value behind li ziyiโ€s ip is being quickly tapped. 

li ziyi started from scratch and gained the first fans with his own strength. but now the popularity and gains of fame and fortune are obviously no longer just her achievements. 
according to tianyan search, โ€deep webโ€ shows that mcn hangzhou weinian technology co., ltd., which li ziyi belongs to, was established on february 28, 2013, with a registered capital of rmb 5.208 million. according to the introduction, wei nian is an entertainment entertainment company that incubates kol into ip through short videos and extends to consumer brands. 

the information of qixinbao shows that there are more than 100 pieces of intellectual property information of the trademark โ€li zihuanโ€. the applicant companies are hangzhou weinian technology co., ltd. the product categories include food, clothing, shoes and hats, dyes and fats, beer and beverages, financial property management, catering and accommodation. 

not only that, wei nian also has inextricable links with li ziyuโ€s companies. 

according to the eye inspection, li jiajia (should be the original name of li ziyu) established sichuan ziyu culture communication co., ltd. on july 20, 2017, and wei nian is its shareholder, holding 51% of the shares. supervisor, li jiajia holds 49% of the shares. 

according to other data, there are as many as 50 beneficiary companies behind hangzhou weinian technology co., ltd., including greenland holdings, zte, xinhua media, vanke, light media, etc. . 
among the shareholders of weinian technology, sina weibo is particularly eye-catching. 

from wei nian technology to sina weibo, li ziyi gradually has the best cards that internet celebrities are looking forward to. 
in her own words, she changed from โ€a little transparent to a person who is so useless to societyโ€. after entering the public view and being noticed by more people, li ziyiโ€s sense of responsibility has also become heavier. 
โ€i want to do what i can to do more things that are good for society, such as the spread of traditional culture, non-heritage cultural craftsmen, and i want to show these old things to everyone so that more people know. li ziyi said. 

source: https://www.ww01.net/en/archives/33757","如果您在这里是新手，那么这绝对是您需要了解的有关Liziqi（Li Ziyi）的一切：

1990年，李齐伊（Li Ziyi）跌倒在四川米扬（Mianyang）。她的父母很小的时候就离婚了。后来，她的父亲去世了，李齐伊成为孤儿。他的继母对她不好。李·齐兴（Li Zizhen）在微博上提到，当他的继母将头发拖入排水沟并被殴打时，他有半死的经历。

爷爷和奶奶使孙女感到沮丧，最后决定带李Ziyu回家。当李齐伊（Li Ziyi）五年级时，他的祖父再次去世，他的祖母很难抚养她继续上学。李齐（Li Ziyi）在14岁时不得不辍学，独自去城市努力工作，并开始了八年的流浪生活。她的第一人生非常艰难。她睡在公园椅上，挠头两个月。

Li Ziyi还曾在酒店担任服务生，每月薪水为300元。为了赚取更多的收入，她去学习演奏唱片并在酒吧里唱歌。后来，在谈论此事时，李·齐兴（Li Zizhen）坦率地说：“我不是说当时我喜欢音乐，只是为了生活，我觉得这是付出的。”

2012年，由于奶奶曾经生病，李齐伊（Li Ziyi）担心她后来会后悔，扔掉所有工作并返回奶奶。 “靠近，我感到更加放松。”

返回后，李Ziyi开了一家淘宝商店，但业务一直在运行，他几乎没有吃饭。 2015年，在他的弟弟的影响下，李齐伊（Li Ziyi）接触了短视频平台Meipai。直到2016年，看到他的弟弟在Meipai上有一些粉丝，并且拥有更多的粉丝可以改善淘宝业务的心态，Li Ziyi重新进入Meipai，为自己的视频节目做准备。

她之所以选择以这种风格拍摄视频与她的童年环境密切相关的原因。

李·齐（Li Ziyi）在接受西那俱乐部（Nina Club）的客厅采访时说：“所有这些在农村自给自足的事情，对我来说，它们嫉妒。在简短的视频中，她选择从最熟悉的地方开始。

一开始，李齐伊（Li Ziyi）称自己为“四个季节变化，吃饭时吃饭”。在Meipai编辑的建议之后，它变成了“古老的食物”，并且今天仍然使用。

2016年9月，一个新的机会悄悄地出现了，这也成为李Zyu将来更加关注的重要推动者。 Sina Weibo开始公开寻找更多出色的简短视频创建者以获得资源支持。

正如文章开头所述，刘·汤明（Liu Tongming）为她带来了微博的资源支持。

2016年9月的一天，古老的简短视频博客作者Li Feng意外收到了“先生先生的私人微博消息”。 L”。 L先生表达了对李Ziyu的视频内容的热爱，觉得他已经实现了他的作陶王的梦，并希望与她见面。

此后很长一段时间，Li Ziyi收到了L先生的私人信。 “这样一个好视频让这个人看到它是可惜的。这是中国和世界各地的人们应该看到USCHINA骄傲的传统文化。 “先生。我在一条私人消息中说。

起初，在看到这些私人消息后，李Ziyi并不在乎太多，甚至不必担心遇到骗子。直到一天，L先生来到了李·齐兴（Li Zizhen）所在的城市，并想请她吃饭和聊天。 L先生的礼貌和清晰的逻辑思维使李慢慢地放弃了最初的警报。

这次偶然的会议彻底改变了李·齐兴（Li Zizhen）的生活轨迹。用餐结束后不久，在L先生的帮助下，李·Zizheng（Li Zizheng）得到了Sina Weibo的大量资源的支持，加快了她的知名度，并允许Li Zizhen赶到头部网络影响者的排队。

这种经历部分记录在那年的李Zizheng日记中。一些与温尼安技术高级管理人员接近的内部人士证实了腾讯的“申旺”，即“先生先生L”实际上是刘·汤明（Liu Tongming），他的化名是公开报道的。 Wei Nian Technology的创始人Daxiong Liu是Li Zizhen现在属于的MCN公司。

12月8日，一个标有“是文化产出”的微博主题的阅读量攀升至8亿。李Zizheng再次在热门搜索列表中。

Li Ziyi和她创建的视频现在已成为一个值得研究的现象。

广泛的海外沟通是李齐伊安（Li Zihuan）重新关注的重要原因。有人说她已经拍摄了理想的乡村生活，并传播了中国传统文化和美食的魅力。其他人则认为她的视频并非完全正确地反映中国的乡村生活。

自从爆炸再次提出以来一直很受欢迎的疑问，例如成为DJ，成为富人的第二代，无论是我自己的视频，是否有强烈的推动力，视频是真的对于农村生活，这仍然是角色环境的小说。

Weinian Technology的一位内部人士告诉Tencent的“ Deep Web”，Li Ziyi是普通的，相关的视频内容是由Li Ziyi本人制作的。受欢迎程度不是公司和他本人的倡议。实际上，他背后的李·齐伊安（Li Zihuan）和微读团队都非常低调，他们非常热情，拒绝了当前的所有采访需求。

直到2018年8月17日，Li Ziyi的同名TMALL商店正式开业。上网六天后，当时只有五种产品的商店的销售额超过150,000，销售额超过1000万。一年后，李Zizhen旗舰店展示的21种产品的总销售额超过130万，总销售额达到7100万。
Li Ziyi的IP背后的价值正在迅速挖掘。

Li Ziyi从头开始，并以自己的力量获得了第一批粉丝。但是现在，声名和财富的受欢迎程度和收益显然不再只是她的成就。
根据Tianyan Search的说法，“ Deep Web”表明，Li Ziyi属于的McN Hangzhou Weinian Technology Co.，Ltd。于2013年2月28日成立，其注册资本为5.208亿元。根据引言，Wei Nian是一家娱乐娱乐公司，通过简短的视频将KOL孵化为IP，并扩展到消费者品牌。

Qixinbao的信息表明，商标“ Li Zihuan”有100多种知识产权信息。申请人公司是Hangzhou Weinian Technology Co.，Ltd。产品类别包括食品，服装，鞋子和帽子，染料和脂肪，染料和脂肪，啤酒和饮料，金融物业管理，餐饮和住宿。

不仅如此，Wei Nian还与Li Ziyu的公司建立了不可忽视的联系。

根据眼睛检查，李亚吉亚（应该是李祖的原始名称）于2017年7月20日成立了四川Ziyu文化传播公司有限公司。主管Li Jiajia持有49％的股份。

根据其他数据，Hangzhou Weinian Technology Co.，Ltd。的背后有多达50家受益公司，包括Greenland Holdings，ZTE，新华社媒体，Vanke，Light Media等。
在Weinian技术的股东中，Sina Weibo特别引人注目。

从Wei Nian Technology到Sina Weibo，Li Ziyi逐渐拥有互联网名人期待的最佳卡片。
用她自己的话说，她从“有点透明变成了一个对社会无用的人”。在进入公众观点并被更多人注意到之后，李齐的责任感也变得更加重。
“我想尽我所能，做更多对社会有益的事情，例如传统文化，非遗产文化工匠的传播，我想向所有人展示这些旧事物，以便更多的人知道。李Ziyi说。

资料来源：https：//www.ww01.net/en/archives/33757"
