,cid,votes,含feel,含feel中文翻译
22023,UgxKEdXS2MZ-23Qdu7l4AaABAg,2,i love love those innocent puppies... need more attention and cuddles i feel... nice vdo. great team work. good luck. keep the kindness and dont let normal world make you tough n rough. lots of kisses ๐ฅฐโค,我爱那些无辜的小狗...需要更多的关注和拥抱，我感到...不错。出色的团队合作。祝你好运。保持友善，不要让正常的世界使您变得艰难。很多吻
31172,Ugya7qXwjL47BST99bx4AaABAg,2,"how lovely you are and your works โคโค i really feel lucky to see youโคโคโค
love and respect form bangladesh ๐","你有多可爱，你的作品我真的很幸运见到你❤❤❤
爱与尊重形式孟加拉国"
10673,Ugxr-LQVYRCSNnhz-It4AaABAg,2,the lovely snacks have a new year atmosphere. it makes people feel lively and warm.,可爱的小吃有新的一年气氛。它使人们感到活跃和温暖。
29457,UgzZzJbuNnUNCMBVlIR4AaABAg.8xjFGku-_Z_8ySUSZM2lCi,2,"i feel this girl
it's so beautiful when you are serious
like a fairy
everything will be better than girls in the city
tens of thousands of times can cook vegetables for housework
embroidery knows too much
it's what i dream of
wife's style
if you marry him in this life
i have no regrets in my life","我感觉这女生
认真的时候好美
跟仙女一样
什么都会 比城市里的女生
好几万倍 会煮菜 做家事
刺绣 懂得东西太多
是我梦寐以求的
妻子的风范 
如果这辈子娶到他
我这一生一定无憾"
10901,UgzbkqFL8fSbxKmjswN4AaABAg,2,i feel so peaceful just by watching this,我只是看着这个，我感到很宁静
21772,Ugxhknag0litIL-n8Gd4AaABAg.93L7zOCdC9f93Yax1LWKWq,2,i am moroccan and i discovered this channel a few days ago. i feel comfortable when watching the atmosphere of nature and a different culture from us,我是摩洛哥，几天前我发现了这个频道。看着自然气氛和与我们不同的文化时，我感到很自在
47909,UgztI4YyypE5ijBBK1N4AaABAg,2,ahh i feel so relaxed and satisfied i can’t express that with words,啊，我感到非常放松和满意，我无法用言语表达我真的很喜欢她的视频，希望她能获得更多的订阅者！
34156,UgwwsJPvwbrWOMAkqUF4AaABAg.8v9qZycm_Xh8vMY5lz80xL,1,"yes, today's impetuousness, this elegance makes people feel a fairy -like life",是的，当今浮躁，这份优雅让人感觉仙境般的生活
24074,UgwLCkT0Xmpd9qd3dM94AaABAg,1,"thank you for your videos.. when l watching your videos, i am feeling very well.๐",谢谢您的视频..当我看视频时，我感觉很好。
34007,UgxQ4obKp7Mzrv-Mbi54AaABAg.8vAAkm2tSd49IWyhWdaEbU,1,"tell me why, when im here i feel free, and simple. i like it over here ๐",告诉我为什么，当我在这里时，我感到自由而简单。我喜欢这里
24316,UgzIxkE4wdJBcp1PO6t4AaABAg,1,just watching things makes me feel whole.,只是看着事情让我感到完整。
24397,Ugy6exX5WAuM9Ac9e3F4AaABAg,1,i started gardening after watching your videos... and i feel happy while doing gardening.. ๐’“,观看了您的视频后，我开始园艺...我在做园艺时感到很高兴。
34285,UgyAnu8t7m23RGRWOUN4AaABAg,1,i feel at,我感到
33863,UgxQ4obKp7Mzrv-Mbi54AaABAg.8vAAkm2tSd492LvBmSjt0L,1,kathaleen i feel the same way.,凯瑟琳我也有同样的感觉。
24040,UgzZMfSVcpfLPqoyp3R4AaABAg,1,it feels like i want to live there. ๐ฑ,感觉就像我想住在那里。
33965,UgxQ4obKp7Mzrv-Mbi54AaABAg.8vAAkm2tSd49Camr3OocMs,1,this comment has translated my feelings. life should be like this and it was once. my grandma told me this was not smt easy either but require too much work that she was fallin into sleep wherever she put her head on coz being damn tired. anyway she added it worthed!,这一评论翻译了我的感受。生活应该像这样，曾经是一次。我的祖母告诉我，这也不是轻松的，但是需要太多工作，以至于她把头放在coz累的任何地方都陷入了睡眠状态。无论如何，她补充了值得！
33077,UgwsOmi8_OFxlkKwtmt4AaABAg,1,"i feel so lazy whenever i watch her. let's be honest- i complain if my fast food takes too long when i go through the drive-thru... -_- 
this girl could easily survive in the wild. i would die. >______>","每当我看着她时，我都会感到很懒惰。老实说 - 我抱怨我的快餐经过直通车时需要太长的时间... -_--
这个女孩很容易在野外生存。我会死。 > ______>"
35601,UgzbY5o-NIMAyGeERmN4AaABAg,1,"heyyyyy beautiful,,,,
i don't know how to express my feelings about you nd your vedios. 
they are cool with soothing music. when i watch your videos i feel like i'm in another world. 
stay blessed.","嘿，美丽，
我不知道如何表达我对你的感受。
他们对舒缓的音乐很酷。当我观看您的视频时，我觉得自己在另一个世界。
祝好运。"
22473,Ugzk2hZzSJPMNCq5HPR4AaABAg.92v_huHNonN99irz1O5lgx,1,"the same feeling, the same feeling, the same feeling, the same feeling",同感同感同感同感同感同感同感
35147,UgyoQ22FTE7CBFzC4qx4AaABAg.8ukF8x1n6m-92uACtyU4Mx,1,"that's what the chinese pc wants you to think. they're trying hard to make china look good to the rest of the world. with those videos, you're tempted to believe that they somehow got things right in their country. absolutely no hard working farmer / country man looks like this in real life, it's a though job where you scratch - cut yourself - get injured every week and you most definitely have no time for make up & stuff like that... china is well aware that western people are feeling like shit because of various problems in our society and will exploit those weaknesses to their advantage. simply too good to be true this whole thing. sorry.",这就是中国电脑希望您想的。他们正在努力使中国对世界其他地区看起来不错。有了这些视频，您很想相信他们在自己的国家有些正确。绝对没有努力工作的农民 /乡村男人在现实生活中看起来像这样，这是一项工作，您从头开始 - 割伤自己 - 每周受伤，您绝对没有时间进行化妆和类似的东西...中国很好意识到，由于我们社会中的各种问题，西方人感觉就像是狗屎，并且会利用这些弱点来发挥自己的优势。太好了，无法成为整个事情。对不起。
23744,UgxW5yoN-9TZZhOz5B54AaABAg,1,i feel so stupid cuz as a chinese i donโ€t even know who she is until one of my gfโ€s foreign friend told she about her...and after watched this i feel more stupid cuz all iโ€m watching on youtube is drama and ricefuckinggum...smh,我觉得像中国人一样愚蠢，因为我什至不知道她是谁，直到我的一位GF的外国朋友告诉她关于她的事...在看着这个问题之后，我感到更愚蠢ricefuckinggum ... smh
22914,Ugy4QKtD9cbzrOoUVFd4AaABAg.92dymxS8pg192tbeS-0V6j,1,"@priscillayang499 of course, the people who eat dogs don't respect you too, and they don't care about what you mind. and, what can you do? 
you just love your human friends the dogs, but you hate your human of the same kind with you. is it a joke? 
your friend of the dogs bit more than 3000 people to die every year and hurt more than 50 million people. is this thing you call it your friends? 
btw, the cow helps humans do lots of farming work and provide the milk for humans, it's much better than dogs, why you don't censure the people eat beef? 
i think the kind of person of you are just a selfish person who cares about yourself feeling only.","@priscillayang499当然，吃狗的人也不尊重你，他们也不在乎你所介意的。而且，你能做什么？
您只是爱您的人类朋友狗，但您恨您的人类。这是个玩笑吗？
您的狗的朋友每年有超过3000人死亡，并伤害超过5000万人。这是您称之为您的朋友吗？
顺便说一句，牛帮助人类做很多农业工作，为人类提供牛奶，它比狗好得多，为什么您不谴责人们吃牛肉？
我认为，您的那种人只是一个自私的人，他们只关心自己。"
41033,UgzAChcoaKzyHM5_sFh4AaABAg,1,"the atmosphere and nature are my superstitious
if you live your whole life, you feel bored","气氛和自然是我的迷信
如果您一生都生活，您会感到无聊"
22936,UgzAoshENl5xzS4QfIB4AaABAg,1,"after watching the video, there are more people who have no comments, but it does not mean that the heart is not touched, but i can't find a suitable word and sentence to express my inner feelings!",看了视频，没有发表评论的人更多，但是不代表内心没有触动，只是找不到合适的词语和句子来表达内心的感受而已！
23653,UgybP1ClGGXJrZWLSdp4AaABAg.92FSUwnqezS92qs_GD61NO,1,"@wyattjia3202 if you eat dog meat terrifying, you eat pork, lamb, especially beef, is it scary? especially cow, also plow the field for human beings to provide milk. you are so cruel to eat its meat, do you not feel cruel? don't you feel scary? to put it plainly, you are selfish and self -personalist. if you like it yourself, you feel terrifying and disgusting. take your personal preferences to accuse others and force others to accept your thoughts.",@wyattjia3202 吃狗肉都恐怖的话，你吃猪肉，羊肉，特别是牛肉，就不恐怖了？尤其是牛，还给人类耕田犁地，提供牛奶，你们竟然这么残忍去吃它的肉，你们也不觉得残忍？不觉得恐怖？说白了你们就是自私，自我的个人主义者，你们自己喜欢的就觉得恐怖恶心，拿你个人的喜好去指责别人，强迫他人接受你的想法。
34930,Ugwq_tzdgvEpeVw9OiF4AaABAg,1,"i was shocked when i saw the comment in english,the foreigners are too simple,sometimes naive.
obviously a big and professional team behind her and help she prepare anything.i have to say this is a fabulous video,close to perfect,but the real live in the place which is far away from the city must be very tough and is hard to be accepted.
anywhere i feel happy that so many people enjoy the video.","当我看到英语评论时，我感到震惊，外国人太简单了，有时是天真的。
显然，她背后的一支大型专业团队，并帮助她准备任何事情。被接受。
在我感到很多人都喜欢的视频中，我感到很高兴。"
33825,UgxQ4obKp7Mzrv-Mbi54AaABAg.8vAAkm2tSd48yt4s8D7ICa,1,agreed! maybe after world war 3 the remnants will start thinking about health instead of profit. perhaps this is what the 1000 year peace reign will feel like. one can only hope.,同意！也许在第三次世界大战之后，残余物将开始考虑健康而不是利润。也许这就是1000年和平统治的感觉。一个人只能希望。
34698,UgwkTkPL1RSOVusRGth4AaABAg,1,"you're so pretty and lovely ~ it's a clean, refreshing and delicious video that makes you feel good and smooth. grandma is healthy ~ the main character is always happy as it is now ~~ โก",它是如此漂亮可爱〜它干净清爽，美味的食物既好又光滑。奶奶很健康〜主角总是很快乐，因为现在~~♡
