,cid,votes,time,含life,含life中文翻译
35066,Ugyq5O7t34clum1P4Hx4AaABAg,2,3 years ago,these videos makes me feel at ease. it makes me feel how life is so beautiful and precious to us. society is really breaking us apart. social media is destroying our earth. we are humans who got to carried away with the new technology and we forgot our earth and how beautiful life is. life is a game. we don’t want to lose. pls live your life while u can. each one of you guys are precious !,这些视频让我感到放松。这让我感到生活对我们如此美丽和宝贵。社会确实使我们崩溃了。社交媒体正在破坏我们的地球。我们是人类，他们必须带走新技术，我们忘记了地球以及生活的美好。生命是一场游戏。我们不想输。请尽你所能过着自己的生活。你们每个人都是宝贵的！
11925,UgxOPdfkgxROJLP3RcJ4AaABAg.976j6BZrFRh97VsgWuHCRx,2,3 years ago,"@eyangshuo hahaha, for young me, good educational resources and growth environment are indeed worthy of envy for predecessors. however, i hope that when i get old, i can live such a life away from the hustle and bustle. probably the idea of ​​most people haha ​​haha",@eyangshuo 哈哈哈，对于年轻的我来说，好的教育资源和成长环境的确值得前辈们羡慕。不过，我希望我老了后能过这样远离喧嚣的生活๑乛◡乛๑。大概也是大多数人的想法吧哈哈
18763,UgygwA8dm3Oc7YIDPTh4AaABAg,2,3 years ago,"i wished to live this life, even a day in my life, away from everything that hurts",我希望生活这一生，甚至一生中的一天，都远离一切受伤的一切
20641,Ugz0HdTG-Kc9Bd9JOFZ4AaABAg.90frsqbFNBE913ffVhocuG,2,3 years ago,"jacky phantom i am speechless. know part of a country's history and attack people from there for that reason because it has to be their fault! you, wherever you are from, please stop insulting your origin by talking to me like that. i had no ill intentions replying to you in the first place, but i don't like how you brought our conversation to this end. what does this piece of information has to do with what i said or what ziqi posted? this is not somewhere you want to brag about you newly-learned knowledge towards someone's homeland and come up showing off with them because it gets personal. many ethnic minorities are not driven out, but the people choose to convert because that fits the modern lifestyle better. plus, many southern ethnic minorities are getting awareness from the government and given protection by helping them booming tourism so that they can make a living withholding their traditions and customs. on the other hand, the u.s. undoubtedly invaded the indigenous people on n.a. and hawaii islands, and try talk to americans with that piece of information and see if they would think you so genius or the other way around. if you happen to be american, perfect, seems like my country isn't hardly as bad as yours speaking of invading, oh no, killing, indigenous people, let alone the culture. i know that i won't be able to overturn your negativity towards china and i don't want to leave you even more downside impressions on us, but i sincerely hope that you would one day drop that bias and look slightly more into the positive side -- because every country is more than what you can read in the media.",Jacky Phantom我无语。知道一个国家历史的一部分，并因此从那里攻击人们，因为这必须是他们的错！无论您来自哪里，请不要再与我交谈，不要再侮辱您的来源。首先，我对您没有任何不良意图，但是我不喜欢您将我们的谈话带到这一目标。这条信息与我所说的内容或Ziqi发布的内容有什么关系？这不是您想吹牛的地方，因为您是个人的，因为它是个人的，因此对某人的家园进行了新的知识并与他们一起炫耀。许多少数民族并没有被驱逐出境，但是人们选择convert依，因为这更适合现代生活方式。另外，许多南部少数民族正在从政府中获得认识，并通过帮助他们蓬勃发展的旅游业来保护他们，以便他们可以谋生自己的传统和习俗。另一方面，美国无疑入侵了北卡罗来纳州和夏威夷群岛的土著人民，并尝试用这片信息与美国人交谈，看看他们是否会认为您是如此天才或相反的方式。如果您碰巧是美国人，那么完美，看来我的国家并不像您说入侵的人那样糟糕，哦，不，杀人，土著人，更不用说文化了。我知道我将无法推翻您对中国的消极情绪，我不想让您对我们有更多的下行印象，但我真诚地希望您有一天会放弃这种偏见，并使您更加偏向积极方面 - 因为每个国家都比您在媒体上阅读的内容还要多。
14510,UgwuGWJJmVJgipXcUk14AaABAg,2,3 years ago,you made my day.. l do like this life❤,你让我的一天..我喜欢这个生命❤
6042,Ugy9VqH5uUoz8nRCtFl4AaABAg,2,2 years ago,this is just the ordinary countryside life in china. and the food she cooked very common as well. chinese people donโ€t think itโ€s very special actually. but she made these videos so good! and let the rest of the world know how we live. sheโ€s wonderful! :)) btw welcome to china! to see what the real life is like here in person.,这只是中国普通的乡村生活。她烹制的食物也很普遍。中国人实际上并不特别。但是她使这些视频很好！并让世界其他地方知道我们的生活。她很棒！ :)）顺便欢迎来到中国！看看现实的现实生活。
14655,UgwWOH4skHZp_2qzRHt4AaABAg,2,3 years ago,dreaming of a life like this.,梦见这样的生活。
12031,UgwDZ1mRHX4myouBujF4AaABAg.9744unMbb-s9B6JmmibhuC,2,2 years ago,matt humphries go away and have a life,马特·汉弗莱斯（Matt Humphries）消失了
767,UgyKcc7zDypxaSi4UOR4AaABAg,2,10 months ago,"good morning, a happy morning, and success in life, and make food, delicious, wish everyone, everywhere good",早上好，早上快乐，生活成功，做饭，美味，祝大家，任何地方都好
32821,Ugz3wSiuNu2iWAiw80B4AaABAg,2,3 years ago,"i bet her life is so peaceful... yet again she is a great role model for all of us in this materialistic world...
proud of her..... i thank youtube for recommending this channel to me..","我敢打赌，她的生活是如此和平...在这个唯物主义世界中，她对我们所有人都是一个很好的榜样...
为她感到骄傲.....我感谢YouTube向我推荐此频道。"
20307,Ugwr8cGC9gnmSo_L5Fd4AaABAg,2,3 years ago,"it's really good, let the city around me know that we feel the elegance and tranquility of our rural life.",真的很不错，让身边充满城市选晓得我们感受农村生活的淡雅与宁静
31601,Ugy--PN1s4FVZVfupUF4AaABAg,2,3 years ago,"when i'm watching her i feel the contentment in life no tensions,pressure just go with the flow make a simple life",当我看着她时，我感到生活中的满足不紧张，压力只会随着流程而变得简单的生活
8003,UgzPvgssniZDSIo3vsx4AaABAg,2,2 years ago,omg! she is super nd her hardwork is very well...finally she' s wonderful cooking also amezing...i like her all routine life....,我的天啊！她的辛勤工作非常好...最后，她的烹饪也很棒……我喜欢她所有的日常生活。
6121,UgxHh-p4TX8Fm2KQ9OF4AaABAg,2,2 years ago,"her life is like heaven
i wish i could have a part like that","她的生活就像天堂
我希望我能像这样"
18611,Ugw-4ZcCGQMb7Of6XvF4AaABAg.92QSySm3B1D92cbocOpMqD,2,3 years ago,"nationalism always finds its place and pride in patriotism, i may love china, but never because of communism or some certain regime, and the so-called great political leaders only exist in highlighted profile on tv or in books with perfect iamges, while in fact most chinese even don't know who are in charger as their local chief government ofiicers, let alone meeting them face to face, and everything about great leaders are from the elaborated official publicity, since no one is allowed to comment on them in a negative tone in china publicly. anyway, it's my personal experience, observation and perspectives based on my current decades of life in china. the point is that you can love or be in favor of some politicians or political ideology, but you can't represent all the population or force others to believe in only one political doctrine, for you can only stand for your ownself, while other people should have their rights to have their own sayings and stances at their free will.",民族主义总是找到自己对爱国主义的地位和自豪感，我可能爱中国，但从来没有因为共产主义或某些政权，而所谓的伟大的政治领导人只有在电视上或具有完美iamges的书籍中存在于强调的个人资料中，而实际上大多数中国人甚至都不知道谁是当地的首席政府，更不用说面对面与他们会面，而关于伟大领导人的一切都来自详细的官方宣传公开中国的语气。无论如何，这是我的个人经验，观察和观点，基于我目前在中国的生命。关键是您可以爱或赞成某些政治家或政治意识形态，但是您不能代表所有人口，也不能强迫他人仅相信一种政治学说，因为您只能代表自己，而其他人应该有权自由意志拥有自己的言论和立场。
18536,Ugz7vX27tY0R8YBBwyB4AaABAg.92TOl30agtK92dEbaCcR7l,2,3 years ago,it’s almost like harvest moon in real life,几乎就像现实生活中的收获月亮
25622,UgxHsgRpANCCm8gOQEx4AaABAg.8z01C08josy8zDqNZ6aLDU,2,3 years ago,no ones life is peaceful and easier as you think. it depends on people nature can they make it easy or not! everyone has to struggle a lot in daily life. and some people are very strong who have slient tears behind the their heart stealing smile,您想象的是，没有人的生活更加和平，更容易。这取决于人的大自然，他们是否可以使它变得容易！每个人都必须在日常生活中挣扎很多。有些人非常强壮，他们的心脏偷走了微笑的泪水，
12837,Ugxf_za02R93kk5Lk654AaABAg,1,3 years ago,what the nice life,美好的生活
24953,UgzCH7qPDNJesziMP9x4AaABAg,1,3 years ago,"she was just like my mother, her age...orphan at 3, and she use to do that all her teenage life...god bless your channel..",她就像我的母亲一样，她的年龄...孤儿3岁，她曾经做过她所有的十几岁的生活...上帝保佑您的频道..
12646,UgxpBrD1zfYf9xMBHjR4AaABAg,1,3 years ago,"hi, i am a chinese, see everyone in the comments to you in english speech, that i can not help but use english to speak to you oh, our family appreciate your attitude to the village life, i hope you can get better and better.❤️",嗨，我是中国人，在英语演讲中对您的评论中看到每个人，我忍不住用英语对你说话哦，我们的家人感谢您对乡村生活的态度，希望您能变得越来越好.❤️
16831,UgxjySQyWB6VBun_lLt4AaABAg.92qrT3Z16hI93HwwU5gTQN,1,3 years ago,"when you think li ziyi's video is fake, the rural areas are not like this at all. i want to tell you that rural china is indeed not like this.
but showing the true appearance of rural china is not the theme of her video at all. the reason why you see such a beautiful video will cause discomfort because it subverts your impression of china, this is not china you know.
the real china should be messy and the people's quality is low. you are embarrassed and even painful for this. you instinctively resist the beautification of china, so you are skeptical of the video here.
many people have ""escaped"" or hope to ""escape"" china because of the status quo of contempt china. however, they may not expect that inferiority in their hometown will always be wrapped like a nightmare. when people enjoy the beauty and tranquility of li zihuan's video, they feel dislike and anger; when people admire china's development and progress, they will not have a hint of joy; a developed country feels that china's threats want to curb china some people even become accomplices. those who despise themselves are actually scornful. china is their demon, as long as they mention them, they will suffer.
i want to remind these people that 1.4 billion people living in china are also flesh and blood, and they are pursuing a happy and peaceful life. they also have their own creativity and imagination. why can't they create such high -level works? why can't china be beautiful?
those who feel that you are offended, if you are abroad, please leave this channel quietly, forget everything about china, and hope that you can live easily and have dignity. if you are in china, please open your eyes and look at everything around you, maybe more beautiful things are waiting for you to discover. even if you can't find it, spend more time to accompany your family, it is a beautiful thing.


——the above is just written to those chinese who have been demon","当你们觉得李子柒的视频是假的，中国的农村根本不是这个样子，我想对你们说，中国的农村确实不是这个样子。
但展示中国农村的真实面貌根本不是她视频的主题。你们之所以看到如此唯美的视频时会产生不适，是因为它颠覆了你们对中国的印象，这不是你们了解的中国。
真实的中国应该环境脏乱，人民素质低下。你们为此感到难堪，甚至痛苦。你们本能的抵制美化中国的事物，因此才对这里的视频持怀疑态度。
有许多人因为鄙夷中国的现状“逃出”了或希望“逃出”中国，然而他们也许没料到，对于自己故乡的自卑将永远如梦魇一般缠绕。在人们享受李子柒视频的唯美与恬静时，他们感到的是厌恶和愤怒；在人们赞叹中国的发展进步时，他们也不会有一丝喜悦；某发达国家感受到中国的威胁想要遏制中国时，有些人甚至成为了帮凶。那些鄙夷自己出身的人，其实也在鄙夷着自己。中国是他们的心魔，只要一提起他们就受煎熬。
我想提醒这些人，生活在中国的14亿人口，他们个个也都是有血有肉，他们都在追求幸福平静的生活。他们也都有各自的创造力和想象力，怎么就不能创造出这么高水平的作品来呢？中国怎么就不能有美好的事物了呢？
那些觉得自己受到冒犯的人，如果你身在国外，请你安静的离开这个频道，忘掉关于中国的一切，同时希望你活得轻松些，有尊严些。如果你身在国内，请你睁开眼重新打量一下周围的一切，也许还有更多美的事物等着你去发现。即便发现不了，多花些时间陪陪家人，也是美事一桩。


——以上只是写给那些着了魔的中国人"
