,cid,votes,含life,含life中文翻译
29713,UgwPB8Asmxl0aTBvFop4AaABAg,6,"when i first saw this woman and how she conducted her life in these videos these are the scriptures that came to mind. ) proverbs 31 : 10 - 31 )10 who can find a capable wife?
her value is far more than that of corals
11 her husband trusts her from his heart,
and he lacks nothing of value.
12 she rewards him with good, not bad,
all the days of her life
13 she obtains wool and linen;
she delights to work with her hands.
14 she is like the ships of a merchant,
bringing her food in from afar.
15 she also rises while it is still night,
providing food for her household
and portions for her female servants.
16 she sets her mind on a field and buys it;
she plants a vineyard from her own labors.
17 she prepares herself for hard work,
and she strengthens her arms.
18 she sees that her trading is profitable;
her lamp does not go out at night.
19 her hands seize the distaff,
and her hands take hold of the spindle.
20 she extends her palm to the lowly one,
and she opens her hands to the poor.
21 she does not worry about her household because of the snow,
for her whole household is clothed in warm garments.
22 she makes her own bed covers.
her clothing is of linen and purple wool.
23 her husband is well-known in the city gates, where he sits among the elders of the land.
24 she makes and sells linen garments
and supplies belts to the merchants.
25 she is clothed with strength and splendor,
and she looks to the future with confidence.
26 she opens her mouth in wisdom;
the law of kindness is on her tongue.
27 she watches over the activity of her household,
and the bread of laziness she does not eat.
28 her children rise up and declare her happy;
her husband rises up and praises her.
29 there are many capable women,
but youโ€”you surpass them all.
30 charm may be false, and beauty may be fleeting,
but the woman who fears yahawah will be praised.
31 give her the reward for what she does,
and let her works praise her in the city gates.","当我第一次看到这个女人以及她如何在这些视频中表现生活时，这些都是我想到的经文。 ）谚语31：10-31）10谁能找到有能力的妻子？
她的价值远远超过珊瑚的价值
11她的丈夫发自内心地信任她，
而且他没有任何价值。
12她以好是好，还不错的奖励，
她一生
13她获得了羊毛和亚麻。
她很高兴用手工作。
14她就像商人的船一样，
从远处带来她​​的食物。
15她还在夜晚升起，
为她的家庭提供食物
和她的女仆人的部分。
16她将自己的想法放在田野上并购买。
她从自己的劳动中种了一个葡萄园。
17她为辛勤工作做准备，
她加强了手臂。
18她认为自己的交易是有利可图的。
她的灯在晚上没有外出。
19她的双手抓住了遥远的人，
她的手握住主轴。
20她将手掌延伸到低矮的一个，
她向穷人敞开双手。
21她不必担心自己的家庭，因为下雪了，
对于她的整个家庭来说，穿着温暖的服装。
22她自己制作床罩。
她的衣服是亚麻和紫色的。
23她的丈夫在城市的大门中著名，他坐在这片土地的长老中。
24她制作并出售亚麻服装
并向商人提供皮带。
25她穿着力量和辉煌的衣服，
她充满信心地展望未来。
26她以智慧张开嘴。
善良定律在她的舌头上。
27她看着家庭的活动，
她不吃懒惰的面包。
28她的孩子起床并宣布她快乐；
她的丈夫崛起并赞美她。
29有许多有能力的女性
但是你 - 你超越了他们。
30魅力可能是错误的，美丽可能是短暂的，
但是那个担心Yahawah的女人会受到称赞。
31给她奖励她的所作所为，
并让她的作品在城市大门上赞美她。"
34227,Ugw2qMjwG_DrnDR_9AV4AaABAg,6,"i would trade my lifestyle for hers, she's living the life, thats what i call life! i love it!",我会为她的生活方式换去，她过着生活，那就是我所说的生活！我喜欢它！
33867,UgxQ4obKp7Mzrv-Mbi54AaABAg.8vAAkm2tSd492acFTRhwh3,6,"justicefornichole 

i am a 66 year old chinese guy living now in california. i have done a lot of things li ziqi has been showing here when we were forced to go to rural areas during the cultural revolution between 1966 to 1976. 

only difference is that li ziqi does things so much better than us at similar age. 

i am deeply touched, inspired, and most importantly, i am quite motivated, realizing i could learn tremendously from a girl much younger than my child.

ziqi suffered so much in her life earlier and started this all by herself alone, in the beginning. 

and of course she has a team now and no longer working alone . she literally earned everything and deserves it. 

the great majority of the people here are showing respect, admiration and love. 

let us just be nice and kind to one another.","JusticeFornichole

我是一个66岁的中国人，现在住在加利福尼亚。当我们在1966年至1976年之间被迫去农村地区时，我做了很多李齐（Li Ziqi）在这里展出的事情。

唯一的区别是，李齐（Li Ziqi）在类似年龄的情况下做的事情比我们要好得多。

我深深地感动，受到启发，最重要的是，我很有动力，意识到我可以从一个比孩子年轻得多的女孩那里学到很多东西。

Ziqi在她的生活中遭受了很大的痛苦，一开始就独自一人开始。

当然，她现在有一个团队，并且不再独自工作。她从字面上赢得了一切并应得的。

这里的绝大多数人都表现出尊重，钦佩和爱。

让我们变得友善，彼此友善。"
11032,Ugx2j5ZLrUfgpY1h9qN4AaABAg,6,i just adore this woman's life.,我只是喜欢这个女人的生活。
22318,UgxiQ9tLkqUOZgtByDd4AaABAg,6,i feel like iโ€m in an episode of inuyasha.. learning domestic life from one of the villagers while inuyasha is out hunting with the men... hope he enjoys the food we prepared for him shippo and maroku when they get back. i really put my all into it.,我觉得自己是在伊努雅夏（Inuyasha）的一集中。.伊努雅莎（Inuyasha）和男人一起狩猎时，从一个村民那里学习家庭生活……希望他喜欢我们为他准备的食物Shippo和Maroku回来时。我真的全力以赴。
52984,UgzVUw4UnqLW7N-jjil4AaABAg.8qlJT4zF0708qlOC0G-ANW,6,"traveling and living is two different things. rural life is not a paradise. the author just edits the best side to everyone. behind it is invisible hardships. for example, with a series of oranges and a basket of grapefruit, this is not that we can bear it all day long in the air -conditioned room.",旅游和居住是两回事，农村生活并不是世外桃源，作者只是把最好的一面剪辑给大家而已，背后是看不到的辛苦。就拿有一段挑着一筐橘子一筐柚子来说，这就不是整天呆在空调房的我们能受得了的。
46123,UgwicZAoDRZK9i0FA4p4AaABAg,6,it's like.. her life is a beautiful story..,就像..她的生活是一个美丽的故事。
6146,Ugw-7CGXnNQ7EvCCxjB4AaABAg,6,she worked very hard. in this video maximum people is thinking that wow what a beautiful life. but for her it’s very hard. she worked hard and she love to do this that's why we can feel her happiness,她很努力。在这段视频中，最大程度的人认为哇，真是美好的生活。但是对她来说很难。她努力工作，喜欢这样做，这就是为什么我们能感受到她的幸福
6677,UgyOHuAwPdnAKKkF2-l4AaABAg,6,reminds me of my village where i grew up before shifting into this hectic city life'human-race' ♥️...lots of love from india,让我想起了我的村庄，我在这个忙碌的城市生活之前长大了……生活是如此相似的地球范围，刚刚被地理边界分开，但由“人类竞争”……♥茅。印度
49266,UgwL3iAA3s5UTgVNi_N4AaABAg.8qm8_CFNxiT8uUSCZ73Z1P,6,"allisgoodallisbad thats actually so pathetic that you're still clearly salty about that person pointing out your mistake 3 month ago, and you're also biting at anyone who agrees with them. that probably means you have something bad going on in your life :(",实际上，Allisgoodallisbad真是太可悲了，以至于您对3个月前指出自己的错误的人仍然很咸，而且您也咬人的任何人都同意它们。这可能意味着您生活中发生了一些不好的事情：（
2983,UgxNvbg3jVHWU7L27AB4AaABAg.9VNt_6ullwN9_JgD_hbAHC,6,"i like you too. her life is hard, but i want to live in it",我也喜欢你。她的生活很艰难，但我想活在其中
4248,UgybaqlaPDXgQ89PPld4AaABAg.9Re070FLoFc9U2N77UT8NN,6,"bruh it’s just china doing their promoting vids, trying to show how good their village life is…",布鲁（Bruh）只是中国在做他们的促进视频，试图展示他们的乡村生活的良好……
7863,UgyefPvWKW1BWLo737Z4AaABAg,6,such a perfect life on earth she's living..,她生活在地球上的完美生活。
33787,UgxQ4obKp7Mzrv-Mbi54AaABAg.8vAAkm2tSd48w8YJE8wrJ0,5,"hmmm. that might actually be right... this isn't about making the most money/being the most rich. more like only having to buy items from the store that you really need that you can't make by yourself, and just living life in nature",嗯。这实际上可能是对的...这不是要赚钱/最富有。更像是只需要从商店购买的物品，您真正需要自己不能独自制作的商品，而只是在自然界生活
15113,UgxZzYiLffO8nUQIXuJ4AaABAg,5,"thank you liziqi for providing so much comfort at my life, every sec from your video reminding me of my sweet childhood in my village, if i ever went back their i will sure remember u always",谢谢Liziqi在我的一生中提供了如此多的安慰，您的视频中的每一部分都让我想起了我在村里的甜蜜童年，如果我回到他们的村庄，我肯定会记得你总是
33799,UgxQ4obKp7Mzrv-Mbi54AaABAg.8vAAkm2tSd48x_iz1ytxD6,5,"not a fan of the simple country life, isabella hidalgo? 
it is present in every culture and country. 

born and bred city dwellers want it, and people from the country who have lived in the city for years, long to go back.

we live in cities, but they're not our natural habitat","不喜欢简单的乡村生活，伊莎贝拉·伊达尔戈（Isabella Hidalgo）？
它存在于每个文化和国家。

出生和繁殖的城市居民想要它，来自该国生活了多年的人们，渴望回去。

我们住在城市，但它们不是我们的自然栖息地"
32297,UgyJXYo2X2L5tkjUvfR4AaABAg.8vvno-XxxF98wC4bst4Ru_,5,alireza mosael she deserves all her success. she's had a hard life before.,她应该取得所有成功的Alireza Mosael。她以前过着艰难的生活。
14966,UgwBnVgDHkJL1L3DEUN4AaABAg,5,"hello everyone, early in the beaming morning i went to look at my
beautiful garden. i cached a sight for sore eye. did you know what is it? it is
a fanciful pumpkin leaves laughing with me. it was amazing. beauty of nature is
my life part and i really enjoy with it. when i was looking beady pumpkin
leaves my mind was remind to me great idea ""in a jiffy, please go and make
a delicious pumpkin leaves mallum"". today i'm going to show you how to
make pumpkin leaves mallum.


if you interest, stay and watch to the end. please don't forget to
click the subscribe button, like, comment and share with your friends. thank
you.


https://www.youtube.com/watch?v=ifksuegazqc","大家好，在灿烂的清晨，我去看我的
美丽的花园。我缓存了一眼酸痛的眼睛。你知道这是什么吗？这是
一个幻想的南瓜叶和我一起笑。这是惊人的。自然之美是
我的生活部分，我真的很喜欢。当我看着珠南瓜
离开我的想法让我想起了一个好主意：“在一个吉菲，请去
一个美味的南瓜叶玛拉姆。今天，我将向您展示如何
做南瓜叶。


如果您感兴趣，请留下来看到最后。请不要忘记
单击“订阅”按钮，喜欢，评论并与您的朋友分享。感谢
你。


https://www.youtube.com/watch?v=ifksuegazqc"
