,cid,votes,含watch,含watch中文翻译
17672,UgwmK2CE-ut17z9dL7N4AaABAg,1,english would be nice to know what that all is i really enjoy watching channel but i can not read chinese wish i could ti find out just curious,英语很高兴知道我真的很喜欢看频道，但我不能读中文，希望我能发现好奇
17637,UgxW81R99cPbf3bu0s54AaABAg.92iL8s-QtKf92qDv4sXKlp,1,i use the us internet to watch the chinese people posted on the us website. the chinese posted a reply on the us website,我用美国的网络看中国人发布在美国网站上的视频下面的中国人发布在美国网站上的回复
17112,UgyxdVTnPLg4wepYyIh4AaABAg.92neTIsnRfr92s65n9Cfqh,1,"tanbojun tan yeah！she is way above the living standard of most of rural areas in china.and actually a lot of people are criticizing her presenting chinese styles like that way . but i think it is still cool to watch (btw,i am a chinese girl)",Tanbojun Tan是的，她远远超过了中国大多数农村地区的生活水平。实际上，许多人批评她的中文风格。但是我认为看着仍然很酷（顺便说一句，我是一个中国女孩）
14046,Ugw2JRf2cricrZbpkqt4AaABAg,1,"i am russian, i live in russia, i don’t understand anything on the video, but i watch how bewitched)) very beautiful",我是俄罗斯人，我住在俄罗斯，我在视频中什么都不了解，但我看着如何欺骗））非常漂亮
16194,UgzeYhuI3vNRvGJvIPl4AaABAg,1,https://www.youtube.com/watch?v=kswuzbzvbqy&feature=share,https://www.youtube.com/watch?v=kswuzbzvbqy&feature=share
14126,UgwTzlyRqx6hvQfl5eh4AaABAg.94TvRLTDZFr95XgPKBOpFS,1,"my wife spend more than 3.00 hrs day watching her videos . she is very strong girl , peace , talented and hope of everyone . let’s inspire her for more videos .",我的妻子花了3.00多小时的日子观看她的视频。她是非常坚强的女孩，和平，才华横溢，所有人的希望。让我们激发她的更多视频。
14107,Ugyzn0jR9_MVKf_fFrl4AaABAg,1,very nice to watch your videos ❤️,很高兴观看您的视频❤️
12539,Ugxq2FCZzn5d2N7aip14AaABAg,1,what are i just from indonesia who watch this,我只是来自印度尼西亚看这个
15584,UgzyGssLUrvj7Cm3Vbp4AaABAg,1,i always feel peaceful after watching the channel,观看频道
17218,Ugwg82kUQipIpmMTD094AaABAg,1,"i really like watching this video like this ... i think enal just wants to cook anything, just pick it in the garden ... so i want to garden",我真的很喜欢这样观看这样的视频...我认为Enal只是想烹饪任何东西，只是在花园里挑选它...所以我想花园
17646,UgxW81R99cPbf3bu0s54AaABAg.92iL8s-QtKf92sOd8hqr2M,1,"when i met me, i watched a message on a message on a video of a video published by the chinese website with a german network to watch the us network using the german network.",遇见 我用加拿大的网络看一个用德国网络看一个用美国网络看中国人发布在国外网站的视频的人的留言的留言。
15121,UgzYaG8q1xN2uXktZBp4AaABAg.93XMX1w-pmD949IXpyxgSE,1,isabella woods then dont start watching the video. either deal with the ads or shut up.,伊莎贝拉·伍兹（Isabella Woods）然后不要开始观看视频。要么处理广告，要么关闭。
15949,UgygE8WIABCx8lI4oB94AaABAg.931UYOHTdP6935roZp4CLA,1,@jefftan2859 her goal was to show chinese youngsters that rural life isn't boring. she never had a goal to showing about her life to you and i. but god definitely open the way if people works hard. this is why today you and i can watch her videos on youtube. she don't have anyway to interact with foreigners she only post on weibo lol. keep your negativity to yourself.,@jefftan2859她的目标是向中国年轻人展示乡村生活并不无聊。她从来没有目标向您和我展示自己的生活。这就是为什么今天您和我可以在YouTube上观看她的视频的原因。无论如何，她都没有与外国人互动，她只会在微博上发布。保持对自己的消极情绪。
15046,Ugz1ZYEn3MTpuCTEgCt4AaABAg.93cI5jciYTO94-C1P5zqDC,1,did you teach people to make western food at station b? i have watched your video!,你是在B站教人做西餐的么？我看过你视频！
12904,UgzxDvb3N1i4CEFDQq94AaABAg,1,i really like to watch.)))),我真的很喜欢看。））））））
14479,Ugx2n2khSmSGXVKEfXV4AaABAg,1,"every time a man come home lit, i be watching wife harvest happiness fam, what a woman!",每次男人回家点燃时，我都在看妻子收获幸福的家族，那个女人！
16567,UgypyOZ1Ffv9pXpYlVN4AaABAg,1,the first time i watched .... 774 million subscriptions are scary ... i'm sorry ... i saw so good now,第一次看....774万订阅好吓人....对不起....现在才看到这么优的
14879,UgzgrvDr3MVnS5Gw5v54AaABAg,1,such a pleasure to watch.,很高兴观看。
12955,UgxecRstJJQfcvQAdtd4AaABAg,1,i'm missing you. i'm watching your old videos for wait your new video. fighting!!,我想你了。我正在观看您的旧视频，以便等待您的新视频。斗争！！
12511,UgxIMZf6Kh0sGEgNqup4AaABAg,1,i'm watching you with love,我用爱看着你
14822,Ugw6Jzrv8PsxB41N-4N4AaABAg,1,"fortunately, i am eating while watching, otherwise i have to be dead.",幸好我是在边看边吃，要不然得馋死
15283,Ugyb2fyu9_yjdJXAXT54AaABAg,1,"after watching the videos you made in the annoying social environment, i feel very relaxed, thank you",在烦厌的社会环境下看完你拍的影片，令我心情很放松，谢谢你
17158,UgzaJJeZ9SMExe-aCZV4AaABAg,1,i was so restless to watch it so quietly! nympho,我一个这么躁的人居然就这么静静的看完了！……
15399,UgxM6M0zpu3k7SD32RR4AaABAg.93FjALA-hss97Nk_ihnR8Z,1,morag tong a lie is still a lie even if the intention is pure. i love watching these videos and the truth is if she’s getting paid to produce videos by the chinese government then that’s fine i’d just like to know how many other individuals of the total live this was in rural china and not in jammed highly advanced by polluted mega city’s?,即使意图是纯洁的，莫拉格·汤汤仍然是谎言。我喜欢观看这些视频，事实是，如果她获得了中国政府制作视频的报酬，那么我很想知道，这是中国农村地区的其他人，而不是高度先进的污染了巨型城市？
17682,Ugzh_Pxv1GtK35gtTNV4AaABAg,1,"don't watch the iron, no woman is willing to live this kind of life with you, but still try to get the qualifications of the slave slave. be a slave.",铁子们别看了，没有一个女的愿意和你过这种生活，还是努力获得房奴资格，当房奴吧
15107,UgzeC47PVWTZ3o0aSL54AaABAg.93YZt3DfB0Q95XgbiEbWd7,1,"my wife spend more than 3.00 hrs day watching her videos . she is very strong girl , peace , talented and hope of everyone . let’s inspire her for more videos .",我的妻子花了3.00多小时的日子观看她的视频。她是非常坚强的女孩，和平，才华横溢，所有人的希望。让我们激发她的更多视频。
18433,Ugzku0kgMcG4sZUjnA54AaABAg,1,4:54 don't let quentin tarantino watch this,4:54不要让昆汀·塔伦蒂诺（Quentin Tarantino）看这个
17830,UgwJagZ-z85lafWXY-94AaABAg,1,"my hometown came out of zigong in sichuan. the video of this beauty was first watched for the first time. it was really a sense of substitution. i was a child memories, thank you for making a team.",老家四川自贡农村出来的，这美女的视频第一次看，真的很有代入感，小时候的回忆，谢谢制作团队。
29640,Ugze0XHXBLPWx8-ZIhN4AaABAg,1,today is my birthday so i am watching this first as soon as i woke up let's stay healthy and happy,今天是我的生日
31796,Ugye6SUPUt_wTxi4rTV4AaABAg,1,i can watch your video for ever more. love from canada,我可以更多地观看您的视频。来自加拿大的爱
31170,UgzHLhEsTMGDPTPQUfd4AaABAg.8yVKj-sQ5iK8yVVhQ3UAIk,1,"@user-sz3ng5ib2w yeah, every video can be watched back and forth. and wait for the next work. watch her assistant weibo and say that ziyi's eyes have some problems. as a fan, i worry about her. i am afraid that she is too tired. if i get sick, it will not be good. so i have to talk about it here.","@user-sz3ng5ib2w 是啊, 每一个视频可以来回的看. 而且痴痴的等下个作品. 看她助理的微博写说子柒的眼睛出了些问题. 为了出视频饭也不好好吃. 做为粉丝的我都替她担心. 怕她太劳累. 要是病了就不好了. 所以要在这儿唠叨一下."
31156,UgwDiKIhVsO9qpl-T0h4AaABAg,1,even though i don’t understand chinese i would still watch it cuz i love liziqi ❤️,即使我不了解中文，我仍然会看它，因为我爱liziqi❤️
31071,UgzkDk6Dql0BfZpxDrp4AaABAg,1,"i like your video very much, i watched it at night very hungry",非常喜欢你的影片，晚上看了很饿
30655,UgxPFnIvCMcA9RqXV2x4AaABAg,1,i was able to watch some of these with my granddaughters. i think they enjoy them as much as i do.,我能够和我的孙女一起看一些。我认为他们和我一样喜欢它们。
30580,UgyhPtplFJDRHW_aP154AaABAg,1,"i have watched your every videos coz i like it. but you should show the eating of snail. in my knowledge we need to chop the snail tail part & have to remove the front cover, so that we can eat the meat. the way you have cooked i don't think you will able to eat the snail. make the videos with perfection coz viewers can find the error. we do eat snail & we know it well. no abuse..!!",我看过您的所有视频，我喜欢它。但是您应该表明蜗牛的饮食。据我所知，我们需要切碎蜗牛尾部部分并必须取下前盖，以便我们可以吃肉。您煮熟的方式，我认为您无法吃蜗牛。与完美的视频一起制作视频，可以查看该错误。我们确实吃蜗牛，我们很了解。没有虐待.. !!
30575,UgxSOGQnEkxeAjZk2YB4AaABAg,1,"i adore you!!! watching your life, i have the feeling that i lived in vietnam in the mountains in a past life !!!",我崇拜你！！！看着你的生活，我感觉到我在过去的山上住在越南！！！
30348,UgxlD7F4LIADR8nw3Xx4AaABAg.8yVezNp8yw398R-XLUKBdT,1,"thank you so much my friend verygood watching video, ok",非常感谢我的朋友非常好看的视频，OK
30314,UgxlD7F4LIADR8nw3Xx4AaABAg.8yVezNp8yw392yB8zBUUm5,1,@skf358 not at all. do some research before arriving your conclusion. watch this https://youtu.be/vp7ea_kog3q,@SKF358一点都不。在得出结论之前进行一些研究。观看此https://youtu.be/vp7ea_kog3q
29377,UgykNFvTnNfIJBjJbKx4AaABAg,1,"via my youtube channel, watch videos and subscribe to my channel if you like it and share it love forever❤️❤️❤️❤️❤️",通过我的YouTube频道，观看视频并订阅我的频道（如果您喜欢）并分享它。
31984,UgwuUqpjIsEtCqDxG694AaABAg,1,watching you with your grandmother remembers mine :) really gotta spend more time with her,和你的祖母一起看着你记得我的:)真的要花更多的时间和她在一起
29021,UgxJVKDKMd6xq3FFHVR4AaABAg,1,"actually i already watched this on instagram, but i watch this again on youtube.. it's just too good",实际上，我已经在Instagram上观看了这一点，但是我在YouTube上再次观看。
28754,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g96_X-lEBX-U,1,"@franzpeters3824 yes shes most likely far more productive than you. 
farmimg is hard fucking work dude. 
youtube may be a means of making a monetary income but her job is her farm, and shes probably doing far better than anyone watching these videos.","@franzpeters3824是的，她的生产力比您的生产力要高得多。
Farmimg是艰苦的工作伙计。
YouTube可能是赚取货币收入的一种手段，但她的工作是她的农场，而且她的表现可能比看这些视频的任何人都要好得多。"
