,cid,votes,含nature,含nature中文翻译
37677,UgzrQplUKtxRg38Bbl94AaABAg,0,like if you speak spanish and you would like to live like her in nature. it is my dream but it will not be fulfilled๐”๐”๐”๐”,就像您说西班牙语一样，您想像她一样生活。这是我的梦想，但不会实现
37653,UgxjHygKgDAK_ogN-LZ4AaABAg,0,very nice nature desserts clean and attentive construction,非常好的大自然甜点干净和细心的结构
37588,Ugww-U_rHy13kH43koN4AaABAg,0,it seems to live a diligent life. it's amazing to live in a picturesque nature. thank you for good video b,它似乎过着勤奋的生活。生活在风景如画的天性中真是太神奇了。谢谢你的好视频b
45708,UgxuneJb4ncRo0n24DF4AaABAg,0,i loved! products directly from nature and apparently delicious.,我喜欢！产品直接来自大自然，显然很美味。
37445,UgwG8sOoXqLC1_pV9814AaABAg,0,most happy to see video koyo ngene material material from the creative nature pokoe joz ๐‘๐‘๐‘๐‘,最高兴看到视频Koyo Ngene材料来自创意性质Pokoe Joz
44865,UgzLvV2rCvH_4h_nYll4AaABAg,0,"enjoy your time,enjoy nature beauty,.....enjoy nature harvests.",享受您的时光，享受自然美，.....享受自然收获。
44861,Ugyr-8GcwBZKbD64xoh4AaABAg,0,i love her videos so relaxing and calm and peaceful to watch. love the nature and animals.,我喜欢她的视频，非常放松，镇定和宁静。爱大自然和动物。
44855,UgyeL5YXSGfGdnj_Fhp4AaABAg,0,they've been blessed with nature,他们有自然的祝福
38451,Ugw6VX6WzlIr6pAa93Z4AaABAg.8tXqTe4SQef8unR6bd081N,0,so beautiful peaceful and so nature :) i wish i can visit that place one day ^_^,如此美丽的和平和如此自然:)我希望我可以有一天去那个地方 ^_ ^
44433,UgxppsQH8M5Yy2VBO-J4AaABAg,0,"all is just perfect: wonderful nature, beauuuutiful girl, but hard worker and she know how to love her homeland! chapeau!!!! my respect!!! ❤️ geeetings from belgade, serbia",一切都是完美的：美好的天性，美丽的女孩，但是勤奋的人，她知道如何爱她的家园！ Chapeau !!!!我的尊敬！！！ selbia Belgade的Geeetings
39571,UgxTbQcqmTy2apnRFRh4AaABAg,0,"i want to visit you one day. just want to work with you and understand your life style. we have cut our relation with nature. when i watch you, i can clearly see that you still keep this relationship very closely and wisely which makes me adore you like almost everyone who watches you. god bless you, your family, your animals and your home ๐๐ผ",我想有一天拜访你。只想与您合作并了解自己的生活方式。我们已经削减了与自然的关系。当我看着您时，我可以清楚地看到您仍然非常紧密而明智地保持这种关系，这使我喜欢您几乎所有观看您的人。上帝保佑你，你的家人，你的动物和你的家
39468,UgwyqxdFXrigL3pH1f94AaABAg,0,you are princess in fairytale! i thought house of flying daggers is unicue movie by its beauty but your videos and great views of nature is much beautifull then this movie!,你是童话中的公主！我认为飞行匕首之屋是统一电影的美丽电影，但是您的视频和对自然的美景和这部电影的美景非常美丽！
44444,Ugz0_FpNAXm1-NE_6CJ4AaABAg,0,it feels so good.. seeingcooking in presence of mother nature,感觉真好..在大自然母亲面前看见
39317,Ugyt_m7kE1HmKUPrgRZ4AaABAg,0,"you live in paradise, nature gives you everything and although work is a lot, living in a place is worth it.",您生活在天堂中，自然可以为您提供一切，尽管工作很多，但住在一个地方是值得的。
44610,UgzySoJVt_WmL2A_Odp4AaABAg,0,i would love to have that job in the midst of nature is beautiful,我很想在大自然中有这份工作很漂亮
39186,Ugxmc6VSiLKDw6NQ7Wx4AaABAg,0,"somewhat jealous of the enormous vast luscious space you have there. so much room to work with nature! you have that and internet, wow. ;-)",有点嫉妒您在那里拥有的巨大宽容空间。与大自然一起工作的空间如此之多！你有那个和互联网，哇。 ;-)
44615,UgwN90fPOrOvpSGiPQt4AaABAg,0,amazing place and beautiful nature life style and look like amazing nature and delicious food. what place of china it is?,令人惊叹的地方和美丽的自然生活方式，看起来像令人惊叹的自然和美味的食物。它是哪个中国的地方？
44696,UgzIO6bQYCoEIKnMuJx4AaABAg,0,what you’ve been doing and the places your staying now is my longtime dream since childhood i never think it could happen but i see with my two eye... i really envy your simple lifestyle with all the nature beauty around you. i wish i could be at least your sister coz u have all my imagination dream,您一直在做的事情以及您现在住的地方是我的长期梦想，因为童年以来我从不认为会发生，但我两只眼睛看到了……我真的很羡慕您对周围所有自然美景的简单生活方式。我希望我至少可以成为你的姐姐，因为你有我所有的想象梦想
38905,UgxOqWcCP9ANHogw_eF4AaABAg,0,"what is islam?
can we find an explanation of the great universe? is there any convincing interpretation of the secret of existence? we realize that no family can function properly without a responsible head, that no city can prosperously exist without sound administration, and that no state can survive without a leader of some kind. we also realize that nothing comes into being on its own. moreover, we observe that the universe exists and functions in the most orderly manner, and that it has survived for hundreds of thousand of years. can we then say that all this is accidental and haphazard? can we attribute the existence of man and the whole world to mere chance. โ€ man represents only a very small portion of the great universe. and if he can make plans and appreciate the merits of planning, then his own existence and the survival of the universe must also be a planned policy. this means that there is an extraordinary power to bring things into being and keep them moving in order.in the world then must be a great force in action to keep everything in order. in the beautiful nature there must be a great creator who creates the most charming pieces of art produces every thing for a special purpose in life. the deeply enlightened people recognize this creator and call him allah ""god"". he is not a man because no man can create or make another man. he is not an animal, nor he is a plant. he is neither an idol nor is he a statue of any kind because non of these things can make itself or create anything else. he is different from all these things because he is the maker and keeper of them all. the maker of anything must be different from and greater than things which he makes.โ€ there are various ways to know god ""allah'' and there are many things to tell about him. the great wonders and impressive marvels of the world are like open books in which we can read about god. besides, god himself comes to our aid through the many messengers and revelations he has sent down to man. these messengers and revelations tell us everything we need to know about god. โ€ the complete acceptance of the teachings and guidance of god 'allah' as revealed to his messengers muhammad is the religion of islam. islam enjoins faith in the oneness and sovereignty of allah, which makes man aware of meaningfulness of the universe and of his place in it. this belief frees him from all fears and superstitions by making him conscious of the presence of the almighty allah and of man's obligations towards him. this faith must be expressed and tested in actions, faith alone is not enough. belief in one god requires that we look upon all humanity as one family under the universal omnipotence of god the creator and nourisher of all. islam rejects the idea of chosen people, making belief in god and good actions the only way to heaven. thus, a direct relationship in established with god, without any intercessor.โ€ islam is not a new religion. it is, in essence, the same message and guidance which allah revealed to all prophets. adam, noah, abraham, ismael, david, moses and jesus (pbut). but the message which was revealed to prophet mohammed (pbut) is islam in its comprehensive, complete and final form.the quran is the last revealed word of allah and the basic source of islamic teachings and laws. the quran deals with the basis of creeds, morality, history of humanity, worship, knowledge, wisdom, god-man relationship, and human relationship in all aspects. comprehensive teaching on which, can be built sound systems of social justice, economics, politics, legislation, jurisprudence, law and international relations, are important contents of the quran. hadith, the teachings, sayings and actions of prophet mohammed (pbut), meticulously reported and collected by his devoted companions. explained and elaborated the quranic verses.โ€ the fundamental articles of faith in islam the true faithful muslim believes in the following principal articles of faith:- โ€ he believes in one god 'allah', supreme and eternal, infinite and mighty, merciful and compassionate, creator and provider. he believes in all messengers of god without any discrimination among them. every known nation had a warner or messenger from god. they were chosen by god to teach mankind and deliver his divine message. the quran mentions the name of twenty five of them. among them mohammad stands as the last messenger and the crowning glory of the foundation of prophethood. muslin believes in all scriptures and revelations of god. they were the guiding light which the messengers received to show their respected peoples the right path of god. in the quran a special reference is made to the books of abraham, moses, david and jesus. but long before the revelations has been lost or corrupted. the only authentic and complete book of god in existence in the quran. the true muslim believes in the angels of allah. they are purely spiritual and splendid beings whose nature requires on food, drink or sleep. they spend their days and nights in the worship of god. muslim believes in the last day of judgement. this world will come to an end someday, and the dead will rise to stand for their final and fair trial. people with good records will be generously, rewarded and warmly welcomed to the heaven of allah, and those with bad records will be punished and cast into hell. muslim believes in the timeless knowledge of god and his power to plan and execute his planes and nothing could happen in his kingdom against his will. his knowledge and power are in action at all times and command over his creation. he is wise and merciful, and whatever he does must have a meaningful purpose. if this is established in our mind and hearts, we should accept with good faith all that he does, although we may fail to under stand it fully, or think it is bad. the five pillars of islamโ€ faith without actions arid practice is a dead end, as far as islam is concerned. faith by nature is very sensitive and can be most effective. when it is not out of practice or out of use, it quickly loses its liveliness and motivation power. there are five pillars of islam:โ€ the declaration of faith: to bear witness that there is none worthy of worship except allah, and that mohammad (pbuh) is his messenger to all human beings till the day of judgment. the prophethood of mohammad obliges the muslims to follow, his exemplary life as a model. prayers: daily, prayers are offered five times a day as a duty towards allah. they strengthen and enliven the belief in allah and inspire man to a higher morality. they purify the heart and prevent temptation towards wrong - doings and evil. fasting the month of ramadan. the muslims during the month of ramadan not only abstain from food, drink and sexual intercourse from dawn to sunset but also sincerity and devotion. it develops a sound social conscience, patience, unselfishness and will - power. zakkah: the literal and simple meaning of zakkah is purity. the technical meaning of this word designates the annual amount in kind or coin which a muslim with means must distribute among the rightful beneficiaries. but the religious and spiritual significance of zakkah is much deeper and more lively. so it has humanitarian and sociopolitical values. hajj (pilgrimage to makkah): it is to be performed once in a lifetime, if one can afford it financially and physically","什么是伊斯兰教？
我们可以找到大宇宙的解释吗？对存在秘密有令人信服的解释吗？我们意识到，没有负责任的头脑，没有一个家庭可以正常运作，没有任何城市就可以在没有合理的管理的情况下繁荣，没有某种领导者就无法生存。我们还意识到，没有任何东西可以自己。此外，我们观察到宇宙以最有序的方式存在和功能，并且它已经幸存了数十万年。然后，我们可以说所有这些都是偶然而偶然的吗？我们可以将人和整个世界的存在归因于机会吗？人只代表大宇宙的一小部分。而且，如果他可以制定计划并欣赏计划的优点，那么他自己的存在和宇宙的生存也必须是计划的政策。这意味着有非凡的力量将事物带入生存并保持它们的秩序。在世界上，必须是使一切保持秩序的重要力量。在美丽的大自然中，必须有一个伟大的创造者，他创造了最迷人的艺术作品，为人生的特殊目的而产生了所有东西。深深的人认识到这个创造者，并将他称为“上帝”。他不是一个男人，因为没有人可以创造或创造另一个男人。他不是动物，也不是植物。他既不是偶像，也不是任何形式的雕像，因为这些事情中的任何东西都能使自己造就或创造其他任何东西。他与所有这些事情有所不同，因为他是所有人的制造商和守护者。任何事物的创造者都必须与他所做的事情不同。有多种认识上帝的方式“真主”，还有很多关于他的事情要说的事情。世界上的奇迹和令人印象深刻的奇迹就像开放我们可以阅读关于上帝的书籍。此外，上帝本人通过他寄给人的许多使者和启示来援助我们的援助。这些使者和启示告诉我们我们需要了解的关于上帝的一切。完全接受向他的使者穆罕默德揭示的上帝“真主”的教义和指导是伊斯兰教的宗教。伊斯兰教禁止对真主的统一和主权信仰，这使得人意识到宇宙的有意义和他在其中的意义。这种信仰自由。他从所有的恐惧和迷信中意识到全能真主的存在以及人对他的义务的存在。人类是一个家庭，在上帝的普遍无所不能下，都是所有人的创造者和滋养者。伊斯兰教拒绝选择人民的想法，使对上帝的信仰和善行的信仰成为通往天堂的唯一途径。因此，在没有任何代祷者的情况下与上帝建立的直接关系。伊斯兰教不是一种新宗教。从本质上讲，这是真主向所有先知透露的相同的信息和指导。亚当，诺亚，亚伯拉罕，伊斯梅尔，大卫，摩西和耶稣（pbut）。但是向先知穆罕默德（PBUT）揭示的信息是伊斯兰教的全面，完整和最终的形式。《古兰经》是安拉的最后一个揭示的话，也是伊斯兰教义和法律的基本来源。古兰经涉及信条，道德，人类历史，崇拜，知识，智慧，神人的关系和人类关系的基础。可以在其中构建社会正义，经济学，政治，法学，法律和国际关系的全面教学，这是古兰经的重要内容。圣训，先知穆罕默德（PBUT）的教义，俗语和行为，由他的虔诚同伴精心报告和收集。解释并阐述了古兰经诗句。伊斯兰教信仰的基本文章真正忠实的穆斯林相信以下主要的信仰文章： - 他相信一个神的“阿拉”，至高无上，永恒，无限，无限，强大，仁慈，慈悲，富有同情心，创建者和提供商。他相信上帝的所有使者，而没有任何歧视。每个已知的国家都有来自上帝的华纳或信使。上帝被上帝选中教人类并传达他的神圣信息。古兰经提到了其中25个名称。其中，穆罕默德（Mohammad）站在了最后一个使者和预言基础的荣耀。平纹细布相信上帝的所有经文和启示。他们是使者收到的指导光，向他们尊敬的民族展示了上帝的正确道路。在古兰经中，特别提到了亚伯拉罕，摩西，大卫和耶稣的书。但是很久以前，启示已经丢失或腐败。古兰经中唯一的真实而完整的上帝。真正的穆斯林相信真主的天使。它们纯粹是精神和灿烂的生物，其性质需要食物，饮料或睡眠。他们白天和黑夜都在敬拜上帝上。穆斯林相信审判的最后一天。这个世界将有一天结束，死者将为他们的最后和公正的审判而崛起。拥有良好记录的人将受到慷慨，回报和热烈欢迎真主的天堂，那些记录不良的人将受到惩罚并陷入地狱。穆斯林相信对上帝的永恒知识以及他计划和执行他的飞机的能力，他的王国在他的意愿中没有任何事情发生。他的知识和力量在任何时候都在行动，并为他的创造而指挥。他是明智而仁慈的，他所做的一切都必须具有有意义的目的。如果在我们的思想和心灵中建立这一点，我们应该真诚地接受他所做的一切，尽管我们可能无法完全站立，或者认为这是不好的。就伊斯兰教而言，伊斯兰信仰的五个支柱无需采取行动。信仰天生非常敏感，可以最有效。当它不执行或无法使用时，它很快就会失去活力和动力。伊斯兰教有五个支柱：信仰宣言：见证，除了阿拉以外，没有什么值得敬拜的，而穆罕默德（pbuh）是他在审判日之前向所有人传播的使者。穆罕默德（Mohammad）的预言使穆斯林不得不遵循他的模范生活。祈祷：每天，每天祈祷五次作为对真主的责任。他们加强并充实了对真主的信仰，并激发了人类更高的道德。他们净化心脏并防止对错误的诱惑 - 行为和邪恶。禁食斋月月。在斋月月，穆斯林不仅避免了从黎明到日落的食物，饮料和性交，而且还要诚意和奉献。它发展出合理的社会良心，耐心，无私和意志 - 力量。 Zakkah：Zakkah的文字和简单含义是纯度。这个词的技术含义指定了穆斯林必须在应有的受益人中分配的年度金额或硬币。但是Zakkah的宗教和精神意义更加深入，更加生动。因此，它具有人道主义和社会政治价值观。朝j（前往麦加朝圣）：一生将进行一次，如果可以在财务上和身体上负担得起"
