,cid,votes,time,含want,含want中文翻译
24271,UgyteEkh_EX9P-EAJFV4AaABAg,0,3 years ago,this is the life that i want ....,这是我想要的生活。
24154,UgzogPDRSi9y4z_Ap9x4AaABAg,0,3 years ago,so amazing! makes me want to marry her,如此惊人！让我想嫁给赫尔
24709,Ugyh2HXs9gQaHZ-NlZB4AaABAg,0,3 years ago,"nice video ! i want to live in this countryside.
where is it (even roughly said)?","不错的视频 ！我想住在这个乡村。
它在哪里（甚至粗略地说）？"
24165,UgzeVYgXGn_lzf5xjOV4AaABAg,0,3 years ago,want to eat,想吃
24209,UgwxAwdED8PTcF7BStN4AaABAg,0,3 years ago,i want to rent a room there! how much rmb?,我想在那里租一个房间！多少rmb？
21317,UgyzvBBi87RGUGAdnRd4AaABAg,0,3 years ago,"i've seen that a lot more channels have come up trying to replicate liziqi's videos and yeah those are good but honestly, no one can beat her. she's the best out here and whenever i want to relax myself, it's only liziqi's videos that give me peace. everyone else feels like a wannabe. people are trying to copy, sure, but she has a sort of authenticity that is unique to her videos only.",我已经看到，有很多渠道试图复制Liziqi的视频，是的，这些频道很好，但是说实话，没人能击败她。她是这里最好的，每当我想放松自己时，只有利兹奇的视频才能给我和平。其他所有人都像个想成为一个想成为一个。当然，人们正在尝试复制，但是她的真实性仅在她的视频中独有。
24225,UgywqNHp6W2ZSTo4GBZ4AaABAg,0,3 years ago (edited),"i have always wanted to find chinese cuisine+videos of nature similar to ""china on the tongue"", but it is difficult to find this channel in youtube. i am lucky to find this channel.","一直都想找类似""舌尖上的中国""的中华料理+大自然的影片 但是在youtube比较难找 能找到这个频道太幸运了 影片好有质感啊"
24293,UgyJD8XrwrEZfM9a9cF4AaABAg,0,3 years ago,i want this energy and dedication,我想要这种能量和奉献精神
34483,UgzNhJ2mD8QlSOLtWKV4AaABAg,0,3 years ago,"nice place , i want to come here to live a month <3",好地方，我想来这里一个月<3
24337,Ugz8w5JCaRT3Fixu_3J4AaABAg,0,3 years ago,i wanted to be your guest.,我想成为你的客人。
24347,Ugw7lhYEQsGYkVab8TZ4AaABAg,0,3 years ago,is the pastoral life i want,是我想要的田园生活
24360,Ugwje3-ESi8vQnMX8fx4AaABAg,0,3 years ago,i want to live in that place without thinking,我想住在那个地方
24649,UgxwXBkLGYzt9hBBnn94AaABAg,0,3 years ago,now i really just want a wife like that!,现在我真的只想要一个这样的妻子！
24647,UgzsU8b_GYNK6w8qF9F4AaABAg,0,3 years ago,just want life like this,只想要这样的生活
24628,Ugxc7uxSQizEC3eT2SV4AaABAg,0,3 years ago,now i want to eat it too,现在我也想吃
21357,Ugw6bGalG6GxpFvlT0B4AaABAg.9-zPuOjOPAT90tYX8VT0VU,0,3 years ago,america first want to destroy the country?,america first 想灭国?
21957,UgyJERAJi2-vy_0yUZV4AaABAg,0,3 years ago,a new subcliver. i really liked it and wanted this bean seed. what is his name? i would be grateful if you could answer english or portuguese.,一个新的子栏。我真的很喜欢它，想要这种豆子。他叫什么名字？如果您能回答英语或葡萄牙语，我会很感激。
23835,UgzSog8Zp11vWwIcWg54AaABAg,0,3 years ago,"i indonesia
i want you is my wife","我印度尼西亚
我要你是我的妻子"
23817,UgxVf81sovRdPOGNtcp4AaABAg,0,3 years ago,what climate zone she in? so many diverse plants. i want to grow all kinds of plants.,她在哪个气候区？这么多不同的植物。我想种植各种植物。
22485,UgwWenT6zKOC2vztpnN4AaABAg,0,3 years ago,"""careful when replicating this at home. we don't want fermented fingertips and nails"" li ziqi i love you so much",“在家里复制这个时要小心。我们不想发酵指尖和指甲”李Ziqi我非常爱你
22520,Ugyc3VBKbiCgRFlVpat4AaABAg,0,3 years ago,do you want to pull a little bit?,奶奶要拉一点吗
22527,Ugy6PUHXOblyFD62b9h4AaABAg,0,3 years ago,i want to marry this girl,我想嫁给这个女孩
22548,Ugy1jcIpRZFnCcextT54AaABAg,0,3 years ago,these are the videos i want to watch.this is wahat did when i was younger,这些是我想看的视频。这是我年轻的wahat做的
22553,Ugy-9XbbB_Gs4jy8ClR4AaABAg,0,3 years ago,i want her life.,我想要她的生活。
34882,Ugw8YQ9V3-fvBXLY90R4AaABAg,0,3 years ago,i caught up to upload again! intersection intersection intersection intersection intersection intersection intersection intersection intersection intersection i want the front row! intersection intersection intersection,我又赶上上传啦！！！！！！！！！！！我要前排！！！！
34836,UgwjIZepYTyt8GwXRfx4AaABAg,0,3 years ago,i want to live with you in your wonderland....!!!,我想和你一起生活在你的仙境中。
35018,UgylSLSQl-ce6F2IjdZ4AaABAg,0,3 years ago,i want see your gardens please visit,我想看你的花园，请参观
22588,UgwOmhNcXJUluURnR6B4AaABAg.9--5CrdeP009-YzmNR63N4,0,3 years ago,"she has talked about her future plans, she is not against marriage, but she hopes to meet someone she really loves, so she is not in a hurry to get married. she is a very independent girl and i believe she knows what she wants.",她谈到了自己的未来计划，她不反对婚姻，但她希望见到她真正爱的人，所以她不急于结婚。她是一个非常独立的女孩，我相信她知道自己想要什么。
34751,Ugy3GTfrA_u3NqHjA-l4AaABAg,0,3 years ago,the most relaxing videos on the internet. when i want to wind down i just put her playlist on.,互联网上最轻松的视频。当我想结束时，我只是把她的播放列表放上。
21755,UgyL0xll1y2fjZh8-tR4AaABAg,0,3 years ago,"i want to see this at night for sazi, and it is the national day. essence essence",我为撒子要晚上来看这个，而且还是国庆节的时候。。。
22598,UgxmsNLSlcZPZTbxnmh4AaABAg,0,3 years ago,i want her as my wife,我要她作为我的妻子
22629,UgwA4hsQLrrSlleXrq14AaABAg,0,3 years ago,want to marry you,想嫁给你
22673,UgzDl3Vqmz8NcdWjLrV4AaABAg,0,3 years ago,we do not want the bamboo shoots and leaves,笋叶变色的我们都是不要的
21741,UgyQ8HNUEeIYwM2RXlZ4AaABAg,0,3 years ago,i want china out việt nam sea . pretty girt,我想要中国占领南海。漂亮的girt
34718,UgyVG0EyLEPo02Rqp2J4AaABAg,0,3 years ago,"yesterday i said i wanted to eat screw powder, and i saw the update today!",昨天才在说想吃螺丝粉，今天就看到更新！
22676,UgynvuAVzjMHJhkcIHV4AaABAg,0,3 years ago (edited),i want your recipes .,我想要你的食谱。
35020,Ugx1CQiQ9AH5rlsnZxh4AaABAg,0,3 years ago,i want to go to your house. i followed her every clip. i like the atmosphere of your house. the edge of the fruits and vegetables that she planted at home and the forest wanted to go.,我想去你家。我每个剪辑都跟随她。我喜欢你家的气氛。她在家里种植的水果和蔬菜的边缘，森林想走。
22710,UgwI4biDZrKV438OcLx4AaABAg,0,3 years ago,very peaceful.! want to be in a place like this.,非常和平。！想在这样的地方。
22711,Ugxoiurhb5CxkfuDlHV4AaABAg,0,3 years ago,"camera wucking, actor's acting, it's really great. i want to go there and live there.",摄像机摇摆，演员的表演，真的很棒。我想去那里住在那里。
22714,Ugz7xy1MN9Ki8CTg9MR4AaABAg,0,3 years ago,"for all you people watching... this is a dream world!!!! food is all around in their backyard, garden.... etc... you dont get this in america... if you want it, its in your freaking neighborhood money hungry supermarket.",对于所有人看着的人...这是一个梦想的世界！！！！食物在他们的后院，花园....等...您在美国不会得到食物...如果您愿意，它在您怪异的邻居饥饿的超市中。
22468,Ugxi7e54IOvO8-hPOR14AaABAg,0,3 years ago,"omg, i wanted that bowl of noodles so bad. i think grandma did too.",天哪，我想要那碗面条这么糟。我认为奶奶也做了。
22449,UgycXfff_OxHsaQvdpZ4AaABAg,0,3 years ago,smart cooking this girl. so my wife wants it or not.,聪明的烹饪这个女孩。所以我的妻子是否想要它。
21906,UgzDIsW4FS5_GrlM2hx4AaABAg,0,3 years ago,i want to have a simple life like this ...,我想拥有这样简单的生活...
22132,UgztJH4jRlUMubie-xx4AaABAg,0,3 years ago,now i want to travel to china and live in the countryside and make everything from scratch like you,现在我想去中国住在乡村，像你一样从头开始做一切
22009,UgxHL-qjMeG230xfGhp4AaABAg,0,3 years ago,when my aunt visited us in the province and served her a dish made from bamboo shoots but she didn't want to eat it coz she didn't know what it is i felt sorry for her. it's so good.,当我的姨妈在该省拜访了我们，并为她提供了用竹芽制成的菜，但她不想吃它，因为她不知道这是什么，我为她感到难过。它是那么好。
22010,UgzWxd8OsFLYw3904GR4AaABAg,0,3 years ago,oh god...i want to go there,哦，天哪...我想去那里
22015,UgyUcrJSIeHi5nFnLBB4AaABAg,0,3 years ago,"i want to have a wife like this. well, if you still have no one to contact",我想有这样的妻子。好吧，如果您仍然没有人可以联系
22024,Ugy7o_6R0ulcCR5BUnN4AaABAg.9-I_8RLF9zl9-PUp8IPJw9,0,3 years ago,"@user-hl5qc2um4l, thank you for your busy reply, bless your mother's health, a happy life, and want to do things",@user-hl5qc2um4l 多谢百忙中回复，祝福妳同妳妈妈身体健康，生活愉快，心好想事成
21945,UgyaTULNcFziVmlRH9t4AaABAg,0,3 years ago,i wanna know if liuzhou is married how can ido to contact whit she i want to travel for thes wonderful place and may be live there i am a homemade too and iwould like to shear experience.,我想知道Liuzhou是否已婚，Ido如何与Whit联系，我想去这个美好的地方旅行，并且可能住在那儿，我也是一个自制的，我想剪切体验。
34957,Ugy9crNdnBVgQ6pH1Yt4AaABAg,0,3 years ago,not bored seeing this mbk video really want me to stay at home,看到这个MBK视频真的很无聊，真的希望我待在家里
22069,UgzyeQsOWjpR83Bvxvt4AaABAg,0,3 years ago,"oh my god,,i want to eat that noodless cs noodess is my favorite food",哦，天哪
22109,UgySsyc2h3a4TKQJe294AaABAg,0,3 years ago,i hope when she gets married (ofc if she wants to) that her husband isnt a lazy sack of shi~....*coughs* you know what i mean,我希望当她结婚时（如果愿意的话），她的丈夫不是一个懒惰的什叶派〜....*咳嗽*你知道我的意思
22111,Ugz9vJnAHp0kiBryaUl4AaABAg,0,3 years ago,"i want to live with you, i like that",我想和你一起生活，我喜欢
21943,UgxJ4HOc9qG-Tm6zeWB4AaABAg,0,3 years ago,"i know that the quickest way to kill shelled creatures, if you want to imbibe their flesh, is high heat. what got me was the rinse with salt! d:> that is so painful for them!! t-t",我知道，如果您想吸收肉体，杀死被壳的生物的最快方法是高温。让我的是用盐冲洗！ D：>对他们来说真是太痛苦了！ T-T
22441,Ugwcb2Ofkjc-Dm0CvgJ4AaABAg,0,3 years ago,i want this kind of girl to be my future wife....,我希望这种女孩成为我未来的妻子。
34912,UgwerZZNIk5deXw1x494AaABAg,0,3 years ago (edited),"is ziyi always going to be single? i really want to be a neighbor with her, but now i need to raise children, not suitable for living in the mountains, waiting for two babies to adults for 8 years.",子柒是要一直这样单身吗，好想和她做邻居，可我现在需要养小孩，不适合住山里，坐等俩娃成年，还要8年。
22228,UgyuhUjwoaZ-F_yOshx4AaABAg,0,3 years ago,i want to marry her.,我想嫁给她。
22321,UgxpXV4BEcvLf2ZDipJ4AaABAg,0,3 years ago (edited),"i think i want to live a life like her, healthy and delicious foods, an organic way of planting fruits and vegetables, peaceful place, beautiful views and fresh air",我想我想像她一样生活，健康可口的食物，一种种植水果和蔬菜的有机方式，宁静的地方，美丽的景色和新鲜空气
21933,Ugy1Eoy3zRmxo-UhRjZ4AaABAg,0,3 years ago,great ... i want to make my wife ...,太好了...我想让我的妻子...
21930,Ugz-ToOWqLVqCgpZ2x94AaABAg,0,3 years ago,i want a wife to cook like you,我要妻子像你一样做饭
34892,UgwJH-PJ-zjhSpTiWsl4AaABAg,0,3 years ago,you do more to popularize your country and take care of its prestige than your government. i already want to live in china.,您可以比政府更多地推广您的国家并照顾好自己的声望。我已经想住在中国。
22345,UgwDAF75HEUcWwPNlTV4AaABAg,0,3 years ago,"i'm not so sure about those river snails. schistosomiasis, also known as snail fever and bilharzia, is a disease you don't really want to get. cook 'em real well.",我不太确定那些河流蜗牛。血吸虫病，也称为蜗牛发烧和比尔哈兹，是一种您并不想发生的疾病。做得很好。
22365,UgxruzU7FoRB6Oozkht4AaABAg,0,3 years ago,"i don't want to say this , what if 1 day her grandmother pass away.",我不想这么说，如果她的祖母1天去世了怎么办。
22390,Ugy55E1X9THDKqFA0zN4AaABAg,0,3 years ago,"i want her to be my wife,",我希望她成为我的妻子，
22718,UgyxClzkwuS3vexYmc94AaABAg,0,3 years ago,i really want to eat.,我真的想吃。
34659,Ugxzy6MAl-butT40_ix4AaABAg.8yUTUIyLaPC8yUZIhY8-sX,0,3 years ago,pls add on jawi subtitle because malaysian children want to learn this,请添加Jawi字幕，因为马来西亚儿童想学习这个
22719,UgxixuGc_oki01hmJKZ4AaABAg,0,3 years ago,i want this type of women she'll cook me everything,我想要这种类型的女人，她会煮我一切
23526,UgwkMCTFXr40X4RAqEB4AaABAg,0,3 years ago,i want to live with u,我想和你一起生活
21416,UgzRij23w0dZKdeLsX54AaABAg,0,3 years ago,i hope li-ziqi uploads 4x videos every month ... because i want to see it every week ...,我希望li-Ziqi每月上传4倍视频...因为我想每周都能看到它...
