,cid,votes,time,含want,含want中文翻译
46925,UgyvkM2mJAT46Xq2KtZ4AaABAg,0,4 years ago,"for those of you who wants to know zi qi a bit more, i strongly urge you to watch this chinese show that zi qi was on, it tells why she is living the way that she is right now and her background story. i also added english translation for those who cannot understand as i truly admire her and wish her story would be known by more people.

here is the link: https://www.youtube.com/watch?v=ojklwsj7v_a 

you are welcome.","对于那些想更多了解Zi Qi的人来说，我强烈敦促您观看Zi Qi所在的中国节目，它告诉她为什么她现在以自己的方式和背景故事来生活。我还为那些无法理解的人添加了英文翻译，我真正欣赏她，并希望她的故事能被更多的人知道。

这是链接：https：//www.youtube.com/watch?v=ojklwsj7v_a

不客气。"
46217,UgwxejmqYPxihKDpwaV4AaABAg,0,4 years ago,"sister, hurry up the clip, i want to see a new clip through r",姐姐，快点剪辑，我想看到一个新的剪辑
46173,Ugy1FHfwoFi0ge0cE-J4AaABAg,0,4 years ago,"such a good meme lives everything grows, i wanted to go there so",如此美好的模因生存了一切，我想去那里，所以
39083,Ugz9a5mc47IGLr9l02d4AaABAg,0,4 years ago,where's her amazon store? i want to buy some of her cookware! she should be on hgtv! seriously.,她的亚马逊商店在哪里？我想买一些她的炊具！她应该在HGTV上！严重地。
46153,Ugx1KvWKR0G6oSfhfy54AaABAg,0,4 years ago,we already wanted to have such a woman in our lives,我们已经想在生活中有这样的女人
45368,UgyZl5PsZ2OuiSSn8-R4AaABAg,0,4 years ago,"i'm jealous.... 
i want a life like this, too.","我嫉妒....
我也想要这样的生活。"
45357,UgzwfMWMxX84hrVseP54AaABAg,0,4 years ago (edited),"i want to eat sometimes, probably a cute person.",我有时想吃，可能是一个可爱的人。
45322,Ugw_hFztzGalzGRqLkp4AaABAg,0,4 years ago,i want such a wife for myself ...,我想要这样的妻子...
45310,UgwyBRk3y8fq5yWMCPZ4AaABAg,0,4 years ago,i want to live with you !!!!!!!!!!!,我要和你住在一起 ！！！！！！！！！！！
45295,Ugw4nOLFeBt-nR03sZl4AaABAg.8r61XvXmGox8r6rcowD5DO,0,4 years ago,"i also want to know. essence essence this mango is so large, and the slicing has never seen the nucleus that seems to be a high -level variety?",我也想知道。。。 这芒果这么大，切片一直没见到核 貌似是高级品种？
45276,UgwadtOc9W97j50dwAB4AaABAg,0,4 years ago,i want to go there,我想去那边
45270,UgxgKy0ciUNwrDk-H8t4AaABAg,0,4 years ago,i want to marry this girl and spend every spring holiday in this place with her,我想嫁给这个女孩，每个春天的假期在这个地方和她一起度过
45261,UgxktimWFsIzXZwrHyh4AaABAg,0,4 years ago,i want your life,我想要你的生活
45243,UgyhoVuMIKsl7mDqqdl4AaABAg,0,4 years ago,tired times just want to go far. a simple place like a billion is living so that you don't have to think about the present life. haizz,疲倦的时期只想走远。像十亿这样的简单地方正在生活，因此您不必考虑当前生活。哈兹
45173,UgxDvdFTQOhIeixFGbB4AaABAg,0,4 years ago,"everything about your place, surrounding is soo beautiful... i want to go there",关于您的位置的一切，周围都很漂亮...我想去那里
45147,UgyLPk_nBy9HxpkSRGV4AaABAg,0,4 years ago,i love your video n your food making skill but i have never seen anything you are making for your pets they always rome aroung you want to eat what you are eating but you never serve them or never made anything for them,我喜欢您的视频和您的食物制作技巧，但我从未见过您为自己的宠物做的任何东西，他们总是想吃您要吃的东西，但您从不为他们服务或从未为他们提供任何东西
45125,UgyaKmEFZ8BlHwVKSPx4AaABAg,0,4 years ago,"i want to play there to your place, it seems beautiful and fun ... congratulations ...",我想在那里玩你的家，看起来很漂亮，很有趣...恭喜...
45095,UgxykYxZoDqmqxb8NOx4AaABAg,0,4 years ago,bruh i want to marry her,布鲁，我想嫁给赫尔
44927,UgzcsrvlTqKWdVjDbBh4AaABAg,0,4 years ago,i want to marry her,我想嫁给赫尔
44906,UgwvadNSiPiMMzuZfJV4AaABAg.8r9joQbP8RC8rFiSqn2H6r,0,4 years ago,"i want to go there. or also, but at home)",我想去那边。或者也在家里）
44874,UgwK-j8krVvu_siD-Ap4AaABAg,0,4 years ago,i want to see it again and again,我想一次又一次看到
44853,UgwNaFYnTnVik9oP5xB4AaABAg,0,4 years ago,i want to live here,我想住在这里
44848,UgypWsZol96OwAhUNDx4AaABAg,0,4 years ago,looking at me but i want to go there,看着我，但我想去那里
44828,UgxUYeAHjCdtfxYwCzJ4AaABAg,0,4 years ago,oh.... my god i can't express my feeling... i really wants to this place.,哦。。。我的上帝，我无法表达我的感觉...我真的很想去这个地方。
44822,UgyXzLLoVhAHOap0PnZ4AaABAg,0,4 years ago,"want to try all that food.....pity, there's no chance...",想尝试所有这些食物.....可惜，没有机会...
44802,UgxE1_YaVpeZQW_Ount4AaABAg,0,4 years ago,i want to eat it very much,做的很想吃
44765,UgwbEHHcPosMBdCmWgd4AaABAg,0,4 years ago,wow that's really nice and you're so cute's make me want to live with you in your village ❤,哇，真是太好了，你真可爱了，这让我想和你一起住在你的村庄❤
44743,UgxrpIu7AzKpbk7-Wzl4AaABAg,0,4 years ago,i really want to eat and want to eat,好想吃好想吃
44613,UgyLy1zP2_5Z3NTN0wV4AaABAg,0,4 years ago,i want to become her friend .. ♥,我想成为她的朋友..♥
44612,UgzFrrds8Pfjr7TbkLd4AaABAg,0,4 years ago,i want to stay with you,我想和你在一起
45371,UgypgVIJhGE-XyO3cPV4AaABAg,0,4 years ago,omg i want i'm hungry,天哪，我想要我饿
45431,UgwfuUIfbeZ2K43X_5B4AaABAg,0,4 years ago,i want to see the animals fed,我想看到动物喂养
45449,UgxvRt5aqSdXD4gXDrB4AaABAg,0,4 years ago,"good sister,i want to eat with you",好姐姐，我想和你一起吃饭
45761,Ugw99ATdOTpfSLjz_BB4AaABAg.8r0DpRagQy88r3PeQ1dMXI,0,4 years ago,"@supercat1969 okay, point taken. as i said earlier, i have no control over what another person thinks. that's their prerogative. in any case, if i wanted to do it, youtube probably wouldn't be that platform. all the videos that i have seen have a certain narrative robot, unlike a lot of other channels on youtube that are about similar concepts. maybe it's just her style. i don't have airs about myself that i would added people without being asked about things that i was trying to get more information on. i understand that my comment has sparked a certain loyal sentiment from the fans, but please look beyond that. i wanted information, and i tried to get it from this community because well, they do know a lot about it. and i was right. something, as a non chinese, a person who doesn't use weibo, wouldn't know. i wished there would be a more understanding response, but i was wrong i guess. anyway, my purpose is not to hurt the artist or the fans, as i said earlier. but people only take offense when their information is different from others, instead of just trying to inform. think about it.",@supercat1969好吧，点了。正如我之前说的那样，我无法控制别人的想法。那是他们的特权。无论如何，如果我想这样做，YouTube可能不是那个平台。我看到的所有视频都有某种叙事机器人，与YouTube上许多其他有关类似概念的频道不同。也许只是她的风格。我没有关于自己的播音，我会添加人们，而不会被问到我试图获取更多信息的事情。我知道我的评论引发了粉丝的某种忠诚情绪，但请超越。我想要信息，并且我试图从这个社区获得信息，因为他们确实对此一无所知。我是对的。作为非中国人，不使用微博的人，某些东西不知道。我希望会有更多的理解回答，但是我想我错了。无论如何，我的目的是不伤害艺术家或粉丝，正如我之前说的那样。但是，只有当人们的信息与他人不同时，人们只会冒犯，而不仅仅是试图告知。考虑一下。
46148,UgyRoXx5nlliVFSFpqF4AaABAg,0,4 years ago,"today, in the market, the ministry has signs with a music, which says: your silence corrode me! and i was worried about you. i mean that if you have been disturbed by the ministry, because of me; i want you to become neutral, society, make signs good, but it is to cause the impression that there are a lot of good people, but things never appease. stay neutral in the future we can be happy just. if it doesn't work; i want you to know, that life in the countryside, is a wonderful life that many wanted to have. you are already happy and do not know, the nausea of ​​this monotony, makes you not realize so much happiness, you can realize this happiness, watching the needy or hell in my life. and even if i had a good financial life, my life, it was going to be almost the same as yours, the difference is that i would have money to buy things, kkkkk. glad you like me, i like you too. it gets neutral, i'm over, just watch, knowing that only god, you know tomorrow. keep reflecting good things. a hug, dear.",今天，在市场上，该部的迹象带有音乐，上面写着：您的沉默腐蚀了我！我担心你。我的意思是，如果您因我而受到事工的干扰；我希望您变得中立，社会，使迹象变得良好，但这是因为有很多好人的印象，但是事情永远不会安抚。将来保持中立，我们可以快乐。如果它不起作用；我想让您知道，乡村生活是许多人想要的美好生活。您已经快乐，不知道这种单调的恶心，使您没有意识到这么多幸福，您可以意识到这种幸福，看着我生活中有需要的人或地狱。即使我过着良好的财务生活，我的生活，也将与您的生活几乎相同，不同的是，我将有钱买东西，kkkkk。很高兴你喜欢我，我也喜欢你。它变得中立，我已经结束了，只是看着，知道只有上帝，你明天就知道。继续反映美好的事物。拥抱，亲爱的。
46128,UgwxGfT1UpecKDBgjLl4AaABAg,0,4 years ago,"extraordinary, super, the best, it's like a dream and one wants to live-it, i congratulate her, i have seen it as 3 times.",非凡的，超级，最好的，就像一个梦一样，一个人想活着，我祝贺她，我把它看作3次。
46072,Ugxa-TZSnsxOTjDf_iN4AaABAg,0,4 years ago (edited),"hello, i am a subscriber who enjoys watching. i want to know what camera you use. i'm curious about the video color and the gallery.",您好，我是一个喜欢观看的订户。我想知道您使用的是什么相机。我对视频颜色和画廊感到好奇。
46070,Ugyul9210S6FnEYm8Ah4AaABAg,0,4 years ago,"hello, i like to watch a subscriber, and want to know what camera you are using. because of the image color and painting angle, i am curious.","您好我是喜欢看的订阅者,想知道您用什么相机。 因为有影像色感和画角,所以很好奇。"
46055,UgxReNYLXv7nlWsVTMd4AaABAg,0,4 years ago,"i want one, like her...",我想要一个，像她一样...
45980,Ugz_jlogN6PgagJkyqh4AaABAg,0,4 years ago,"hummm mouth -watering, strong girl, trained in the responsibilities, different culture from the western where most just want fank, dance to the floor, floor, floor in the mouth of the ""bottle"", and make children for the grandparents to raise, or worse, in orphanages.",康姆嘴里 - 处水，坚强的女孩，接受过责任的训练，与西部的文化不同，那里的文化不同，那里只想狂热，在地板上跳舞，地板，地板，“瓶子”的地板，让孩子们供祖父母抚养或更糟糕的是，在孤儿院。
45977,UgzfnRw-bxD4fVjgYDt4AaABAg,0,4 years ago,want to marry her,想娶她
45963,UgzVEzu7lWM8OXqKj2l4AaABAg,0,4 years ago,i want a girlfriend like that,我想要这样的女朋友
45802,UgxyF6EtxppIRP5tSul4AaABAg.8r-zcZtw6-O8rAd1zoXaHb,0,4 years ago,"this depends on whether you want to live in heaven, if you want, then you are already here",这得取决于你是否想活在天堂，如果想，那么你已经在了
45768,Ugw99ATdOTpfSLjz_BB4AaABAg.8r0DpRagQy88r9LsiHdSCf,0,4 years ago,"@designqq8905 hmm. okay, i see where my comment singed you. let me make it clear that you are reading a lot of things into it. no, i don't mean that if i see a joint project by china, i should jump to the conclusion that it is propaganda. that's your interpretation, i hope that you will admit your mistake when you see it. because that's not what i meant. 
when i said, 'knowing i shouldn't, if you are right....', i meant that i wouldn't disrespect or disregard or be ignorant of the hurt it might cause people who know the truth, whatever it may be, since i have no access to it, which is why, the former comment was followed by my desire of confirmation. don't conveniently choose to see one part and ignore the other. 
i can see your point that the subtitles are inconsistently strewn over videos, and had it been truly propaganda, it would have been differently so. wish you had said it sooner. 
as for me asking you to read the thread, i truly believed you didn't. since your comment about semantics was wrongly placed. i was talking about my language. however, i didn't mean to condescend to you, and if you felt bad about it, then i apologize. hope you will accept it. if you feel that, that was my intention, let me assure you it wasn't. and no, i don't mean that just because you belong from china, i see all chinese people that way. you have absolutely no grounds to base that upon. i merely enquired about it. and i am having a reasonably calm discussion with a stranger on a dangerous virtual platform, does that indicate that i am putting everyone in the same category? as for technology, i know for a fact that she has an imac, a professional editing machine. she edits her own videos. before you twist that as well, let me make it clear that she doesn't do it on her phone, is all i am saying. i can't help but feel like a lot of your feelings about my comments are culled from your perception of how the world sees china. and please stop seeing it from the angle that i am criticizing her videos. i can't press enough on the fact that i never did. i am very glad to know that she is a positive source of inspiration for the people of china. so please, i insist you stop dragging that cat through the mortar. i have been courteous to you, and apologized if your sentiments were hurt. i will have to request you stop misinterpreting my every word. and you did read things that you wanted to read. since i didn't mean them, i know i am speaking the truth. 
yes, every country does try to promote itself, and i will wager that a lot of it is actually propaganda. my country does it, so does the others. the difference is that the people have a right to prove them wrong on a public platform. we have the right to criticize them openly and call them on their misrepresentation. and here, the remark is about the government, not your culture or people. 
finally, i will reiterate that my intention was not to hurt your feelings. you think there was an ulterior motive. there wasn't. you think that i think the apples don't fall far from the tree. i don't. and my deduction was just that, presence of a crew. that could indicate a joint project of a political nature, but in this case, as you rightly suggested, it doesn't, since the subtitles are spare. 

now, i am tired of explaining things again and again. i hope you understand. and good day.","@DesignQQQ8905 hmm。好吧，我看到我的评论在哪里唱歌。让我清楚地表明您正在阅读很多东西。不，我并不是说，如果我看到中国的联合项目，我应该得出这样的结论：这是宣传。那是您的解释，希望您在看到错误时会承认自己的错误。因为那不是我的意思。
当我说：“知道我不应该，如果你对... ，由于我无法访问它，这就是为什么，前者的评论之后是我对确认的愿望。不要方便地选择看到一部分而忽略另一部分。
我可以看到您的观点是，字幕在视频上不一致，如果确实是宣传，那将是不同的。希望您早日说。
至于我要你阅读线程，我真的相信你没有。由于您对语义的评论被错误地放置了。我在谈论我的语言。但是，我并不是要屈服于您，如果您对此感到难过，那我深表歉意。希望你会接受。如果您觉得那是我的意图，让我向您保证不是。不，我并不是说仅仅因为您属于中国，我都会看到所有中国人。您绝对没有理由以此为基础。我只是询问它。而且我正在与一个危险的虚拟平台上的陌生人进行相当平静的讨论，这是否表明我将每个人都属于同一类别？至于技术，我知道她拥有一台专业编辑机器的iMac。她编辑自己的视频。我只说，在您扭转这一点之前，让我清楚地表明她不在手机上做到这一点。我忍不住想像您对世界如何看待中国的看法，您对我的评论的许多感觉都被淘汰了。并且请不要从我批评她的视频的角度看到它。我从未做过的事实不足。我很高兴知道她是中国人民的积极灵感。所以，我坚持要你停止将那只猫拖到砂浆上。我对你很有礼貌，如果你的情绪受伤，道歉。我将不得不要求您停止误解我的每个单词。您确实阅读了想阅读的东西。由于我不是他们的意思，所以我知道我在说实话。
是的，每个国家都试图提升自己，我会敢打赌，其中很多实际上都是宣传。我的国家也这样做，其他人也这样做。不同之处在于，人们有权在公共平台上证明他们是错误的。我们有权公开批评他们，并致电他们的虚假陈述。在这里，言论是关于政府的，而不是您的文化或人民。
最后，我将重申我的意图不是伤害您的感受。您认为存在别有用心。没有。您认为我认为苹果不会落在树上。我不。我的推论就是，船员的存在。这可能表明一个政治性质的联合项目，但是在这种情况下，正如您正确建议的那样，这不是，因为字幕是备用的。

现在，我厌倦了一次又一次的解释。我希望你明白。和美好的一天。"
