,cid,votes,含culture,含culture中文翻译
8506,UgxwVtviid_I-f49GTN4AaABAg,0,"Please respect that China itself has a kimchi culture. If you don't want to see his video, leave right now.
Narrow democracy only makes Koreans hate from other countries.
There are 18 million Koreans in China, and do you admit that Chinese Koreans share the same traditional culture as Koreans? .
In China, there are dozens of kimchi soaked in China.
We are not worth lying to you, and narrow nationalism makes you unable to see this.","请尊重中国本身具有泡菜文化。如果您不想看他的视频，请立即离开。
狭窄的民主只会使韩国人仇恨其他国家。
中国有1800万韩国人，您是否承认中国韩国人与韩国人有着相同的传统文化？
在中国，中国浸泡了数十个泡菜。
我们不值得向您撒谎，狭窄的民族主义使您无法看到这一点。"
8596,Ugz40Cp6J6xnkf4Boit4AaABAg,0,"China was a subordinate country of Goryeo, which is why he admires and is sometimes jealous of the modern Korean culture that is too advanced. It's like it's your own",中国是戈里奥（Goryeo）的下属国家，这就是为什么他欣赏，有时嫉妒太先进的现代韩国文化。就像你自己的
8635,Ugz5KJXi-6gzqCre9o54AaABAg,0,"Chinese can't use YOUTUBE. cause the country shut it down. But why does she can use the YOUTUBE. I bet their is sth behind her.

KIMCHI is korean traditional food.
Chinese culture all died in 1989 Tiananmen square massacre","中国人不能使用YouTube。使国家关闭。但是，为什么她可以使用YouTube。我敢打赌他们在她身后。

泡菜是韩国传统食品。
中国文化全都死于1989年天安门广场大屠杀"
11329,Ugw1ESjYsipv0kiBr2N4AaABAg.9EkczSEcZeX9ElKxLZyNEp,0,@hhhhhhhhhhhhhhhhh2mo I am a French culture ๐,@hhhhhhhhhhhhhhhhhhh2mo我是法国文化
11728,UgwT-urhbwhwkp2tQXx4AaABAg,0,I love China's culture of colors and japan โค๏ธ,我喜欢中国的色彩文化和日本❤️
12380,UgwcUYE-vEBqyBSmAnZ4AaABAg,0,"I just started following these videos and I am so much impressed by her, she is so pure, skillful and full of humanity and culture , may God bless her",我刚刚开始关注这些视频，她给她留下了深刻的印象，她是如此纯洁，熟练和充满人类和文化，愿上帝保佑她
13710,UgyE_UwXTnHVy1sGPRt4AaABAg,0,This video is very informative especially the cultures are really preserved. Thumbs up,该视频非常有用，尤其是文化确实保存下来。大拇指
8498,Ugx8nDbIRWVQw5hU3ht4AaABAg,0,"Please respect that China itself has a kimchi culture. If you don't want to see his video, leave right now.
Narrow democracy only makes Koreans hate from other countries.
There are 18 million Koreans in China, and do you admit that Chinese Koreans share the same traditional culture as Koreans? .
In China, there are dozens of kimchi soaked in China.
We are not worth lying to you, and narrow nationalism makes you unable to see this.","请尊重中国本身具有泡菜文化。如果您不想看他的视频，请立即离开。
狭窄的民主只会使韩国人仇恨其他国家。
中国有1800万韩国人，您是否承认中国韩国人与韩国人有着相同的传统文化？
在中国，中国浸泡了数十个泡菜。
我们不值得向您撒谎，狭窄的民族主义使您无法看到这一点。"
13811,Ugx3bP1pSZ7-tezrdiZ4AaABAg.9BQ5sAt3AMG9CrP7CmBpPY,0,"@Maryam Radwan
Maryam Radwan Disney could never get his head around this kind of life in his wildest imagination. He was from a convenience store culture.","@Maryam Radwan
玛丽亚姆·拉德万·迪斯尼（Maryam Radwan Disney）永远无法以他最疯狂的想象力围绕这种生活。他来自便利店的文化。"
15432,UgwqaBeNVb7XR71TsMd4AaABAg,0,"Crazy, people nowadays are so interested living in a suburb or living simple life like liziqi. Wonder what life looks like back in those era, men went hunting women do all the agriculture childrens learning from their elders. I really want to experience all that kind of life without thinking how to get money or rent a apartment etc. Back in those days, we fckn build a house by using woods and without money. Man i really wanted to live a simple life",疯狂，如今的人们非常感兴趣地生活在郊区或像Liziqi这样的简单生活中。想知道那个时代的生活是什么样的，男人去狩猎妇女，使所有农业儿童从长老那里学习。我真的很想体验所有这种生活，而无需考虑如何赚钱或租公寓等。在那时，我们通过使用树林和没有钱来建造房屋。男人，我真的很想过一个简单的生活
15591,Ugz6Crq1rQZ_uHYCX094AaABAg.99RvttOnJ2p9AXutlupnKp,0,"Lindsey Rubenstein Apparently, you have no knowledge about the popcorn thing in rural area in China. I’m older than Ziqi but I’m scared of that popcorn “machine” since I was a child. And it has become a kinda culture that children and adults gather together to wait for that bam although they are all scared of it. This culture has been carried on from generation by generation. She has two assistants to help her shooting videos, but doesn’t mean her life is fake. Sadly, some people like you grown up in cities tend to assume an ideal life fake since you can’t appreciate such pure beauty generated from nature.",Lindsey Rubenstein显然，您对中国农村地区的爆米花事物一无所知。我比Ziqi大，但我从小就害怕那个爆米花的“机器”。这已经成为一种有点文化，尽管他们都害怕这种BAM，但儿童和成年人聚集在一起等待该BAM。这种文化是通过代代相传的。她有两名助手来帮助她拍摄视频，但并不意味着她的生活是假的。可悲的是，像您在城市长大的人这样的人往往会假定一个理想的生活，因为您无法欣赏自然界产生的纯粹美。
15863,Ugy_YQd94eT4gGhLTCd4AaABAg,0,You spread Chinese culture. It seems very comfortable.,您传播了中国文化。看起来很舒服。
16450,UgzShS_TdCNk4AaiYZJ4AaABAg.98g2_m4a6ks993Obdyople,0,@user-QE9WE2TB9Z I think it's an introduction to food culture.,@user-qe9we2tb9z我认为这是食品文化的介绍。
16905,UgwMb-PQaAUcDv8NTsV4AaABAg,0,"By God, I put my father to the lying down without my understanding of the content, because I would like to see the cultures of peoples. Thank you. Hahaha, who will understand me",靠上帝，我把父亲放在躺下，没有我对内容的理解，因为我想看看人民的文化。谢谢。哈哈哈，谁会理解我
16984,UgykIehR-IU_fpWioJp4AaABAg,0,I like your way of cooking and agriculture and your interest in the elderly,我喜欢您的烹饪方式和农业的方式以及您对老年人的兴趣
17137,Ugyq-mE4a0kDHk7s6UF4AaABAg,0,Hope she is going to spare little puppies and lamb. Beneath the garb..she must be really evil..no compassion for animals. When nature is so abundant with so many foods..why cant humans like her live plant based. Animal agriculture killung our planet,希望她能腾出小幼犬和羔羊。在服装下。她一定是真的很邪恶。当大自然如此丰富的食物如此丰富时。动物农业杀死我们的星球
17213,Ugybioz9EvzEmyEEfdp4AaABAg,0,So prop by! 1000%of Chinese culture output is too powerful,so proud of you！1000%中华文化输出太厉害了
17240,UgyQCfSHkZrhi_53ApR4AaABAg,0,"Li Ziqi was born 6 July 1990. She is a Chinese food and country-life blogger, entrepreneur, and internet celebrity. She is known for creating food and handicraft preparation videos in her hometown of rural Pingwu, Mianyang, Sichuan, often from basic ingredients and tools using traditional Chinese techniques. 
Li lives with her grandmother, who occasionally appears in videos, in the countryside of Mianyang in southwest China's Sichuan. As a young adult, she lived in the city, working various jobs such as a waitress, a music DJ, and a singer. When her grandfather died, she moved back to take care of her grandmother. Initially doing all photography and editing by herself, as she gained popularity and experience, her recent online videos are produced using a personal assistant and a videographer. 

Li started posting her videos on Meipai in 2015. As of 2020, she has over 9 million subscribers on YouTube, over 22 million followers on Sina Weibo, over 3 million followers on Facebook, and has inspired many bloggers to post similar content. 

She was awarded the People's Choice Award by the People's Daily newspaper in September 2019. CCTV praised her and stated ""Without a word commending China, Li promotes Chinese culture in a good way and tells a good China story"". 

❤I was born in Sri Lanka and five years ago I migrated to Australia. After very challenging years, I could buy my very first home last month, on the beautiful Sunshine Coast. Now I can see a new CDB from my home and I have very limited space. However, I really want to be a minimalist and have a sustainable life. 

I came across Li's videos when I am trying to find videos of sustainable gardens. Thank you very much, Li for the inspiration ❤❤ ❤❤❤ ❤ 

I studied so many of her videos in the last couple of days. I could learn a lot from her. Even though I was not very active in my channel last few months I will make new style videos using my Sri Lankan cultural background and my urben but Sustainable life. I will make some videos about urben gardening, traditional Sri Lankan cooking and I will share how I saved for my first home. At the moment most of my videos in English But soon I will do the videos from Englis 

❤If you guys have any ideas to improve my channel please let me know. 
https://www.youtube.com/watch?v=Mo8EGBWHsCc&t=64s","李Ziqi出生于1990年7月6日。她以在她的家乡Pingwu，Mianyang，Sichuan的乡村制作食物和手工艺品准备视频而闻名，通常是使用传统的中国技术的基本成分和工具。
李与她的祖母一起生活，祖母偶尔出现在中国西南四川山的乡村中。作为一个年轻的成年人，她住在这座城市，从事各种工作，例如女服务员，音乐DJ和歌手。当她的祖父去世时，她回去照顾祖母。最初，随着她的流行和经验，她的最新在线视频是用个人助理和摄像师制作的。

李从2015年开始在Meipai上发布她的视频。截至2020年，她在YouTube上拥有超过900万订阅者，在Sina Weibo上有超过2200万关注者，在Facebook上有超过300万关注者，并激发了许多博客作者发布类似内容。

她在2019年9月获得了《人民日报》的《人民选择奖》。CCTV称赞她，并表示：“李没有一个单词来宣传中国文化，并讲述了一个好的中国故事”。

我出生于斯里兰卡，五年前我移民到澳大利亚。经过非常挑战的岁月，我可以上个月在美丽的阳光海岸购买我的第一个房屋。现在，我可以从家里看到一个新的CDB，并且空间非常有限。但是，我真的很想成为极简主义者并拥有可持续的生活。

当我试图找到可持续花园的视频时，我遇到了李的视频。非常感谢您，李的灵感❤❤❤❤❤❤

在过去的几天里，我研究了她的许多视频。我可以从她那里学到很多东西。即使最近几个月我在频道上并不活跃，我还是会使用我的斯里兰卡文化背景和我的乌尔本，但可持续的生活来制作新的风格视频。我将制作一些有关Urben园艺，传统的斯里兰卡烹饪的视频，我将分享我为自己的第一个家节省的方式。目前，我的大多数英文视频

❤如果你们有任何改善我的频道的想法，请告诉我。
https://www.youtube.com/watch?v=mo8egbwhscc&t=64S"
