,cid,votes,time,含girl,含girl中文翻译
33913,UgwTtPf6ow10Oi_Is1l4AaABAg,0,3 years ago,"hi liziqui, i love your videos and the way of life you carry, i love your grandmother, you are a very good girl, i like your meals and how you prepare them with so much love, thank you very much i give you, for teaching us so much, i wish you a lot of success in your life, may god bless you liziqui, i send you my love from my distant land in south america, from chile a greeting and hug of peace for you ....",嗨，丽兹基，我爱你的视频和你的生活方式，我爱你的祖母，你是一个非常好的女孩，我喜欢你的饭菜，以及你如何用如此多的爱做准备，谢谢你，我非常感谢你，我给你这么多教我们，祝您生命取得很多成功，愿上帝保佑您Liziqui，我从我遥远的南美遥远的土地上寄给您我的爱，从智利向您致意和和平拥抱。
21880,UgyiXGV8dmv6igb5Yxd4AaABAg.9-RuqJI02nf9-kMAcY5xWy,0,3 years ago,@ningdi6545 swet girld,@ningdi6545 swet girld
21907,Ugxaq7S6hbWgKIVNWzR4AaABAg,0,3 years ago,"the marigold, the smell of the soil, the sky is the rain. very beautiful, environmental resources, leaves blooming, grass roots are lush fragrant, gaysorn, beautiful, beautiful girl come to the way of happiness, pay in installments, similar to the cost of the wings to the wings beautiful, rumored, good fertilizer, very diligent formula life must be struggling, dancing, achieving the function, laying the foundation. kick is far away. the three castles are alive. oh, whoever they are good. everyone is good. the scope of greatness will know how to know. life is to learn by yourself. people with disabilities are people who reconcile their feet, not knowing the story, creating a burden of parents. the pair should be ashamed, with energy, instead, the parents create their identity easily. the path must be invaded, even if the placenta is not able to win our hearts. do not be weak and the parable may lose our own heart. the diligent formula only has the production of harvesting all year. can be extended far, but easily. parents are proud. children know the job, know how to create their own status, worthwhile. good formula, good lack of good life, allergic life is not a full produce. sweat and force, worth the price, lose the position, can fly far the brave wing is strong, strong, never retreating the turbo heart. m, a hundred and fifty hearts, over a hundred, not boundary, there is a victory class. try to see and know the variety of flavors, three castles, second to none. life must be confident.",万寿菊，土壤的气味，天空就是雨。非常美丽，环境资源，叶子盛开，基层郁郁葱葱香，盖龙，美丽，美丽的女孩走上幸福的方式，分期付款，类似于机翼的翅膀成本美丽，传闻，良好的肥料，非常勤奋的配方生活必须挣扎，跳舞，实现功能，奠定基础。踢很远。三个城堡还活着。哦，无论他们很好。每个人都很好。伟大的范围将知道如何知道。生活是自己学习。残疾人是调和脚，不知道故事，造成父母负担的人。这对夫妇应该以精力感到羞耻，而是父母很容易地创造出自己的身份。即使胎盘无法赢得我们的心，也必须入侵道路。不要虚弱，寓言可能会失去我们自己的心。勤奋的公式只能全年进行收获。孩子们知道这项工作，知道如何创造自己的身份，值得。良好的配方，良好的生活，过敏性生活并不是一个充分的农产品。汗水和武力，值得付出代价，失去位置，可以飞得很远勇敢的翅膀坚固，坚固，从不撤退涡轮心。 M，一百五十心，一百多，而不是边界，有一个胜利班。尝试查看并了解各种口味，三个城堡，脱颖而出。生活必须充满信心。
23586,UgxjVTWks4qWIb-qBYx4AaABAg,0,3 years ago,the girl needs to our grandmother in the village,这个女孩需要在村里的祖母
25086,UgzEo0Ixrxf7Kc5RpyR4AaABAg,0,3 years ago,i want to marry this girl now and right away..,我想立即嫁给这个女孩。
23685,UgwcyST_6lOgM4PZoQl4AaABAg,0,3 years ago,this perfect person is a girl,这个完美的人是一个女孩
28494,UgxTQ0xleYI-lQYGNWB4AaABAg,0,3 years ago (edited),are lovely chinese girl dutiful wife mother tradition china meal prepare. l am invite bubble tea hot pot. i am excellent work hard technology study calculus differential equation united state.,是可爱的中国女孩尽职尽责的妻子母亲传统中国餐的准备。我邀请泡泡茶热锅。我是一项出色的工作硬技术研究微微分方程美国。
28158,Ugw8W5L_SHdDP6XNjQt4AaABAg,0,3 years ago,i love the girl so simple..,我爱这个女孩如此简单..
28191,UgwwU8Du13MXRytVuQp4AaABAg,0,3 years ago,beautiful girl ..... marry me?,美丽的女孩.....嫁给我？
28199,UgzB3XONKipmT8VkIIt4AaABAg,0,3 years ago,most lovely girl beautiful girl,最可爱的女孩美丽的女孩
28222,UgzvUXzlx4Hpc_AfBAB4AaABAg.8yZtNJOZ_7p8yiR05uNYjP,0,3 years ago,"@stargirl-up2zr this is not an argument, it's just opinion exchange and it's most welcome. saying that the chinese gvt is promoting this vlog has nothing to do with me liking or not liking the content. so i agreed that it's a very beautiful content that i enjoy watching and even though i still believe it's staged. so we're fine, we're just repeating ourselves :) 

have a great day.","@stargirl-up2zr这不是一个争论，这只是意见交流，最受欢迎。说中国GVT正在推广此视频博客与我喜欢或不喜欢内容无关。因此，我同意这是我喜欢观看的非常漂亮的内容，即使我仍然相信它已经上演。所以我们很好，我们只是在重复自己:)

祝你有美好的一天。"
28240,UgyIRf-iI89I-bKpf654AaABAg,0,3 years ago,"wifeable is very girl .... pretty, slim, smart, uwu. my type. haha",可爱的是非常女孩....漂亮，苗条，聪明，UWU。我的风格。哈哈
28278,UgyUG4-lFtUTU1P3SSR4AaABAg,0,3 years ago,asian girl peauutificul,亚洲女孩Peauutificul
28284,UgyYX5lFdfmS-o_6QoN4AaABAg,0,3 years ago (edited),"this girl cooks well. cook many dishes. however, many greasy dishes are too greasy",这个女孩做得很好。煮许多菜。但是，许多油腻的菜太油腻了
28401,UgyCdQe763oMxvI-ENV4AaABAg,0,3 years ago,she like pocahontas to me thats how i see her amazing girl,她喜欢我的Pocahontas，这就是我如何看待她的惊人女孩
28407,UgwyqMzbdlQpiwJXv4x4AaABAg,0,3 years ago,netflix needs to cut the check on a full length series of this girl and her life,Netflix需要削减这个女孩和她一生的全长系列的支票
28416,UgzE1Ichkv9G36PQXEh4AaABAg,0,3 years ago,hard working beautiful girl,努力工作的美丽女孩
28633,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g91CDDzQr67N,0,3 years ago,oho you are same girl who came for coriander leaf and return with bunch of chocolate toffy.,哦，你是同一个女孩，他来香菜叶，带着一堆巧克力太妃糖返回。
23729,Ugw1Nvy89q7Yq0Gldmt4AaABAg,0,3 years ago,i rarely see such a beautiful farm girl xd,很少看到这么美丽的农家女孩XD
28851,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g99ZMYzZ1_tK,0,3 years ago,"franz peters you have nothing to do but to criticize a girl who had a tough childhood, working as hard as she can to help her grandma, a girl despite her own difficulty, donated countless stuff to help combat covid19, who inspired so many people. what did you do to help other people? be a man, bro, don't do coward stuff like this anymore. i can speak more than three languages fluently. you don't see me mocking you for not being able to speak a language do you? you don't see me mocking you for being a coward do you? you don't see me mocking you because you are a racist do you? you don't see me mocking you because you sit on your ass all day just to insult people online do you? you don't see me telling you the truth that you are a oxygen waster and a disgrace do you? what kind of vile devil throw insults at nice people just so they could shoot their juice?",弗朗兹·彼得斯（Franz Peters）除了批评一个童年艰难的女孩，尽可能地帮助她的奶奶，一个女孩，尽管她自己的困难，但捐赠了无数的东西来帮助与启发这么多人的Covid19打击Covid19。您做了什么来帮助他人？做个男人，兄弟，不要再做这样的胆小鬼。我可以说流利的三种语言。您没有看到我嘲笑您无法说一种语言吗？你看不到我嘲笑你是胆小鬼吗？你看不到我嘲笑你，因为你是种族主义者吗？您看不到我嘲笑您，因为您整天坐在屁股上只是为了侮辱人们在线吗？您没有看到我告诉您您是浪费氧气，是耻辱吗？什么样的邪恶的魔鬼侮辱了好人，以便他们可以拍摄果汁？
28941,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g9CQXzKqiUkp,0,2 years ago,she is soo cute like a small girl,她像一个小女孩一样可爱
29008,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g9LlG41HBFZz,0,2 years ago,"same girl, sameeeee lol",同一个女孩，sameeeee哈哈
29042,UgxrxlDmInXxSqPwncJ4AaABAg.8yXxwnokw6P8yeTuVw4saM,0,3 years ago,"yes, the girl is also beautiful",是的，女孩也很漂亮
32996,UgyiEuJyHKyLPd_d4vp4AaABAg,0,3 years ago,really love this girl,真的很喜欢这个女孩
29099,Ugw1heFkJ9v281Q4CAF4AaABAg,0,3 years ago,this girl is very talented,这个女孩很有才华
29147,UgzEqa0KKaieFshF5tx4AaABAg,0,3 years ago,"you guys always keep on admiring this girl, like she has everything, but i don't! there's one thing she's missing in her life - a husband.",你们总是继续欣赏这个女孩，就像她拥有的一切一样，但我没有！她一生中有一件事 - 丈夫。
29153,UgwAv7v8UrC5gM4wq1d4AaABAg,0,3 years ago,whoo beautiful girl ❤️ from bali indonesia,来自巴厘岛印度尼西亚的美丽女孩❤️
29161,UgwFM0BvxGkKIW1MUSt4AaABAg,0,3 years ago,"whether there is a girl like that, what j also knows how to do it really good to do 1 more of her must be very blessed.",是否有这样的女孩，J也知道该怎么做真正好1必须非常幸运。
29180,UgwIzVJSom9JCdft2d94AaABAg,0,3 years ago,this girl is soo perfect.,这个女孩太完美了。
28123,Ugxs9Es2xkN-3sFPE5h4AaABAg,0,3 years ago,what a beautiful girl,多么美丽的女孩
28106,Ugz4AW84CXEsHXKGE8h4AaABAg,0,3 years ago,i'm so cute. china is really so many beautiful girls. the country produces the most beautiful women in the world.,我真可爱。中国确实是很多美丽的女孩。该国生产世界上最美丽的女性。
28093,Ugza0DUq4czL-4esYCd4AaABAg,0,3 years ago (edited),that girl must be “goddess of cookery”!,那个女孩必须是“烹饪女神”！
28043,Ugz_w5t46oBgaaIl_gV4AaABAg,0,3 years ago,i love this girl,我爱这个女孩
27445,UgygN26yDzVNd7dtWXh4AaABAg,0,3 years ago,is the girls in the mountains so beautiful now!,现在山里的姑娘都这么美吗！
27560,UgzDO2t5q3ST1kAEtqZ4AaABAg,0,3 years ago,i wish i could marry this girl,我希望我能嫁给这个女孩
27582,UgzpucZWPKdKF7jHvpJ4AaABAg,0,3 years ago,pretty girl vl,漂亮的女孩VL
27588,UgzFwyZ2d1JsLh6rXt54AaABAg,0,3 years ago,"this video should have been called ""ancient chinese style cooking made simple by a modern girl""!!!",该视频应该被称为“现代女孩制作简单的古代中国风格烹饪” ！！！
27592,Ugw64go92G9XswsjHbJ4AaABAg,0,3 years ago,"beautiful girl, skillful or doing ❤",美丽的女孩，熟练或做❤
27660,UgzIbrWIfvbAQ9ODWTR4AaABAg,0,3 years ago,you are very nice girl,你是非常好的女孩
27739,Ugz2tsdxgNxpf84kVQF4AaABAg,0,3 years ago,this girl is so good. the house is also beautiful,这个女孩太好了。房子也很漂亮
27753,UgzlE-V96KSkPVBUP8d4AaABAg,0,3 years ago,"really, girls like this are almost great, why are there 1 zone, only 2 perfect words",真的，像这样的女孩几乎很棒，为什么有1个区域，只有2个完美的单词
27797,UgzW4A-VcBAJGb8ipqB4AaABAg,0,3 years ago,i wish i love you baby girld,我希望我爱你宝贝girld
27802,UgyhyEhLpAbMDEfCJ0h4AaABAg,0,3 years ago,she looks like mina of twice kpop girlband,她看起来像是两次Kpop Girlband的Mina
27813,UgysH2r2jWXUjB6HVIl4AaABAg,0,3 years ago,i don't know why but it is calm to see this girl cook,我不知道为什么，但是看到这个女孩厨师很平静
27835,Ugzb02cMMjH5o1n9bXJ4AaABAg,0,3 years ago,i swear here the best girl,我在这里发誓最好的女孩
27859,UgxlpUkHwaU8Wl9ybsZ4AaABAg,0,3 years ago,she is the best chinese girl,她是最好的中国女孩
27887,UgyWH1I8Ky9UFUdt_xF4AaABAg,0,3 years ago,"how did this girl know that vietnamese people watch her videos, and to put her hashtag and name in vietnamese",这个女孩怎么知道越南人观看她的视频，并将她的标签和名字放在越南语
27888,UgxqXjrb7SPhrGS4tlJ4AaABAg,0,3 years ago,i noticed that this girl did not have breasts,我注意到这个女孩没有乳房
27948,Ugw_9P3PHqTIcQ8zDbZ4AaABAg,0,3 years ago,"girl i didn’t even know that baby bamboo can eat , i love how she cooks and eat everything “everything” nothing go to waste",女孩，我什至不知道小竹可以吃，我喜欢她做饭和吃东西“一切”什么都没有浪费
27959,UgxpigbJSmkISsJ9OS54AaABAg,0,3 years ago (edited),live beautiful girls in the countryside. it's a pity. i don’t get used to what you eat,将美的女孩住在乡村。太可惜。看你吃的东西我不习惯吃
27982,UgzAmrlpUoeaRK_3Iv54AaABAg,0,3 years ago,someone marry this girl now,有人嫁给这个女孩
27996,UgzynpINKdrLAcKwwb54AaABAg,0,3 years ago,oh my god! you are the most interesing girl i have seen,我的天啊！你是我见过的最相互的女孩
27998,UgzBIfeYkya2Gp3d36V4AaABAg,0,3 years ago,i am from bangladesh.....i like liziqi....she is so much pretty girl....she is nice person..... personally i like her......i see your cooking episod.....your home environment very much beautiful place....but where is your father mother?,我来自孟加拉国.....我喜欢liziqi ....她是如此漂亮的女孩....她是个好人.....我个人喜欢她...我看到你的烹饪情节.....您的家庭环境非常美丽的地方....但是您父亲的母亲在哪里？
28036,Ugwdd2X04znBmcpQI9N4AaABAg,0,3 years ago,so beautiful girls,如此美丽的女孩
29187,Ugy_F_6Eq79sybjkaiV4AaABAg,0,3 years ago,you are avery beautiful girl and work perfectly,你是艾利美丽的女孩，工作完美
32947,UgzbURFxKcOLzjIgjr14AaABAg,0,3 years ago,"if i was to stay at this girls house for a week, i'd leave 20kg heavier from the food she is cooking.",如果我要在这个女孩的房子里呆一个星期，我会从她正在烹饪的食物中留下20公斤重20公斤。
29357,UgzDZ11ykiUC-Is4xEd4AaABAg,0,3 years ago (edited),the video is so relaxing and the girl so kawaii hard working,视频是如此放松，女孩如此努力工作
30787,Ugyj9vUu0loj3ZYS2Kp4AaABAg,0,3 years ago,girl....i love everything you do till i heard the sound of you slurping the noodles....,女孩....我爱你所做的一切，直到我听到你的声音sl着面条....
30882,Ugx1l5VpCEH-MwWO3aJ4AaABAg,0,3 years ago (edited),ziqi eating from the pot girl,Ziqi从锅女孩吃
32890,UgxN7NFGjJrEc7efRWd4AaABAg.8yUkoNRrTzC95Xg_UwuyeX,0,3 years ago,"my wife spend more than 3.00 hrs day watching her videos . she is very strong girl , peace , talented and hope of everyone . let’s inspire her for more videos .",我的妻子花了3.00多小时的日子观看她的视频。她是非常坚强的女孩，和平，才华横溢，所有人的希望。让我们激发她的更多视频。
