,cid,votes,time,含kind,含kind中文翻译
40850,Ugw00rEJ2axgUaD46Yt4AaABAg,1,4 years ago,"if you guys like this kind of healing video, i recommend you to watch 'little forest' movie, it has korean and japan version. and i also recommend 'hyori's bed&breakfast(hyori's homestay)' it's a reality show where shot in jeju island. those two show is very calming and relaxing to watch",如果你们喜欢这种治愈视频，我建议您观看“小森林”电影，它具有韩文和日本版本。我还建议“ Hyori's Bed＆Breakfast（Hyori's Homestay）”这是一个真人秀节目，在Jeju Island拍摄。这两个节目非常平静和轻松观看
37305,UgwqMvxsWH5hKNgfjmd4AaABAg,1,4 years ago,"what kind of girl i canโ€t get in love with her everything can do everything, well done can not say anything smart",我无法爱上她的哪种女孩，一切都能做的一切，做得好，什么都不能说什么聪明
32045,UgwNE1MCgF8UfZ5gHXd4AaABAg,1,4 years ago (edited),"i think this is the kind of life that everyone yearns for deep down.

its so simple, but u would feel a great sense of acomplishment after the days done, ur surrounded by ppl who are present and engaged, ud be going on adventures everyday and ur waking with the sun and sleeping with the stars, as it should be.

not to mention how healthy this all is, physically and mentally.

gosh what a peaceful way of living. obviously it would get tyring at times, but man would it be worth it.","我认为这是每个人都渴望深处的生活。

它是如此的简单，但是您会在完成的日子后感觉到一种很大的兴趣感，被PPL包围着，他们每天都在冒险，并与阳光醒来并与星星一起睡觉，因为应该是。

更不用说这一切在身体和精神上有多健康。

天哪，这是一种和平的生活方式。显然，这有时会变得更加倾向，但是人是值得的。"
32840,UgxwXhyi9GLNmeQnUm54AaABAg,1,4 years ago,watching her videos is kind of relaxing.,观看她的视频有点放松。
33506,Ugyc-gEvMv7k37iUy5R4AaABAg,1,4 years ago,what kind of fantasy land is this? cause i want to be there!,这是什么样的幻想之地？因为我想在那里！
33709,UgwY5sYnyQn7VWR1iop4AaABAg,1,4 years ago,this kind of reminds me of heidi,这种让我想起了海蒂
34293,UgwqELZy2KHtwIANxa14AaABAg,1,4 years ago,"i love china, you are kind and good at all everything in the world",我爱中国，你在世界上一切善良
48287,Ugxbl2UPx_ZiN2OWCcZ4AaABAg.8qnDrN6F51O8qoHO57BKRE,1,4 years ago,this kind of popcorn in southern taiwan is very common. there are common popcorn stalls on many traditional markets or streets and have nothing to change with popcorn machines that i saw more than 20 years ago.,在台湾南部这种爆米花很常见喔 在很多传统市场或街道边都很常见到爆米花的摊子 而且跟20多年前见到的爆米花机器依样都没啥变
35661,UgzD91mz6PKj5nL9jwx4AaABAg,1,4 years ago,i wonder what kind of man can match her.,我想知道什么样的人可以匹配她。
35736,UgxQkDInYdIrmGDvFdJ4AaABAg,1,4 years ago,"what kind of bgm is this lol
this video is too artificial, unnatural and dramatic
(all those angles, bgm, actress etc)
thatโ€s why it gets so many dislikes","这是什么样的BGM
该视频太虚假，不自然和戏剧性
（所有这些角度，BGM，女演员等）
这就是为什么它如此不喜欢的原因"
29680,UgyVEe5HuRYjR7WmFqt4AaABAg,1,3 years ago,your video is calming me. i love the nature around you. i have a dream to live in this kind of place. i like planting and i love vegetables than meat. i'm so glad i found your channel youtube. i agreed with all the people's comments. you're deserve when we call you princess. stay healthy and you can continue making videos for us.,你的视频使我平静。我爱你周围的大自然。我有一个梦想在这种地方生活。我喜欢种植，我喜欢蔬菜，而不是肉。我很高兴找到您的YouTube频道。我同意所有人的评论。当我们称您为公主时，您应该得到。保持健康，您可以继续为我们制作视频。
27866,UgxToQHV5hwOZEQlf2t4AaABAg,1,3 years ago,"she is living in a true paradise , in this kind of lifestyle, she may be the one left in this world if everyone is gone",她生活在一个真正的天堂中，在这种生活方式中，如果每个人都走了，她可能是这个世界上留下的那个人
49767,UgwLd1C8ybas1fcIUnl4AaABAg.8qly1Wvpzzs8qmAIihzA8S,1,4 years ago,the smaller one is hawthorn fruit. this kind of candy hawapple is very popular in china.,较小的是山楂的水果。这种糖果鹰在中国非常受欢迎。
27764,Ugy8b14qMTj1bd13ev14AaABAg,1,3 years ago,",miss what do you feed your puppies??? can you kindly show us????????????????",，想念你喂养什么幼犬？？？你能告诉我们吗？
22362,Ugxqt4ueE7Dc_vGDu9t4AaABAg,1,3 years ago,5:55 i was exactly the same as her lol. they make the popcorn in the traditional way which reminds me of my childhood. but i have never see this after grown up. kinda miss this๐ญ,5:55我和她的大声笑完全一样。他们以传统的方式使爆米花使我想起了我的童年。但是长大后我从未见过。 Kinda想念这个
22798,Ugy-gVu7iNZSbfU_eyd4AaABAg,1,3 years ago,more and more chinese people are losing this kind of life style. your video makes life green again.,越来越多的中国人失去了这种生活方式。您的视频使生活再次绿色。
22914,Ugy4QKtD9cbzrOoUVFd4AaABAg.92dymxS8pg192tbeS-0V6j,1,3 years ago,"@priscillayang499 of course, the people who eat dogs don't respect you too, and they don't care about what you mind. and, what can you do? 
you just love your human friends the dogs, but you hate your human of the same kind with you. is it a joke? 
your friend of the dogs bit more than 3000 people to die every year and hurt more than 50 million people. is this thing you call it your friends? 
btw, the cow helps humans do lots of farming work and provide the milk for humans, it's much better than dogs, why you don't censure the people eat beef? 
i think the kind of person of you are just a selfish person who cares about yourself feeling only.","@priscillayang499当然，吃狗的人也不尊重你，他们也不在乎你所介意的。而且，你能做什么？
您只是爱您的人类朋友狗，但您恨您的人类。这是个玩笑吗？
您的狗的朋友每年有超过3000人死亡，并伤害超过5000万人。这是您称之为您的朋友吗？
顺便说一句，牛帮助人类做很多农业工作，为人类提供牛奶，它比狗好得多，为什么您不谴责人们吃牛肉？
我认为，您的那种人只是一个自私的人，他们只关心自己。"
49418,Ugwc2G9zgVIeMLRaiRB4AaABAg.8qm7ZLnWwLu8tZdE6njNcf,1,4 years ago,@allisgoodallisbad exactly. i'm laughing hard at all the people that don't realize the dozens of professionals needed to make this kind of production. let them dream though.,@allisgoodallisbad。我在嘲笑所有没有意识到创作这种作品所需的专业人士的人。让他们做梦。
49254,UgwL3iAA3s5UTgVNi_N4AaABAg.8qm8_CFNxiT8s8Ubl_4PG1,1,4 years ago,@sergeypogreban that's the best kind of food - spicy,@sergeypogreban是最好的食物 - 辣
