,cid,votes,time,含great,含great中文翻译
22470,Ugw_AmZpI5RLFEhj3ld4AaABAg,0,3 years ago,a great woman,很棒的一个女人
22534,UgzIo_ekc9SZiRWY-Fx4AaABAg,0,3 years ago,"thanks to girl li for their sharing, and the photographer's shooting technique. very comfortable film makes people look strong. great sharing! keep it up",感谢李姑娘的分享，还有摄影师的拍摄手法。非常舒服的影片让人看起来思乡味浓。好棒的分享！继续努力
23981,UgyvL7sLOCzC0P9bG4p4AaABAg,0,3 years ago,"from the headline, the oil pipe is very large. ziyi people are beautiful. a great girl.",从头条过来，油管播放量很大哦。子柒人美做事情麻利。好棒的姑娘。
22569,UgxwhtN9CBgPGzgAwDB4AaABAg,0,3 years ago,fantastic woman great culture,伟大的女人伟大的文化
22577,Ugy0Ysh9xJUakiOlZtd4AaABAg,0,3 years ago,great you. so cute,伟大的你。太可爱了
22642,UgyMkZCL-S-W2-HHXx14AaABAg,0,3 years ago (edited),"although it is good to watch her video to relieve stress and relax, but this is not reality in china. there are 61 millions children in china currently living with their grandparent in the countryside while theirs parent works in big cities. that's why it is such a big rush at new year since for many, that is the only time they are able to reunited with their families and children.


for many chinese children, this is why their relationship with theirs grandparent are much greater than their parent.","尽管最好观看她的视频来缓解压力和放松，但这在中国不是现实。中国有6100万儿童目前与祖父母一起住在乡村，而他们的父母在大城市工作。这就是为什么在新年以来，这是许多人，这是许多人，这是他们唯一能够与家人和孩子团聚的唯一一次。


对于许多中国孩子来说，这就是为什么他们与祖父母的关系比父母大得多的原因。"
23887,Ugw3Cxr5gIo_5_pT_454AaABAg.8z_VHkNqWWZ8znP1d5ZUam,0,3 years ago,@richardoedward7569 great thanks. i don't believe the media. that's y i'm sceptical about all this. if something looks to good to b true it usually is. thanks 4 letting me know. i like to find her interview,@Richardoedward7569非常感谢。我不相信媒体。那是我对所有这一切的怀疑。如果某种东西看起来不错，则通常是。谢谢4让我知道。我喜欢找到她的采访
22711,Ugxoiurhb5CxkfuDlHV4AaABAg,0,3 years ago,"camera wucking, actor's acting, it's really great. i want to go there and live there.",摄像机摇摆，演员的表演，真的很棒。我想去那里住在那里。
23856,UgzQ4Agoc1g12Iot--F4AaABAg,0,3 years ago,great woman,伟大的女人
23764,UgwwCS8HXs13R5Xf_M54AaABAg,0,3 years ago,it's great ... really ...,太好了...真的...
23706,Ugy8uTbU3wJYGlFX7kR4AaABAg,0,3 years ago,good afternoon great video congratulations,下午好的视频恭喜
22768,Ugy2xyquCB_GIYufahp4AaABAg,0,3 years ago,great,太好了
23627,UgxsojiUHDbwqE0dYxd4AaABAg,0,3 years ago,"woa, great !!",哇，太好了！
22899,UgzwKSlM6zN7FNtFltV4AaABAg,0,3 years ago,"at first i thought that she was just an actress. after seeing the way she handles tools and cook, i realized that she knows what she's doing. great videos!!!",起初，我以为她只是一名女演员。看到她处理工具和做饭的方式后，我意识到她知道自己在做什么。很棒的视频！！！
23212,Ugxm0k3YFFIwYJHqSEx4AaABAg,0,3 years ago,"hello from texas in usa of north america, i want to say it’s great to see you cook for your elder and i find my self liking that she loves having you around to make many things from nature and your garden!",来自北美美国德克萨斯州的您好，我想说的是，很高兴看到您为您的长者做饭，我发现自己喜欢她喜欢您四处做很多大自然和花园的东西！
23605,Ugw-tkjo0LxY1wX1gkZ4AaABAg,0,3 years ago,anyone who gets married is a great wife,任何结婚的人都是伟大的妻子
24006,Ugw_xhcSM5xW7LlTRpR4AaABAg,0,3 years ago,"cooking is tradition culture in china,when poor age since no more food it's just for full, but when the property age, fancy food become life style...so long old history of china without interrupted, vast land, great people make food cooking to be elegant culture..amazing",烹饪是中国的传统文化，当时不再食物的年龄较差，这只是为了充满食物，但是当财产年龄，精美的食物变成生活时尚时……中国的历史悠久，没有中断，广阔的土地，伟大的人使食物烹饪成为优雅的文化。
24051,UgxtNO4IzsJQZOtcEjZ4AaABAg,0,3 years ago,"very nice didh
great recipe:","非常好
很好的食谱："
24483,UgyfCPe6UBhuPjtN00d4AaABAg,0,3 years ago,great job but ewwwww yuk,好了，但是ewwwww yuk
24053,Ugwp2IiO7IlKt-ft9UJ4AaABAg,0,3 years ago,so good... good soul... really great... u r cooking is so super... and also u r village...,太好了...好灵魂...真的很棒... U R烹饪是如此超级……还有U R Village ...
22095,Ugz2uDKltBklSQvT3OF4AaABAg,0,3 years ago,supper cucking your great,晚餐让你伟大
24278,UgwCmFwQmNrAr78J8bt4AaABAg,0,3 years ago,"hay .. i'm your fan from indonesia.
you are so great. your activity content is very constructive. continue your work will be more successful.","干草..我是您来自印度尼西亚的粉丝。
你太棒了。您的活动内容非常建设性。继续您的工作将更加成功。"
24249,UgxfZjgv0Rp7V7ZS1O54AaABAg,0,3 years ago,great work,伟大的工作
22115,UgzstK7oZy2wWK2MQfB4AaABAg,0,3 years ago,i wonder who films and edits. great job.,我想知道谁的电影和编辑。做得好。
22148,UgzjgfLifzJp94O9NlF4AaABAg,0,3 years ago,processing it all day for dinner .. great ..,整天处理晚餐..太好了..
23510,UgwWSOH0Y7Zyn1c12v14AaABAg,0,3 years ago,"whoever lives in these gardens, whoever harnesses the rivers, who made all these blessings in your hands ... do not think about the creation of god. in the name of god, god willing, and god is the greatest of my lord and your lord, who is good.",无论居住在这些花园中的人，无论谁利用河流，他们都掌握了所有这些祝福……不要考虑创造上帝的创造。以上帝的名义，上帝愿意，上帝是我的主和你的主，是善良的。
22242,UgyXTS0CRWwvfrHvct54AaABAg,0,3 years ago,very great woman god bless you,非常伟大的女人上帝保佑你
24245,UgwF7Br-kuLJ0Zm-u-B4AaABAg,0,3 years ago,great,伟大的
24222,UgxsjtUH9dYvs8PAlq54AaABAg,0,3 years ago,"you are very good at having a great youtube channel, every video is a few views, but only around cs every day.",您非常擅长拥有一个很棒的YouTube频道，每个视频都是几次观看次数，但每天仅在CS左右。
24181,UgzDX1f02zAUO6VNOQR4AaABAg,0,3 years ago,"it is very good. this video let me remember my lives when i was young, maybe i was only 4 or 5 years old, and my mom did the meals as she did in this video. it's so great.",这很棒。这段视频让我记住我年轻的时候，也许我只有4或5岁，我妈妈像她在此视频中一样做饭。太好了。
24170,UgywENt4BhD6O2IOjf94AaABAg,0,3 years ago,there are vietnamese sub for vietnamese people to see too great,有越南人供越南人看到太大的
22286,UgzpJ3dSrdEE4eL7fIZ4AaABAg,0,3 years ago,"ziyi, you are really great, i don't think any chinese have so much attention in youtube. let everyone watch such a comfortable video. there must be a lot of hard work. distressed",子柒，你真的太棒了， 我想不到任何中国人在youtube有这么大的关注度。 让大家看的这么舒心的视频。其中也一定夹杂着很多辛勤。 心疼
24117,UgyOpJfbTF2qW7i6C4V4AaABAg,0,3 years ago,too great 棒,太棒棒棒 嘞
22459,UgyjykOrwUvPnL_8wtZ4AaABAg,0,3 years ago,amazing women raising amazing woman! when she has children her daughter will be as great as her!,令人惊叹的女人抚养惊人的女人！当她生孩子时，她的女儿会和她一样出色！
24111,UgzE9HwhzSwOBx6n0p14AaABAg,0,3 years ago,teach me your ways oh great one,教我你的方式哦，很棒
25081,UgwJ407GeFnozRJPKFB4AaABAg,0,3 years ago,"its great to watch.. or ever live there.. so peaceful...
wonder where did she learn english","很高兴观看..或曾经住在那里..如此宁静...
想知道她在哪里学习英语"
27883,Ugyx6xPhSbzLaqFPnwh4AaABAg,0,3 years ago (edited),"that big bamboo shoots. so crave, bamboo shoots that soaked with chili vinegar or ducks are great",那大竹芽。如此渴望，用辣椒醋或鸭子浸透的竹芽很棒
25111,Ugzffbk9oJaKOr3cmGx4AaABAg,0,3 years ago,"wao,,,this is great....",wao，，这太好了....
31623,UgySC4splIslC3nvxNJ4AaABAg,0,3 years ago,a great woman,一个伟大的女人
32673,UgyquIHEq78TJlkPBeN4AaABAg,0,3 years ago,"grandmother is still alive because of her.... 
a great saute to you sister","祖母由于她而还活着。
对你的妹妹的伟大炒作"
32640,UgzT52bypdyvocjZIbV4AaABAg,0,3 years ago,"lizi you have all the vegetables,fruits, flowers etc..
great job...
may god bless you","lizi你有所有的蔬菜，水果，鲜花等。
做得好...
愿上帝保佑你"
32452,UgwOu0lYOxvsbLjI-0h4AaABAg,0,3 years ago,great woman,了不起的女人
32318,UgwYx0zsanxSWArDGep4AaABAg,0,3 years ago,it's great ...,垂得厉害了……
32243,UgwDwPQvL1wqQiq_Gzl4AaABAg,0,3 years ago,"great video, i really enjoyed it!",很棒的视频，我真的很喜欢！
32194,UgwRkM2igJjremQTAkB4AaABAg,0,3 years ago,there are vietsup. great,有越野。伟大的
32166,UgwSq6rSqsKKZkcXY4F4AaABAg,0,3 years ago,"great, dear",太好了，亲爱的
32125,Ugweb-BontLqlBEp0ox4AaABAg.8yV-mhPshWV8yVPhlVXQ5y,0,3 years ago,"i tried bamboo shoot when i was on a business trip in taiwan. they taste great just that i can't take the smell, it smells like urine.",当我在台湾出差时，我尝试了竹拍。他们的味道很棒，只是我不能闻起来，闻起来像尿液。
32070,UgwrjqAR5ukJiW4FuCt4AaABAg,0,3 years ago,"it's great, it's awesome, i'm drooling, no wonder grandma wants to eat",太棒啦太棒啦太棒啦，我跟着流口水，难怪奶奶要吃的
32033,UgxruzxHKPg7kV8LSLJ4AaABAg,0,3 years ago,great choreography editing script!!!,伟大的编舞编辑脚本！！！
31973,UgznbgsWl6jmlkBzrTp4AaABAg,0,3 years ago,"very great, sister",很棒，姐姐
31909,UgxhjA7Qi4ro5SOnWcB4AaABAg,0,3 years ago,"wow is great! ❤️
i'm from vietnam","哇很棒！❤️
我来自越南"
31578,UgyTUPVKTdxuebRuiWp4AaABAg,0,3 years ago,thank you for another great video!!!:),谢谢您的另一个很棒的视频！:)
30393,UgxlD7F4LIADR8nw3Xx4AaABAg.8yVezNp8yw39CV1i5GaJmo,0,2 years ago,my great grand mother is more energetic than me ;-;,我的曾祖母比我更有活力；
31436,Ugybf7BhCOB-c5Dl6SZ4AaABAg,0,3 years ago (edited),"the abundance of food, clean water and natural beauty is amazing. i love that she only takes what she needs and leaves the rest to replenish. you can tell that the people in this area have been doing this for centuries since many of the trees in the country and even around her home are well established. her grandparents and great grands planted and left behind so much and she is continuing that tradition. plant trees and care for your planet people!",丰富的食物，清水和自然美景令人赞叹。我爱她只拿走了自己的需求，然后离开其余的东西来补充。您可以说，这一地区的人们已经这样做了几个世纪，因为该国的许多树木甚至在她家附近都建立了良好的树木。她的祖父母和曾孙们种植并留下了很多东西，她一直在继续这一传统。种树，照顾你的星球人！
31415,Ugw30zjD6e52-qHonON4AaABAg,0,3 years ago,incredibly beautiful. you are a great inspiration as an artist. <3,令人难以置信的美丽。作为艺术家，您是一个伟大的灵感。 <3
31414,UgxeV_LGlA3DmILdKht4AaABAg,0,3 years ago,great!!!!,伟大的！！！！
31407,Ugy7WL4u54Gj1aOMBvF4AaABAg,0,3 years ago,another great video! thank you for sharing!,另一个很棒的视频！感谢你的分享！
31329,UgxXu74l6BJ8vYAUhsV4AaABAg,0,3 years ago,the beauty of chinese civilization is conveyed to the world. i only saw 300w fans last time. now it is 500 w+. it ’s great! | • '-' •) و✧,向世界传递着中华文明之美，上次看才300w粉丝，现在居然500 w+了，好厉害呀！|•'-'•)و✧
31328,Ugxo31yoPchpr2igTqB4AaABAg,0,3 years ago,the beauty of chinese civilization is conveyed to the world. i only saw 300w fans last time. now it is 500 w+. it ’s great! | • '-' •) و✧,向世界传递着中华文明之美，上次看才300w粉丝，现在居然500 w+了，好厉害呀！|•'-'•)و✧
31309,Ugy8WUquwoSPoPg9ws54AaABAg.8yVH3U19_Av8yVwtJlMo7Z,0,3 years ago,"this channel is like a sanatorium of all the garbage that bombard us the media. it is a great job that she does, and with a deserved reward.",这个频道就像轰炸我们媒体的所有垃圾中的疗养院。她做的是一项伟大的工作，并获得了应有的奖励。
31234,UgxB-O__PeggBBjpIit4AaABAg,0,3 years ago,great,伟大的
31184,UgwfQcEkLk8p1MABhBd4AaABAg,0,3 years ago,wish i was there to share the meal with them....another great video and my applauses,希望我在那里与他们分享一餐。...另一个很棒的视频和我的掌声
