,cid,votes,time,含great,含great中文翻译
45851,UgzrtQDx9C_PCuqtJPp4AaABAg.8r-ToPzAgO28rD40uXz6wZ,0,4 years ago,"@ssomms2361 ""youtube was first blocked in china for several months from october 16, 2007[20] to march 22, 2008.[21] it was blocked again from march 24, 2009, although a foreign ministry spokesperson would neither confirm nor deny whether youtube had been blocked.[22] since then, youtube is not accessible from china.[23] however, youtube can still be accessed in hong kong, macau, and taiwan. it could also be accessed in the shanghai free trade zone, and specific hotels.[24] since 2018, if the term ""youtube"" was searched on baidu, a text ""according to local regulations and policies, some results cannot be shown"" will be displayed. even though youtube is blocked under the great firewall, many chinese media including cctv have their official youtube account. in spite of the ban, alexa ranks youtube as the 11th most visited website in china.""

i do research on wiki and then that's what i got.
you can check: https://en.wikipedia.org/wiki/censorship_of_youtube","@SSOMMS2361“ YouTube从2007年10月16日[20]到2008年3月22日在中国首次被阻塞了几个月。[21]它从2009年3月24日再次被阻止，尽管外交部发言人既不确认也不否认是否确认YouTube已被阻止。[22]从那以后，YouTube无法从中国访问。[23]但是，在香港，澳门和台湾仍然可以访问YouTube。它也可以在上海自由贸易区和特定的酒店。[24]自2018年以来，如果在Baidu上搜索了“ YouTube”一词，则根据当地法规和政策，将显示一些结果。包括CCTV在内的许多中国媒体都有其官方YouTube帐户。尽管禁令，Alexa仍将YouTube排名中国第11个网站。”

我对Wiki进行研究，然后我得到了。
您可以检查：https：//en.wikipedia.org/wiki/censorship_of_youtube"
45937,Ugwho6lYJm6WnBLz-bN4AaABAg,0,4 years ago,omg i just love the ambiance of where you cook and live amazing in every way great job,天哪，我只是喜欢您烹饪的氛围
46035,Ugw1G8wVEWifHLQLApd4AaABAg,0,4 years ago,it's so delicious :)) she is great,太好吃了：））她很棒
46096,Ugw-_mC4T8yGNQlohkd4AaABAg,0,4 years ago,great,伟大的
46247,Ugyy5Z8EyUvYyE26vWJ4AaABAg,0,4 years ago,hello from the usa. great videos! always relaxing and peaceful. thank you,来自美国的你好。很棒的视频！总是放松与和平。谢谢
46284,UgykHrwQ31JA8RtVPgp4AaABAg,0,4 years ago,these videos are great,这些视频很棒
46327,UgzlK4FQmIyfmacXZe14AaABAg.8qvCvfDz1418r1kAyu-IQS,0,4 years ago (edited),"all chinese people love china. the opposition is generally opposed to the communist party. mainly the chinese ruling party treats ordinary people as slaves, and many people who go abroad obviously feel this. as a second -class citizen abroad, he is also a second -class citizen in china, so it is better to stay abroad. foreign abroad is the target of their citizens as the targets, and all the benefits are left to their citizens. china is the object of exploitation of the people as the target of the people. i don't understand. in china, how can a lot of charges be free to foreigners and charges the chinese. is china china, or chinese or chinese? if the chinese governments at all levels do not treat the chinese so much, the people will not be blame. that is, there is a problem with the chinese political system. the chinese government does not take the chinese people seriously, but the foreigners are favored by their ancestors. however, foreign governments spoiled their people to the sky and improperly incidents such as china. as a result, the chinese were not only bullied abroad, but also bullied in china. china's government, when to learn to respect their citizens, treat their citizens as their ancestors, let's talk about letting chinese love the party. i love china, but i absolutely hate the communist party. although the communist party has contributed a lot to china, the development of china's economy has great contributions. however, it is really unbearable to not see chinese citizens as a person. it is estimated that because it was not selected by citizens, they would not look at the people.",所有的华人都是爱中国的。反对的一般都是反对共产党。主要是中国执政党把老百姓当奴隶，很多出国的人明显这种感觉。在国外被当二等公民，在中国也被当二等公民，所以还不如留在国外呢。国外是把他们的公民当巴结的对象，什么好处都留给本国公民，中国是把百姓当剥削的对象，什么好处都给外国公民。我就不明白了，在中国，怎么很多收费的地方给外国人免费，对中国人收费，中国到底是外国人的中国，还是中国人的中国？如果中国各级政府再这么不把中国人当人看，百姓不反才怪。就是中国政治体制出问题了，中国政府不把中国老百姓当回事，却把外国人当祖宗宠上天。而国外的政府却把自己的百姓宠上天，把中国这种外来人不当回事。结果就是中国人不仅在国外受欺负，在中国也受欺负。中国这个政府，等什么时候学会尊重自己的公民，把自己的公民当祖宗来对待的时候，再来说让华人爱党不爱党吧。我爱中国，但是我绝对讨厌共产党，虽然共产党为中国也贡献了不少，中国经济的发展有他们很大的功劳。但是不把中国公民当人看，这点真让人忍无可忍，估计是因为不是公民选出来的，就不把百姓当人看。
46368,UgzheQh3lqKH1EvFUZZ4AaABAg.8qv-xnvCyIE8qv4fspWIOI,0,4 years ago (edited),"萩邪 she's the one representing herself as someone living primitively in a rural area using primitive tools. if she wants to demonstrate to the world how one can live, cook, almost primitively while having their own tv crew and production budget which includes an interior/exterior renovation so that it's visually pleasing to a youtube audience, great, that's her prerogative and i hope she gets paid well to act the part in her flowing dresses and model poses. but, she or her production company should explain that in her channel so her audience are not questioning the reality of the “show” as entertaining and contrived and staged as it may look. okay? seriously, are we really expected to believe that she dragged half a dozen 60' long bamboo poles down a mountain, across a large field, and back up the mountain to her farmhouse? and, is that old lady even her grandmother?",她是代表自己是使用原始工具在农村地区原始生活的人。如果她想向世界展示一个人如何生活，做饭，几乎是原始的，同时拥有自己的电视工作人员和制作预算，其中包括室内/外部装修，以便对YouTube观众视觉上令人愉悦，这是她的特权，这就是她的特权和我希望她能获得良好的薪水来扮演自己的飘逸连衣裙和模特姿势。但是，她或她的制作公司应该解释说，在她的频道中，她的观众并没有质疑“表演”的现实，因为它看起来很有趣，人为地和上演。好的？认真地说，我们真的希望她相信她将六根60'长的竹竿拖到山上，越过大田，然后将山上拖回她的农舍吗？而且，那个老太太甚至是祖母吗？
46431,UgyfXjbxNlk2-28a6bl4AaABAg.8qu7gt3RNSB8r3IQIvyrGg,0,4 years ago,@tmmedia9600 thank you. i didn't and it left so great. i am sorry to hear about your loss. may she be placed in the highest place in heaven. ameen!,@tmmedia9600谢谢。我没有，它剩下很棒。很遗憾得知您的损失。愿她被安置在天堂的最高位置。艾恩！
46449,UgyTrhhYQkOenLKgiyd4AaABAg,0,4 years ago,"it's so great that the video! when i was a kid, i was also this popcorn machine, i miss it too much!",简直太棒了视频！我小时候也是这个爆米花机器，太怀念啦！
46498,UgyStyaRycKS8uBTn8Z4AaABAg,0,4 years ago,sister is great! intersection,姐姐好棒！！
46520,Ugzz268xbyk_Lsbmh7Z4AaABAg,0,4 years ago,"great video as always. that's a nice way of living.
food is a great journey and amazing to taste new things in live. my kids are the same, watching my channel and telling me daddy cook that tomorrow.","一如既往的精彩视频。那是一种很好的生活方式。
食物是一次很棒的旅程，可以在现场品尝新事物。我的孩子是一样的，看着我的频道，告诉我爸爸明天做饭。"
46640,UgzHYbLGmjjTOhW6Fvp4AaABAg,0,4 years ago,my question is how she can give it all the great incredible,我的问题是她如何给它全部不可思议
46767,UgxHAiE8bvjMP5AD-gR4AaABAg,0,4 years ago,great sister!,厉害呀姐姐！
46961,UgwEd5pA566fw9gr-Zt4AaABAg.8qqc0YvBvh08qsHe6PCKTE,0,4 years ago,"426firefly ahh...we'll that's great!
can i ask you where you got that info?","426firefly啊...我们真是太好了！
我可以问你从哪里得到该信息吗？"
46984,UgxQz2oVCdjru9H7gJB4AaABAg,0,4 years ago,"wow, you are a great sister",哇塞，你太棒了妹妹
47134,Ugx7_2qTvnpLpw0sdrF4AaABAg,0,4 years ago,this girl is great,这个女孩很棒
45669,Ugw9x3zcjNxRvLt2aVh4AaABAg.8r15eds2xle8r5T7uIj0TN,0,4 years ago,"her customer is great, but i wish to translate components and ingredients",她的客户很棒，但我想翻译成分和成分
45529,UgxkZEb2lpPaXqxdrlp4AaABAg,0,4 years ago,great video thank you!,很棒的视频谢谢！
44366,UgzUeK2eeC_X7RCdnj14AaABAg,0,4 years ago,"you don't share the foods makes you look ugly '
the rest are great
777","您不共享食物会让您看起来丑陋'
其余的很棒
777"
45438,Ugzv09gJ7_C43e3tRRV4AaABAg,0,4 years ago,"this younger sister is so talented that people will make sauce dishes without tightness, and they can make woodworking bamboo wares that are amazed by men in both hands.
this time, i made a snack again, which made people look too much ... great, xiaoqi","这位小柒妹妹实在太有才了，人长得美不打紧还会亲手做许酱料佳肴，双手还能做出连男人都惊叹的木工竹器，太佩服了。
这回，又做了年味点心，让人看了太喜爱...太棒了，小柒"
44409,UgzVmyb9WCEdTMHqKrJ4AaABAg,0,4 years ago,"seriously who videos her? really great videos but who records, edits, etc? its amazing =)",认真的人给她录像？真的很棒的视频，但是谁记录，编辑等？它的惊人=）
44456,UgyVuNRXTrhmzRTMQEt4AaABAg,0,4 years ago,living in paradise .......... great episode,生活在天堂..........伟大的情节
44476,UgxVorUuDkCGLDiFwat4AaABAg,0,4 years ago,"you are great, hand over your hands",你很棒，手握住你的手
44531,UgxtX0MaBqghBEHe4W94AaABAg,0,4 years ago,"your videos ar e great unless you don't kill animals. i hope you won't kill this sheep when it is grown up. he deserves to live like all living things. i don't like you kill animals like chickens or crabs ...the land gives you lots of things to eat , you don' need to kill those beautiful creatures.",除非您不杀死动物，否则您的视频很棒。希望您长大后不会杀死这种绵羊。他应该像所有生物一样生活。我不喜欢你杀死鸡或螃蟹等动物...这片土地给你很多东西要吃，你不需要杀死那些美丽的生物。
44532,Ugy6TYiVUDn6K32fe-p4AaABAg,0,4 years ago,hii...beautiful lady.... u r so great.... u r the greatest women of the world,嗨...美丽的女士。。。。。。。。。。。。。。。。。。。 Yaifare
44561,Ugx56lvQysXh-c_Z5Ex4AaABAg,0,4 years ago,mam you are great,妈妈你很棒
44575,UgxlJBvxJDvYtQo4hdN4AaABAg,0,4 years ago,"i started watching your videos 2 hours ago and i cant seem to stop watching them,great job and awsome videos please keep sharing your knowledge,oh i also hope grandmother is good and ok...",我2小时前开始观看您的视频，我似乎不能停止观看它们，出色的工作和出色的视频，请继续分享您的知识，哦，我也希望祖母很好，还可以...
44608,UgxwmM1A4ipd8oxM7up4AaABAg,0,4 years ago,wow great!! :),哇，太好了！ :)
44628,Ugyp0L_yIB0-rYk8ivN4AaABAg,0,4 years ago,"“i have just three things to teach:
simplicity, patience, compassion.
these three are your greatest treasures.”



- lao tzu","“我只需要三件事：
简单，耐心，同情。
这三个是你最大的宝藏。”



- 老子"
44639,UgzkyHg1-fgJfkqYDEB4AaABAg,0,4 years ago,first video i watched for this channel and it's great!,我观看了这个频道的第一个视频，这很棒！
44705,UgzoTIVdDK7hrwP3fqh4AaABAg,0,4 years ago,great,伟大的
44833,UgwXvnkGDMG-HDED6Sd4AaABAg.8rAKzrXI3-c8rAL3HanT6L,0,4 years ago,this type means that it's great,这种类型意味着很棒
44899,UgxHJHzQsYsY2iXYACZ4AaABAg,0,4 years ago,the rock sugar gourd is great. dogs and lambs are cute.,冰糖葫芦太棒了。狗狗和小羊羔很可爱。
44918,Ugz-cx1WqrUPwDiEEIB4AaABAg,0,4 years ago,"assalam alaykoum, i'm so glad today sending you these words, i'm from an other culture, morocco, i like absolutely everything you do, you work too much, you live in an incredible environement, you're really a great woman..
big respect for you madam..
i'll be very glad if you contact me, and more happy if you decide someday to visit my country, you'll be my gest. thank you for everything.","Assalam Alaykoum，我很高兴今天向您发送这些话，我来自其他文化，摩洛哥，我绝对喜欢您所做的一切，您的工作太多了，您生活在一个令人难以置信的环境中，您真的是一个很棒的女人..
对你夫人的极大尊重..
如果您与我联系，我会非常高兴的，如果您有一天决定访问我的国家，您会很高兴，您将成为我的最新信息。谢谢你为我做的一切。"
44989,UgzUI4nJfJ2e8vaoyQR4AaABAg,0,4 years ago,its really great documentary❤,它真的很棒的纪录片❤
45113,UgwQ-XYyuaX1prOqviF4AaABAg,0,4 years ago,"ziyi, you are really great! it's really great!",子柒，你真的太棒啦！真的太棒啦！
45280,UgxyZ4U7eqwU83SVvAp4AaABAg,0,4 years ago,ohh my allah nature is great,哦，我的真主天性很棒
45338,UgwA3tbrbc7jlGRBkSt4AaABAg.8r5RhYxf1828rBl4b1Pzp9,0,4 years ago,"the healing effect is great, i have less smoke i smoke",疗愈效果很棒，我抽的烟都少了
45377,UgxDCBLWLzS_7AuOksN4AaABAg,0,4 years ago,great,伟大的
34526,Ugy9fwcs47aDN_peGXZ4AaABAg,0,4 years ago,"the video is very great, but i'm worried about bgm's copyright infringement. i wonder if i haven't seen 5pb, if the video disappears because of that",该视频非常棒，但我担心BGM的版权侵犯。我想知道我是否还没有看过5pb，视频是否因此消失了
28031,UgyDWWHkv0Qyf6gNSJ54AaABAg,0,3 years ago,great,伟大的
34467,Ugzj4y8vdSYhwqupVvh4AaABAg,0,4 years ago,good girl ......love u......great๐’๐‘๐‘๐‘๐‘๐‘๐‘๐‘๐‘๐‘๐‘๐‘๐‘๐‘๐‘๐‘๐‘๐‘๐‘๐‘ chef......,好女孩......爱你......大厨师......
14146,UgyiyvsvVPozOYU1rI14AaABAg,0,2 years ago,"really great sis cook
pokron outside can be very great
add a good water, it's really delicious ...

using salt is very extraordinary
i really like that
","真的很棒的sis厨师
外面的pokron可能非常好
加一个好水，真的很美味...

使用盐非常非凡
我真的很喜欢
"
13684,UgxoEyFmMCTZglKGbal4AaABAg,0,2 years ago,you so good girl and so hard worker u r great,你是如此的好女孩，如此努力的人，你很棒
13685,UgybTISiVd9_El8qtO14AaABAg,0,2 years ago,you so good girl and so hard worker u r great,你是如此的好女孩，如此努力的人，你很棒
13790,UgxQLnqC6Eo_VYYulbJ4AaABAg,0,2 years ago,"scrumdiddlyumptious, looks mouth watering.... great job",scrumdiddlymptious，看起来令人垂涎。
13869,UgwzaVgOmoce3hnXKKV4AaABAg,0,2 years ago,great,伟大的
13909,UgxWVZIO8zQc7I5VzVB4AaABAg,0,2 years ago,she is a great chinese philosopher,她是一位伟大的中国哲学家
13923,UgzsxsY3791oNI4kD9N4AaABAg,0,2 years ago,this food looks great. i want to try it.,这种食物看起来很棒。我想尝试。
