,cid,votes,time,含channel,含channel中文翻译
29466,UgzZzJbuNnUNCMBVlIR4AaABAg.8xjFGku-_Z_8yojVT_eoiA,1,3 years ago,"@paulchen1067 i don't know if it is your understanding of your understanding or not to see it carefully. what i said is ""actually protecting taiwanese netizens and beneficial to taiwan"", not ""to protect taiwan"". although the research and development of firewalls, although it is not subjective to protect taiwan, it objectively protects taiwan and protects taiwan. as for the reasons for the research and development of firewalls, many domestic forums have discussions, which are mainly summarized as:
first, because there are many yellow adult websites outside the wall, these pornographic websites do not have any protection, and children can open it at will. these primary school students who are still studying are not seen. the two children should see these pornographic adult websites when they should not see these things, so it protects my children at least. i am very grateful;
second, many fake news of rumoring and discredited chinese demons outside the wall flies. some people who are not mature are not enough to distinguish. it is easy to be misleading. it is the same as the brainwashing sun flowers in taiwan. the united states. the country is very good at using tools such as the internet and traditional media to combine the right to speak and subvert other countries in combination with the right to speak in the hand. the spring of arabia, which occurred in a series of countries in a series of countries in the middle east, is the united states and other use of the internet hegemony to incite and subvert other countries. the big ""masterpiece"", the current violent turmoil that occurs in hong kong is the same. as long as those who have a little mind and a little international insight can see clearly. assuming that the middle east countries also had comprehensive internet protection measures at that time, they would not be by the united states. using social media such as the internet to easily incite their domestic fighting and turmoil, it ultimately leads to the tragic situation of war, the people's non -talk, refugee flowing, and economic collapse. the history of traditional colonial countries such as the united states and britain used the internet to infiltrate and subvert the country in one day or two. the intelligence department uses the internet and other tools to conduct as many as 39 countries that have infiltrated and subverted other countries. this is what the united states is said in hillary's mouth. china's firewall to a certain extent has a certain blocking effect on this intelligence agency using the internet to incite public opinion and cause social turmoil to ultimately achieve the ""ingenious strength"" of subverting the country's regime. the entire exposure of the eyelids of the anti -chinese countries will be manipulated by the information departments such as the united states, which leads to the chaos in hong kong today. the purpose of trump is to use hong kong as a bargaining chip to the extreme of china to pressure china. in order to eventually occupy more cheap china in the trade war negotiations.
third, in fact, for the consideration of national security, many countries have walls, south korea, and germany, usa, and germany. india envy china to have bat, and it is ready to engage in the wall. after all foreigners, snowden exposed the prism door, especially after the german chancellor merkel's mobile phone was listened to the cia, germany was also building a wall. it seems that this is a trend. the internet has now become a new battlefield. the major countries are developing network troops and building walls crazy, but the forms are different. the united states has long been set off the world in the world. in addition to prism doors, there are also five -eye alliances. the internet world has long been reduced to the colonies in the united states without knowing it. the ability to be capable of capable of has a wall. only those who are unable to build it are going. the american wall is much more advanced than the chinese wall technology. it is difficult to find that this is really a bit embarrassing. in fact, the background is also recording cross -border traffic and even secretly analyzing the content of the mail package. similar words such as ""production"" and ""buying suicide bombs"", and soon, fbi agents came to your house to search. these are keywords and sensitive words monitoring techniques. obviously haha, the chinese wall is a pediatric department compared to the american wall. chinese technology can only monitor itself, and even the technology can not completely make it unable to turn the wall. however, lao and american technology can monitor the world. the gap is really not a little or two, but a generation and two generations.
some people say that china is engaged in net walls to be afraid that domestic people will know what the so -called truth, and the actual situation is exactly the opposite. if you are really afraid of people in the country to know what the so -called ""truth"" and why do you put so more than 100 million domestic in china a year people go out to see ""truth""? can you stop it? are you afraid that more than 100 million people will go out to see the ""truth""? obviously this is conflict. china has more than 150 million people every year, and 130 million foreigners entering china have become the world's largest in the world. one of the tourist destinations, as many as 10 million foreigners living in china, as many as 60 million chinese people living abroad, hundreds of foreign embassies and consulates in china, more than 100,000 foreign media resident reporters, there are more than 10 million international multinational companies and foreign trade companies are held in hundreds of international conferences and large -scale activities in china each year. after 40 years of opening up, china has already been integrated into the world in all aspects. in the era of information such in information, everyone can spread through the global era when everyone picks up a mobile phone, saying that the idea of โ€โ€being afraid of people know what ""truth"" is really naive, and it also proves how ridiculous the guessing people who want to eat melon for granted. essence
the fourth is to protect the growth and growth of its own internet industry. do not want to be occupied by american companies like the same domestic internet as the world. the top ten important network industries in the world are either the united states or in mainland china, and they have begun to enter the global market. the top ten internet companies in the world, each of which each country and the united states are half. other countries are zero. some people once said that there are only two world internet countries. the united states and china (this is permanently set in wuzhen, zhejiang, zhejiang, china. to. mainland china โ€s internet strength is second in the world. although the overall strength is still far behind the united states, it is the only country that is comparable to the united states in the internet field. the european union, india, russia, canada, japan, australia cannot do it, because of the degree of pain, the market, the market, the population, the population, the funds, the language, the policy, the technology, culture, etc. when we laughed at this firewall, we did not know that only from politics, the vision of thinking was so narrow, and the sour people's vision was like a rat, foolish. the internet achievement of the walls of the wall in china is: we have created a set of our own network industry chain, the second largest in the world. and when netizens all over the world brush fb and yt every day, when google's hou, they did not realize that their countries, including some european countries, have become ""colonies"" in the united states of the united states, not only the online market and public opinion were facebook, but they were facebook. foreign network power control dominates other foreign network power control, and the people of their domestic companies must also pay expensive advertising fees and usage fees. and all the personal data of their national and enterprises, all of which are stored in the server of the us internet company giants, have long been safe. in the past two years, fackbook has repeatedly gone out the incidents of leakage of their personal information information and selling. it is one of the proof.
the fifth is to facilitate the management of the network and crack down on cyber crimes. the internet is the same as a real society. every day, a lot of criminal activities are filled with criminal activities. some of them have subverted the country, illegal operations, and criminal criminals, such as online fraud, money laundering, online gambling, mlm, cult transmission ... and police officers in a country it can only be enforced in its own country because of the multinational nature of the internet. if criminals set up the server abroad, and criminal activities such as fraud on ordinary people in the country, the police can only watch them implement criminal crimes against domestic abroad. there is no way to manage it. this is not a good thing for the interests of ordinary people. this wall can filter most of this kind of overseas fraud, gambling, money laundering, etc. most filtering can increase the difficulty of crime of overseas criminal criminals, which is valuable. ordinary people do nโ€t care about turning over the wall, and they do nโ€t touch the law. for example, college students write papers to check foreign language information, etc., and 99%of chinese resources are on the internet in the country. the chinese content outside the wall is added. there are more than 1%. compared to those who do not understand foreign languages, the wall is the real sea. it is just a small puddle on the wall. i am not proficient in foreign languages. individuals are proficient in a foreign language, so there is no great impact on the wall. besides, this firewall does not block all foreign websites outside, but just block part of the content of the country and the people. many foreign websites can be accessed directly. domestic ipv6 users, and some campus networks. education network can directly access foreign websites. many domestic websites, including apps, can also be accessed directly from abroad, such as weibo, douyin, and douyin, douyin, douyin, and douyin, douyin, and douyin, douyin, and douyin, and douyin, and douyin, and douyin, and douyin, and douyin, and douyin, and douyin, and douyin, and douyin, and douyin, and douyin, and douyin, and douyin, and douyin, and douyin, and douyin, and douyin. douban ... you can access it directly from abroad, and the firewall is not intercepted by a knife. there are so many embassies, multinational companies, foreign trade companies, foreign -related institutions, universities, and research institutions. this number is an astronomical figure. so many people are legally used to use external networks for daily work and business. even the official cctv in china is on yt. with the official channel, it can be seen that the role of the firewall is not to block the network and outside the network. the function is obviously filtering, filtering out those things that are harmful to national security and the interests of the people, and retaining beneficial things. a person is sick alone. everyone knows to go to the hospital to see a doctor. when you take medicine and take medicine, you have to remove the germs that endanger your body to keep your body healthy. why can't the internet be filtered out of those bad things and keep the internet be healthy. in short, weighing the advantages and disadvantages and comprehensive considerations, li yuan is more than disadvantaged.
the above just means that i am not ""refuted for refutation."" everyoneโ€s iq, eq, experience, observation, and international vision are different. the depth and breadth of thinking are different, but one thing must be remembered. that is, don't float in the appearance, don't want to be cloudy, but get rid of prejudice and settings, think independently, and approach the essence and truth. in this way, you can truly achieve ""not confused"" without being stupid. break and use.","@paulchen1067 不知道是你的理解力问题还是看得不仔细，我说的是“实际上保护了台湾网民，对台湾有利”，不是说“为了保护台湾”。研发防火墙，主观上虽然不是为了保护台湾，但客观上保护了台湾，既“实际上”保护了台湾。 至于研发防火墙的原因，国内很多论坛上都有讨论，主要归纳为几点： 
一是因为墙外很多黄色成人网站，这些色情网站没有任何防护，小朋友都可以随意点开，这些总不能让那些还在念书的小学生初中生等小朋友看到才对吧，反正我是不希望我家的两个小朋友在不该看到这些东西的年龄看到这些色情成人网站的，所以它至少保护了我家的小孩，我是很感激的； 
第二，墙外很多造谣抹黑妖魔化中国的假新闻满天飞，有些年纪不大还不成熟的人思考力分辨力还不够，很容易被误导就跟台湾那些被洗脑的太阳花觉青一样，美国等国家非常擅长利用互联网和传统媒体等工具结合手中控制的舆论话语权对他国进行意识形态的渗透和颠覆，发生在中东一系列国家的阿拉伯之春就是美国等利用互联网霸权煽动颠覆它国的一大“杰作”，目前发生在香港的暴力动乱也是如此，只要稍微有点脑子有点国际洞察力的人都看得一清二楚，假设当时中东国家也拥有完善的互联网保护措施，也就不会被美国等利用互联网等社交媒体轻易就煽动其国内的内斗和动乱，最终导致如今这些国家战火纷飞、民不聊生、难民流离、经济崩溃的惨状。美英等传统殖民国家利用互联网对它国进行渗透颠覆的历史可不是一天两天了，从乌克兰到摩洛哥，从利比亚到叙利亚，从埃及再到委内瑞拉，据维基解密统计，冷战结束后，美国CIA等情报部门利用互联网等工具对它国进行渗透颠覆搞掉的国家多达39个，这就是希拉里口中所说的美国的“巧实力""吧，毕竟美国掌握着全球互联网霸权和舆论话语权，而中国的防火墙在一定程度上对这种情报机关利用网络进行舆论煽动和造成社会动荡最终达到颠覆别国政权的“巧实力”有一定的阻挡作用，而香港正是因为互联网过于开放，毫不设防，整个暴露在反中国家的眼皮底下，才会被美国等情报部门随意操弄，导致今日香港乱局，而特朗普的目的正是要将香港搞乱作为向中国极限施压的一个筹码，以便于最终在贸易战谈判中占到中国更多便宜。 
第三，实际上出于国家安全的考虑，很多国家都有墻，韩国有，美国俄国德国都有，印度羡慕中国有BAT，也准备要搞墙了，泰国防部建立“天网” 追踪境内全部外国人，斯诺登曝光棱镜门后，尤其是德国总理默克尔的手机被美国中情局监听后，德国也在筑墙，看来这是趋势，网路现在已经成了一个全新的战场，各大国都在发展网络部队，疯狂筑墙，只是形式不一样而已，而美国，早就在全世界布下了天罗地网，除了棱镜门，还有五眼联盟，监视全世界，完全没设防的国家，网络世界早就沦为了美国的殖民地而不自知，有能力的国家基本都有墻，没能力建设的就只有随它去了，而美国的墻比中国的墻技术先进多了，一般人都很难发现，这个确实有点屌，其实后台一样在记录跨境流量甚至暗中抓取邮件包内容自动分析，发邮件人一点感觉都没有，在美国境内上网发表“刺杀特朗普”""轰炸白宫""或“制作”“购买自杀式炸弹”等类似字眼，很快就有FBI的探员来你家敲门搜查了，这些都是关键词、敏感词的监听技术，不像中国的墙简单粗暴，太明显了哈哈，中国墻跟美国墻相比就是小儿科，中国的技术只能监控自己，甚至技术还达不到完全让网民无法翻墙哈，但老美的技术却能监控全世界，中美的技术水平差距真的不是一点两点，而是一代两代。 
有人说中国搞网墙是为了怕国内的人知道什么所谓的真相，实际情况正好相反，如果真是怕国内的人知道什么所谓的“真相”，那干嘛每年还放那么多一亿多国内的人出去看“真相""？挡得住么？不怕这一亿多人出去看到“真相”么，显然这是自相矛盾的，中国每年出国人数一亿五千多万人次，入境中国的外国人1.2亿人次，中国已成为全球最大的旅游目的国之一，在中国生活的外国人高达一千多万，居住在国外的华人高达六千多万，中国常驻有数百个外国使领馆，十多万国外媒体常驻记者，有一千多万家国际跨国公司和外贸公司，每年在中国有数百场国际会议和大型活动召开，历经40年的开放，中国早已全方位深度融入了全球，每年这么多与世界的联系与互动，在资讯这么发达，人人拿起手机随手一拍就能传遍全球的时代，说怕人知道什么“真相”的想法真的极其幼稚，也证明国内那些想当然的吃瓜群众的猜测显得多么荒谬。 
第四，是为了保护国内自己的互联网產业的成长壮大，不希望跟全世界一样国内的互联网全被美国公司佔领。全世界排名前十的重要网络产业，不是美国的就是中国大陆的，而且开始进军全球市场。全球十大互联网公司，中美各占一半，其它国家为零，有人曾言，世界互联网大国只有两个，美国和中国（这点从世界互联网大会会址永久定在中国浙江乌镇就不难看出）。中国大陆互联网实力全球第二，虽然整体实力仍远远落后于美国，却是唯一在互联网领域有机会媲美美国的国家。欧盟，印度，俄罗斯，加拿大，日本，澳大利亚都做不到，因为痛合度，市场，幅员，人口，资金，语言，政策，技术，文化，等等各种因素。当我们在嘲笑这个防火墙的时候，殊不知，只从政治看问题，眼界思维如此之狭隘，酸民眼光如鼠、愚不可及。在中国这设墙的二十多年的互联网成果是：我们打造了一套属于自己的网络产业链，全球第二大。而当全世界的网民每天在刷着FB、YT，谷歌的时侯，他们完全没有意识到自己国家包括一些欧洲国家已经沦为网络经济强国美国的“殖民地”，不仅网络市场和舆论被Facebook、Yahoo、Google等外来网络强权控制主导，其本国企业要接触自己的民众还必须支付昂贵的广告费和使用费等等费用。而把自己国家国民和企业的个人资料，隐私等全部储存在美国互联网公司巨头的服务器里，早已毫无安全可言，过去两年Fackbook公司多次暴出将其用户个人信息资料泄漏出卖的事件便是明证之一。 
第五，是为了便于网络的管理，打击网络犯罪。网络和现实社会一样，每天充斥着大量的犯罪活动，有颠覆国家的，非法营运的，还有刑事犯罪的，比如网络诈骗，洗钱，网络赌博，传销，邪教传播这些……而一个国家的警察只能在其本国境内执法，因为网络的跨国性，如果刑事犯罪分子把服务器架设在国外，而对国内的普通民众进行诈骗等犯罪活动，警察只能眼睁睁看着他们在境外实施对国内的犯罪，却没办法管得到，这对普通百姓的利益绝非好事，而这堵墙能过滤掉大部分这种境外诈骗、赌博、洗钱等针对国内民众的犯罪，虽然不能完全百分百过滤，但过滤大部分，能增加境外跨境刑事犯罪分子的犯罪难度，已经难能可贵了。普通人没事翻翻墙不会管，而且也不触法，比如 大学生写论文翻墙查外文资料等，而99%的中文资源都在境内的互联网上，墻外的中文內容加起來也沒有墻內的1%多，相對于不懂外语的人來說，墻內才是真正的大海，墻上只是一個小水坑而已，不熟练掌握外语，你翻出來也是來到了一片沙漠，因为并不是每个人都精通一门外语的，所以翻不了墙并没有什么太大的影响，况且这个防火墙并不是把所有外国网站全部挡在外面，而只是把一部分的对国家和百姓利益有害的内容拦在外面，国外很多网站是可以直接访问的，国内IPV6用户，还有一些校园网，教育网都是可以直接访问国外网站的，国内很多网站包括APP也可以从国外直接访问，比如微博、抖音、豆瓣......等都可以从国外直接访问，防火墙并没有一刀切地拦截。国内那么多大使馆、跨国公司、外贸公司，涉外机构、高校、研究机构，这数字是个天文数字，这么多人都在合法地使用外网进行日常工作和业务，连国内官方的央视都在YT上开了官方频道，可见防火墙的作用并不是要阻断网内和网外，其功能显然在于过滤，过滤掉了那些对国家安全和百姓利益有害的东西，保留了有益的东西，一个人生病了都知道去医院看医生，打针吃药甚至做手术都要除掉危害身体的病菌让身体保持健康，为什么互联网就不能过滤掉那些坏的东西让网络保持良性健康呢。 总之，权衡利弊，综合考虑的话，利远大于弊。 
以上，只是说明我并不是“为反驳而反驳”，每个人的智商、情商、阅历、观察力、国际视野都不一样，思维的深度、广度也不一样，但有一点是必须记住的，即不要浮于表象，不要人云亦云，而是摆脱成见和定势，独立思考，接近本质与真相，这样，才能真正达到“不惑”，且不会被愚蠢的自以为是绑架，更不会被他人的言辞蛊惑和利用。"
29680,UgyVEe5HuRYjR7WmFqt4AaABAg,1,3 years ago,your video is calming me. i love the nature around you. i have a dream to live in this kind of place. i like planting and i love vegetables than meat. i'm so glad i found your channel youtube. i agreed with all the people's comments. you're deserve when we call you princess. stay healthy and you can continue making videos for us.,你的视频使我平静。我爱你周围的大自然。我有一个梦想在这种地方生活。我喜欢种植，我喜欢蔬菜，而不是肉。我很高兴找到您的YouTube频道。我同意所有人的评论。当我们称您为公主时，您应该得到。保持健康，您可以继续为我们制作视频。
29243,UgxcycgGm6xZj9t-Pqt4AaABAg.8xyPsO771ym9KOaYJw7H1n,1,2 years ago,"also, please make sure you know what your child is doing on the internet there is a lot of predators going after young children, i'm glad that they found this channel though!",另外，请确保您知道您的孩子在互联网上正在做什么，有很多捕食者追随年幼的孩子，我很高兴他们找到了这个频道！
29989,UgyFlQ-i2TawDuTIDpx4AaABAg,1,3 years ago,this whole channel is so wholesome.,整个渠道是如此健康。
30342,Ugw4z3jjfOgoGkZxJ2t4AaABAg,1,3 years ago,i'm in love with this channel <3,我爱上了这个频道<3
30607,UgyGAVnd5p8_vayS5AF4AaABAg,1,3 years ago,"one should never watch this channel's videos on an empty stomach. you're liable to become extremely hungry as you go on! :d what tantalizing, wholesome food she makes! :d",绝对不要空腹观看此频道的视频。您可能会在继续时变得非常饥饿！ ：D她制作的诱人，有益健康的食物！ ：d
30634,Ugz1OP8piAmbWAaqL154AaABAg,1,3 years ago,best video of your channel. toffees are great.,您的频道的最佳视频。太妃糖很棒。
31281,Ugwmon8E7hogDJFgL9t4AaABAg,1,3 years ago,this channel is so wholesome i love it,这个频道是如此健康，我喜欢它
27605,UgwdWDb16HOOxHEqQNZ4AaABAg,1,3 years ago,why is china's channel translated with our title?,为什么中国的频道以我们的头衔翻译？
30841,UgwPBUMmqBCZEryBQIN4AaABAg,1,3 years ago,would you ever consider posting step by step tutorials on creating that yummy food? either here or a secondary channel. i would love to learn but i dont recognize some of the ingredients.,您是否曾经考虑过逐步发布有关创建美味食品的逐步发布？在这里或辅助通道。我很想学习，但我不认识一些成分。
30989,UgzdTtwWqlnOVIy7fZF4AaABAg,1,3 years ago (edited),"suspecting that she had to have the right channel of her, she did not know that since she was young, she thought that she could learn so many languages โ€โ€like z, the most is the sound of her country and english. vietnamese is suspected of sex with twozizz ..... (if you are really suspicious by me, please apologize to you) but if it is true, i also thank ad for everyone to see hihi ๐๐ ๐๐",怀疑她必须拥有正确的渠道，她不知道自己年轻，她认为自己可以学到像Z这样的多种语言，最多是她的国家和英语。与Twizizz发生性关系.....（如果您真的很怀疑，请向您道歉），但是如果是真的，我也感谢广告，大家都可以看到Hihi
31023,UgzF-bTIu0PQa86x5gB4AaABAg.8w_-YWVrkVC8xCq2VsS4It,1,3 years ago,nice to see you in the word channel dear sis.,很高兴在“频道”一词中见到您。
31026,UgzF-bTIu0PQa86x5gB4AaABAg.8w_-YWVrkVC8xCugaDy3C8,1,3 years ago,@mrsshaju liziqi mathram alla ... dianxi xiaoge ennoru channel koodi ind .. same like this ... athupole vene pala channels ind. but i watch only and dianx i xiaoge a,@MrsShaju Liziqi mathram alla ... Dianxi xiaoge ennoru channel koodi ind.. same like this... Athupole vere pala channels ind. But I watch only Li ziqi and Dianxi xiaoge
31029,UgzF-bTIu0PQa86x5gB4AaABAg.8w_-YWVrkVC8xCw4aAXwnO,1,3 years ago,one more interesting channel is @dianxixiaoge .... same like li ziqi... it is so amazing channel๐‘๐....,另一个有趣的频道是@dianxixiaoge ....像李Ziqi一样……真是太神奇了。
21638,UgxarPX3wesNn8dE0Hl4AaABAg.93SH0BGAXs393ScPa4S6Kp,1,3 years ago,"um, this channel is not funded by the chinese government, you have gone the wrong scene, please keep here pure",额，这个频道不是中国政府资助，你走错片场了，请保持这里的纯净
21555,UgwxPSacsvHPrgSGNAt4AaABAg,1,3 years ago,"yes. this, my friend, is my new favorite channel.",是的。我的朋友，这是我最喜欢的新频道。
15249,UgzJSbJxXpysAOrKryB4AaABAg,1,3 years ago,my favourite channel,我最喜欢的频道
21235,UgwWfW014qWEYya-lT54AaABAg,1,3 years ago,"https://youtu.be/b30ekxesabo follow me, make me happy a new channel for the holy quran",https://youtu.be/b30ekxesabo关注我，让我开心一个新的古兰经的新渠道
17810,Ugwdw_oVvuHXe6wLShd4AaABAg,1,3 years ago,i prefer this channel over china uncensored,我更喜欢这个频道而不是未经审查的中国
17710,UgxnN9F7NuPNiUIYfmd4AaABAg,1,3 years ago,"wow, so many fruits and things i have never seen before! nice channel!",哇，这么多水果和我从未见过的东西！不错的频道！
17635,UgzNv4azBWM4KY1hR414AaABAg.97m90yxmeTh98Srm_rsorB,1,3 years ago (edited),"@heardistance like yao tried to tell you, rural life similar to this does exist in china currently. an ""asphalt road"" doesn't mean where she lives is less rural or it is fake. what is presented in this channel is no doubt ""too perfect,"" but a good presentation doesn't mean the reality has to be significantly more lackluster. i've witnessed that by travel and having lived in my parents' hometowns in remote areas. poverty exists, but her way of living in rural china is becoming not only a plausible option to choose but one that has been chosen. you would see the genuineness in the videos if you understand the conversations and the cultural mannerism. anyways, i doubt you would take my words - you seem to believe you have a better grasp of reality even when the others are the ones who have seen it firsthand. what's sadder than being realistic is refusing to believe in the beauty of the world even though it exists.",@heardistance像Yao一样试图告诉您，目前中国确实存在类似的农村生活。 “沥青路”并不意味着她的住所不那么乡村，或者是假的。毫无疑问，该渠道中提出的内容“太完美”了，但是一个好的演讲并不意味着现实必须更加平淡。我亲眼目睹了旅行，并住在我父母在偏远地区的家乡。存在贫困，但是她在中国农村生活的生活方式不仅成为一个合理的选择，而且是被选择的选择。如果您了解对话和文化举止主义，您会看到视频中的真实性。无论如何，我怀疑您会接受我的话 - 即使其他人是亲眼目睹的人，您似乎也相信自己对现实有更好的了解。令人难过的比现实的是拒绝相信世界的美丽，即使存在。
