,cid,votes,含channel,含channel中文翻译
32405,Ugw4rrmVtX7OvGanlA94AaABAg,0,"everything is fine >⚘ and most importantly what is interesting ... it does not touch the finished dish with her hands and does not taste it until cooked… and yet ... no conversation plus, subscribe to the channel insert likes with videos with your friends, etc. d 11 this really infuriates. she is cordialular faces, so she has millions of subscribers and views",一切都很好>⚘，最重要的是有趣的东西...它不会用她的手触摸成品菜，直到煮熟之前才品尝到……但是……没有对话加上订阅频道插入的喜欢的视频。您的朋友等。D11这真的很生气。她的面孔是亲切的面孔，所以她有数百万的订户和景色
29158,Ugw6rOdNw7Y8mBWTOw14AaABAg,0,"the strength of this little angel is amazing! the weight she carries around would be impossible for many western women. her beautiful spirit is really unique. calm, peace, love for her beloved family/granny and for nature around her. a blend of what we humans should all have. just another 1000 of her would make our world a better place. i am sure she touches deeply all that watch her videos. such a blessing to have this channel!",这个小天使的力量很棒！对于许多西方妇女来说，她所携带的体重是不可能的。她美丽的精神确实是独一无二的。平静，和平，对她心爱的家庭/奶奶的爱以及周围的大自然。融合了我们人类应该拥有的一切。她只有1000人将使我们的世界变得更美好。我相信她会深入观看她的视频。拥有这个频道真是太幸运了！
35153,UgwpIl09vjXeqdXvxSZ4AaABAg,0,i love this channel movie!,我喜欢这部频道电影！
20266,UgykpHGKaNDMFCgAmvJ4AaABAg,0,friends support me and subscribe my youtube channel,朋友支持我并订阅我的YouTube频道
20265,UgyQJ_Fbn9XABc2LCWN4AaABAg,0,my friend supports me and subscribes to my channel,我的朋友支持我并订阅我的频道
29159,UgyER9RKx7gPF9P5WwB4AaABAg,0,clik my channel please,请我的频道
29225,UgyDshaNL4uPLcWXRqF4AaABAg,0,i'm ashamed of what i cook every time i come to your channel!,每次进入您的频道时，我都为自己的烹饪感到羞耻！
20253,Ugzhi4R8L6hOfyiY95d4AaABAg,0,the most extraordinary girl in the world is here. wishing a lot of luck in life. i always follow your channel,世界上最非凡的女孩在这里。祝愿人生很多。我总是遵循你的频道
20227,Ugy6ydEn0INqmkzoplV4AaABAg,0,to stop hair fall and to grow hair fast visit my channel for easy home remedy,要停止头发掉下来并长发头发快速访问我的频道以获取简单的家庭补救措施
35285,Ugz1saQYG9C0SUUi5BZ4AaABAg.8yURoPrINdo90O8za0eHGU,0,"@franzpeters3824 emm, strongly recommend u to log onto bilibili. com which is a chinese 'youtube', it's one of the channel for people to well know about china nowadays. because chinese don't always use youtube, which make people outside of china can't really have a chance to know about chinese. u are welcome to take a trip here.",@franzpeters3824 emm，强烈建议您登录比利比利。 com是中国的“ YouTube”，这是人们当今人们对中国有充分了解的渠道之一。因为中国人并不总是使用YouTube，这使中国以外的人真的没有机会了解中国人。欢迎您在这里旅行。
20125,UgwZDPzMs9Sf_IRRRsp4AaABAg,0,"you support my channel, too
i would like to thank everyone","您也支持我的频道
我要感谢大家"
29486,UgyNJWh2Z8E5A5JCPsl4AaABAg,0,"i don't regret subcribed your channel ziqi. thank you for make this beautiful video <3 ^-^


hello from indonesia","我不后悔向您的频道Ziqi列出。谢谢您制作这个美丽的视频<3 ^ - ^


来自印度尼西亚的您好"
20597,UgyNr_X1ywQmeS3mut54AaABAg,0,what is the channel?,什么是频道？
34493,UgybFmOAw13FTKFbRpR4AaABAg.8yUTys4azNL8yUbw6t9Rpq,0,only this channel is li ziqi's.,只有这个频道是李齐。
20640,Ugz0HdTG-Kc9Bd9JOFZ4AaABAg.90frsqbFNBE913A-E7-oQa,0,jacky phantom thanks for the lecture. i do know that as my dad is from the northern china and my mom is from the south. my previous comment was just trying to say this channel opens a new image of china beyond the political news and i am glad about it. i hardly believe anyone will think this represents entire china anyways.,Jacky Phantom感谢您的演讲。我确实知道，因为我父亲来自北中国，而我妈妈来自南方。我以前的评论只是试图说这个频道在政治新闻之外打开了中国的新形象，我为此感到高兴。我几乎不相信任何人都会认为这代表整个中国。
20811,UgwKeVgZoaekArc0xZ54AaABAg,0,"firstly thank you for sharing your amazing videos. this is by far my favourite channel, there is something special about the traditional ways and you are mesmerising to watch.",首先，感谢您分享您的惊人视频。到目前为止，这是我最喜欢的频道，传统方式有一些特别之处，您正在关注。
33836,UgxD18WZSIM7HYH5MH94AaABAg,0,"i love your channel,,,",我爱你的频道，
28574,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g8zzSBth0D7j,0,https://www.youtube.com/channel/uc3bqw8oi-mcj822uusjzxla?app=desktop,https://www.youtube.com/channel/uc3bqw8oi-mcj8222uusjzxla?app=desktop
21249,UgxJ56nwfiz4fGeHOVV4AaABAg.904VgWXMrVa90YH2jpqXin,0,maybe my channel is cool,可能订阅我的频道很酷
21244,Ugz7eLuYRqGdhF82jCh4AaABAg,0,"this channel is your channel, huh. i like to watch the video you do. very peaceful and happy.",这个频道是您的频道，是的。我喜欢看你的视频。非常和平与快乐。
28737,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g95KgCAginYC,0,"5! handmade for the garden. https://youtu.be/hdwqe0bv3p8
out unnecessary bushes with your own hands.
if you write something on my channel-may you be happy!","5！花园手工制作。 https://youtu.be/hdwqe0bv3p8
用自己的手弄出不必要的灌木丛。
如果您在我的频道上写东西，您会很高兴！"
34082,UgxzcIKT5uruwpxh1yx4AaABAg,0,"this is the only channel that i see which has wholesome content, and the largest viewer dedication. you are amazing liziqi and we love you",这是我看到的唯一具有健康内容的渠道，也是最大的观众奉献精神。你很棒的liziqi，我们爱你
34150,UgyHxHqA66okHaL_m5J4AaABAg,0,"i think it's one of the fake chinese government channel to make you think china is great. 
free tibet","我认为这是中国政府频道之一，使您认为中国很棒。
免费西藏"
21236,Ugx2a8hKY57-LRwBHOt4AaABAg,0,i love all your videos liziqi and now finally found you on youtube. i hope this is your real channel.,我喜欢您所有的视频Liziqi，现在终于在YouTube上找到了您。我希望这是您的真正频道。
21190,Ugx2-PSgj-Cxl8RmBAN4AaABAg,0,"recommended ""dianxi xiaoge"" channel.","Recommended ""Dianxi Xiaoge"" channel."
21183,UgzDZIhdyZtJxpOoxyZ4AaABAg,0,"i’m from brazil and united states, love your channel",我来自巴西和美国，爱你的频道
28753,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g96XNWhbt5Th,0,"i love this channel very much, please people cek my channel back ya",我非常喜欢这个频道，请人们cek我的频道回来
34442,Ugz92fL1mHCg4P8EjKB4AaABAg,0,"preparing food like she have a crowd in home..
eating that much and still slim..
i love ur channel❤","像她在家中有人群一样准备食物。
吃那么多又苗条..
我爱你的频道❤"
21110,UgzSL8yDlQ36vVEpSzV4AaABAg,0,can i ask why this channel is china and only vietnamese subtitles.,我能问一下为什么这个频道是中国，只有越南字幕。
21062,UgzBvt6QJxPzqV-SWX54AaABAg,0,finally i found your youtube channel.i really like watching your videos it's so relaxing❤,终于我找到了您的YouTube频道。我真的很喜欢看您的视频，它是如此放松❤
20964,UgySkM6qXpL05pzo_394AaABAg,0,wonderland on earth! in the valley! there is a beautiful as a fairy! smart! smart! there is another filial girl! can you be a friend? another move! new online far online new network! intersection join friends with you! line: liao chung ming.id:0938136121 friendship valentine's day gift! come to meet! good channels for learning each other to share the fun of life together! ming. leave a message 10/21 good night!,人间仙境!山谷里头！有一位美如仙女！聪明伶俐！智勇双全 ！又有一位孝顺的小姑娘们！子柒您可以成为好友吗？另人感动！新上网远传新网路！ ！与您同在加入好友！ LiNE:Liao chung Ming.ID:0938136121友情人节礼物！千万里来相逢！互相学习的好频道建立起来一起分享生活乐趣无穷！ Ming.留言10／21晚安！
20947,UgzME4xbq7ZBmyiNLix4AaABAg,0,love you cuty you are sooo talented girl i watched your many videos.today i searched your channel and found your videos i am so happy and love to your grandma,爱你可爱的你真是个才华横溢的女孩，我看过你的许多视频。
28906,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g9B0_6guZx0F,0,youtube.com/c/violachannel1,youtube.com/c/violachannel1
20945,Ugyvj8wPdBASHLh3t8p4AaABAg,0,let's friends learn how to cook on the street chef channel,让我们的朋友学习如何在街头厨师频道上做饭
20906,Ugy4bSnKsprJjR2cSeV4AaABAg,0,i hope you can see the channel of e.,希望您能看到E的渠道。
29043,UgxrxlDmInXxSqPwncJ4AaABAg.8yXxwnokw6P8yeZ-_vrJPG,0,"@user-zn7y1cw9g can be later, i will write, although we have half the eleventh, i'm tired of household chores. you know, i look at the channels in non -russian, i write comments, knowing that no one will answer. but you will not believe how nice it is when people write in russian. i have been watching the asian channels for a long time, i leave comments, no one answers, i am calm. and then the comments went, i'm surprised !!!",@user-zn7y1cw9g可以稍后写，我会写信，尽管我们有一半，但我厌倦了家务。你知道，我看着非俄罗斯人的渠道，我写评论，知道没有人会回答。但是，当人们用俄语写作时，您不会相信它是多么的好。我很长一段时间以来一直在观看亚洲频道，我发表评论，没有人答案，我很镇定。然后评论发表了，我很惊讶！！！
20869,UgwGaSHM2ANeTAR1F_h4AaABAg.90QyeJjuoY490YH46CZUkp,0,maybe my channel is cool,可能订阅我的频道很酷
20863,UgwGaSHM2ANeTAR1F_h4AaABAg,0,"it's just impossible, if she did those things by herself. i'm curious, how many people behind this channel?.. i need behind the scene of all the video of this channel",如果她自己做这些事情，那是不可能的。我很好奇，这个频道后面有多少人？..我需要这个频道所有视频的场景
34478,UgybFmOAw13FTKFbRpR4AaABAg,0,"i have seen an account that uploaded a video that is exactly the same as your video, is that also your youtube channel??",我已经看到一个帐户上传了一个与您的视频完全相同的视频，这也是您的YouTube频道吗？
23982,Ugz-qxDie7R3Oh7vFiV4AaABAg,0,i have translated into vietnamese !! wish the channel achieved more success,我已经翻译成越南！希望频道取得更多成功
20067,Ugx8UV7_OH49_P7etnl4AaABAg,0,awesome channel,很棒的频道
29670,Ugzl-6DEF0dDfScRmuB4AaABAg,0,like if you speak spanish on this channel,就像您在此频道上说西班牙语
27791,UgwjwP6QmoCMVAfeghl4AaABAg,0,"liziqi what’s your country name . please reply this comment 
i always happily see your vedios from this channel 
i’m from bangladesh","Liziqi您的国家名称是什么。请回答此评论
我总是很高兴从这个频道看到您的Vedios
我来自孟加拉国"
27671,Ugyd35wTynund5pFBBJ4AaABAg,0,i love this channel iam from kerala india......,我喜欢来自喀拉拉邦印度的这个频道……
27725,UgydDq1jzvAQbCU_PQd4AaABAg,0,by far my favorite favorite favorite channel ❤️,到目前为止，我最喜欢最喜欢的频道❤️
26166,Ugye4kVoWAHei7NtqTt4AaABAg,0,"i'm curious on how these shots are established and edited. do you have someone helping you out? because if you're doing it all alone, wow. you must be a perfect woman to me. jk very delicate and nature centered. beating food network and other food channels i know which wastes their food sometimes. hope you continue to make videos like this til you have kids or special someone, ziqi. hi to your grandmom too.",我很好奇这些镜头是如何建立和编辑的。你有有人帮助你吗？因为如果您一个人这样做，哇。对我来说，你一定是一个完美的女人。 JK非常细腻，自然集中。我知道有时会浪费食物网络和其他食物频道。希望您继续制作这样的视频，直到您有孩子或特别的人，Ziqi。嗨，你的祖母。
26151,UgwBxF6gu3nL61WtXFl4AaABAg,0,"the other cooking channels won't stop talking while they cook,she never did,but i understood everything",其他烹饪频道在做饭时不会停止说话，她从来没有这样做，但是我了解了一切
30873,UgwRMstfc5x539vXXp14AaABAg,0,"supporting my channel with my sister, i really like to watch your video",与姐姐一起支持我的频道，我真的很喜欢看你的视频
26085,UgzRfV_d8bhEyrkx0Jl4AaABAg,0,"i always watch with great pleasure your channel! you live in a very beautiful place, just a paradise! the nature is amazing. very colorful videos, i see a lot from your culture for the first time. the girl is just cinderella, a craftswoman on all hands! it is clear that a whole team is working on the channel that makes such a successful project. all videos look in one breath. thank you for getting to know your cuisine, nature, culture! successful to you and long life to the channel!",我总是很高兴您的频道！您住在一个非常美丽的地方，只是一个天堂！大自然很棒。非常丰富多彩的视频，我第一次从您的文化中看到了很多。这个女孩只是灰姑娘，一位手上的工匠！显然，整个团队都在研究这一成功项目的渠道。所有视频一口气看。感谢您了解您的美食，自然，文化！对您来说成功，频道长寿！
26068,Ugw99oqoFpLGDZ3DwsN4AaABAg,0,there is another similar channel https://youtu.be/gxfovz8m9sk the old man is like liziqi，amazing,还有另一个类似的频道https://youtu.be/gxfovz8m9sk老人就像liziqi，很棒
