,cid,votes,含Chinese,含Chinese中文翻译
18621,Ugw-4ZcCGQMb7Of6XvF4AaABAg.92QSySm3B1D92gZPGiTWKh,1,"@Alexandernorrie, you have talked about Chinese history after a few years, and history requires horizontal and vertical comparison. Your understanding of Western history is a bit. Talking about history before history, you can learn mathematics well. If you have no logical ability, you can easily wash it into brain disability by the hypocritical Western ideology.",@alexandernorrie 你念过几年书就妄谈中国历史，而且历史需要横向纵向对比，你对西方历史的了解又有几分。谈历史之前麻烦把数学也学好，没有逻辑能力就容易被伪善的西方意识形态洗成脑残。
18629,Ugw-4ZcCGQMb7Of6XvF4AaABAg.92QSySm3B1D92j2hR88Y2b,1,Pedro c You never know it was Mao who led Chinese women to work and have the equal right as men. He is neither God nor Satan. He is a leader with good side and bad side just like everyone else.,佩德罗·C（Pedro C），您永远不知道是毛泽东（Mao）带领中国妇女工作，并且拥有与男性平等的权利。他既不是上帝也不是撒旦。他是像其他所有人一样的领导者，一面良好，一面不好。
18653,UgypQZCQXma8Eja0LMh4AaABAg,1,"oh，her videos are the best of Chinese traditional food ，i promise.Not only because of her beauty,but also her videos let me know so much about traditional food and traditional culture in countryside,which i hardly heard before.As you can see im a chinese.",哦，她的视频是中国传统食物中最好的，我保证。不仅是因为她的美丽，而且她的视频也让我知道了很多关于乡村的传统食物和传统文化的信息，我以前几乎听不到。我是中国人。
22336,UgwRIKP8m8KqoxusPWZ4AaABAg,1,"Good video, too beautiful

Actually Im not a Chinese","好视频，太美了

Actually im not a Chinesse"
17637,UgxW81R99cPbf3bu0s54AaABAg.92iL8s-QtKf92qDv4sXKlp,1,I use the US Internet to watch the Chinese people posted on the US website. The Chinese posted a reply on the US website,我用美国的网络看中国人发布在美国网站上的视频下面的中国人发布在美国网站上的回复
14624,UgynuRCNtRvb5cOeW5V4AaABAg,1,"These videos had taken me to a whole new level of a long lost world that I'm longing to live in and experience its peacefulness...the beautiful scenery, the sounds of insects and birds chirping away and running water and seeing you Li Ziqi gathering food from the garden and in the wild makes me wonder what have we been living in...stressing ourselves 's Chinese New Year",这些视频使我进入了一个渴望生活并体验和平的漫长世界的全新水平...美丽的风景，昆虫和鸟儿的声音在吹口水，流水，看到你李Ziqi从花园里收集食物和野外，让我想知道我们一直在生活...强调自己
24938,UgyVQpBfByZnqVTFz6l4AaABAg.8zAredNcoy28zGL9U7yQ_W,1,Purslane i think. typical herb or veg for Chinese,我认为马在平台。中文的典型草药或蔬菜
19065,UgyhSJHbnccPmF2NewB4AaABAg.928iIut82ru92diK85rJXt,1,"As a Chinese, canned catfish can be unpalatable!","As a Chinese , 鲱鱼罐头贼难吃！"
26645,UgzS06kWPFl_gfzwTgF4AaABAg.8ymoowt3A3Y8yph7Dkop2O,1,"Wonder when she had time to learn about editing and how to present things so beautifully. It doesn't strike me as a very rural Chinese thing, to keep things uncluttered and fresh.",想知道她何时有时间学习编辑以及如何如此精美的内容。让我成为一个非常乡村的中国事物，使事情变得整洁和新鲜。
26228,UgwhUJ_OZgEyjOIx3pV4AaABAg,1,"As a Chinese, you must subscribe to a wave to support you",作为中国人，必须订阅走一波，支持你
26145,Ugy8yjYPXD0aaMiFqCl4AaABAg,1,The Chinese top up! Intersection Intersection,华人顶起来！！！
15399,UgxM6M0zpu3k7SD32RR4AaABAg.93FjALA-hss97Nk_ihnR8Z,1,Morag Tong a lie is still a lie even if the intention is pure. I love watching these videos and the truth is if she’s getting paid to produce videos by the Chinese government then that’s fine I’d just like to know how many other individuals of the total live this was in rural China and not in jammed highly advanced by polluted mega city’s?,即使意图是纯洁的，莫拉格·汤汤仍然是谎言。我喜欢观看这些视频，事实是，如果她获得了中国政府制作视频的报酬，那么我很想知道，这是中国农村地区的其他人，而不是高度先进的污染了巨型城市？
25788,UgyRNvqEodyL7aCKEzZ4AaABAg.8yymTf66ipw8z059iRap0c,1,"She is Chinese（ Mianyang City, Sichuan Province, China.）",她是中国（米扬市，中国四川省。）
19057,UgyhSJHbnccPmF2NewB4AaABAg.928iIut82ru92NI4zlMBGP,1,Yeah as a Chinese I really love it! However my friends would think I smell like shit after eating it. Not joking at all. Tastes good but smells like,是的，作为中国人，我真的很喜欢它！但是，我的朋友们会认为我吃了狗屎。根本不开玩笑。味道很好，但闻起来像
25288,Ugz5Uzo_kzEtnwBFiwt4AaABAg,1,"Oh my goodness, Chinese are so much like Naga tribe people from Nagaland. Wish you visit Nagaland, n enjoy Naga biggest festival (HORNBILL FESTIVAL).",哦，天哪，中国人非常像纳加兰的纳迦部落人。希望您访问纳加兰，享受纳迦最大的节日（Hornbill Festival）。
15932,Ugx_KEuuB0D-JAYdaS54AaABAg,1,"As a Chinese, I really appreciate what you do. Your videos are just amazing, I feel so proud",作为中国人，我非常感谢您的工作。您的视频真是太神奇了，我感到非常自豪
25102,UgwfTomdte1aHjt_VPJ4AaABAg,1,Chinese girl leverage 55+,中国女孩杠杆55+
15949,UgygE8WIABCx8lI4oB94AaABAg.931UYOHTdP6935roZp4CLA,1,@jefftan2859 Her goal was to show Chinese youngsters that rural life isn't boring. She never had a goal to showing about her life to you and I. But God definitely open the way if people works hard. This is why today you and I can watch her videos on YouTube. She don't have anyway to interact with foreigners she only post on Weibo lol. Keep your negativity to yourself.,@jefftan2859她的目标是向中国年轻人展示乡村生活并不无聊。她从来没有目标向您和我展示自己的生活。这就是为什么今天您和我可以在YouTube上观看她的视频的原因。无论如何，她都没有与外国人互动，她只会在微博上发布。保持对自己的消极情绪。
16289,UgzGo8lfYU11R34rFF54AaABAg.92wzyoDy2Ws93-C5S52dPc,1,Even the place where I am a Chinese,连我这个中国人都向往的地方
22476,Ugy6xGs_at7jjeyL7Q94AaABAg.9-25zaF06Vc9-2bP351sU7,1,There are also those anti -Chinese people who met a person yesterday and hurt me ...,还有那些反华的华人，昨天碰见一个人，把我气坏了……
16360,Ugz-PxPeXDViQ__23cl4AaABAg.92w9T32MS-2938sNJ2JQ6s,1,mujkocka —stop bullshitting plz..u a Chinese farmers wife know English ..lol..I am sure this youtuber has big team and ppl who write pait I’ve comments for her ..regardless production is top notch ..I did not care if she is not real ...she is a good actress,Mujkocka - Stop Bullshitting plz..u中国农民的妻子知道英语.. lol ..我确定这个YouTuber有大团队和PPL，他们写了我为她评论的Pait。如果她不是真实的...她是一个好女演员
16390,UgzwGITKQLsjqnmotyd4AaABAg.92vu5wyg244933tNgr2WbW,1,"@ethantrie9793 Sorry, I don't know how to read Chinese. Is that Sichuan?",@ethantrie9793对不起，我不知道该如何阅读中文。那是四川吗？
16655,UgxPW_WUK0AlHuf8sq54AaABAg,1,"She is very famous now, we all like her videos even we are Chinese.",她现在很有名，我们都喜欢她的视频，即使我们是中国人。
16831,UgxjySQyWB6VBun_lLt4AaABAg.92qrT3Z16hI93HwwU5gTQN,1,"When you think Li Ziyi's video is fake, the rural areas are not like this at all. I want to tell you that rural China is indeed not like this.
But showing the true appearance of rural China is not the theme of her video at all. The reason why you see such a beautiful video will cause discomfort because it subverts your impression of China, this is not China you know.
The real China should be messy and the people's quality is low. You are embarrassed and even painful for this. You instinctively resist the beautification of China, so you are skeptical of the video here.
Many people have ""escaped"" or hope to ""escape"" China because of the status quo of contempt China. However, they may not expect that inferiority in their hometown will always be wrapped like a nightmare. When people enjoy the beauty and tranquility of Li Zihuan's video, they feel dislike and anger; when people admire China's development and progress, they will not have a hint of joy; a developed country feels that China's threats want to curb China Some people even become accomplices. Those who despise themselves are actually scornful. China is their demon, as long as they mention them, they will suffer.
I want to remind these people that 1.4 billion people living in China are also flesh and blood, and they are pursuing a happy and peaceful life. They also have their own creativity and imagination. Why can't they create such high -level works? Why can't China be beautiful?
Those who feel that you are offended, if you are abroad, please leave this channel quietly, forget everything about China, and hope that you can live easily and have dignity. If you are in China, please open your eyes and look at everything around you, maybe more beautiful things are waiting for you to discover. Even if you can't find it, spend more time to accompany your family, it is a beautiful thing.


——The above is just written to those Chinese who have been demon","当你们觉得李子柒的视频是假的，中国的农村根本不是这个样子，我想对你们说，中国的农村确实不是这个样子。
但展示中国农村的真实面貌根本不是她视频的主题。你们之所以看到如此唯美的视频时会产生不适，是因为它颠覆了你们对中国的印象，这不是你们了解的中国。
真实的中国应该环境脏乱，人民素质低下。你们为此感到难堪，甚至痛苦。你们本能的抵制美化中国的事物，因此才对这里的视频持怀疑态度。
有许多人因为鄙夷中国的现状“逃出”了或希望“逃出”中国，然而他们也许没料到，对于自己故乡的自卑将永远如梦魇一般缠绕。在人们享受李子柒视频的唯美与恬静时，他们感到的是厌恶和愤怒；在人们赞叹中国的发展进步时，他们也不会有一丝喜悦；某发达国家感受到中国的威胁想要遏制中国时，有些人甚至成为了帮凶。那些鄙夷自己出身的人，其实也在鄙夷着自己。中国是他们的心魔，只要一提起他们就受煎熬。
我想提醒这些人，生活在中国的14亿人口，他们个个也都是有血有肉，他们都在追求幸福平静的生活。他们也都有各自的创造力和想象力，怎么就不能创造出这么高水平的作品来呢？中国怎么就不能有美好的事物了呢？
那些觉得自己受到冒犯的人，如果你身在国外，请你安静的离开这个频道，忘掉关于中国的一切，同时希望你活得轻松些，有尊严些。如果你身在国内，请你睁开眼重新打量一下周围的一切，也许还有更多美的事物等着你去发现。即便发现不了，多花些时间陪陪家人，也是美事一桩。


——以上只是写给那些着了魔的中国人"
23405,UgwMfFJ0q-FKtOBcBDt4AaABAg,1,This woman should be a Chinese national treasure,这个女人应该是中国国宝
23309,UgzIaXkAAlmYHpDHZrV4AaABAg.8zmPtILpokq8zuL_zPn78W,1,"That's not normal snail we saw on the side walk. They only live on the rocks in the water. And as a Chinese myself I don't know how to ate them as well, and I think that's ok. The snail always go with",这不是我们在侧面步行中看到的正常蜗牛。他们只生活在水中的岩石上。作为中国人，我也不知道如何吃它们，我认为没关系。蜗牛总是在中国夏季与
17112,UgyxdVTnPLg4wepYyIh4AaABAg.92neTIsnRfr92s65n9Cfqh,1,"Tanbojun Tan yeah！she is way above the living standard of most of rural areas in China.and actually a lot of people are criticizing her presenting Chinese styles like that way . But I think it is still cool to watch (btw,I am a Chinese girl)",Tanbojun Tan是的，她远远超过了中国大多数农村地区的生活水平。实际上，许多人批评她的中文风格。但是我认为看着仍然很酷（顺便说一句，我是一个中国女孩）
23107,Ugzu86cOfVQiDeNyfF94AaABAg,1,Come on Chinese,加油中国人
19556,UgwWWMB39Cw9O-eCNYt4AaABAg,1,The dislikes are from the Chinese government,不喜欢的人来自中国政府
22915,UgyeGiStPYAH_3nGHGZ4AaABAg,1,I love Chinese people!!!,我爱中国人！！！
