,cid,votes,含Chinese,含Chinese中文翻译
16385,Ugza1oioWbMGLjNHtRV4AaABAg.98iowEsIg9G99NobvOV2A5,3,"@angelina_allanson8759 World is becoming increasingly polarised. China-India relations are not the best. There are always scuffles in the border (but this has gone on for decades, so it's not exactly ""news""). Also Tiktok is being blamed in Indian media for promoting acid attacks because some idiot user made a video. And Tiktok is founded by Chinese. It's very sad. I can't look at anything in this world anymore without some kind of political suggestion popping in my head. Not to mention COVID? A lot of Indian media is also hyping up the fact that nobody wants to do business in China anymore, and everyone is moving to India. Again, a huge exaggeration, but the damage is done. 

Hindutva ideology (Hindu nationalism) is also causing tensions against Muslims and Kashmiris, whom some Hindu extremists think are spies for Pakistan. And they see Pakistan as China's dog (not true).

You see what I mean? I'm sure I'm just scratching the surface here. I hope I'm not offending any Indians.","@angelina_allanson8759世界变得越来越两极化。中国关系不是最好的。边界总是有混战（但这已经持续了数十年，所以这并不是“新闻”）。由于一些白痴用户制作了视频，因此在印度媒体中，Tiktok也被指责在印度媒体上促进酸性攻击。 Tiktok由中国人建立。这很令人悲伤。没有某种政治建议突然出现，我再也看不到这个世界上的任何东西了。更不用说Covid了吗？许多印度媒体也大肆宣传这样一个事实，即没有人愿意在中国开展业务，每个人都搬到印度。同样，夸大了，但损坏已经造成。

印度教意识形态（印度民族主义）也引起了对穆斯林和克什米尔人的紧张局势，一些印度极端主义者认为这是巴基斯坦的间谍。他们将巴基斯坦视为中国的狗（不是真的）。

你明白我的意思吗？我敢肯定我只是在这里刮擦表面。我希望我不要冒犯任何印第安人。"
16314,Ugyl6BAyt6f-kggeWyh4AaABAg.98llsjx6THb99iJBGdXbNl,3,Finally saw Chinese message 文,终于看到中文留言了
9421,Ugzi2KGFJng9hw-14Sh4AaABAg,3,"I am an Arab, I love Chinese, but I don’t know why ❤️",我是阿拉伯人，我爱中国人，但我不知道为什么❤️
33591,Ugwi6MPmUUHVJiZrO-V4AaABAg.8vCZsi2p9r29-ALZGVL7np,3,"Ms. Liziqi is wonderful. Lin Jing invites you to Sichuan cuisine to enjoy the natural scenery of the countryside. A small village in Dazhou Sichuan is fun and optimistic. Proactive, easy going, bold and independent. I grew up in Quxian County, Sichuan Province, known as the homeland of the Han Dynasty, the home of Chinese bamboo art, the home of yellow flowers and the intangible cultural heritage of China.",利兹奇女士很棒。林吉（Lin Jing）邀请您去四川美食欣赏乡村的自然风光。 Dazhou Sichuan的一个小村庄很有趣和乐观。主动，随和，大胆而独立。我在四川省的Quxian县长大，被称为汉朝的家园，中国竹艺术的家园，黄花的家园和中国无形的文化遗产。
50720,UgxRnpFl689hBAbfU7p4AaABAg,3,Happy Chinese New year sis,春节快乐sis
19424,Ugy1hPuM37VuBnt5r-R4AaABAg.95mdItLTgeO96PUkeTxND7,3,"Make user of ur reply,
If Chinese officials are smart enough, they should combine the Confucius Institute overseas and Li Ziyi instead of engaging in cultural formalism or sour Li Ziyi. Jealous of Li Ziyi is very stupid and extremely regrettable.","Make use of ur reply, 
如果中国官方足够聪明，应该把海外的孔子学院和李子柒做一个结合，而不是搞文化形式主义或者酸李子柒，嫉妒李子柒是十分愚蠢且极度令人遗憾的。"
5163,UgzjNVMnOPQFvuE1_rF4AaABAg,3,"I didn't know that Chinese village 
Life is so creative god bless you and good luck fore your future","我不知道那个中国村庄
生活是如此有创造力的上帝保佑你，祝你好运，在你的未来 -"
45978,UgxQ6NzGBMWclSWcB2l4AaABAg,3,Happy Chinese new year,春节快乐
47396,Ugz-nOnIvznU0flFJth4AaABAg,3,Did anyone else look at that and think that the slab of meat was that poor little lamb? Until it said beef jerky in the subtitles.. but was it beef? The lamb didn't come back after that scene! Happy Chinese new year!,还有其他人看过那个，并认为肉的平板是那个可怜的小羔羊吗？直到它在字幕上说牛肉干性..但是是牛肉吗？羔羊之后没有回来！农历新年快乐！
23095,UgyEGffCSCapYWhPlt14AaABAg.92ZOfZospFJ92tYVPhznYE,3,"@gtp1542 haha there are so many democracy coutries in the world, but most of them are not in a good state of economy, apart from those western coutry which had conquered other coutries.Chinese don't need to learn from democracy coutries about history and other aspects,Chinese (include people live in HongKong)need a good state of economy and political stability.",@gtp1542哈哈，世界上有太多的民主阶层，但是除了那些征服了其他库特里的西方苏联外，他们中的大多数人都不处于良好的经济状态。其他方面，中国人（包括居住在香港的人）需要良好的经济状态和政治稳定。
23466,UgwJt5W2j5q1D2nLUbd4AaABAg.92Ld0RvqjFc92XJTc5PFAI,3,"@Pitsonsfather84 You will only have these words. You can also count the cultural output like this! Let the whole world know that the Chinese are stupid, only know the scolding, and the fiercest for scolding themselves. Oh, although the offenders will be far away, they will be powerful. China has you as a broccoli.",@pitsonsfather84 你也就只会这几句话了。你这样子也算文化输出了呢！让全世界都知道中国人是傻逼，只晓得骂人，而且骂自己人骂的最凶。哦，犯我中华者虽远必诛，厉害厉害。中国有你这员猛将真是锦上添花。
23602,UgwoawYuZAWgMZqf0yt4AaABAg.92GnstOh6bj92GrPkKjjHr,3,"@morality is dying, why must we reflect ordinary rural life? Can't rural life be a beautiful side? It must be that the poor or lack of culture in your impression or no culture? These are the real things in the film. She just wants to tell everyone that life can live like this. Can't it work? Strange, you can't live by yourself, but you blame others to live unrealistic. Seeing you should also be Chinese. Most foreigners can look at her films from a positive perspective, but there are many Chinese people who can only produce a sour mouth like you. They will pull their hind legs. It is really puzzling to wipe out the efforts of others, and many of them have been having noisy her in her country or on the Internet? What kind of mentality?",@morality is dying 为什么一定要反映一般的农村生活？农村生活就不能有美好的一面吗？就一定是要一般你印象中的穷困贫乏或无文化还是怎样吗？影片中这些都是真实存在的东西，她只是要告诉大家农村生活也可以这样活，不行吗？奇怪了，你自己不会生活，却怪别人生活不现实。看你应该也是中国人，外国人大都能从正面角度去看待她的影片，可偏偏就很多像你这样只会出一张酸嘴的中国人，专会扯自己人后腿，几句话就要抹杀别人的努力，很多还一直在自己国内或网路上吵翻天的黑她，真的实在令人不解?什么心态？
46950,UgwwlqlIu5Mu4dZi9sx4AaABAg,3,Is she preparing for Chinese New Year????,她正在为农历新年做准备吗？？？？
51389,Ugz4T9MJPXg4TiuE5o54AaABAg.8qlWUCBsGdF8qlePamSdgQ,3,Chinese New Year !,中国新年 ！
51390,Ugz4T9MJPXg4TiuE5o54AaABAg.8qlWUCBsGdF8qll8spbSIz,3,"Island branch, welcome to help our Chinese video increase the click volume",岛支，欢迎来帮我们中国的视频增加点击量哦
22861,UgxdLnK5TNFY5ZXsUvt4AaABAg,3,"Very well described the traditional Chinese culture, traditional food, Zhanzi",很好的阐述了中国的传统文化，传统美食，赞子柒
46879,Ugx3fqElq-zVJv_OBNt4AaABAg,3,"Happy Chinese New Year to you miss .. 
Greetings from the Philippines","春节快乐，你想念你。
菲律宾的问候。"
7797,UgykxnwFHQcNdtcTpVF4AaABAg,3,"SHE IS A CULTURE THIEF
To those who don't know her true self, she described kimchi, which is actually Korean, as Chinese, in her kimchi making video. China is now trying to take away all of Korea's unique cultures. Some even claim that BTS is Chinese. Please don't stand up for cultural thieves like this.
Her channel is very nice but she did a bad behavior please dont watch her videos..","她是一个文化小偷
对于那些不知道自己的真实自我的人，她在泡菜制作视频中描述了实际上是韩语的泡菜。中国现在正试图夺走韩国的所有独特文化。有些人甚至声称BTS是中国人。请不要像这样的文化小偷站起来。
她的频道非常好，但她的行为不好，请不要看她的视频。"
46844,UgypAbv7l1IGSkj6aS14AaABAg,3,"Happy Chinese New Year to you and your grandma. You do so many things yourself it is truly amazing and inspiring. My favourite part was the popcorn one and specially the end. Your reaction during the popcorn machine was opened was too cute, it is the first time I saw popcorn being made like that. And grandma looked absolutely adorable. And thank you for the english subtitles. Me and my mother simply love watching your videos.",春节快乐，祝您和您的祖母。您自己做很多事情，真是太神奇和鼓舞人心。我最喜欢的部分是爆米花，尤其是结尾。您在爆米花机上打开的反应太可爱了，这是我第一次看到爆米花是这样做的。奶奶看起来绝对可爱。并感谢您的英文字幕。我和我的母亲只是喜欢看你的视频。
22491,UgwpDxSltANjBCp2KfR4AaABAg,3,"Loving the whole atmosphere. I wasn't really a Chinese cuisine fan but seeing this I really crave your cooking. A new perspective to Chinese cuisine. Truly inspiring.
I wish you open a guest house if you haven't. It would be my family vacation destination!!","热爱整个气氛。我并不是真正的中国美食迷，但是看到这一点我真的很想做饭。中国美食的新观点。真正鼓舞人心。
我希望您没有开设一个旅馆。这将是我的家庭度假胜地！"
50962,UgxXdfdUk1tAYvVhPwJ4AaABAg,3,"Your videos are a pleasure that I enjoy very much, thanks for showing us the incredible of great Chinese culture.",您非常喜欢您的视频，非常感谢您向我们展示中国文化的难以置信。
22265,Ugy7T44RjrnVq9GIL1t4AaABAg,3,"Zi Yan's video was very good, and it was also the envious life of many people in China. After all, hundreds of millions of people in China have to leave their hometown for life. Behind the Chinese Spring Festival is the true portrayal of ordinary people.",子柒的视频拍的非常好，也是中国很多人羡慕的生活。毕竟在中国有上亿的人为了生活，不得不背井离乡。中国春运的背后才是老百姓的真实写照。
